ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
10800
ITEM: BOX BOUNDS xy xz yz pp pp pp
-7.1574750999467085e-01 2.1661974750999332e+02 0.0000000000000000e+00
-8.6704792661292274e-02 2.1677104792660991e+01 0.0000000000000000e+00
-2.3100675288315209e-01 2.5991006752883244e+01 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 -0.0208661 0.753018 2.01381 -7.92744 0.763569 0.362269 1.20989 
2166 1 0.249568 0.927452 7.27349 -7.88127 -1.25259 -1.784 0.0267236 
9 1 5.72051 3.07807 0.218584 -7.75555 -0.481498 0.0652326 -0.00904903 
366 1 -0.124034 4.5137 2.06695 -6.93143 0.453238 -1.27423 -0.689671 
2526 1 0.155309 4.25321 7.35442 -7.90923 -1.04716 2.316 0.594867 
3988 1 16.6303 20.863 7.9114 -7.77544 0.946175 1.33463 2.49695 
726 1 0.268857 8.22373 2.0357 -7.74012 0.388639 0.253113 0.914946 
2886 1 0.468755 8.24879 7.29515 -7.6212 -0.650826 -1.29566 -1.07912 
1828 1 16.4455 20.8603 2.75837 -8.4595 1.27882 0.903353 1.32614 
1086 1 0.582668 12.0196 2.15942 -8.31767 -1.19368 -1.07972 0.838021 
3246 1 -0.152784 11.5505 7.38153 -7.67078 -0.135312 1.42071 -0.390645 
363 1 1.94304 6.28917 0.154333 -7.09801 1.03938 1.06818 -0.690879 
1446 1 0.340123 15.3657 2.28773 -8.50773 -0.369453 0.0977548 0.306892 
3606 1 0.242783 15.3304 7.62938 -7.6643 0.528155 0.982993 -1.94831 
6132 1 3.81869 18.922 12.6645 -8.14458 -0.166218 -0.295584 1.5192 
1806 1 0.350064 18.8342 2.09862 -7.30757 -0.40639 -1.05201 -0.815617 
3966 1 0.179267 19.0455 7.38716 -7.9361 -1.1605 -0.295591 -0.547388 
735 1 9.30238 10.237 0.477062 -8.07948 -0.467339 0.611415 -1.71409 
12 1 3.4801 0.990859 1.9391 -8.07543 -1.11348 -0.350275 1.74719 
2172 1 3.70509 0.811071 7.27031 -7.46442 0.262953 -0.974516 0.480544 
1468 1 16.4786 17.1202 2.94927 -8.07494 0.00585097 -0.632333 -0.905396 
372 1 3.82776 4.4807 2.24263 -8.5005 0.808819 -1.0964 0.817528 
2532 1 3.81689 4.49213 7.4992 -7.88338 0.135031 -0.739258 -1.24697 
369 1 5.7568 6.47565 0.209562 -8.72143 -0.389384 0.784313 1.12764 
732 1 3.87812 7.92373 2.31492 -8.83923 -0.422024 0.754682 -0.902762 
2892 1 3.73121 8.13357 7.42418 -7.87281 -0.0246829 -0.364801 0.273728 
21 1 12.9358 3.05429 0.276451 -7.34933 0.0625978 -0.384497 -0.270464 
1092 1 3.9103 11.7016 1.95579 -7.7925 -0.48445 1.14379 1.19919 
3252 1 3.96836 11.6347 7.53215 -7.56033 -1.18512 1.35401 -1.36582 
4332 1 3.87686 0.733176 12.598 -8.62125 -0.534242 0.940705 -0.0967628 
1452 1 4.07707 15.3727 2.17474 -6.89196 0.0583862 1.62735 -0.272058 
3612 1 3.51771 15.1833 7.44544 -8.22013 1.25428 1.25119 -0.21994 
381 1 12.865 6.47168 0.0370896 -8.2323 -0.679265 -1.26786 0.074529 
1812 1 3.94113 18.9899 1.98735 -7.65612 -0.9088 2.87487 2.92308 
3972 1 3.82767 18.8812 7.54449 -8.00473 0.276168 -0.0425961 -0.183299 
4326 1 0.033675 0.68485 12.5297 -7.74284 1.35812 0.217099 1.05289 
18 1 7.57761 0.904454 2.3804 -7.95587 -1.63569 -0.208141 0.791939 
2178 1 7.37898 0.720358 7.61487 -8.24067 0.757619 1.69947 -0.0972798 
741 1 12.8949 9.85084 0.233712 -8.48663 -0.402953 0.772238 0.177813 
378 1 7.47513 4.23815 2.24722 -8.39328 -0.742118 1.42068 0.773966 
2538 1 7.25693 4.33845 7.31383 -7.7582 -0.467055 1.24667 0.932052 
6144 1 11.2323 19.0207 12.6774 -7.76951 -1.56651 0.474557 0.125103 
738 1 7.32592 8.14496 2.46129 -7.97685 0.454062 -0.0758713 -2.18481 
2898 1 7.72139 8.18633 7.54332 -7.72003 -1.31179 -0.021084 -0.992824 
5784 1 10.874 15.6258 12.4999 -7.46421 -0.326138 -1.40397 0.86121 
1098 1 7.35105 11.7033 2.36196 -8.56364 1.38927 0.154821 -0.108445 
3258 1 7.39985 11.8825 7.53807 -7.77784 1.05503 -2.83438 -0.357415 
1803 1 1.94855 20.9397 -0.0387377 -7.87313 1.22379 0.0700089 1.42008 
1458 1 7.63592 15.2837 1.92304 -7.98603 -0.950101 1.7386 2.1308 
3618 1 7.30097 15.3723 7.32152 -7.53057 1.94858 0.587046 0.505283 
4710 1 14.5114 4.47571 12.664 -7.54151 0.141943 0.62246 0.424307 
1818 1 7.43361 19.0686 2.17128 -7.79258 -0.787432 -0.605723 0.957913 
3978 1 7.19306 19.0348 7.48166 -7.63681 1.43763 -1.42941 -0.666509 
387 1 16.6758 6.43457 -0.0568698 -7.63383 0.00292089 -0.468559 2.08594 
24 1 11.0661 0.906369 2.21517 -7.66544 0.717246 -0.301396 0.757025 
2184 1 10.9934 0.88754 7.4252 -7.92942 -0.578673 0.603449 0.629863 
5064 1 11.2376 8.25749 12.5634 -8.32501 -0.93118 -0.956325 0.452922 
384 1 10.993 4.55235 2.12329 -7.68713 0.319014 -0.533708 0.907497 
2544 1 10.9965 4.43768 7.34121 -7.80284 0.616741 1.08548 1.38942 
