LAMMPS data file via write_data, version 22 Sep 2017, timestep = 5000

6912 atoms
1 atom types

-1.1702999999999999e+01 1.1696999999999999e+01 xlo xhi
-1.1850001000000001e+01 1.0850001000000001e+01 ylo yhi
-7.3012530163420706e+01 4.3198720046604143e+02 zlo zhi

Masses

1 28.0855

Atoms # full

108 1 1 0.0000000000000000e+00 9.3212676548571487e+00 -9.8355133116019644e+00 -6.5850369982527440e+01 0 0 0
312 1 1 0.0000000000000000e+00 -2.3364537979656710e+00 5.6167766837209303e+00 -6.4260286409132831e+01 0 0 0
6796 16 1 0.0000000000000000e+00 1.1454524652292399e+01 3.1310299660247054e+00 -7.1652036720398343e+01 -1 1 1
239 1 1 0.0000000000000000e+00 4.1948975502654857e+00 -6.7817088394653187e+00 -6.5788900896171214e+01 0 0 0
253 1 1 0.0000000000000000e+00 9.5978753130351535e-01 -8.5150010404182019e+00 -6.3680115576175560e+01 -1 1 0
6655 16 1 0.0000000000000000e+00 -4.0312542618548752e+00 5.5684246311412924e+00 -6.9050678861861769e+01 -2 -1 1
568 2 1 0.0000000000000000e+00 -2.9103058076592738e+00 -7.6463947756858852e+00 -3.8164592190440189e+01 0 -1 0
383 1 1 0.0000000000000000e+00 -8.8059792599919646e+00 7.0101905350300218e+00 -6.2558887869406171e+01 0 0 0
409 1 1 0.0000000000000000e+00 -2.7588625626606920e+00 -2.1095389863797429e+00 -5.8526413307238549e+01 0 0 0
6641 16 1 0.0000000000000000e+00 5.7101466464252972e+00 1.0376488447537168e+01 -7.2148350965395508e+01 0 1 1
424 1 1 0.0000000000000000e+00 5.6760989987586434e+00 6.2019677011439729e+00 -7.2663058993780908e+01 -1 1 0
6090 15 1 0.0000000000000000e+00 7.5310945068882695e+00 -7.2498181715998031e+00 -6.1559482934116552e+01 -1 0 1
431 1 1 0.0000000000000000e+00 9.9494750598363915e+00 -2.2606412322463871e+00 -6.7565964239135980e+01 -1 0 0
121 1 1 0.0000000000000000e+00 -3.3441999651632965e+00 -1.1196303014712402e+01 -6.3927243318021596e+01 0 1 0
6508 16 1 0.0000000000000000e+00 -1.3772434879506239e+00 2.6470012872648869e+00 -6.5636878270036462e+01 0 -1 1
289 1 1 0.0000000000000000e+00 8.5262146654332547e+00 6.4626308904111855e+00 -6.7178006700105769e+01 -1 1 0
43 1 1 0.0000000000000000e+00 1.5259059627614171e+00 -7.0842921545444488e+00 -6.6239310882455129e+01 -1 0 0
6679 16 1 0.0000000000000000e+00 7.9979750708616884e+00 -2.1486947224974351e+00 -7.0779017448336759e+01 0 0 1
