# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 8640
  1 0.025 440.5 977.931
  2 0.075 436 1011.51
  3 0.125 445.8 995.174
  4 0.175 416.4 977.769
  5 0.225 426.4 958.472
  6 0.275 425.9 958.915
  7 0.325 429.9 944.277
  8 0.375 431.9 964.069
  9 0.425 425.1 959.61
  10 0.475 420.8 962.814
  11 0.525 429.8 1021.7
  12 0.575 435.1 1012.54
  13 0.625 435.3 1035.96
  14 0.675 435 1020.35
  15 0.725 440.3 1037.25
  16 0.775 434.6 1003.38
  17 0.825 432.1 1033.63
  18 0.875 432.4 1084.23
  19 0.925 432.5 1010.47
  20 0.975 434.2 997.421
2100 20 8640
  1 0.025 432.9 946.507
  2 0.075 430.3 993.063
  3 0.125 428.6 1014.09
  4 0.175 439.3 948.089
  5 0.225 432 965.941
  6 0.275 434.7 991.943
  7 0.325 431.8 980.518
  8 0.375 432.1 991.355
  9 0.425 431.9 1020.76
  10 0.475 434.3 1030.67
  11 0.525 436.3 1066.27
  12 0.575 434.3 1060.07
  13 0.625 430.6 1020.69
  14 0.675 432.1 1006.2
  15 0.725 430.4 1025.06
  16 0.775 426.7 1028.93
  17 0.825 431.6 1020.81
  18 0.875 431.7 1039.8
  19 0.925 429.8 1016.12
  20 0.975 428.6 992.484
3150 20 8640
  1 0.025 428.3 921.737
  2 0.075 429.8 984.875
  3 0.125 425.2 947.09
  4 0.175 446.6 950.288
  5 0.225 435.8 995.417
  6 0.275 434.6 994.256
  7 0.325 432.5 980.01
  8 0.375 432.1 1022.93
  9 0.425 432.7 1044.78
  10 0.475 437 1072.67
  11 0.525 440 1026.32
  12 0.575 434.1 1058.67
  13 0.625 429.3 1007.48
  14 0.675 429.9 1033.48
  15 0.725 428.6 986.288
  16 0.775 425.5 1020.08
  17 0.825 430.7 1027.87
  18 0.875 431.8 1008.78
  19 0.925 430.5 992.05
  20 0.975 425 960.8
4200 20 8640
  1 0.025 440.5 919.054
  2 0.075 436.7 954.947
  3 0.125 442.6 935.756
  4 0.175 420.2 992.395
  5 0.225 425.8 963.325
  6 0.275 428.2 961.129
  7 0.325 429.4 961.317
  8 0.375 431.8 1024.17
  9 0.425 427.8 1002.95
  10 0.475 423.5 1041.48
  11 0.525 428.6 1058.08
  12 0.575 433.2 1050.76
  13 0.625 434.5 1059.26
  14 0.675 434.2 1050.61
