# DATE: 2023-08-24 UNITS: metal
# chaplot_potential_model: O-O
#-> LAMMPS Potential File in tabular format. 
LS_YBCO
N 1000

1	0.01	-5E+13
2	0.02	-7.8125E+11
3	0.03	-68587103922
4	0.04	-12207029621
5	0.05	-3199998436
6	0.06	-1071672021
7	0.07	-424991539.1
8	0.08	-190733467.9
9	0.09	-94082476.29
10	0.1	-49998703.48
11	0.11	-28222446.32
12	0.12	-16743693.14
13	0.13	-10357647.62
14	0.14	-6639393.635
15	0.15	-4388492.559
16	0.16	-2979188.168
17	0.17	-2070452.302
18	0.18	-1469087.763
19	0.19	-1061854.473
20	0.2	-780345.0627
21	0.21	-582107.5512
22	0.22	-440152.6076
23	0.23	-336942.7722
24	0.24	-260854.3225
25	0.25	-204042.71
26	0.26	-161125.5856
27	0.27	-128353.4358
28	0.28	-103077.3742
29	0.29	-83401.65058
30	0.3	-67953.10186
31	0.31	-55725.90356
32	0.32	-45975.57303
33	0.33	-38145.66287
34	0.34	-31816.44929
35	0.35	-26668.60907
36	0.36	-22457.23389
37	0.37	-18993.05414
38	0.38	-16128.74457
39	0.39	-13748.84752
40	0.4	-11762.2961
41	0.41	-10096.82225
42	0.42	-8694.74316
43	0.43	-7509.763563
44	0.44	-6504.532465
45	0.45	-5648.764306
46	0.46	-4917.785216
47	0.47	-4291.401596
48	0.48	-3753.014603
49	0.49	-3288.923385
50	0.5	-2887.774008
51	0.51	-2540.121471
52	0.52	-2238.079964
53	0.53	-1975.042317
54	0.54	-1745.453979
55	0.55	-1544.630172
56	0.56	-1368.607362
57	0.57	-1214.02216
58	0.58	-1078.012202
59	0.59	-958.1347421
60	0.6	-852.2995465
61	0.61	-758.7134046
62	0.62	-675.8340899
63	0.63	-602.3320454
64	0.64	-537.0584005
65	0.65	-479.0181944
66	0.66	-427.3478972
67	0.67	-381.2964852
68	0.68	-340.2094673
69	0.69	-303.5153676
70	0.7	-270.7142578
71	0.71	-241.3680054
72	0.72	-215.0919612
73	0.73	-191.5478579
74	0.74	-170.4377295
75	0.75	-151.4986946
76	0.76	-134.4984698
77	0.77	-119.231505
78	0.78	-105.515647
79	0.79	-93.18925348
80	0.8	-82.10869215
81	0.81	-72.1461702
82	0.82	-63.1878462
83	0.83	-55.13218563
84	0.84	-47.88852579
85	0.85	-41.37582158
86	0.86	-35.52154757
87	0.87	-30.26073537
88	0.88	-25.53512843
89	0.89	-21.29243874
