0.006407,1.23E-12,-1.99E-12,0.42182
0.0064035,-0.1989,0.34725,0.42182
0.0064035,0.40018,0.001372,0.42182
0.006414,0.20128,0.34862,0.42182
0.0063929,-0.3978,0.6945,0.42182
0.0064175,0.002382,0.69587,0.42182
0.0063755,-0.59671,1.0417,0.42182
0.0064139,-0.19651,1.0431,0.42182
0.0063512,-0.79563,1.389,0.42182
0.0064035,-0.39541,1.3903,0.42182
0.0063204,-0.99456,1.7362,0.42182
0.0063863,-0.59432,1.7375,0.42182
0.0062833,-1.1935,2.0833,0.42182
0.0063626,-0.79323,2.0847,0.42182
0.0062404,-1.3925,2.4305,0.42182
0.0063328,-0.99216,2.4319,0.42182
0.0061919,-1.5914,2.7776,0.42182
0.0062972,-1.1911,2.779,0.42182
0.0061386,-1.7905,3.1247,0.42182
0.0062562,-1.3901,3.1261,0.42182
0.0060809,-1.9895,3.4717,0.42182
0.0062105,-1.5891,3.4731,0.42182
0.0060196,-2.1886,3.8187,0.42182
0.0061605,-1.7881,3.8201,0.42181
0.0059554,-2.3877,4.1657,0.42182
0.0061071,-1.9871,4.1671,0.42181
0.0058892,-2.5868,4.5126,0.42182
0.006051,-2.1862,4.514,0.42181
0.005822,-2.786,4.8595,0.42181
0.0059931,-2.3853,4.8608,0.42181
0.0057547,-2.9852,5.2063,0.42181
0.0059344,-2.5845,5.2076,0.42181
0.0056886,-3.1845,5.553,0.42181
0.0058758,-2.7837,5.5543,0.4218
0.0056248,-3.3838,5.8997,0.42181
0.0058185,-2.9829,5.901,0.4218
0.0055645,-3.5832,6.2463,0.42181
0.0057636,-3.1822,6.2476,0.4218
0.0055089,-3.7826,6.5929,0.42181
0.0057122,-3.3816,6.5942,0.4218
0.0054594,-3.9822,6.9395,0.4218
0.0056655,-3.581,6.9407,0.42181
0.0054169,-4.1817,7.2859,0.4218
0.0056246,-3.7805,7.2871,0.42181
0.0053827,-4.3814,7.6324,0.4218
0.0055904,-3.9801,7.6335,0.42181
0.0053574,-4.5811,7.9787,0.4218
0.0055639,-4.1797,7.9799,0.42181
0.0053419,-4.7809,8.3251,0.4218
0.0055457,-4.3794,8.3261,0.42181
0.0053365,-4.9808,8.6713,0.4218
0.0055363,-4.5792,8.6724,0.42181
0.0053414,-5.1807,9.0176,0.4218
0.005536,-4.7791,9.0186,0.42181
0.0053563,-5.3807,9.3637,0.4218
0.0055447,-4.979,9.3647,0.42181
0.005381,-5.5809,9.7099,0.4218
0.0055623,-5.1791,9.7108,0.42181
0.0054146,-5.781,10.056,0.4218
0.0055881,-5.3792,10.057,0.42181
0.0054564,-5.9813,10.402,0.4218
0.0056215,-5.5794,10.403,0.4218
0.0055053,-6.1817,10.748,0.4218
0.0056617,-5.7797,10.749,0.4218
0.0055601,-6.3821,11.094,0.42181
0.0057076,-5.9801,11.095,0.4218
0.0056197,-6.5826,11.44,0.42181
0.0057582,-6.1805,11.441,0.4218
0.0056827,-6.7832,11.786,0.42181
0.0058124,-6.381,11.787,0.4218
0.0057481,-6.9839,12.132,0.42181
0.0058689,-6.5816,12.133,0.4218
0.0058146,-7.1846,12.478,0.42181
0.0059267,-6.7823,12.478,0.4218
0.0058811,-7.3854,12.824,0.42182
0.0059847,-6.9831,12.824,0.42181
0.0059466,-7.5862,13.17,0.42182
0.0060419,-7.1839,13.17,0.42181
0.0060101,-7.7872,13.516,0.42182
0.0060973,-7.3848,13.516,0.42181
0.0060708,-7.9882,13.862,0.42182
0.0061501,-7.5857,13.862,0.42181
0.0061279,-8.1892,14.208,0.42182
0.0061995,-7.7867,14.208,0.42182
0.0061807,-8.3903,14.553,0.42182
0.0062447,-7.9878,14.554,0.42182
0.0062286,-8.5914,14.899,0.42182
0.0062853,-8.1889,14.899,0.42182
0.0062712,-8.7925,15.245,0.42182
0.0063205,-8.39,15.245,0.42182
0.0063079,-8.9937,15.591,0.42182
0.00635,-8.5912,15.591,0.42182
0.0063384,-9.195,15.937,0.42182
0.0063734,-8.7924,15.937,0.42182
0.0063625,-9.3962,16.283,0.42182
0.0063904,-8.9937,16.283,0.42182
0.0063798,-9.5975,16.629,0.42182
0.0064007,-9.1949,16.629,0.42182
0.0063903,-9.7987,16.975,0.42182
0.0064042,-9.3962,16.975,0.42182
0.0063929,0.80035,0.0027391,0.42182
0.0064175,0.60145,0.35,0.42182
0.006435,0.40256,0.69725,0.42182
0.0064455,0.20367,1.0445,0.42182
0.006449,0.0047889,1.3917,0.42182
0.0064457,-0.1941,1.7389,0.42182
0.0064357,-0.39298,2.0861,0.42182
0.0064194,-0.59188,2.4333,0.42182
0.0063969,-0.79078,2.7804,0.42182
0.0063688,-0.9897,3.1275,0.42181
0.0063355,-1.1886,3.4745,0.42181
0.0062974,-1.3876,3.8215,0.42181
0.0062554,-1.5866,4.1685,0.42181
