,0.0047435,-8.94E-13,-1.60E-12,0.42182
,0.0047409,-0.19919,0.34703,0.42182
,0.0047409,0.40013,0.0010165,0.42182
,0.0047487,0.20095,0.34805,0.42182
,0.0047331,-0.39837,0.69406,0.42182
,0.0047513,0.0017647,0.69508,0.42182
,0.0047201,-0.59757,1.0411,0.42182
,0.0047486,-0.19742,1.0421,0.42182
,0.0047022,-0.79676,1.3881,0.42182
,0.0047409,-0.3966,1.3891,0.42182
,0.0046794,-0.99597,1.7351,0.42182
,0.0047283,-0.59579,1.7361,0.42182
,0.004652,-1.1952,2.0821,0.42182
,0.0047108,-0.79499,2.0831,0.42182
,0.0046202,-1.3944,2.429,0.42182
,0.0046887,-0.99419,2.4301,0.42181
,0.0045844,-1.5937,2.776,0.42182
,0.0046624,-1.1934,2.777,0.42181
,0.004545,-1.7929,3.1229,0.42181
,0.0046321,-1.3926,3.1239,0.42181
,0.0045023,-1.9922,3.4698,0.42181
,0.0045983,-1.5919,3.4708,0.4218
,0.0044569,-2.1915,3.8166,0.42181
,0.0045614,-1.7912,3.8176,0.4218
,0.0044095,-2.3909,4.1634,0.4218
,0.0045219,-1.9904,4.1644,0.42179
,0.0043605,-2.5902,4.5102,0.4218
,0.0044804,-2.1898,4.5112,0.42179
,0.0043108,-2.7896,4.8569,0.4218
,0.0044376,-2.3891,4.8579,0.42179
,0.004261,-2.989,5.2036,0.42179
,0.0043942,-2.5885,5.2046,0.42179
,0.0042121,-3.1885,5.5503,0.42179
,0.0043509,-2.7879,5.5513,0.42179
,0.0041649,-3.388,5.8969,0.42179
,0.0043085,-2.9873,5.8979,0.42179
,0.0041203,-3.5876,6.2435,0.42179
,0.0042679,-3.1868,6.2445,0.4218
,0.0040792,-3.7871,6.59,0.42179
,0.0042299,-3.3864,6.591,0.4218
,0.0040426,-3.9868,6.9365,0.42179
,0.0041954,-3.5859,6.9375,0.42181
,0.0040112,-4.1865,7.283,0.42179
,0.0041651,-3.7856,7.2839,0.42182
,0.0039858,-4.3862,7.6294,0.42179
,0.0041398,-3.9852,7.6303,0.42182
,0.0039671,-4.586,7.9758,0.42179
,0.0041202,-4.185,7.9766,0.42183
,0.0039556,-4.7858,8.3221,0.42179
,0.0041067,-4.3848,8.323,0.42183
,0.0039516,-4.9857,8.6685,0.42179
,0.0040998,-4.5846,8.6692,0.42183
,0.0039552,-5.1857,9.0147,0.42179
,0.0040995,-4.7845,9.0155,0.42183
,0.0039662,-5.3857,9.361,0.42179
,0.0041059,-4.9845,9.3617,0.42183
,0.0039844,-5.5858,9.7072,0.42179
,0.0041188,-5.1845,9.7079,0.42183
,0.0040092,-5.786,10.053,0.42179
,0.0041378,-5.3846,10.054,0.42182
,0.00404,-5.9862,10.4,0.42179
,0.0041625,-5.5847,10.4,0.42181
,0.0040761,-6.1864,10.746,0.42179
,0.0041922,-5.7849,10.746,0.42181
,0.0041166,-6.3867,11.092,0.42179
,0.004226,-5.9852,11.092,0.4218
,0.0041606,-6.5871,11.438,0.42179
,0.0042634,-6.1856,11.438,0.42179
,0.0042072,-6.7875,11.784,0.42179
,0.0043034,-6.3859,11.784,0.42179
,0.0042554,-6.988,12.13,0.42179
,0.0043451,-6.5864,12.13,0.42179
,0.0043046,-7.1886,12.476,0.42179
,0.0043878,-6.7869,12.476,0.42178
,0.0043537,-7.3892,12.822,0.4218
,0.0044306,-6.9875,12.822,0.42178
,0.0044021,-7.5898,13.168,0.4218
,0.0044728,-7.1881,13.168,0.42179
,0.004449,-7.7905,13.514,0.42181
,0.0045138,-7.3887,13.514,0.42179
,0.0044938,-7.9912,13.86,0.42181
,0.0045527,-7.5894,13.86,0.4218
,0.004536,-8.192,14.206,0.42181
,0.0045892,-7.7902,14.206,0.4218
,0.004575,-8.3928,14.552,0.42182
,0.0046226,-7.991,14.552,0.42181
,0.0046105,-8.5936,14.898,0.42182
,0.0046525,-8.1918,14.898,0.42181
,0.0046419,-8.7945,15.244,0.42182
,0.0046785,-8.3926,15.244,0.42182
,0.0046691,-8.9954,15.59,0.42182
,0.0047003,-8.5935,15.59,0.42182
,0.0046916,-9.1963,15.936,0.42182
,0.0047176,-8.7944,15.936,0.42182
,0.0047094,-9.3972,16.282,0.42182
,0.0047301,-8.9953,16.282,0.42182
,0.0047222,-9.5981,16.628,0.42182
,0.0047377,-9.1962,16.628,0.42182
,0.0047299,-9.7991,16.974,0.42182
,0.0047402,-9.3972,16.974,0.42182
,0.0047331,0.80026,0.0020293,0.42182
,0.0047513,0.60108,0.34907,0.42182
,0.0047642,0.4019,0.69611,0.42182
,0.004772,0.20272,1.0431,0.42182
,0.0047747,0.003548,1.3902,0.42182
,0.0047723,-0.19563,1.7372,0.42182
,0.004765,-0.3948,2.0841,0.42181
,0.0047529,-0.59398,2.4311,0.42181
,0.0047364,-0.79317,2.778,0.4218
,0.0047156,-0.99237,3.125,0.4218
,0.004691,-1.1916,3.4718,0.42179
,0.0046629,-1.3908,3.8187,0.42179
,0.0046318,-1.5901,4.1655,0.42179
,0.0045983,-1.7893,4.5123,0.42179
,0.0045629,-1.9886,4.859,0.4218
,0.0045262,-2.1879,5.2057,0.4218
,0.0044891,-2.3873,5.5523,0.42181
,0.0044521,-2.5867,5.8989,0.42183
,0.0044161,-2.7861,6.2455,0.42185
,0.0043819,-2.9856,6.592,0.42187
,0.0043502,-3.1851,6.9384,0.42188
,0.0043218,-3.3847,7.2849,0.4219
,0.0042974,-3.5843,7.6312,0.42192
,0.0042776,-3.7839,7.9775,0.42193
,0.004263,-3.9837,8.3238,0.42195
,0.0042539,-4.1835,8.6701,0.42195
,0.0042507,-4.3833,9.0163,0.42195
,0.0042533,-4.5832,9.3625,0.42195
,0.0042617,-4.7832,9.7086,0.42194
,0.0042757,-4.9832,10.055,0.42193
,0.0042948,-5.1833,10.401,0.42192
,0.0043185,-5.3835,10.747,0.4219
,0.0043462,-5.5837,11.093,0.42188
,0.0043772,-5.784,11.439,0.42186
,0.0044108,-5.9843,11.785,0.42184
,0.0044461,-6.1847,12.131,0.42182
,0.0044825,-6.3852,12.477,0.42181
,0.004519,-6.5857,12.823,0.4218
,0.0045551,-6.7863,13.169,0.42179
,0.0045899,-6.9869,13.515,0.42178
,0.0046229,-7.1876,13.861,0.42178
,0.0046535,-7.3883,14.207,0.42179
,0.0046812,-7.5891,14.553,0.42179
,0.0047055,-7.7899,14.899,0.4218
,0.0047259,-7.9907,15.245,0.4218
,0.0047423,-8.1916,15.591,0.42181
,0.0047541,-8.3925,15.937,0.42181
,0.0047613,-8.5934,16.283,0.42182
,0.0047636,-8.7943,16.628,0.42182
,0.0047609,-8.9953,16.974,0.42182
,0.0047201,1.2004,0.0030349,0.42182
,0.0047486,1.0012,0.35008,0.42182
,0.004772,0.80202,0.69713,0.42182
,0.0047903,0.60285,1.0442,0.42182
,0.0048034,0.40369,1.3912,0.42182
,0.0048114,0.20453,1.7382,0.42181
,0.0048145,0.0053683,2.0852,0.42181
,0.0048126,-0.19379,2.4322,0.4218
,0.0048061,-0.39295,2.7791,0.4218
,0.0047952,-0.59212,3.126,0.42179
,0.0047801,-0.7913,3.4729,0.42179
