7.9952,0
7.963,-0.034286
7.9308,-0.068572
7.8985,-0.10286
7.8663,-0.13714
7.834,-0.17143
7.8018,-0.20572
7.7695,-0.24
7.7373,-0.27429
7.7051,-0.30857
7.6728,-0.34286
7.6406,-0.37714
7.6084,-0.41143
7.5762,-0.44571
7.544,-0.48
7.5117,-0.51428
7.4795,-0.54856
7.4473,-0.58285
7.4151,-0.61713
7.3829,-0.65142
7.3507,-0.6857
7.3185,-0.71998
7.2863,-0.75426
7.2542,-0.78855
7.222,-0.82283
7.1898,-0.85711
7.1577,-0.89139
7.1255,-0.92567
7.0934,-0.95995
7.0612,-0.99423
7.029,-1.0285
6.9969,-1.0628
6.9648,-1.0971
6.9328,-1.1313
6.9007,-1.1656
6.8686,-1.1999
6.8365,-1.2342
6.8044,-1.2684
6.7723,-1.3027
6.7402,-1.337
6.7082,-1.3713
6.6762,-1.4055
6.6442,-1.4398
6.6122,-1.4741
6.5802,-1.5084
6.5483,-1.5426
6.5163,-1.5769
6.4843,-1.6112
6.4523,-1.6454
6.4203,-1.6797
6.3884,-1.714
6.3565,-1.7482
6.3247,-1.7825
6.2928,-1.8167
6.261,-1.851
6.2291,-1.8853
6.1973,-1.9195
6.1654,-1.9538
6.1336,-1.988
6.1017,-2.0223
6.0699,-2.0566
6.0382,-2.0908
6.0065,-2.1251
5.9748,-2.1593
5.9432,-2.1936
5.9115,-2.2278
5.8798,-2.2621
5.8481,-2.2963
5.8164,-2.3305
5.7848,-2.3648
5.7531,-2.399
5.7216,-2.4333
5.6901,-2.4675
5.6586,-2.5017
5.6271,-2.536
5.5957,-2.5702
5.5642,-2.6044
5.5327,-2.6387
5.5012,-2.6729
5.4697,-2.7071
5.4382,-2.7414
5.407,-2.7756
5.3757,-2.8098
5.3445,-2.844
5.3132,-2.8782
5.282,-2.9124
5.2507,-2.9466
5.2195,-2.9808
5.1882,-3.0151
5.157,-3.0493
5.1257,-3.0835
5.0947,-3.1177
5.0638,-3.1519
5.0328,-3.186
5.0018,-3.2202
4.9708,-3.2544
4.9398,-3.2886
4.9088,-3.3228
4.8779,-3.357
4.8469,-3.3912
4.8159,-3.4254
4.7852,-3.4595
4.7546,-3.4937
4.7239,-3.5278
4.6932,-3.562
4.6625,-3.5961
4.6319,-3.6303
4.6012,-3.6644
4.5705,-3.6986
4.5399,-3.7328
4.5092,-3.7669
4.4789,-3.801
4.4486,-3.8351
4.4182,-3.8693
4.3879,-3.9034
4.3576,-3.9375
4.3273,-3.9716
4.297,-4.0057
4.2667,-4.0398
4.2364,-4.0739
4.206,-4.1081
4.1761,-4.1421
4.1462,-4.1762
4.1163,-4.2103
4.0864,-4.2443
4.0565,-4.2784
4.0266,-4.3125
3.9967,-4.3465
3.9668,-4.3806
3.9369,-4.4147
3.907,-4.4487
3.8775,-4.4827
3.848,-4.5167
3.8186,-4.5507
3.7891,-4.5847
3.7597,-4.6187
3.7302,-4.6527
3.7008,-4.6867
3.6713,-4.7207
3.6419,-4.7548
3.6124,-4.7888
3.5835,-4.8227
3.5546,-4.8566
3.5256,-4.8905
3.4967,-4.9245
3.4678,-4.9584
3.4388,-4.9923
3.4099,-5.0262
3.381,-5.0602
3.352,-5.0941
3.3231,-5.128
3.2948,-5.1618
3.2664,-5.1957
3.2381,-5.2295
3.2097,-5.2633
3.1814,-5.2971
3.153,-5.331
3.1247,-5.3648
3.0963,-5.3986
3.068,-5.4325
3.0396,-5.4663
3.0119,-5.5
2.9842,-5.5337
2.9565,-5.5674
2.9288,-5.6011
2.9011,-5.6348
2.8734,-5.6685
2.8457,-5.7022
2.818,-5.7359
2.7903,-5.7696
2.7626,-5.8033
2.7357,-5.8369
2.7087,-5.8704
2.6818,-5.904
2.6548,-5.9375
2.6278,-5.9711
2.6009,-6.0047
2.5739,-6.0382
2.5469,-6.0718
