8.709,0
8.6752,-0.034374
8.6414,-0.068748
8.6077,-0.10312
8.5739,-0.1375
8.5401,-0.17187
8.5063,-0.20624
8.4726,-0.24062
8.4388,-0.27499
8.405,-0.30936
8.3712,-0.34374
8.3375,-0.37811
8.3037,-0.41249
8.2699,-0.44686
8.2362,-0.48123
8.2024,-0.51561
8.1687,-0.54998
8.1349,-0.58435
8.1011,-0.61873
8.0674,-0.6531
8.0336,-0.68747
7.9999,-0.72185
7.9661,-0.75622
7.9324,-0.79059
7.8986,-0.82497
7.8649,-0.85934
7.8312,-0.89371
7.7974,-0.92809
7.7637,-0.96246
7.73,-0.99683
7.6962,-1.0312
7.6625,-1.0656
7.6288,-1.1
7.5951,-1.1343
7.5614,-1.1687
7.5277,-1.2031
7.494,-1.2374
7.4603,-1.2718
7.4266,-1.3062
7.3929,-1.3406
7.3592,-1.3749
7.3256,-1.4093
7.2919,-1.4437
7.2583,-1.478
7.2247,-1.5124
7.191,-1.5468
7.1574,-1.5812
7.1237,-1.6155
7.0901,-1.6499
7.0564,-1.6843
7.0228,-1.7186
6.9892,-1.753
6.9556,-1.7874
6.9221,-1.8218
6.8885,-1.8561
6.8549,-1.8905
6.8213,-1.9249
6.7878,-1.9592
6.7542,-1.9936
6.7206,-2.028
6.687,-2.0624
6.6535,-2.0967
6.6201,-2.1311
6.5866,-2.1655
6.5531,-2.1998
6.5196,-2.2342
6.4861,-2.2686
6.4526,-2.3029
6.4191,-2.3373
6.3856,-2.3717
6.3522,-2.406
6.3188,-2.4404
6.2854,-2.4748
6.252,-2.5091
6.2186,-2.5435
6.1852,-2.5779
6.1519,-2.6122
6.1185,-2.6466
6.0851,-2.681
6.0517,-2.7153
6.0183,-2.7497
5.9851,-2.7841
5.9518,-2.8184
5.9186,-2.8528
5.8853,-2.8871
5.8521,-2.9215
5.8188,-2.9559
5.7856,-2.9902
5.7523,-3.0246
5.7191,-3.059
5.6858,-3.0933
5.6527,-3.1277
5.6196,-3.162
5.5865,-3.1964
5.5534,-3.2307
5.5203,-3.2651
5.4872,-3.2995
5.4542,-3.3338
5.4211,-3.3682
5.388,-3.4025
5.3549,-3.4369
5.322,-3.4712
5.289,-3.5056
5.2561,-3.5399
5.2232,-3.5743
5.1903,-3.6086
5.1574,-3.643
5.1245,-3.6773
5.0916,-3.7117
5.0587,-3.746
5.0257,-3.7804
4.9931,-3.8147
4.9604,-3.8491
4.9277,-3.8834
4.895,-3.9177
4.8623,-3.9521
4.8296,-3.9864
4.7969,-4.0208
4.7642,-4.0551
4.7315,-4.0894
4.6988,-4.1238
4.6664,-4.1581
4.634,-4.1924
4.6015,-4.2268
4.5691,-4.2611
4.5367,-4.2954
4.5042,-4.3298
4.4718,-4.3641
4.4394,-4.3984
4.4069,-4.4327
4.3745,-4.4671
4.3424,-4.5014
4.3102,-4.5357
4.2781,-4.57
4.246,-4.6043
4.2138,-4.6386
4.1817,-4.6729
4.1496,-4.7072
4.1175,-4.7415
4.0853,-4.7758
4.0532,-4.8102
4.0214,-4.8444
3.9897,-4.8787
3.9579,-4.913
3.9261,-4.9473
3.8943,-4.9816
3.8626,-5.0159
3.8308,-5.0502
3.799,-5.0844
3.7673,-5.1187
3.7355,-5.153
3.7041,-5.1873
3.6728,-5.2215
3.6414,-5.2558
3.6101,-5.29
3.5787,-5.3243
3.5474,-5.3585
3.516,-5.3928
3.4847,-5.427
3.4533,-5.4613
3.422,-5.4955
3.3911,-5.5297
3.3603,-5.5639
3.3294,-5.5981
3.2986,-5.6323
3.2677,-5.6665
3.2369,-5.7007
3.206,-5.735
3.1751,-5.7692
3.1443,-5.8034
3.1134,-5.8376
3.0831,-5.8717
3.0529,-5.9058
3.0226,-5.94
2.9923,-5.9741
2.962,-6.0083
2.9317,-6.0424
2.9015,-6.0766
2.8712,-6.1107
2.8409,-6.1448
2.8106,-6.179
2.781,-6.213
2.7514,-6.2471
2.7218,-6.2811
2.6922,-6.3152
2.6626,-6.3493
2.633,-6.3833
2.6034,-6.4174
2.5738,-6.4514
2.5442,-6.4855
2.5146,-6.5195
2.4858,-6.5535
2.457,-6.5874
2.4281,-6.6213
2.3993,-6.6553
2.3705,-6.6892
2.3417,-6.7231
2.3129,-6.7571
2.2841,-6.791
2.2553,-6.8249
2.2264,-6.8589
2.1985,-6.8927
2.1707,-6.9264
2.1428,-6.9602
2.1149,-6.994
2.087,-7.0277
2.0591,-7.0615
2.0312,-7.0953
2.0033,-7.1291
1.9754,-7.1628
1.9475,-7.1966
1.9207,-7.2302
1.8939,-7.2637
1.867,-7.2973
1.8402,-7.3308
1.8134,-7.3644
1.7866,-7.3979
1.7597,-7.4315
1.7329,-7.465
1.7061,-7.4986
1.6793,-7.5321
1.6537,-7.5654
1.6281,-7.5986
1.6025,-7.6318
1.577,-7.6651
1.5514,-7.6983
1.5258,-7.7316
1.5002,-7.7648
1.4746,-7.7981
1.4491,-7.8313
1.4235,-7.8646
1.3993,-7.8974
1.3752,-7.9302
1.3511,-7.9631
1.3269,-7.9959
1.3028,-8.0287
1.2787,-8.0616
1.2545,-8.0944
1.2304,-8.1272
1.2062,-8.16
1.1821,-8.1929
1.1596,-8.2251
1.1371,-8.2574
1.1147,-8.2897
1.0922,-8.3219
1.0697,-8.3542
