# Time-averaged data for fix f6
# TimeStep c_Mnmsd[1] c_Mnmsd[2] c_Mnmsd[3] c_Mnmsd[4]
43560 0.0178498 0.012001 0.0117099 0.0415607
43565 0.017974 0.0118719 0.0121515 0.0419974
43570 0.0180311 0.0117622 0.0126729 0.0424662
43575 0.0180076 0.0116653 0.0132495 0.0429224
43580 0.0178984 0.0115755 0.0138509 0.0433248
43585 0.0177074 0.0114893 0.0144437 0.0436404
43590 0.0174458 0.0114068 0.0149935 0.043846
43595 0.0171295 0.0113318 0.015468 0.0439293
43600 0.0167756 0.011271 0.0158408 0.0438873
43605 0.0163983 0.0112324 0.016095 0.0437257
43610 0.0160071 0.0112241 0.0162263 0.0434574
43615 0.0156058 0.0112522 0.0162442 0.0431022
43620 0.0151931 0.0113204 0.0161715 0.042685
43625 0.0147646 0.0114297 0.0160402 0.0422346
43630 0.0143152 0.011579 0.0158865 0.0417807
43635 0.0138413 0.0117663 0.0157435 0.0413511
43640 0.0133431 0.0119905 0.0156354 0.040969
43645 0.0128264 0.0122513 0.0155737 0.0406514
43650 0.0123036 0.0125487 0.0155553 0.0404076
43655 0.0117948 0.0128799 0.0155644 0.0402391
43660 0.0113266 0.0132366 0.0155766 0.0401398
43665 0.0109311 0.0136012 0.0155642 0.0400966
43670 0.0106422 0.0139463 0.0155022 0.0400906
43675 0.0104914 0.0142352 0.0153728 0.0400994
43680 0.010504 0.0144277 0.0151677 0.0400994
43685 0.0106943 0.0144864 0.0148893 0.0400699
43690 0.011063 0.0143848 0.0145491 0.0399969
43695 0.0115967 0.0141135 0.0141655 0.0398756
43700 0.0122676 0.0136837 0.0137603 0.0397117
43705 0.0130369 0.0131263 0.0133562 0.0395193
43710 0.0138578 0.0124873 0.0129739 0.039319
43715 0.0146805 0.0118221 0.0126311 0.0391336
43720 0.0154561 0.0111876 0.0123409 0.0389846
43725 0.016141 0.0106357 0.0121117 0.0388883
43730 0.0167 0.0102067 0.0119473 0.0388539
43735 0.0171088 0.00992639 0.0118471 0.0388823
43740 0.0173553 0.0098039 0.0118069 0.038966
43745 0.0174398 0.00983207 0.0118193 0.0390912
43750 0.0173745 0.00998945 0.0118748 0.0392388
43755 0.0171815 0.0102437 0.0119621 0.0393873
43760 0.0168905 0.0105555 0.0120691 0.0395151
43765 0.0165353 0.0108836 0.0121837 0.0396025
43770 0.0161512 0.011189 0.0122943 0.0396345
43775 0.0157719 0.0114395 0.012392 0.0396034
43780 0.0154274 0.0116135 0.0124713 0.0395122
43785 0.0151424 0.0117008 0.0125328 0.039376
43790 0.0149348 0.011703 0.0125834 0.0392211
43795 0.0148151 0.0116311 0.0126353 0.0390815
43800 0.0147858 0.0115019 0.0127045 0.0389921
43805 0.0148418 0.0113337 0.012807 0.0389826
43810 0.0149718 0.0111432 0.0129564 0.0390714
43815 0.0151598 0.0109431 0.0131612 0.0392642
43820 0.0153879 0.0107429 0.0134236 0.0395544
43825 0.0156383 0.0105497 0.0137387 0.0399267
43830 0.0158957 0.0103709 0.0140939 0.0403605
43835 0.016148 0.0102151 0.014469 0.0408322
43840 0.0163863 0.0100924 0.0148383 0.041317
43845 0.0166045 0.0100135 0.0151723 0.0417902
43850 0.0167983 0.00998771 0.0154414 0.0422274
43855 0.0169645 0.0100211 0.0156191 0.0426047
43860 0.0170993 0.0101141 0.0156856 0.042899
43865 0.017198 0.0102607 0.0156297 0.0430884
43870 0.0172543 0.0104481 0.0154502 0.0431527
43875 0.0172612 0.0106574 0.0151553 0.0430738
43880 0.0172116 0.0108647 0.0147609 0.0428373
43885 0.017101 0.011044 0.0142882 0.0424332
43890 0.0169293 0.0111699 0.0137605 0.0418597
43895 0.0167034 0.0112211 0.0132014 0.0411258
43900 0.0164373 0.011184 0.0126336 0.0402549
43905 0.0161523 0.0110552 0.0120783 0.0392858
43910 0.0158742 0.0108421 0.0115556 0.038272
43915 0.0156303 0.0105629 0.0110837 0.037277
43920 0.0154456 0.010244 0.0106787 0.0363683
43925 0.0153395 0.00991663 0.0103532 0.0356093
43930 0.0153233 0.0096131 0.0101157 0.0350522
43935 0.0153989 0.00936261 0.00996964 0.0347311
43940 0.015558 0.00918751 0.0099127 0.0346582
43945 0.0157833 0.00910043 0.00993773 0.0348214
43950 0.0160503 0.00910266 0.0100336 0.0351866
43955 0.01633 0.00918437 0.0101872 0.0357016
43960 0.0165922 0.00932665 0.0103854 0.0363043
43965 0.0168088 0.00950505 0.0106164 0.0369303
43970 0.0169566 0.00969377 0.0108705 0.0375209
43975 0.0170195 0.00986985 0.0111402 0.0380295
43980 0.0169897 0.0100165 0.011419 0.0384252
43985 0.0168685 0.010125 0.0117012 0.0386947
43990 0.016666 0.0101949 0.0119805 0.0388414
43995 0.0163996 0.0102332 0.0122505 0.0388832
44000 0.0160922 0.0102528 0.0125045 0.0388495
