ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
12960
ITEM: BOX BOUNDS xy xz yz pp pp pp
-1.2304998565006819e-01 2.1713449985650414e+01 0.0000000000000000e+00
-1.2956548236759602e-01 2.1719965482366852e+01 0.0000000000000000e+00
-1.5697981693841143e+00 3.1068979816938543e+02 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 0.864124 1.4667 1.88379 -8.10139 -0.880919 -1.26866 -0.877743 
222 1 1.36611 1.13811 6.78639 -7.67912 1.31825 1.92702 0.0723652 
45 1 7.24481 7.03827 -1.07662 -7.85278 2.18379 -2.67946 0.626993 
42 1 0.936896 4.73581 2.29537 -8.15713 0.413146 0.685757 0.777409 
258 1 0.776051 5.31979 7.77423 -7.891 -0.867284 0.166156 -0.773511 
159 1 11.1318 17.9495 -1.02501 -8.06684 0.575716 -0.77587 -0.133796 
78 1 0.967518 8.65704 1.58114 -8.4141 -1.01792 0.822986 1.13038 
294 1 1.58858 8.49564 6.9175 -7.91971 -1.48295 -0.809254 -1.02689 
93 1 13.6557 11.2535 -0.273968 -8.35465 0.660162 -0.129462 -0.466417 
114 1 0.772892 12.19 2.13046 -8.30344 -0.146098 0.834071 1.86392 
330 1 0.765655 12.5468 7.7173 -8.73616 1.70537 0.507188 -0.222431 
12953 1 16.6908 19.7868 -0.0738012 -8.0271 0.0301965 -0.601774 0.329209 
150 1 0.769473 16.0928 1.48319 -7.70779 -0.520638 -3.09028 1.41798 
366 1 1.31087 15.8449 6.75622 -7.7634 0.261077 -1.16392 1.47596 
12923 1 20.1356 16.1137 -0.212109 -8.02294 -0.05723 -1.36651 -0.0558907 
186 1 1.03683 19.3453 2.15856 -8.22357 -1.43794 0.780496 -0.30355 
402 1 1.0143 20.1013 7.89024 -7.32968 -0.882279 -0.510775 -2.09793 
123 1 9.98447 15.0827 -0.147081 -8.20535 0.686028 -0.724553 -0.551107 
12 1 4.58851 1.10062 2.23905 -7.80376 -1.2064 1.42311 0.920292 
228 1 4.46313 1.83042 7.69195 -7.95318 0.585715 1.8675 -0.564967 
39 1 2.88623 7.99128 -0.125009 -7.84695 0.497885 -0.856731 2.1196 
48 1 4.58888 4.96185 1.7684 -7.81962 -1.40151 -0.730359 -0.477441 
264 1 5.19216 4.7487 6.64134 -8.67807 -0.500241 0.823733 0.20584 
165 1 13.8949 18.6386 -0.0891366 -7.96908 -1.63733 0.935701 0.365973 
84 1 4.68316 8.4314 2.16662 -8.60426 -2.15318 0.0367993 0.247531 
300 1 4.32955 8.91462 7.6318 -8.16747 1.30622 0.0807549 -0.399219 
81 1 6.59329 11.2731 -0.207157 -7.45257 -1.67998 1.63805 1.48828 
120 1 4.33628 12.3292 1.45265 -7.13387 1.31077 0.684775 -0.172241 
336 1 4.80917 12.1273 6.76021 -7.83269 0.0135569 -0.27811 0.777767 
9 1 6.3951 4.10848 -0.236415 -7.02384 0.898396 -1.21114 0.023279 
156 1 4.4771 15.7371 2.2277 -7.67057 0.976639 0.820512 0.601576 
372 1 4.58255 16.3226 7.64799 -8.60684 -0.328111 -0.338075 0.31516 
195 1 10.0453 0.342921 -0.0411034 -7.64022 1.31989 0.364212 -0.963496 
192 1 4.46416 19.5788 1.79948 -8.29482 0.0937545 -1.41836 -0.69631 
408 1 5.10558 19.7175 6.75617 -7.52024 1.24338 -3.60395 0.388868 
21 1 13.9955 3.98271 -0.109887 -8.30601 -0.235043 0.968529 -0.269485 
18 1 8.15449 1.28772 1.90499 -8.19826 1.59937 -0.620153 -0.114482 
234 1 8.66915 1.28845 6.91896 -7.05808 0.746441 -1.15435 0.235691 
12857 1 1.82222 12.5183 -0.135622 -8.36643 -0.181866 -1.2305 -1.47376 
54 1 8.21463 4.70053 2.04488 -8.00244 -0.284787 2.96154 1.83323 
270 1 7.88239 5.26408 7.29354 -8.16792 0.365423 0.206097 1.49628 
12869 1 9.11147 12.3526 -0.328604 -8.19361 0.902205 1.29456 1.26792 
90 1 8.184 8.70077 1.66823 -7.9742 -0.573606 -1.40466 0.559642 
306 1 8.65946 8.48268 7.01493 -8.25889 -1.68867 0.611607 -1.61827 
12899 1 5.69093 16.1371 -0.0501577 -8.06723 0.183474 -1.35596 -1.19274 
126 1 8.19065 12.1166 2.40565 -8.08631 -0.850834 1.73117 -1.39717 
342 1 8.00676 12.6029 7.69412 -8.01615 0.873756 -0.284975 1.13716 
388 1 17.2916 17.953 6.96274 -8.53484 -0.315322 -0.750825 -1.0577 
162 1 8.19951 15.8882 1.72881 -8.31621 -0.803355 -1.95904 0.554124 
378 1 8.63478 15.655 6.90635 -8.15295 -0.345366 0.456818 0.397925 
430 1 20.9677 0.0511677 6.88678 -8.01805 -2.15284 -2.05245 -1.36531 
198 1 8.27347 19.4617 2.38393 -7.83117 -1.94482 0.911591 -0.583815 
414 1 7.99389 20.1254 7.89106 -8.21498 -0.389645 0.200389 -1.27737 
3 1 3.58298 3.28394 -0.817477 -7.13748 2.01401 -1.48747 -2.2252 
24 1 11.9351 1.19702 2.25182 -8.44555 -2.04383 0.268649 1.31694 
240 1 11.815 1.44807 7.56687 -8.44942 -1.30181 1.1046 0.590307 
207 1 17.3306 0.568097 -0.0971921 -7.67136 1.91365 -1.65824 0.355802 
60 1 11.8279 4.94322 1.72708 -8.49863 0.757903 -0.331995 1.22641 
276 1 12.2082 4.82445 6.76969 -7.53434 -0.358051 -0.229851 0.452709 
12797 1 9.04169 5.00166 -0.285973 -7.78178 0.726395 0.39973 -0.482239 
96 1 11.8667 8.68483 2.17468 -7.85121 -0.671069 -0.656373 0.402066 
312 1 11.6331 8.85806 7.59164 -6.95125 0.684773 1.76415 0.661682 
12803 1 11.8653 5.42641 -0.842388 -8.21537 0.69471 0.540308 -1.32857 
132 1 12.052 12.1839 1.46477 -8.2789 -2.16465 0.245625 0.783008 
348 1 12.2695 11.9646 6.74646 -7.85778 -0.217112 1.27602 -0.333647 
172 1 17.4065 17.6714 1.63174 -7.27375 0.665045 -0.830964 0.257388 
168 1 11.7967 15.6834 2.23178 -8.1615 0.492321 1.85405 0.863661 
384 1 11.6286 16.3794 7.74486 -8.14888 -0.417075 -1.29108 0.220068 
12767 1 13.0239 1.54869 0.00324382 -7.80245 1.12824 -1.31102 -0.561719 
204 1 11.8708 19.6275 1.59822 -8.76455 -0.411122 -1.45497 0.439509 
420 1 12.2964 19.0363 6.72261 -7.43903 0.564777 1.94606 0.718875 
352 1 17.5993 13.9877 7.71275 -7.86894 1.80231 -0.626816 -0.850514 
30 1 15.5052 1.20842 1.8845 -8.298 -0.722006 0.674965 -0.409429 
246 1 15.8044 1.16141 7.00418 -7.64602 -0.805289 1.22599 -1.43227 
12839 1 12.706 8.42455 -0.318829 -8.06823 0.639022 0.338558 -0.517701 
66 1 15.4777 4.67144 2.27925 -7.72886 0.314867 1.31241 -0.952293 
282 1 15.1664 5.20561 7.46185 -7.93708 0.877204 0.0342124 0.905195 
63 1 17.4179 7.67141 -0.14873 -7.48439 1.15154 1.37214 0.120246 
102 1 15.4272 8.46282 1.51793 -7.11085 0.450546 2.41969 0.649599 
318 1 15.7478 8.53809 6.80816 -7.65868 0.625085 0.127751 -0.361572 
572 2 18.9012 13.9184 11.1218 -28.6162 2.76191 -0.118625 0.578751 
138 1 15.6008 12.1369 2.20795 -8.02011 -1.80122 0.263861 1.64507 
354 1 15.3702 12.5932 7.49208 -8.73234 -0.7499 0.294995 0.136057 
12827 1 5.50493 8.74435 -0.282573 -7.29989 0.0497383 -1.42772 1.30147 
174 1 15.5749 15.8644 1.5885 -7.54664 -1.75829 0.630216 1.31716 
390 1 16.0495 15.6143 6.81206 -8.30279 -1.91147 1.45793 -2.0549 
136 1 17.422 13.8979 2.11673 -7.56691 0.504998 0.959379 0.922712 
210 1 15.4983 19.3213 2.30989 -8.21418 -0.159827 2.94977 -1.17298 
426 1 15.5585 19.828 7.66136 -7.93218 -0.504345 -1.11231 -0.135966 
12779 1 20.2765 1.24178 -0.130449 -7.86708 -0.833972 1.14169 1.23221 
36 1 19.0414 1.16193 2.17185 -7.87932 1.6375 0.0246523 1.25448 
252 1 19.107 1.66261 8.12968 -7.4358 -0.934264 0.322493 -2.05638 
12851 1 20.2394 8.5731 -0.173354 -8.68813 -1.5569 1.65295 2.04633 
72 1 19.1382 5.0434 1.52379 -7.18569 -1.16214 -1.24008 1.21064 
