ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
7200
ITEM: BOX BOUNDS xy xz yz pp pp pp
-6.8691677383648653e-01 1.4462291677383735e+02 0.0000000000000000e+00
-1.0502456334116239e-01 2.1695424563340836e+01 0.0000000000000000e+00
-2.6017791853223216e-01 2.6020177918532426e+01 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 -0.147034 0.836431 2.08742 -7.38748 1.14491 2.04998 -1.03871 
1446 1 0.23383 0.912555 7.27601 -7.52438 -0.0857569 -1.76137 0.172073 
264 1 11.2823 4.40365 2.14819 -8.53049 -0.43069 0.559431 -1.09067 
246 1 -0.160653 4.29905 1.87446 -7.97766 1.01675 0.130117 0.045488 
1686 1 0.293872 4.47107 7.32403 -8.2814 -0.0206641 1.38794 -0.323084 
24 1 11.0305 0.917291 1.87166 -8.02207 0.626249 -0.550271 1.96947 
486 1 0.586905 8.16877 2.03404 -8.11964 -0.675427 0.420744 -0.120986 
1926 1 0.320282 8.01717 7.3269 -7.92316 -0.164073 -0.468929 1.88559 
2892 1 3.64005 0.845446 12.5745 -7.89289 1.00729 1.03624 1.21378 
726 1 -0.0834843 11.8019 1.90001 -7.80491 0.862099 -1.61955 0.355597 
2166 1 0.0641717 11.8657 7.21434 -8.12395 1.91825 -2.27287 -0.189722 
3620 2 10.9225 13.6078 11.4121 -28.8117 2.50461 -0.750967 1.17709 
966 1 0.163682 15.1698 1.99888 -7.74207 0.926506 1.74822 -0.23366 
2406 1 0.270578 15.137 7.44195 -8.62594 0.850607 1.59396 -1.63267 
263 1 11.2556 4.62437 4.68768 -7.84155 -0.296871 -0.589252 0.660253 
1206 1 0.36327 18.9599 1.93992 -7.56529 -0.0298779 0.305286 1.79232 
2646 1 0.519249 19.1705 7.28001 -8.33949 -0.471428 0.242264 1.40657 
3140 2 11.2037 6.41448 11.6833 -29.3669 1.47128 -1.56585 -0.0177791 
12 1 4.08713 0.95197 2.24311 -8.09739 -0.994006 -1.24547 -1.32324 
1452 1 4.19228 0.833743 7.56299 -8.18703 -0.384336 1.06216 -1.51607 
984 1 11.0898 15.1522 2.19773 -8.53511 -0.0895069 1.18816 -0.37908 
252 1 3.88411 4.39064 1.96315 -7.33701 -0.276722 -1.06533 0.353683 
1692 1 4.03148 4.24248 7.48582 -8.04619 -1.217 1.09021 -1.06509 
3384 1 11.0747 8.09226 12.6122 -7.53806 0.0581085 0.470365 0.515054 
492 1 3.64703 8.00998 2.06098 -7.82234 1.55909 0.314011 -1.48291 
1932 1 3.81036 8.25565 7.25664 -8.69791 -0.653708 -0.647782 0.401357 
3144 1 11.3921 4.48571 12.3636 -7.5721 -0.306501 -0.976637 0.0913526 
732 1 4.11392 11.8156 2.03711 -7.83018 -0.174847 -1.22528 -0.339691 
2172 1 4.12307 11.4925 7.34108 -8.50785 -1.15021 1.19543 -0.126504 
983 1 11.204 15.4148 4.80433 -8.35227 0.575646 -0.775491 0.801205 
972 1 3.81664 15.4441 2.07477 -9.03323 0.445 -0.274463 1.25559 
2412 1 3.90854 15.1279 7.23023 -8.35518 0.117334 2.53211 0.508685 
744 1 11.3609 11.7186 1.87888 -7.36893 -2.26425 0.88485 0.8154 
1212 1 3.75483 19.1269 2.11829 -8.62236 0.264946 -1.25819 -0.385189 
2652 1 3.73124 19.0361 7.3432 -7.96672 0.218331 -2.25294 -0.131922 
3612 1 3.79256 11.7667 12.5268 -7.51355 0.113178 -0.796651 0.0339358 
18 1 7.58632 0.88677 1.93438 -7.34514 -0.355219 0.344174 -0.341588 
1458 1 7.46089 0.564928 7.49546 -8.77359 0.890956 1.82823 0.199318 
1215 1 9.47658 20.9349 0.217797 -7.2719 -0.305873 -0.0946471 -1.77589 
258 1 7.43142 4.62152 1.74658 -7.15619 0.801715 -0.429647 -0.863404 
1698 1 7.56367 4.6013 7.42356 -8.16101 0.888011 1.06992 0.164853 
2416 1 9.24005 17.2744 8.16173 -7.31306 0.0144949 -3.39797 -1.29697 
498 1 7.64663 8.11754 1.9195 -8.34487 -1.26851 0.195262 0.625128 
1938 1 7.86893 8.01396 7.42755 -8.16568 -0.559377 -1.13344 -2.26552 
2184 1 11.2421 11.8235 7.59427 -7.06841 1.35832 -1.11141 -2.13241 
738 1 7.24881 11.4819 1.9462 -7.50743 0.651302 1.08661 0.789693 
2178 1 7.52307 11.6013 7.39755 -7.27829 0.759373 -1.44519 -0.431039 
736 1 9.0506 13.3414 2.63084 -7.95233 0.761125 -0.250871 0.325245 
978 1 7.74667 15.5798 1.89269 -8.01455 -0.384299 -1.28965 1.15587 
2418 1 7.48021 15.3758 7.15836 -7.68559 1.72552 -1.53657 1.10894 
3864 1 11.22 15.1753 12.5647 -7.87359 -2.67042 1.84155 0.944351 
1218 1 7.58405 19.0005 2.15856 -7.59819 1.25591 -0.8831 -0.563273 
2658 1 7.55776 18.9696 7.38359 -7.35933 0.746443 1.31656 0.473265 
260 2 11.2578 6.09538 0.955505 -28.3597 -1.73348 1.86517 0.140857 
3624 1 11.0648 11.9037 12.6213 -8.14457 -0.996917 -1.36722 0.641469 
3124 1 1.88902 5.86051 12.8732 -7.58342 2.90265 0.00420659 0.689511 
