# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 7200
  1 0.025 360 986.721
  2 0.075 360 973.52
  3 0.125 360 1007.92
  4 0.175 360 1002.57
  5 0.225 360 1011.02
  6 0.275 360 1050.73
  7 0.325 360 1009.12
  8 0.375 360 1044.21
  9 0.425 360 1023.83
  10 0.475 360 1043.9
  11 0.525 360 1024.54
  12 0.575 360 994.672
  13 0.625 360 977.617
  14 0.675 360 985.693
  15 0.725 360 1047.43
  16 0.775 360 1013.67
  17 0.825 360 1004.04
  18 0.875 360 990.45
  19 0.925 360 989.438
  20 0.975 360 1013.72
2100 20 7200
  1 0.025 360 990.913
  2 0.075 360 1003.94
  3 0.125 360 997.089
  4 0.175 360 1004.17
  5 0.225 360 977.362
  6 0.275 360 989.798
  7 0.325 360 1015.13
  8 0.375 360 1039.99
  9 0.425 360 1048.02
  10 0.475 360 1034.17
  11 0.525 360 1058.44
  12 0.575 360 1044.96
  13 0.625 360 1028.83
  14 0.675 360 959.067
  15 0.725 360 1033.47
  16 0.775 360 991.619
  17 0.825 360 998.738
  18 0.875 360 998.156
  19 0.925 360 957.163
  20 0.975 360 974.418
3150 20 7200
  1 0.025 360 988.203
  2 0.075 360 950.793
  3 0.125 360 958.983
  4 0.175 360 986.658
  5 0.225 360 1018.86
  6 0.275 360 1004.59
  7 0.325 360 981.789
  8 0.375 360 1052.96
  9 0.425 360 1074.62
  10 0.475 360 1008.38
  11 0.525 360 1003.86
  12 0.575 360 1034.18
  13 0.625 360 1030.89
  14 0.675 360 1029.64
  15 0.725 360 1008.88
  16 0.775 360 1003.43
  17 0.825 360 1018.33
  18 0.875 360 1010.34
  19 0.925 360 1012.12
  20 0.975 360 978.982
4200 20 7200
  1 0.025 360 961.816
  2 0.075 360 975.714
  3 0.125 360 1003.79
  4 0.175 360 966.165
  5 0.225 360 946.76
  6 0.275 360 1009.46
  7 0.325 360 1024.41
  8 0.375 360 1027.58
  9 0.425 360 999.698
  10 0.475 360 1033.25
  11 0.525 360 1038.18
  12 0.575 360 1081.1
  13 0.625 360 1047.71
  14 0.675 360 1057.72
  15 0.725 360 1017.07
  16 0.775 360 1035.51
  17 0.825 360 1013.16
  18 0.875 360 993.446
  19 0.925 360 959.789
  20 0.975 360 959.946
5250 20 7200
  1 0.025 360 985.278
  2 0.075 360 961.017
  3 0.125 360 983.247
  4 0.175 360 973.797
  5 0.225 360 1000.94
  6 0.275 360 989.981
  7 0.325 360 1007.57
  8 0.375 360 1005.72
  9 0.425 360 1001.49
  10 0.475 360 1054.49
  11 0.525 360 1070.54
  12 0.575 360 1121.9
  13 0.625 360 1059.6
  14 0.675 360 1036.1
  15 0.725 360 982.612
  16 0.775 360 1002.85
  17 0.825 360 1035.96
  18 0.875 360 996.529
  19 0.925 360 999.81
  20 0.975 360 979.656
6300 20 7200
  1 0.025 360 943.839
  2 0.075 360 939.524
  3 0.125 360 947.455
  4 0.175 360 981.179
  5 0.225 360 974.839
  6 0.275 360 1022.21
  7 0.325 360 996.927
  8 0.375 360 1035.43
  9 0.425 360 1075.73
  10 0.475 360 1031.24
  11 0.525 360 1055.36
  12 0.575 360 1055.93
  13 0.625 360 1058.69
  14 0.675 360 1035.97
  15 0.725 360 1026.25
  16 0.775 360 1032.49
  17 0.825 360 1020.81
  18 0.875 360 978.742
  19 0.925 360 947.605
  20 0.975 360 959.842
7350 20 7200
  1 0.025 360 932.563
  2 0.075 360 972.664
  3 0.125 360 950.037
  4 0.175 360 957.478
  5 0.225 360 972.672
  6 0.275 360 1009.74
  7 0.325 360 1030.51
  8 0.375 360 1084.89
  9 0.425 360 1048.32
  10 0.475 360 1073.82
  11 0.525 360 1038.48
  12 0.575 360 1090.03
  13 0.625 360 1048.28
  14 0.675 360 1029.52
  15 0.725 360 990.631
  16 0.775 360 977.156
  17 0.825 360 1025.53
  18 0.875 360 987.185
  19 0.925 360 993.628
  20 0.975 360 953.511
8400 20 7200
  1 0.025 360 940.452
  2 0.075 360 952.703
  3 0.125 360 952.106
  4 0.175 360 985.441
  5 0.225 360 988.179
  6 0.275 360 1043.79
  7 0.325 360 1058.73
  8 0.375 360 1016.01
  9 0.425 360 1046.34
  10 0.475 360 1045.18
  11 0.525 360 1083.16
  12 0.575 360 1067.53
  13 0.625 360 1021.35
  14 0.675 360 1020.18
  15 0.725 360 1067.12
  16 0.775 360 1030.37
  17 0.825 360 988.162
  18 0.875 360 956.727
  19 0.925 360 931.228
  20 0.975 360 978.823
9450 20 7200
  1 0.025 360 946.3
  2 0.075 360 953.63
  3 0.125 360 929.625
  4 0.175 360 1010.8
  5 0.225 360 1002.98
  6 0.275 360 1000.56
  7 0.325 360 1042.53
  8 0.375 360 1063.49
  9 0.425 360 1038.13
  10 0.475 360 1040.92
  11 0.525 360 1081.35
  12 0.575 360 1107.65
  13 0.625 360 1034.48
  14 0.675 360 1014.05
  15 0.725 360 1033.69
  16 0.775 360 1019.48
  17 0.825 360 1010.89
  18 0.875 360 967.227
  19 0.925 360 987.718
  20 0.975 360 946.496
10500 20 7200
  1 0.025 360 947.764
  2 0.075 360 972.685
  3 0.125 360 981.086
  4 0.175 360 970.322
  5 0.225 360 996.966
  6 0.275 360 1052.94
  7 0.325 360 1046.72
  8 0.375 360 1026.36
  9 0.425 360 1016.1
  10 0.475 360 1055.35
  11 0.525 360 1069.02
  12 0.575 360 1071.98
  13 0.625 360 1028.85
  14 0.675 360 1028.45
  15 0.725 360 1060.09
  16 0.775 360 992.734
  17 0.825 360 993.835
  18 0.875 360 978.832
  19 0.925 360 987.469
  20 0.975 360 979.665
11550 20 7200
  1 0.025 360 960.003
  2 0.075 360 968.023
  3 0.125 360 986.766
  4 0.175 360 985.679
  5 0.225 360 980.938
  6 0.275 360 1029.58
  7 0.325 360 1039.02
  8 0.375 360 998.997
  9 0.425 360 998.873
  10 0.475 360 1011.36
  11 0.525 360 1029.48
  12 0.575 360 1058.2
  13 0.625 360 1048.74
  14 0.675 360 1037.43
  15 0.725 360 1027.99
  16 0.775 360 1004.78
  17 0.825 360 982.212
  18 0.875 360 1016.51
  19 0.925 360 1008.51
  20 0.975 360 961.728
12600 20 7200
  1 0.025 360 963.281
  2 0.075 360 1008.11
  3 0.125 360 1004.25
  4 0.175 360 985.722
  5 0.225 360 992.47
  6 0.275 360 994.702
  7 0.325 360 1007.53
  8 0.375 360 983.218
  9 0.425 360 1020.87
  10 0.475 360 1015.44
  11 0.525 360 1033.38
  12 0.575 360 1047.95
  13 0.625 360 1046.61
  14 0.675 360 1051.31
  15 0.725 360 1020.6
  16 0.775 360 1000.49
  17 0.825 360 979.102
  18 0.875 360 994.448
  19 0.925 360 963.471
  20 0.975 360 964.632
13650 20 7200
  1 0.025 360 952.12
  2 0.075 360 956.845
  3 0.125 360 977.664
  4 0.175 360 994.709
  5 0.225 360 994.012
  6 0.275 360 1002.29
  7 0.325 360 1003.54
  8 0.375 360 1010.15
  9 0.425 360 1017.22
  10 0.475 360 1036.49
  11 0.525 360 1007.13
  12 0.575 360 1059.91
  13 0.625 360 1048.17
  14 0.675 360 1037.4
  15 0.725 360 1019.57
  16 0.775 360 1032.48
  17 0.825 360 1038.12
  18 0.875 360 1029.62
  19 0.925 360 973.549
  20 0.975 360 959.718
14700 20 7200
  1 0.025 360 963.153
  2 0.075 360 988.683
  3 0.125 360 978.1
  4 0.175 360 993.628
  5 0.225 360 1009.14
  6 0.275 360 1000.45
  7 0.325 360 1008.8
  8 0.375 360 1008.69
  9 0.425 360 1012.42
  10 0.475 360 1013.36
  11 0.525 360 1033.24
  12 0.575 360 1052.21
  13 0.625 360 1067.76
  14 0.675 360 1039.57
  15 0.725 360 1008.49
  16 0.775 360 1052.42
  17 0.825 360 1001.47
  18 0.875 360 988.977
  19 0.925 360 960.337
  20 0.975 360 948.341
15750 20 7200
  1 0.025 360 969.368
  2 0.075 360 988.459
  3 0.125 360 986.264
  4 0.175 360 975.271
  5 0.225 360 1008.07
  6 0.275 360 991.079
  7 0.325 360 1019.91
  8 0.375 360 1010.45
  9 0.425 360 985.979
  10 0.475 360 1025.18
  11 0.525 360 1054.26
  12 0.575 360 1022.17
  13 0.625 360 1040.11
  14 0.675 360 1018.67
  15 0.725 360 1000.93
  16 0.775 360 997.68
  17 0.825 360 1019.12
  18 0.875 360 1010.9
  19 0.925 360 1022.55
  20 0.975 360 1009.02
