ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
3600
ITEM: BOX BOUNDS xy xz yz pp pp pp
-1.3756221617362030e-01 7.2105562216174917e+01 0.0000000000000000e+00
-4.8505218598853261e-02 2.1638905218598886e+01 0.0000000000000000e+00
-1.5794597063511162e-01 2.5917945970635195e+01 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 0.701663 0.929975 2.17038 -7.7647 0.704834 -0.643308 0.797924 
726 1 0.698779 0.889502 7.46543 -7.90993 -0.26764 0.251552 0.219553 
1446 1 0.764051 0.747687 12.6774 -8.14538 -0.0863824 0.849721 0.500617 
126 1 0.64997 4.55247 2.20872 -7.87075 0.407993 -1.31719 0.174033 
846 1 0.722147 4.4762 7.43652 -8.20357 0.100716 -0.656572 0.137318 
1566 1 0.784872 4.44502 12.6429 -7.9321 0.253648 0.251029 0.264903 
246 1 0.830029 8.11121 2.14343 -7.63529 -0.292924 -0.221786 0.611419 
966 1 0.787313 8.1621 7.28608 -7.54979 -0.485189 -1.46704 0.851439 
1686 1 0.665139 8.10171 12.5349 -7.6906 0.3451 -0.512929 0.450229 
12 1 4.40058 0.977131 2.24244 -8.24828 -0.421427 -0.0186719 0.0682318 
732 1 4.40073 0.788919 7.49817 -8.09022 0.0437657 0.473158 0.509336 
1452 1 4.51896 0.916968 12.7772 -8.00083 -0.788271 0.0465146 -0.820867 
132 1 4.14607 4.46215 2.12512 -7.69782 1.09 0.393393 0.460335 
852 1 4.4422 4.45902 7.35244 -8.02226 -1.1074 0.0825016 0.490378 
1572 1 4.37329 4.54052 12.6891 -7.53061 -0.421824 0.351434 -0.87122 
252 1 4.31354 8.09867 2.08211 -8.00346 0.858529 0.199497 0.977948 
972 1 4.33814 8.06062 7.31964 -8.30831 0.0365416 0.368749 0.89881 
1692 1 4.3212 8.10549 12.7188 -7.93301 0.409774 0.697934 -1.23757 
18 1 7.81429 0.922879 2.24116 -7.90791 0.756389 -0.581682 -0.256333 
738 1 8.15313 0.917314 7.33934 -7.7557 -0.937355 0.0120264 0.232456 
1458 1 7.94798 0.841435 12.6773 -7.75931 -1.37378 -0.550346 -0.714428 
138 1 8.09975 4.56728 2.11439 -7.65869 -0.0916331 -0.655087 0.39305 
858 1 7.93242 4.51096 7.28164 -7.8915 -0.0766912 0.377626 0.414083 
1578 1 7.98928 4.45739 12.6322 -7.95522 0.694517 0.444517 0.121544 
258 1 7.96293 8.04341 2.07762 -8.04577 0.0993016 0.63072 -0.332012 
978 1 7.87953 8.07355 7.27238 -8.56189 0.0594326 0.923715 0.324658 
1698 1 8.13237 8.16682 12.4389 -7.71907 0.280916 -0.690307 0.682227 
24 1 11.5582 0.826382 2.3066 -8.15341 0.249747 0.537995 -0.00630703 
744 1 11.5036 0.950521 7.35993 -7.96948 0.791143 0.0655563 1.83891 
1464 1 11.624 0.778735 12.6831 -7.94937 -0.155623 -0.377609 -0.614914 
144 1 11.6008 4.42396 2.19455 -8.04609 0.367512 -0.383309 -0.159057 
864 1 11.5342 4.54136 7.37289 -7.9253 0.222465 0.254294 0.167578 
1584 1 11.3999 4.42511 12.6629 -7.94408 0.845517 -0.930646 0.0229752 
264 1 11.6297 8.20536 2.18627 -7.79963 -0.112761 -1.43182 0.251127 
984 1 11.6576 8.12593 7.42337 -8.13873 -0.372934 -0.438113 -0.235425 
1704 1 11.6487 8.04695 12.5715 -7.99774 -0.0596358 0.91669 -0.258461 
5 1 0.793534 0.882144 4.83826 -7.79763 0.247235 -0.624031 -0.486631 
725 1 0.810554 0.846305 10.1352 -8.00842 0.640687 0.512376 -0.730817 
125 1 0.733292 4.49854 4.79418 -7.83784 -0.0780419 -0.512848 0.312001 
845 1 0.729298 4.63693 10.0015 -7.7149 0.674105 -0.610264 -0.094957 
245 1 0.703935 8.06579 4.78776 -7.82555 0.54915 -0.707954 -0.21743 
965 1 0.767354 7.95975 9.93627 -7.37767 0.107387 -0.186753 -0.638938 
11 1 4.39438 0.844092 4.84007 -7.92987 -0.580758 -0.221017 -0.0993103 
731 1 4.29041 1.00882 10.1641 -8.16969 0.0216604 -0.349561 -0.272271 
131 1 4.28511 4.27784 4.70341 -7.57639 0.119506 0.739077 0.0311715 
851 1 4.51004 4.52696 9.97249 -8.13297 -1.12819 0.66629 0.28479 
251 1 4.49743 7.95358 4.76478 -8.23415 -1.10988 0.725383 -0.623675 
971 1 4.4812 8.10686 10.0236 -8.33041 -0.208919 0.171463 -0.656905 
17 1 8.01852 0.874 4.80177 -7.96047 -0.704398 0.0515079 0.0485241 
737 1 8.02698 0.815028 9.98072 -8.23324 -1.11699 0.564085 0.76065 
137 1 7.92038 4.47317 4.6729 -7.93178 0.829107 -0.494657 0.430541 
