# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 4320
  1 0.025 215.7 1214.76
  2 0.075 216.7 1181.88
  3 0.125 216 1226.68
  4 0.175 215.8 1246.35
  5 0.225 215.8 1295.43
  6 0.275 215.8 1304.89
  7 0.325 216.2 1270.66
  8 0.375 215.6 1279.09
  9 0.425 216.3 1356.23
  10 0.475 216.1 1272.56
  11 0.525 216.4 1383.41
  12 0.575 215.5 1276.89
  13 0.625 216 1245.16
  14 0.675 216 1231.26
  15 0.725 216.1 1310.17
  16 0.775 215.9 1222.7
  17 0.825 215.8 1179.88
  18 0.875 216.2 1248.6
  19 0.925 216 1245.01
  20 0.975 216.1 1251.17
2100 20 4320
  1 0.025 216.3 1155.44
  2 0.075 216.3 1167.81
  3 0.125 216 1265.18
  4 0.175 216.2 1246.07
  5 0.225 215.9 1251.12
  6 0.275 215.9 1229.04
  7 0.325 215.9 1304.36
  8 0.375 215.9 1324.44
  9 0.425 216.3 1327.62
  10 0.475 216.9 1306.56
  11 0.525 215.7 1340.83
  12 0.575 215.1 1340.55
  13 0.625 216.4 1338.11
  14 0.675 215.6 1301.02
  15 0.725 216.1 1213.34
  16 0.775 216 1233.76
  17 0.825 216 1201.96
  18 0.875 215.7 1245.31
  19 0.925 216.1 1175.08
  20 0.975 215.7 1195.72
3150 20 4320
  1 0.025 216 1190.52
  2 0.075 216.3 1173.42
  3 0.125 215.9 1260.45
  4 0.175 216.3 1242.97
  5 0.225 215.9 1281.06
  6 0.275 215.9 1293.04
  7 0.325 216.1 1288.51
  8 0.375 215.8 1289.12
  9 0.425 216.3 1386.26
  10 0.475 216 1373.76
  11 0.525 216.7 1379.44
  12 0.575 215.2 1377.36
  13 0.625 216 1341.07
  14 0.675 215.9 1239.61
  15 0.725 216 1289.6
  16 0.775 216 1227.45
  17 0.825 216.1 1128.85
  18 0.875 215.8 1175
  19 0.925 215.9 1157.4
  20 0.975 215.9 1129.6
4200 20 4320
  1 0.025 215.9 1132.38
  2 0.075 216.4 1157.98
  3 0.125 215.7 1272.17
  4 0.175 216.3 1253.06
  5 0.225 216 1280.51
  6 0.275 215.7 1318.1
  7 0.325 216 1346.55
  8 0.375 215.6 1375.79
  9 0.425 216.4 1301.31
  10 0.475 215.8 1352.06
  11 0.525 216.2 1329.91
  12 0.575 216.1 1260.9
  13 0.625 215.9 1276.8
  14 0.675 216.2 1269.41
  15 0.725 215.8 1265.78
  16 0.775 216 1194.84
  17 0.825 216 1226.06
  18 0.875 216 1221.9
  19 0.925 216 1170.52
  20 0.975 216 1184.3
5250 20 4320
