ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
4320
ITEM: BOX BOUNDS xy xz yz pp pp pp
-1.1601679645205998e-01 2.1706416796452423e+01 0.0000000000000000e+00
-1.2503789183492131e-01 2.1715437891835464e+01 0.0000000000000000e+00
-1.2670039837679070e+00 1.0430700398376690e+02 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
662 2 7.82519 2.33545 15.99 -29.3066 -1.38844 0.872911 -0.10944 
222 1 0.758122 0.79671 6.41406 -8.73937 0.43868 0.415874 -0.633697 
39 1 2.44765 6.96453 -0.749822 -8.49398 2.24298 0.342858 -0.591731 
42 1 0.889912 3.95202 1.56782 -8.75046 -0.205382 -0.38894 0.844536 
258 1 0.519071 4.6019 6.941 -8.12744 0.682895 -1.01139 -0.802433 
474 1 0.780858 4.834 12.5039 -8.61169 0.0681813 1.66661 -1.10553 
4115 1 4.92835 0.949148 -1.0132 -8.09345 0.843921 -2.15367 0.179411 
294 1 0.747574 8.11532 6.30732 -7.99944 0.802077 -2.14365 -0.506602 
510 1 1.28683 7.90417 11.6472 -8.15682 -0.538456 -3.19349 0.426286 
722 2 0.610409 9.63026 15.8044 -28.3135 0.250994 2.01972 -0.158871 
228 1 4.09948 0.880886 7.0134 -7.53102 1.07069 1.31265 -0.303557 
444 1 4.3071 1.13827 12.2246 -8.13749 -0.215493 0.707631 1.46795 
48 1 3.75052 4.54784 0.820703 -8.46541 0.248802 -1.03965 -0.11588 
264 1 4.36228 4.48359 6.18463 -8.43362 2.66067 -0.645199 0.40983 
480 1 5.2126 4.1212 11.2517 -7.63068 -1.87966 0.949388 1.25993 
84 1 4.33593 7.46757 1.94084 -7.17902 1.59853 1.44528 -1.85831 
300 1 4.14941 7.94646 6.99858 -7.61366 0.0561428 1.85481 1.24888 
516 1 4.36303 8.33911 12.2481 -8.12166 -2.40648 -0.039292 1.97089 
18 1 7.38642 0.749333 0.843305 -7.80546 -0.0871882 -0.191688 -0.711979 
234 1 7.93745 0.666307 6.3984 -7.24281 -0.146637 -0.898973 -0.865702 
450 1 8.61327 0.608684 11.8084 -7.61788 -1.92211 -0.0116428 -2.00887 
54 1 8.16529 3.77139 2.20263 -7.54552 -1.85128 -0.869193 -1.89562 
270 1 7.79946 4.51492 7.06239 -8.39449 -0.831911 0.161293 -2.06929 
486 1 7.87812 4.71278 12.4264 -7.91688 -0.583016 0.639287 -1.36116 
90 1 7.64839 8.06936 0.899477 -7.68773 -0.531171 -0.765303 1.7593 
306 1 7.93366 8.1164 6.3428 -8.68764 -1.14656 -0.567078 0.534655 
522 1 8.50189 7.73359 11.5103 -7.90386 0.574033 0.907806 -0.563825 
5 1 0.934376 1.71326 3.59371 -8.33938 0.422752 -0.921715 -1.20671 
4145 1 1.51701 4.45459 -0.929556 -8.00295 0.277909 0.117339 0.892614 
698 2 7.67861 6.11542 16.0052 -30.062 1.85482 -1.25791 -1.54245 
41 1 1.48161 4.6974 4.44553 -7.87471 1.38496 -2.24058 -0.189908 
4187 1 5.21252 8.17144 -0.580113 -8.21472 -1.19614 -0.795616 -1.52396 
527 1 10.5774 7.95618 15.0323 -7.48242 -1.14593 0.383725 -0.854026 
77 1 0.822615 8.76969 3.45504 -8.35784 -0.687777 0.905297 0.0190947 
293 1 0.728804 6.82771 8.92396 -7.68318 -1.78981 2.39435 -1.64946 
509 1 0.571731 7.29031 14.2008 -8.02921 1.97781 -0.440962 -0.167125 
11 1 5.57896 0.966767 4.43052 -8.13437 -1.90415 0.73044 2.18423 
227 1 3.23258 0.678919 9.81187 -8.02585 -0.645901 0.564711 -0.526432 
443 1 3.1144 0.688858 15.2102 -8.15269 2.2829 -1.12718 -0.43851 
47 1 4.33628 5.33896 3.45769 -7.77109 0.415089 -2.54614 2.18711 
263 1 4.18408 3.74163 8.87038 -8.2345 1.27932 -1.44712 -1.34244 
479 1 4.2244 3.30852 14.2236 -8.56611 0.619785 1.12786 -1.00226 
83 1 5.34753 7.99305 4.68225 -8.08385 0.921563 1.30382 0.0910588 
299 1 3.24555 7.86775 9.83074 -7.77494 0.42595 -0.657908 -1.1743 
515 1 3.30917 7.91479 15.0661 -8.91899 0.658972 0.330501 0.369316 
17 1 8.19062 1.39723 3.60083 -7.99317 1.57193 1.68923 0.643755 
239 1 10.6995 0.478898 9.86086 -8.45031 0.785299 -0.312203 -0.537354 
12 1 4.5705 0.0775398 1.80061 -7.44175 -0.376645 1.37086 -0.625135 
53 1 9.09608 4.63708 4.626 -8.03346 -2.10638 -0.561917 1.90247 
269 1 7.24023 4.08239 9.60914 -7.31805 -0.252077 0.721185 0.246335 
485 1 7.06399 4.20352 15.2156 -7.59869 -0.172925 -2.01331 -1.80633 
89 1 7.97881 8.88563 3.52155 -8.65762 0.38157 0.05503 0.242244 
305 1 8.09784 7.07187 8.90448 -8.11999 -2.62625 2.18108 -1.51949 
521 1 7.81601 6.95421 14.0898 -7.44555 0.464702 0.717094 -0.574291 
2 2 1.08234 2.6606 -0.0574495 -28.5594 -1.67478 -0.58766 -0.718698 
218 2 0.653914 2.67494 5.30991 -28.4431 1.21626 0.843176 1.11963 
434 2 0.821163 2.65754 10.3661 -27.8067 -1.5189 -0.833377 2.20661 
78 1 0.476372 8.1042 0.8687 -8.18687 -0.507011 0.161949 1.2038 
38 2 0.929057 6.18789 0.247056 -28.703 -0.387777 -0.726488 -1.03364 
254 2 0.772096 6.29937 5.30764 -28.7142 0.701845 0.420932 -0.68167 
470 2 1.01531 6.01713 10.7919 -28.1809 -1.67237 0.803211 -1.04658 
4157 1 8.66944 4.61033 -0.72637 -8.44065 1.03232 -2.01489 -1.22131 
74 2 0.831562 10.0904 0.150618 -29.0859 -0.463625 -0.42312 -0.841663 
290 2 0.944905 10.0818 5.10267 -28.8537 -1.67396 -0.349553 1.01279 
506 2 0.663118 9.60507 10.5388 -29.0913 -1.05715 0.566605 -0.836928 
448 1 9.81903 2.80023 11.5336 -7.92029 -1.72497 1.0573 1.29083 
8 2 4.61471 2.43347 0.217913 -28.4227 0.842567 1.52947 -0.80339 
224 2 4.42458 2.63626 4.96432 -27.6621 -0.259733 -0.583458 2.5377 
440 2 4.26357 2.3421 10.4055 -28.7098 -0.0850292 1.13659 1.52066 
728 2 4.55398 9.66066 16.1902 -29.0024 0.150297 0.342725 -1.03417 
44 2 4.36086 6.28377 -0.164062 -28.708 1.81984 0.343405 2.26577 
260 2 4.31537 6.38324 5.5263 -28.9764 -1.25477 0.833241 -1.94435 
476 2 4.37234 6.14559 10.5663 -28.7068 -1.42503 0.0539658 1.08963 
232 1 9.63842 2.48171 6.54417 -7.32424 1.03513 0.595718 -1.95587 
80 2 4.51518 10.0025 -0.0874315 -28.2124 -0.117925 -0.132377 0.162026 
296 2 4.56068 9.77933 5.57783 -28.825 -0.949104 -0.732398 -0.523448 
512 2 4.11467 9.55727 10.5845 -29.1527 0.838983 0.602754 -0.486289 
438 1 1.08234 0.817454 11.6261 -8.59602 -0.32409 0.0193145 -0.225853 
14 2 8.03526 2.84592 0.103974 -28.5352 -0.780953 -1.31702 0.855715 
230 2 7.73787 2.54631 5.47026 -28.4982 2.33493 -0.806756 0.970704 
446 2 7.92797 2.20129 10.7083 -29.4005 -0.820902 1.45868 -1.64259 
335 1 4.25195 10.6754 8.84296 -7.84889 0.867882 -0.169237 0.414947 
50 2 8.21925 6.30791 0.159463 -29.7114 -0.546011 0.578874 0.0187 
266 2 8.03235 6.19996 5.4544 -27.7604 0.508212 0.162487 -0.195239 
482 2 7.73774 5.91404 10.5411 -29.1739 0.508692 -0.397529 0.425174 
297 1 6.12718 10.6039 4.46634 -8.4266 1.96558 -0.493669 -0.40857 
86 2 7.98663 9.81933 -0.0209929 -29.4573 2.15645 0.83902 1.65926 
302 2 8.00121 9.80023 5.25908 -27.8775 0.64186 1.94152 0.905182 
518 2 7.93175 9.69702 10.5817 -28.3558 -1.35286 -0.838999 1.51803 
51 1 10.0545 7.10242 -0.584361 -7.56997 0.367183 -1.20703 -0.287361 
1 2 2.53413 0.85618 2.42339 -28.554 0.818579 -1.70658 1.70998 
217 2 2.16884 0.69686 7.85585 -28.0793 3.23331 0.261752 0.458776 
433 2 2.38496 0.795865 13.2005 -28.6011 0.849839 1.0595 0.836645 
37 2 2.66588 4.44367 2.64889 -28.4454 -0.94812 1.89466 0.266081 
253 2 2.49124 4.41797 7.8084 -28.7578 -0.540696 -1.30655 -0.252363 
469 2 2.59715 4.28031 13.3513 -28.2204 -1.03424 -1.71598 0.779434 
73 2 2.65662 8.25993 2.69814 -29.3753 0.161514 -1.6349 -0.729427 
289 2 2.14418 7.87726 7.82918 -28.7978 1.55903 1.75242 1.14291 
505 2 2.5209 8.07767 13.3799 -27.5709 -1.42979 0.0786058 -2.70876 
7 2 6.55526 0.758469 2.77168 -29.0558 -1.72501 -0.182339 -2.6072 
223 2 5.9537 0.543071 7.87659 -28.6385 1.3512 -0.568013 0.778147 
439 2 6.07883 0.666633 13.2303 -28.3321 1.08355 -0.717153 -1.19009 
43 2 6.03782 4.58898 2.54292 -28.7831 0.773913 -0.355157 -0.651412 
259 2 5.83068 4.38822 7.85374 -28.2549 1.73511 -0.516078 0.969665 
475 2 6.04152 4.24051 13.121 -28.5351 -0.335352 0.550568 1.49293 
79 2 6.14092 8.19571 2.85294 -28.8582 -1.15322 0.505702 -2.7423 
295 2 6.20972 7.93521 7.97514 -28.0238 -0.784943 -2.54922 1.03983 
511 2 6.10985 7.75672 13.1367 -29.0099 1.19973 1.90071 2.93047 
13 2 10.054 0.862318 2.70201 -28.2631 0.132116 0.572429 1.53157 
229 2 9.72548 0.6016 8.03583 -29.5164 -1.50126 1.2705 -1.39105 
445 2 9.95683 0.800503 13.3494 -29.5587 -0.673166 -1.32547 -2.40721 
49 2 9.90472 4.35435 2.91806 -29.1459 0.747025 -1.10781 -1.92914 
265 2 9.57449 4.43453 8.03481 -29.2673 -0.0625137 -2.8384 -1.3404 
481 2 9.50819 4.15913 13.3857 -29.18 0.834667 0.59983 0.463121 
85 2 9.78717 8.14614 2.66696 -28.8176 -0.302491 -1.00849 -1.96869 
301 2 9.62424 8.03657 7.79578 -29.0117 1.85624 1.16964 0.738975 
517 2 9.54774 7.88064 13.2671 -29.5825 0.221489 -0.192338 0.326621 
692 2 4.08093 6.18439 15.936 -28.6702 1.04778 0.454022 1.70141 
219 1 3.50245 2.70278 3.2712 -9.01117 -0.870646 -0.272342 -0.388964 
435 1 1.86257 2.65196 8.65782 -8.90752 -1.48365 -1.62347 0.113848 
651 1 1.57248 2.54486 14.1589 -7.50959 0.131299 0.111853 -1.19365 
268 1 9.79422 6.28035 6.92585 -8.02156 -0.606311 -1.29425 0.0824345 
