ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
18000
ITEM: BOX BOUNDS xy xz yz pp pp pp
-3.0927265465803266e-01 2.6034272654657691e+01 0.0000000000000000e+00
-3.0308563072620487e-01 2.6028085630726018e+01 0.0000000000000000e+00
-3.3888800401270203e+00 3.1208888004012215e+02 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
1 1 0.971115 1.21487 0.709246 -7.62005 -3.24698 -1.53913 -1.19315 
2 1 0.716481 1.20286 5.89188 -7.6408 2.98737 -0.693345 0.00746781 
61 1 0.80072 6.3543 0.590716 -7.73506 0.877638 -1.18267 0.884039 
62 1 1.06771 6.49004 6.01064 -7.68093 -1.9565 -0.0479898 -1.46141 
121 1 0.991854 11.9573 0.627822 -8.22368 0.363636 -0.586274 0.545907 
122 1 1.12495 11.77 5.91386 -7.8077 -0.302641 0.245073 0.793322 
181 1 0.752295 17.3117 0.668417 -7.49409 0.195221 0.220757 -0.999696 
182 1 1.00235 17.1287 5.6865 -8.25985 -0.314934 -1.22228 1.21979 
241 1 0.851854 22.3525 0.632539 -7.96874 0.0675333 -1.44504 1.2026 
242 1 1.00093 22.2213 6.03646 -7.72657 -1.63724 -0.868656 -0.908702 
301 1 6.01727 0.884414 0.739718 -8.1869 0.320565 1.43575 -0.655712 
302 1 6.2765 1.03257 6.00411 -6.85328 0.726982 0.161147 0.35526 
361 1 5.91939 6.10942 0.672501 -7.48454 1.95165 0.45494 -2.01788 
362 1 6.0332 6.42617 5.73661 -8.57121 1.90576 -1.15567 0.365738 
421 1 6.14031 11.7435 0.211713 -7.13703 1.11833 -0.358967 1.57216 
422 1 6.21514 11.6588 5.81598 -8.34603 0.565323 -0.098579 -0.821365 
481 1 5.85179 16.9031 0.547502 -7.62622 -0.02306 0.157022 0.210703 
482 1 6.24467 16.7951 5.9751 -7.76914 -0.412274 1.30647 -0.360224 
541 1 6.0089 22.2468 0.442365 -7.64427 1.52673 -3.6583 0.443519 
542 1 6.37461 22.1069 5.71793 -8.10601 -1.56249 0.421754 -0.802405 
601 1 11.2321 1.11147 0.377678 -7.29479 -0.607345 -0.115616 -1.23305 
602 1 11.2231 1.29061 5.74591 -7.36846 2.79829 -1.02421 -0.233229 
661 1 11.6168 6.54889 0.401722 -8.37501 -1.40893 -0.869914 -0.57163 
662 1 11.5348 6.56197 5.89274 -7.36859 0.313059 -0.816069 -0.448552 
721 1 11.5148 11.7528 0.347097 -8.00219 -0.366934 0.61451 0.571717 
722 1 11.4168 11.5982 5.76824 -7.65357 0.888688 1.77771 2.25812 
781 1 11.0958 17.0691 0.469871 -8.40365 1.28455 0.13026 1.34369 
782 1 11.2771 16.9807 5.88409 -7.36822 0.619495 -1.39058 -1.07883 
841 1 11.231 22.3344 0.487042 -7.81051 -0.265713 -1.81514 0.302846 
842 1 11.4475 22.2785 5.78734 -7.85799 0.761038 -1.47266 -1.18488 
901 1 16.3015 0.987802 0.415742 -7.79464 2.87826 0.436748 -1.2202 
902 1 16.6967 1.19881 5.8055 -7.78488 -0.430486 0.046765 -0.336595 
961 1 16.7892 6.53611 0.555931 -7.97124 -0.288761 -0.166707 -0.611639 
962 1 16.7064 6.57542 5.71162 -7.49561 -0.35738 -1.55847 -0.359147 
1021 1 16.6358 11.7298 0.452254 -7.79283 0.64455 0.177994 2.29473 
1022 1 16.5792 11.7432 5.58757 -7.44312 3.52989 -0.392714 0.916014 
1081 1 16.4768 16.9521 0.518056 -7.67234 -0.477909 0.598973 0.94233 
1082 1 16.7493 16.9851 5.85988 -7.85156 -1.96908 0.165987 -0.17291 
1141 1 16.6305 22.0409 0.437805 -7.10751 -0.747401 0.292804 -1.06409 
1142 1 16.618 22.3828 5.66027 -7.78751 0.432387 -2.30892 2.61927 
1201 1 21.9123 1.0345 0.379748 -7.90002 -0.684218 -0.907885 -1.1319 
1202 1 21.8461 0.984296 5.5028 -7.98626 0.375447 -0.230094 0.539863 
1261 1 22.0299 6.27583 0.776578 -7.50022 -0.328182 -0.0330335 -0.682979 
1262 1 21.8654 6.1367 5.85849 -7.89489 0.769482 1.16581 -1.12965 
1321 1 21.9374 11.769 0.274606 -6.92527 -0.00313839 -1.74147 0.00637498 
1322 1 21.9969 11.3112 5.42167 -8.07917 0.877809 1.78357 0.988736 
1381 1 21.8194 16.8645 0.627836 -7.61236 0.373303 -0.106776 -0.813339 
1382 1 21.9757 16.912 5.7524 -7.61678 -0.467489 -0.312064 -0.137484 
1441 1 21.9807 21.9426 0.672489 -8.09338 -0.955524 1.60256 -0.0727638 
1442 1 21.7913 22.0485 5.68535 -7.31307 1.40229 -0.0274515 -0.0601642 
1501 1 0.670821 3.64605 -2.14813 -8.43232 1.04711 0.686649 -0.394676 
1502 1 0.834059 3.74344 2.9659 -7.07114 0.354416 -0.096569 0.541958 
1503 1 1.231 3.76438 8.47357 -8.29828 -0.291055 0.949293 0.312694 
1561 1 1.039 9.09502 -1.8627 -7.78285 0.954002 0.173259 -1.86312 
1562 1 1.04266 8.82559 3.1288 -7.20829 0.181813 0.0218251 2.9097 
1563 1 1.16021 9.14516 8.43248 -7.9318 -1.22641 0.926517 0.88381 
1621 1 0.717815 14.5359 -2.12778 -7.07033 -0.652225 -0.577946 1.03019 
1622 1 0.980908 14.3238 2.83324 -7.42105 0.628302 -0.520593 1.93503 
1623 1 0.865785 14.6874 8.50779 -7.89221 -0.612057 -1.45341 0.650675 
1681 1 0.838181 19.645 -2.10717 -6.96097 0.374777 0.667594 -0.193182 
1682 1 0.882418 19.443 3.08918 -8.83335 0.267985 3.56122 -0.4187 
1683 1 1.25839 19.8663 8.34262 -7.90934 -0.868941 -2.81497 -0.91798 
1741 1 0.952795 24.6162 -2.26231 -7.11644 -0.12938 2.45957 0.79219 
1742 1 0.728034 24.9816 3.07559 -7.11706 0.24015 0.0857691 0.674392 
1743 1 1.01567 24.8007 8.56147 -7.50437 -1.7442 -0.53444 -0.88733 
1801 1 5.84669 3.5946 -2.39203 -7.57152 0.454633 -0.429926 -0.425037 
1802 1 6.05133 3.8417 2.97595 -7.58587 -1.17454 0.605513 0.0730211 
1803 1 6.61982 4.00409 8.302 -7.98322 -2.32896 -0.260681 0.254395 
1861 1 6.39901 9.03376 -1.8503 -8.12014 -2.7676 -2.65503 -2.58753 
1862 1 6.1165 9.06076 3.40606 -7.77834 0.588021 -0.0609594 0.354302 
1863 1 6.29034 9.00865 8.69777 -7.47761 -0.409212 1.75193 -0.963024 
1921 1 6.07447 14.3544 -2.02651 -8.58497 0.522476 1.3068 -0.724611 
1922 1 6.15739 14.0886 3.36566 -7.48541 0.00540603 0.25859 -1.52091 
1923 1 6.13102 14.2388 8.4108 -7.90883 -1.5237 0.211107 -0.196096 
1981 1 5.93758 19.7446 -1.97081 -7.36466 0.119385 0.377376 0.903148 
1982 1 6.27665 19.5494 3.00181 -8.23015 -1.83873 -1.29487 1.61684 
1983 1 6.18258 19.5679 8.33802 -7.80823 2.8438 -0.156519 0.86919 
2041 1 6.4923 24.9159 -2.10998 -7.29546 -2.30278 -1.6648 -0.800369 
2042 1 6.07075 25.1631 3.11921 -7.67983 -1.39788 -1.6535 -0.574252 
2043 1 6.08995 24.9376 8.13774 -7.31707 -0.506485 -1.24034 1.16222 
2101 1 11.1768 3.77459 -1.8138 -7.958 0.502811 -0.751473 -0.34457 
2102 1 11.3815 3.78187 3.30875 -7.63434 -0.941418 1.11616 0.810243 
2103 1 11.5423 4.10638 8.59667 -7.23722 -0.0754993 -0.686147 -0.082711 
2161 1 11.5465 8.8673 -1.87006 -7.32338 -0.225213 -0.405293 0.285613 
2162 1 11.4911 9.19378 3.32228 -6.84648 0.235395 0.127677 -0.497846 
2163 1 11.6198 9.27496 8.51187 -7.61911 -0.277041 0.336794 -0.468596 
