############################################################
# group name of the atoms under study      : all
# total number of atoms in the group       : 512
# dimension of the system                  : 3 D
# number of atoms per unit cell            : 1
# dimension of the FFT mesh                : 8 x 8 x 8
# number of wait steps before measurement  : 50000
# frequency of the measurement             : 10
# output result after this many measurement: 5000
# number of processors used by this run    : 1
############################################################
# mapping information between lattice indices and atom id
# nx ny nz nucell
8 8 8 1
# l1 l2 l3 k atom_id
0.25 0.625 0.75 0.13687 -3.87808e-20 -0.0094271 0.000680408 -0.0269577 0.0006655 -0.0094271 -0.000680408 0.157182 2.3196e-19 0.0372588 0.000319897 -0.0269577 -0.0006655 0.0372588 -0.000319897 0.11439 1.12708e-19
0.25 0.625 0.875 0.120602 -1.65231e-19 -0.0100965 0.00109444 -0.0396248 -0.000157328 -0.0100965 -0.00109444 0.165182 -8.89493e-20 -0.000229412 0.000769182 -0.0396248 0.000157328 -0.000229412 -0.000769182 0.0980678 -7.23798e-20
0.25 0.75 0 0.0989618 4.24495e-19 -0.0372516 -0.000363003 -0.0261643 0.000273783 -0.0372516 0.000363003 0.141958 3.2585e-19 -0.0151536 -0.000136808 -0.0261643 -0.000273783 -0.0151536 0.000136808 0.0562398 9.01666e-20
0.25 0.75 0.125 0.0965431 -2.57037e-20 -0.025604 -1.91431e-07 -0.00245599 -1.47007e-05 -0.025604 1.91431e-07 0.154598 1.67398e-21 -0.0433053 -1.59419e-05 -0.00245599 1.47007e-05 -0.0433053 1.59419e-05 0.0710831 4.82532e-20
0.25 0.75 0.25 0.0991863 7.21817e-20 -0.0196745 0.000167899 0.0246421 -0.000168483 -0.0196745 -0.000167899 0.163415 8.0092e-20 -0.0448453 1.11715e-05 0.0246421 0.000168483 -0.0448453 -1.11715e-05 0.101589 8.62922e-20
0.25 0.75 0.375 0.118262 9.01009e-20 -0.0157642 0.00017825 0.0326502 -0.000359477 -0.0157642 -0.00017825 0.160816 1.55129e-19 -0.0197817 -0.00023352 0.0326502 0.000359477 -0.0197817 0.00023352 0.131042 1.58824e-19
0.25 0.75 0.5 0.124829 -2.05543e-19 -0.0161086 7.53925e-05 0.0307159 0.00016089 -0.0161086 -7.53925e-05 0.148968 2.31502e-20 0.0222499 0.000701243 0.0307159 -0.00016089 0.0222499 -0.000701243 0.143783 -2.55227e-19
0.25 0.75 0.625 0.133698 -9.16621e-20 -0.0277982 0.000319329 0.00423853 -2.17196e-05 -0.0277982 -0.000319329 0.135476 -1.62747e-19 0.0441465 -0.0004984 0.00423853 2.17196e-05 0.0441465 0.0004984 0.125025 -7.6078e-20
0.25 0.75 0.75 0.127139 4.35296e-19 -0.0399169 1.75486e-05 -0.0280397 0.0004891 -0.0399169 -1.75486e-05 0.1299 5.09384e-19 0.0459028 4.12276e-05 -0.0280397 -0.0004891 0.0459028 -4.12276e-05 0.09817 3.60666e-19
0.25 0.75 0.875 0.120267 -6.51648e-19 -0.0466024 -1.1409e-05 -0.0389558 0.00023247 -0.0466024 1.1409e-05 0.133229 -2.85852e-19 0.0248211 0.000196874 -0.0389558 -0.00023247 0.0248211 -0.000196874 0.0728345 -2.76135e-19
0.25 0.875 0 0.0933468 1.54607e-19 -0.0476173 -0.000104099 -0.0267597 -3.14745e-05 -0.0476173 0.000104099 0.0864324 2.72945e-19 0.00655483 -0.000150016 -0.0267597 3.14745e-05 0.00655483 0.000150016 0.0362005 -1.69062e-20
0.25 0.875 0.125 0.0907657 3.8576e-19 -0.0434353 0.000262389 -0.000648776 -9.02918e-05 -0.0434353 -0.000262389 0.108797 3.21051e-19 -0.0229703 0.000251673 -0.000648776 9.02918e-05 -0.0229703 -0.000251673 0.0493572 -5.35364e-20
0.25 0.875 0.25 0.0881428 -8.55958e-19 -0.0319468 -0.000408572 0.0267184 -0.000642629 -0.0319468 0.000408572 0.117049 -1.14339e-19 -0.039251 -0.000368977 0.0267184 0.000642629 -0.039251 0.000368977 0.092727 5.82215e-19
0.25 0.875 0.375 0.0997176 1.97096e-19 -0.0260979 0.000297062 0.0369005 0.000171262 -0.0260979 -0.000297062 0.126185 1.99756e-19 -0.0253982 0.000285507 0.0369005 -0.000171262 -0.0253982 -0.000285507 0.143953 1.94512e-19
0.25 0.875 0.5 0.115783 1.25824e-20 -0.0341544 -4.54955e-05 0.0254968 -7.54321e-05 -0.0341544 4.54955e-05 0.124037 -7.25292e-20 -0.00184599 0.000299618 0.0254968 7.54321e-05 -0.00184599 -0.000299618 0.171311 1.10236e-19
0.25 0.875 0.625 0.120163 1.02316e-19 -0.043461 9.08194e-05 0.000566938 0.000724277 -0.043461 -9.08194e-05 0.106367 8.59197e-20 0.0237994 -0.000112112 0.000566938 -0.000724277 0.0237994 0.000112112 0.158975 -9.63735e-20
0.25 0.875 0.75 0.114929 1.37862e-20 -0.0446893 -0.000107299 -0.0230144 0.000178718 -0.0446893 0.000107299 0.0914775 -3.21142e-19 0.0323978 0.000177538 -0.0230144 -0.000178718 0.0323978 -0.000177538 0.110128 -3.53673e-19
0.25 0.875 0.875 0.101898 -4.8018e-19 -0.0466153 -2.74136e-07 -0.0322155 1.94338e-06 -0.0466153 2.74136e-07 0.0789916 -3.96892e-19 0.0275439 -0.000103761 -0.0322155 -1.94338e-06 0.0275439 0.000103761 0.0607896 -1.90019e-19
0.375 0 0 0.144277 1.05837e-16 -0.0625071 -2.01263e-05 -0.0444709 -0.000228108 -0.0625071 2.01263e-05 0.0710946 7.44169e-18 0.0284426 -0.000379894 -0.0444709 0.000228108 0.0284426 0.000379894 0.0501394 5.97353e-17
0.375 0 0.125 0.126323 -6.66198e-20 -0.0494767 -0.000309403 -0.0172465 0.000868517 -0.0494767 0.000309403 0.0691874 -2.44235e-19 0.0105203 0.00122978 -0.0172465 -0.000868517 0.0105203 -0.00122978 0.048838 1.57791e-19
0.375 0 0.25 0.128299 -2.74885e-19 -0.0379045 0.000203119 0.0142154 0.000257512 -0.0379045 -0.000203119 0.0849403 -9.04973e-20 -0.0077257 -9.28899e-05 0.0142154 -0.000257512 -0.0077257 9.28899e-05 0.0816796 -2.6616e-20
0.375 0 0.375 0.134306 -7.53065e-20 -0.0268943 0.00210603 0.0365872 0.00133843 -0.0268943 -0.00210603 0.106386 3.60581e-19 -0.0188657 0.00272897 0.0365872 -0.00133843 -0.0188657 -0.00272897 0.12153 -4.50833e-19
0.375 0 0.5 0.141757 -2.75934e-19 -0.0283706 -0.000140766 0.04287 -4.70702e-05 -0.0283706 0.000140766 0.109455 -3.31354e-19 -0.0242783 -1.69703e-05 0.04287 4.70702e-05 -0.0242783 1.69703e-05 0.149285 -5.68007e-19
0.375 0 0.625 0.150082 2.25076e-19 -0.0419164 1.07262e-05 0.022627 0.00107334 -0.0419164 -1.07262e-05 0.102735 1.6198e-19 -0.0128119 -0.00087847 0.022627 -0.00107334 -0.0128119 0.00087847 0.156905 1.21965e-19
0.375 0 0.75 0.146192 2.59311e-19 -0.0513605 5.9837e-06 -0.0161265 -0.000783846 -0.0513605 -5.9837e-06 0.0865663 1.54937e-19 0.00918248 0.000569595 -0.0161265 0.000783846 0.00918248 -0.000569595 0.123707 -1.51468e-20
0.375 0 0.875 0.146103 3.78747e-18 -0.0618407 0.000182206 -0.0418567 -0.000145397 -0.0618407 -0.000182206 0.0753022 1.75783e-18 0.0242494 -0.000288562 -0.0418567 0.000145397 0.0242494 0.000288562 0.0846455 8.89874e-19
0.375 0.125 0 0.133211 -3.25968e-18 -0.0358936 0.000447507 -0.0454141 -0.000339766 -0.0358936 -0.000447507 0.0570405 -1.02905e-18 0.0174941 -0.00119726 -0.0454141 0.000339766 0.0174941 0.00119726 0.058616 -1.03692e-18
0.375 0.125 0.125 0.133946 -7.73903e-19 -0.0279309 3.71458e-06 -0.019705 -8.60006e-05 -0.0279309 -3.71458e-06 0.0518075 -4.3704e-19 0.0207682 -0.000163267 -0.019705 8.60006e-05 0.0207682 0.000163267 0.0371718 -2.98677e-19
0.375 0.125 0.25 0.126718 7.96073e-20 -0.0119796 -0.000174794 0.0170621 -0.000121382 -0.0119796 0.000174794 0.0542226 4.91313e-20 0.01072 7.25855e-05 0.0170621 0.000121382 0.01072 -7.25855e-05 0.0471296 8.45311e-20
0.375 0.125 0.375 0.12852 1.30912e-19 -0.00201672 -0.000826325 0.0412045 -4.39636e-05 -0.00201672 0.000826325 0.0726608 5.35237e-20 -0.00412985 -0.00123609 0.0412045 4.39636e-05 -0.00412985 0.00123609 0.0893392 1.29251e-19
0.375 0.125 0.5 0.148053 -1.46996e-19 -0.00342615 -2.15743e-05 0.0466116 4.33893e-05 -0.00342615 2.15743e-05 0.0842267 -6.37355e-20 -0.0200279 1.63901e-05 0.0466116 -4.33893e-05 -0.0200279 -1.63901e-05 0.150781 -2.53788e-19
0.375 0.125 0.625 0.14411 -7.93344e-20 -0.0127569 0.000390818 0.0198672 0.000589879 -0.0127569 -0.000390818 0.0925416 -6.76089e-20 -0.0208164 -0.000278401 0.0198672 -0.000589879 -0.0208164 0.000278401 0.171258 1.68239e-19
0.375 0.125 0.75 0.144279 1.00496e-19 -0.0266853 0.000414483 -0.0222783 -0.00159159 -0.0266853 -0.000414483 0.0774514 2.25363e-20 -0.0117336 0.000549534 -0.0222783 0.00159159 -0.0117336 -0.000549534 0.158899 1.11917e-19
0.375 0.125 0.875 0.132149 2.18722e-19 -0.0339418 -0.000153841 -0.0389434 0.0002877 -0.0339418 0.000153841 0.0654436 -2.81704e-21 0.00231366 -0.000280364 -0.0389434 -0.0002877 0.00231366 0.000280364 0.107807 1.65756e-19
0.375 0.25 0 0.129874 -2.11254e-19 0.00352974 -0.00092863 -0.0395796 -0.000390869 0.00352974 0.00092863 0.0699414 -2.25363e-20 -0.00203431 0.00123412 -0.0395796 0.000390869 -0.00203431 -0.00123412 0.0924619 -1.67904e-19
0.375 0.25 0.125 0.133152 1.85044e-20 0.0126743 -4.8077e-05 -0.017941 -9.75595e-06 0.0126743 4.8077e-05 0.0562145 1.69803e-19 0.0100961 -0.000197284 -0.017941 9.75595e-06 0.0100961 0.000197284 0.0493339 1.14117e-19
0.375 0.25 0.25 0.133675 3.54351e-19 0.0253356 -0.00015832 0.0179599 -7.3372e-06 0.0253356 0.00015832 0.0545816 2.02893e-19 0.0247184 -5.74268e-05 0.0179599 7.3372e-06 0.0247184 5.74268e-05 0.0371835 1.06192e-19
0.375 0.25 0.375 0.12529 7.86418e-19 0.031863 0.000703661 0.0388768 -0.000826185 0.031863 -0.000703661 0.0578845 2.02827e-19 0.0145731 0.00160743 0.0388768 0.000826185 0.0145731 -0.00160743 0.061933 1.38841e-19
0.375 0.25 0.5 0.142702 1.22211e-19 0.0370747 6.53554e-05 0.0456128 -0.000272527 0.0370747 -6.53554e-05 0.0674018 2.35927e-20 0.00516047 -0.000103138 0.0456128 0.000272527 0.00516047 0.000103138 0.111123 6.30372e-20
0.375 0.25 0.625 0.143703 4.26518e-19 0.0237298 0.000410061 0.0165712 -0.00141469 0.0237298 -0.000410061 0.0875572 3.38045e-20 -0.0116254 -0.000410283 0.0165712 0.00141469 -0.0116254 0.000410283 0.157054 1.41491e-19
0.375 0.25 0.75 0.154194 -1.22924e-19 0.0139492 0.000265278 -0.0140253 0.000554956 0.0139492 -0.000265278 0.0880268 4.22556e-20 -0.0220253 5.66111e-05 -0.0140253 -0.000554956 -0.0220253 -5.66111e-05 0.175489 -5.92199e-20
0.375 0.25 0.875 0.130642 -6.30638e-20 0.00151982 0.000307882 -0.0319624 -0.000153928 0.00151982 -0.000307882 0.0852526 9.85963e-21 -0.0150743 -0.00027922 -0.0319624 0.000153928 -0.0150743 0.00027922 0.132615 -5.9612e-20
0.375 0.375 0 0.143634 -6.02914e-19 0.0328869 0.00121479 -0.0432047 0.00105576 0.0328869 -0.00121479 0.104658 -3.60581e-19 -0.0257028 -0.00176958 -0.0432047 -0.00105576 -0.0257028 0.00176958 0.126521 -8.01119e-19
0.375 0.375 0.125 0.134382 -1.77878e-19 0.038405 7.48078e-06 -0.0170803 7.11407e-05 0.038405 -7.48078e-06 0.0901086 -2.8037e-20 -0.00929865 -0.000322428 -0.0170803 -7.11407e-05 -0.00929865 0.000322428 0.0761842 -4.50833e-20
0.375 0.375 0.25 0.130301 -2.19735e-18 0.0502055 -0.000559712 0.0180824 0.00126888 0.0502055 0.000559712 0.0717232 -1.21696e-18 0.0112151 -0.00233692 0.0180824 -0.00126888 0.0112151 0.00233692 0.0467876 0
0.375 0.375 0.375 0.134168 9.39394e-20 0.0595066 8.37167e-05 0.0408256 1.47965e-05 0.0595066 -8.37167e-05 0.0644863 -9.91487e-20 0.0254567 0.00033693 0.0408256 -1.47965e-05 0.0254567 -0.00033693 0.0496403 -1.18344e-19
0.375 0.375 0.5 0.146892 -7.88221e-20 0.0630128 -0.0001623 0.0414691 6.21066e-05 0.0630128 0.0001623 0.0742683 -6.62004e-20 0.0240422 -7.46528e-05 0.0414691 -6.21066e-05 0.0240422 7.46528e-05 0.0864742 -1.53325e-19
0.375 0.375 0.625 0.143942 -1.94624e-19 0.0485504 0.000118637 0.0115809 -0.000582077 0.0485504 -0.000118637 0.0883249 -1.05727e-19 0.00696626 -0.000187492 0.0115809 0.000582077 0.00696626 0.000187492 0.132514 -7.53838e-20
0.375 0.375 0.75 0.150949 -4.27141e-19 0.0415912 1.54187e-05 -0.0236238 2.9862e-05 0.0415912 -1.54187e-05 0.102581 -3.46496e-19 -0.0134675 -0.000293427 -0.0236238 -2.9862e-05 -0.0134675 0.000293427 0.156063 -2.61955e-20
0.375 0.375 0.875 0.144892 -1.73391e-19 0.0340687 -0.000967329 -0.0421501 -0.000299003 0.0340687 0.000967329 0.105311 -3.15508e-19 -0.024451 0.000992643 -0.0421501 0.000299003 -0.024451 -0.000992643 0.155725 -4.93195e-19
0.375 0.5 0 0.145578 3.04143e-20 0.0337736 -3.43296e-05 -0.0430405 -0.000441488 0.0337736 3.43296e-05 0.132785 -3.50834e-20 -0.0331836 0.000140422 -0.0430405 0.000441488 -0.0331836 -0.000140422 0.133807 -6.19895e-20
0.375 0.5 0.125 0.137016 -1.07767e-19 0.0385244 -0.000167418 -0.0200048 0.000584418 0.0385244 0.000167418 0.126757 -1.79894e-19 -0.027101 -0.000285513 -0.0200048 -0.000584418 -0.027101 0.000285513 0.102721 -1.12708e-19
0.375 0.5 0.25 0.140225 -6.97769e-19 0.0519022 0.000314766 0.0181118 -0.000295594 0.0519022 -0.000314766 0.109588 -6.72228e-19 -0.00890062 -0.000151951 0.0181118 0.000295594 -0.00890062 0.000151951 0.0708987 7.05747e-20
0.375 0.5 0.375 0.145861 -2.22055e-19 0.0624909 -0.000130149 0.0444874 1.53755e-06 0.0624909 0.000130149 0.0940202 5.00015e-20 0.0181039 2.75776e-06 0.0444874 -1.53755e-06 0.0181039 -2.75776e-06 0.0578839 -6.34864e-20
0.375 0.5 0.5 0.161935 7.38969e-19 0.0662076 0.000156637 0.0466841 -3.04094e-05 0.0662076 -0.000156637 0.0977747 6.45553e-19 0.0374083 -0.000319581 0.0466841 3.04094e-05 0.0374083 0.000319581 0.0714924 6.57934e-19
0.375 0.5 0.625 0.157129 8.76144e-19 0.0534788 -0.000432722 0.0154295 -0.000375923 0.0534788 0.000432722 0.0999293 8.00039e-19 0.0334195 8.78882e-05 0.0154295 0.000375923 0.0334195 -8.78882e-05 0.0981312 3.83242e-19
0.375 0.5 0.75 0.160289 -1.2067e-19 0.039955 -0.000149092 -0.0193363 -0.000354123 0.039955 0.000149092 0.117611 -5.07067e-20 0.00619845 -0.000273688 -0.0193363 0.000354123 0.00619845 0.000273688 0.1224 1.88784e-21
0.375 0.5 0.875 0.154762 -1.6249e-19 0.0325031 2.31031e-05 -0.0449079 -0.000223691 0.0325031 -2.31031e-05 0.137586 -9.71878e-20 -0.0121022 0.000761148 -0.0449079 0.000223691 -0.0121022 -0.000761148 0.145668 -1.33675e-20
0.375 0.625 0 0.154481 -2.03152e-19 0.00245375 0.00023023 -0.0466274 -2.31767e-05 0.00245375 -0.00023023 0.150994 1.31536e-19 -0.0268294 -0.000129947 -0.0466274 2.31767e-05 -0.0268294 0.000129947 0.118124 -3.52213e-20
0.375 0.625 0.125 0.149697 -1.28458e-20 0.0112618 0.00018307 -0.0187892 -0.000240645 0.0112618 -0.00018307 0.151841 4.81035e-20 -0.044647 -0.00032518 -0.0187892 0.000240645 -0.044647 0.00032518 0.111564 5.63541e-21
0.375 0.625 0.25 0.145794 1.20573e-19 0.0287822 0.00152288 0.0166837 -0.000750976 0.0287822 -0.00152288 0.147401 4.98644e-19 -0.0346018 -0.000730362 0.0166837 0.000750976 -0.0346018 0.000730362 0.099458 -1.12708e-20
0.375 0.625 0.375 0.153081 4.46365e-19 0.0345929 0.000269931 0.0471263 -3.77338e-05 0.0345929 -0.000269931 0.130267 7.64588e-20 -0.00511019 -0.000121326 0.0471263 3.77338e-05 -0.00511019 0.000121326 0.086765 1.77515e-19
0.375 0.625 0.5 0.153728 6.81385e-19 0.0313447 5.45787e-05 0.0407443 -0.000264484 0.0313447 -5.45787e-05 0.117358 2.15503e-19 0.0235931 0.000232672 0.0407443 0.000264484 0.0235931 -0.000232672 0.0844612 2.98677e-19
0.375 0.625 0.625 0.160897 -3.03968e-20 0.0248218 0.000155173 0.0174177 -0.000113042 0.0248218 -0.000155173 0.11677 3.26847e-19 0.0406229 6.6357e-05 0.0174177 0.000113042 0.0406229 -6.6357e-05 0.0877379 8.45311e-20
0.375 0.625 0.75 0.163652 -1.39764e-19 0.0132395 0.00136097 -0.0167288 0.00127567 0.0132395 -0.00136097 0.125965 3.30813e-20 0.029025 0.00011555 -0.0167288 -0.00127567 0.029025 -0.00011555 0.104894 3.04312e-19
0.375 0.625 0.875 0.156848 -4.14038e-19 0.00618771 0.000179121 -0.0484742 0.000171359 0.00618771 -0.000179121 0.130195 3.05101e-20 0.00509603 6.69397e-05 -0.0484742 -0.000171359 0.00509603 -6.69397e-05 0.10643 -3.25313e-19
0.375 0.75 0 0.144509 9.80806e-20 -0.029576 -0.000249482 -0.0441877 0.000193862 -0.029576 0.000249482 0.128867 1.20346e-19 -0.00799297 -0.000270494 -0.0441877 -0.000193862 -0.00799297 0.000270494 0.0855476 5.63541e-20
0.375 0.75 0.125 0.140219 1.9657e-19 -0.0228323 0.0010362 -0.0173243 -0.000747045 -0.0228323 -0.0010362 0.140454 2.57244e-19 -0.0323266 0.000201456 -0.0173243 0.000747045 -0.0323266 -0.000201456 0.099582 5.07187e-20
0.375 0.75 0.25 0.153643 -1.84787e-20 -0.00923795 -0.00122191 0.0169819 0.000653121 -0.00923795 0.00122191 0.149631 1.14937e-19 -0.0406409 -6.31332e-05 0.0169819 -0.000653121 -0.0406409 6.31332e-05 0.114201 3.94479e-20
0.375 0.75 0.375 0.149295 -1.91922e-19 -0.0058276 0.000518319 0.04633 -0.000193492 -0.0058276 -0.000518319 0.143245 1.11901e-19 -0.026525 -0.00056878 0.04633 0.000193492 -0.026525 0.00056878 0.115397 -7.88957e-20
0.375 0.75 0.5 0.154503 -4.43793e-19 -0.00517072 0.000350891 0.0415701 -3.34603e-05 -0.00517072 -0.000350891 0.13322 4.14617e-20 0.00446751 -2.92887e-05 0.0415701 3.34603e-05 0.00446751 2.92887e-05 0.111862 -3.22275e-19
0.375 0.75 0.625 0.157106 3.09136e-19 -0.012636 -0.00277235 0.0173233 -0.00185923 -0.012636 0.00277235 0.129861 1.19325e-19 0.0369049 0.00059765 0.0173233 0.00185923 0.0369049 -0.00059765 0.102746 3.60666e-19
0.375 0.75 0.75 0.16326 -4.52057e-20 -0.0203439 -0.000568214 -0.0143724 -0.000312282 -0.0203439 0.000568214 0.119528 -1.72884e-20 0.0435919 -9.12334e-05 -0.0143724 0.000312282 0.0435919 9.12334e-05 0.0884379 -6.76249e-20
0.375 0.75 0.875 0.160705 -1.98794e-19 -0.0341984 0.000183735 -0.0465376 -4.89028e-05 -0.0341984 -0.000183735 0.121865 -3.09976e-19 0.0270691 0.000326282 -0.0465376 4.89028e-05 0.0270691 -0.000326282 0.081411 -1.21161e-19
0.375 0.875 0 0.148868 4.33697e-19 -0.0632176 0.00011716 -0.0448558 -3.33096e-05 -0.0632176 -0.00011716 0.0974244 3.21629e-19 0.0182995 3.69436e-05 -0.0448558 3.33096e-05 0.0182995 -3.69436e-05 0.0609518 3.52213e-22
0.375 0.875 0.125 0.134924 -2.28004e-19 -0.0435788 -0.000114067 -0.0225074 -0.000107147 -0.0435788 0.000114067 0.111368 1.60845e-19 -0.0175988 -0.000197447 -0.0225074 0.000107147 -0.0175988 0.000197447 0.0784988 1.69062e-20
0.375 0.875 0.25 0.138657 1.14127e-19 -0.0365008 -5.08503e-05 0.0151706 0.000149198 -0.0365008 5.08503e-05 0.122452 1.13392e-19 -0.0335198 5.12171e-05 0.0151706 -0.000149198 -0.0335198 -5.12171e-05 0.0994668 7.32603e-20
0.375 0.875 0.375 0.141799 -4.19721e-20 -0.0315509 -0.000461774 0.046189 -3.77649e-05 -0.0315509 0.000461774 0.128445 4.98823e-20 -0.036483 -5.00819e-05 0.046189 3.77649e-05 -0.036483 5.00819e-05 0.124057 3.5644e-19
0.375 0.875 0.5 0.153493 -5.50204e-19 -0.0329292 0.000564693 0.0466362 7.41469e-05 -0.0329292 -0.000564693 0.131995 -3.803e-19 -0.0150981 0.000173506 0.0466362 -7.41469e-05 -0.0150981 -0.000173506 0.142773 -1.38729e-19
0.375 0.875 0.625 0.152405 -8.78792e-20 -0.0367649 -9.8614e-05 0.0189167 -0.000169578 -0.0367649 9.8614e-05 0.114947 -9.29622e-20 0.0115422 -6.32811e-05 0.0189167 0.000169578 0.0115422 6.32811e-05 0.128515 4.9824e-20
0.375 0.875 0.75 0.152869 -4.87808e-20 -0.0498549 2.51433e-05 -0.0159438 0.000266976 -0.0498549 -2.51433e-05 0.101095 2.42265e-19 0.0294404 0.000637797 -0.0159438 -0.000266976 0.0294404 -0.000637797 0.0969517 2.10371e-19
0.375 0.875 0.875 0.150329 3.0191e-18 -0.0591459 0.000325896 -0.0422031 -0.000106904 -0.0591459 -0.000325896 0.0931649 2.55397e-18 0.0330472 -0.000352486 -0.0422031 0.000106904 0.0330472 0.000352486 0.0694196 1.43703e-18
0.5 0 0 0.13973 0 -0.0596661 0 -0.0418112 0 -0.0596661 0 0.0720422 0 0.0239332 0 -0.0418112 0 0.0239332 0 0.0561371 0
0.5 0 0.125 0.160826 -1.14731e-19 -0.0651862 -6.4975e-06 -0.036227 -7.75401e-05 -0.0651862 6.4975e-06 0.0851557 -2.02475e-19 0.0212261 -0.000223389 -0.036227 7.75401e-05 0.0212261 0.000223389 0.0672565 -1.00887e-19
0.5 0 0.25 0.160111 -7.65062e-20 -0.0563915 1.35426e-05 0.000163573 0.000292612 -0.0563915 -1.35426e-05 0.0954289 -4.50726e-20 -0.000469776 0.00071643 0.000163573 -0.000292612 -0.000469776 -0.00071643 0.0960051 2.02252e-21
0.5 0 0.375 0.158804 -3.175e-19 -0.0349073 1.54629e-05 0.039042 -0.000264637 -0.0349073 -1.54629e-05 0.117926 -2.47209e-19 -0.0230844 -0.000261276 0.039042 0.000264637 -0.0230844 0.000261276 0.118498 -1.57791e-19
0.5 0 0.5 0.148175 0 -0.0275021 0 0.047147 0 -0.0275021 0 0.111119 0 -0.0309012 0 0.047147 0 -0.0309012 0 0.123108 0
0.5 0 0.625 0.158804 1.80136e-19 -0.0349073 -1.54629e-05 0.039042 0.000264637 -0.0349073 1.54629e-05 0.117926 -4.92353e-19 -0.0230844 0.000261276 0.039042 -0.000264637 -0.0230844 -0.000261276 0.118498 2.25416e-20
0.5 0 0.75 0.160111 7.65062e-20 -0.0563915 -1.35426e-05 0.000163573 -0.000292612 -0.0563915 1.35426e-05 0.0954289 4.50726e-20 -0.000469776 -0.00071643 0.000163573 0.000292612 -0.000469776 0.00071643 0.0960051 -2.02252e-21
0.5 0 0.875 0.160826 -8.09868e-20 -0.0651862 6.4975e-06 -0.036227 7.75401e-05 -0.0651862 -6.4975e-06 0.0851557 -2.7114e-20 0.0212261 0.000223389 -0.036227 -7.75401e-05 0.0212261 -0.000223389 0.0672565 -1.67206e-19
0.5 0.125 0 0.164878 -6.24206e-19 -0.0574061 -7.28158e-05 -0.0502395 0.000130452 -0.0574061 7.28158e-05 0.0847529 -1.88742e-19 0.0223942 -9.66427e-05 -0.0502395 -0.000130452 0.0223942 9.66427e-05 0.0725302 -1.91604e-19
0.5 0.125 0.125 0.151883 -2.70864e-20 -0.0470916 -1.421e-05 -0.0332939 2.4897e-05 -0.0470916 1.421e-05 0.0771578 -8.81642e-20 0.0299428 0.000145913 -0.0332939 -2.4897e-05 0.0299428 -0.000145913 0.0559483 3.45169e-20
0.5 0.125 0.25 0.155354 1.41693e-19 -0.0356743 -0.000130959 0.000841614 -0.000130501 -0.0356743 0.000130959 0.0860419 1.67391e-19 0.0236832 -8.54875e-05 0.000841614 0.000130501 0.0236832 8.54875e-05 0.0716236 7.81913e-20
0.5 0.125 0.375 0.163207 -5.56018e-20 -0.0260454 -2.06015e-05 0.0363022 -7.07883e-05 -0.0260454 2.06015e-05 0.100155 -4.2747e-20 -0.00082168 0.000476798 0.0363022 7.07883e-05 -0.00082168 -0.000476798 0.101284 2.53593e-20
0.5 0.125 0.5 0.153266 5.88414e-19 -0.0207054 0.000313862 0.0487907 7.9374e-05 -0.0207054 -0.000313862 0.105474 1.97193e-19 -0.0209597 0.000148067 0.0487907 -7.9374e-05 -0.0209597 -0.000148067 0.121736 3.87011e-19
0.5 0.125 0.625 0.156487 2.61976e-19 -0.0296762 0.000315139 0.0414772 -0.000699985 -0.0296762 -0.000315139 0.116844 1.57754e-19 -0.0282802 -0.000178238 0.0414772 0.000699985 -0.0282802 0.000178238 0.136575 4.16395e-19
0.5 0.125 0.75 0.160772 3.16986e-19 -0.0404006 -7.57728e-05 -0.00379727 -0.000460367 -0.0404006 7.57728e-05 0.105276 2.19729e-19 -0.0278603 -7.21526e-06 -0.00379727 0.000460367 -0.0278603 7.21526e-06 0.132304 -5.02196e-20
0.5 0.125 0.875 0.157447 -4.46313e-19 -0.0492317 7.23829e-05 -0.0348704 0.000102088 -0.0492317 -7.23829e-05 0.0939057 -1.83107e-19 -0.000324054 -0.000169663 -0.0348704 -0.000102088 -0.000324054 0.000169663 0.0942173 -3.0779e-20
0.5 0.25 0 0.15464 3.21345e-19 -0.0170059 0.000729312 -0.049214 -2.97045e-05 -0.0170059 -0.000729312 0.0908597 8.85468e-21 0.00102662 0.000265326 -0.049214 2.97045e-05 0.00102662 -0.000265326 0.0940219 1.77868e-19
0.5 0.25 0.125 0.159203 -4.29868e-20 -0.0102107 0.0002549 -0.0339856 -5.13069e-05 -0.0102107 -0.0002549 0.0933981 3.24481e-19 0.0240401 -0.000118309 -0.0339856 5.13069e-05 0.0240401 0.000118309 0.0732981 1.94422e-19
0.5 0.25 0.25 0.156633 -1.03776e-21 -0.000159197 -0.000132336 -3.34067e-05 7.53323e-05 -0.000159197 0.000132336 0.0812298 1.30298e-19 0.0301671 -5.46905e-05 -3.34067e-05 -7.53323e-05 0.0301671 5.46905e-05 0.0596624 9.29815e-20
0.5 0.25 0.375 0.161536 3.4554e-19 0.011367 0.000107005 0.0351648 0.000244285 0.011367 -0.000107005 0.0909436 4.51758e-20 0.0233774 -0.000237487 0.0351648 -0.000244285 0.0233774 0.000237487 0.0730815 1.69062e-19
0.5 0.25 0.5 0.160669 -2.92478e-19 0.018014 -3.35927e-06 0.0519134 0.000149063 0.018014 3.35927e-06 0.101046 8.885e-20 -0.00154952 -0.00013312 0.0519134 -0.000149063 -0.00154952 0.00013312 0.0981954 -1.97239e-19
