# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 7200
  1 0.025 360 292.125
  2 0.075 360 293.302
  3 0.125 360 292.177
  4 0.175 360 303.626
  5 0.225 360 305.452
  6 0.275 360 313.46
  7 0.325 360 301.718
  8 0.375 360 298.539
  9 0.425 360 300.806
  10 0.475 360 302.817
  11 0.525 360 300.438
  12 0.575 360 289.017
  13 0.625 360 290.917
  14 0.675 360 291.401
  15 0.725 360 300.083
  16 0.775 360 301.612
  17 0.825 360 301.654
  18 0.875 360 288.83
  19 0.925 360 303.611
  20 0.975 360 305.651
2100 20 7200
  1 0.025 360 301.693
  2 0.075 360 308.352
  3 0.125 360 295.678
  4 0.175 360 292.311
  5 0.225 360 294.561
  6 0.275 360 293.004
  7 0.325 360 300.442
  8 0.375 360 293.86
  9 0.425 360 313.411
  10 0.475 360 298.436
  11 0.525 360 299.115
  12 0.575 360 292.34
  13 0.625 360 288.316
  14 0.675 360 311.102
  15 0.725 360 286.294
  16 0.775 360 294.608
  17 0.825 360 308.221
  18 0.875 360 299.337
  19 0.925 360 298.54
  20 0.975 360 296.725
3150 20 7200
  1 0.025 360 293.775
  2 0.075 360 291.726
  3 0.125 360 293.542
  4 0.175 360 300.37
  5 0.225 360 295.172
  6 0.275 360 295.044
  7 0.325 360 305.341
  8 0.375 360 305.95
  9 0.425 360 300.413
  10 0.475 360 293.005
  11 0.525 360 296.242
  12 0.575 360 304.113
  13 0.625 360 297.724
  14 0.675 360 292.875
  15 0.725 360 298.798
  16 0.775 360 304.256
  17 0.825 360 300.061
  18 0.875 360 297.822
  19 0.925 360 292.334
  20 0.975 360 291.349
4200 20 7200
  1 0.025 360 295.005
  2 0.075 360 293.35
  3 0.125 360 286.192
  4 0.175 360 298.643
  5 0.225 360 308.404
  6 0.275 360 309.703
  7 0.325 360 287.704
  8 0.375 360 303.672
  9 0.425 360 299.324
  10 0.475 360 311.478
