#C60_BN Data file for LAMMPS
 
        5436  atoms
           3  atom types
 
      -59.651002        60.906003          xlo xhi
      -60.540002        61.266002          ylo yhi
      -20               60                 zlo zhi
 
Masses
 
           1   10.81000000    # B 
           2   14.00700000    # N 
	       3   12.011         # C
		   
Atoms # atomic
		
      1  1         -59.651 -59.090   0.000 	 
      2  1         -59.651 -54.740   0.000 
      3  1         -54.627 -59.090   0.000 
      4  1         -57.139 -54.740   0.000 
      5  2         -59.651 -60.540   0.000 
      6  2         -57.139 -56.190   0.000 
      7  1         -57.139 -59.090   0.000 
      8  1         -54.627 -54.740   0.000 
      9  2         -57.139 -60.540   0.000 
     10  2         -59.651 -56.190   0.000 
     11  1         -55.883 -56.915   0.000 
     12  1         -58.395 -52.565   0.000 
     13  2         -55.883 -58.365   0.000 
     14  2         -58.395 -54.015   0.000 
     15  1         -58.395 -56.915   0.000 
     16  1         -55.883 -52.565   0.000 
     17  2         -58.395 -58.365   0.000 
     18  2         -55.883 -54.015   0.000 
     19  1         -49.604 -59.090   0.000 
     20  1         -52.116 -54.740   0.000 
     21  2         -54.627 -60.540   0.000 
     22  2         -52.116 -56.190   0.000 
     23  1         -52.116 -59.090   0.000 
     24  1         -49.604 -54.740   0.000 
     25  2         -52.116 -60.540   0.000 
     26  2         -54.627 -56.190   0.000 
     27  1         -50.860 -56.915   0.000 
     28  1         -53.372 -52.565   0.000 
     29  2         -50.860 -58.365   0.000 
     30  2         -53.372 -54.015   0.000 
     31  1         -53.372 -56.915   0.000 
     32  1         -50.860 -52.565   0.000 
     33  2         -53.372 -58.365   0.000 
     34  2         -50.860 -54.015   0.000 
     35  1         -44.581 -59.090   0.000 
     36  1         -47.093 -54.740   0.000 
     37  2         -49.604 -60.540   0.000 
     38  2         -47.093 -56.190   0.000 
     39  1         -47.093 -59.090   0.000 
     40  1         -44.581 -54.740   0.000 
     41  2         -47.093 -60.540   0.000 
     42  2         -49.604 -56.190   0.000 
     43  1         -45.837 -56.915   0.000 
     44  1         -48.348 -52.565   0.000 
     45  2         -45.837 -58.365   0.000 
     46  2         -48.348 -54.015   0.000 
     47  1         -48.348 -56.915   0.000 
     48  1         -45.837 -52.565   0.000 
     49  2         -48.348 -58.365   0.000 
     50  2         -45.837 -54.015   0.000 
     51  1         -39.558 -59.090   0.000 
     52  1         -42.069 -54.740   0.000 
     53  2         -44.581 -60.540   0.000 
     54  2         -42.069 -56.190   0.000 
     55  1         -42.069 -59.090   0.000 
     56  1         -39.558 -54.740   0.000 
     57  2         -42.069 -60.540   0.000 
     58  2         -44.581 -56.190   0.000 
     59  1         -40.814 -56.915   0.000 
     60  1         -43.325 -52.565   0.000 
     61  2         -40.814 -58.365   0.000 
     62  2         -43.325 -54.015   0.000 
     63  1         -43.325 -56.915   0.000 
     64  1         -40.814 -52.565   0.000 
     65  2         -43.325 -58.365   0.000 
     66  2         -40.814 -54.015   0.000 
     67  1         -34.535 -59.090   0.000 
     68  1         -37.046 -54.740   0.000 
     69  2         -39.558 -60.540   0.000 
     70  2         -37.046 -56.190   0.000 
     71  1         -37.046 -59.090   0.000 
     72  1         -34.535 -54.740   0.000 
     73  2         -37.046 -60.540   0.000 
     74  2         -39.558 -56.190   0.000 
     75  1         -35.790 -56.915   0.000 
     76  1         -38.302 -52.565   0.000 
     77  2         -35.790 -58.365   0.000 
     78  2         -38.302 -54.015   0.000 
     79  1         -38.302 -56.915   0.000 
     80  1         -35.790 -52.565   0.000 
     81  2         -38.302 -58.365   0.000 
     82  2         -35.790 -54.015   0.000 
     83  1         -29.512 -59.090   0.000 
     84  1         -32.023 -54.740   0.000 
     85  2         -34.535 -60.540   0.000 
     86  2         -32.023 -56.190   0.000 
     87  1         -32.023 -59.090   0.000 
     88  1         -29.512 -54.740   0.000 
     89  2         -32.023 -60.540   0.000 
     90  2         -34.535 -56.190   0.000 
     91  1         -30.767 -56.915   0.000 
     92  1         -33.279 -52.565   0.000 
     93  2         -30.767 -58.365   0.000 
     94  2         -33.279 -54.015   0.000 
     95  1         -33.279 -56.915   0.000 
     96  1         -30.767 -52.565   0.000 
     97  2         -33.279 -58.365   0.000 
     98  2         -30.767 -54.015   0.000 
     99  1         -24.488 -59.090   0.000 
    100  1         -27.000 -54.740   0.000 
    101  2         -29.512 -60.540   0.000 
    102  2         -27.000 -56.190   0.000 
    103  1         -27.000 -59.090   0.000 
    104  1         -24.488 -54.740   0.000 
    105  2         -27.000 -60.540   0.000 
    106  2         -29.512 -56.190   0.000 
    107  1         -25.744 -56.915   0.000 
    108  1         -28.256 -52.565   0.000 
    109  2         -25.744 -58.365   0.000 
    110  2         -28.256 -54.015   0.000 
    111  1         -28.256 -56.915   0.000 
    112  1         -25.744 -52.565   0.000 
    113  2         -28.256 -58.365   0.000 
    114  2         -25.744 -54.015   0.000 
    115  1         -19.465 -59.090   0.000 
    116  1         -21.977 -54.740   0.000 
    117  2         -24.488 -60.540   0.000 
    118  2         -21.977 -56.190   0.000 
    119  1         -21.977 -59.090   0.000 
    120  1         -19.465 -54.740   0.000 
    121  2         -21.977 -60.540   0.000 
    122  2         -24.488 -56.190   0.000 
    123  1         -20.721 -56.915   0.000 
    124  1         -23.233 -52.565   0.000 
    125  2         -20.721 -58.365   0.000 
    126  2         -23.233 -54.015   0.000 
    127  1         -23.233 -56.915   0.000 
    128  1         -20.721 -52.565   0.000 
    129  2         -23.233 -58.365   0.000 
    130  2         -20.721 -54.015   0.000 
    131  1         -14.442 -59.090   0.000 
    132  1         -16.954 -54.740   0.000 
    133  2         -19.465 -60.540   0.000 
    134  2         -16.954 -56.190   0.000 
    135  1         -16.954 -59.090   0.000 
    136  1         -14.442 -54.740   0.000 
    137  2         -16.954 -60.540   0.000 
    138  2         -19.465 -56.190   0.000 
    139  1         -15.698 -56.915   0.000 
    140  1         -18.209 -52.565   0.000 
    141  2         -15.698 -58.365   0.000 
    142  2         -18.209 -54.015   0.000 
    143  1         -18.209 -56.915   0.000 
    144  1         -15.698 -52.565   0.000 
    145  2         -18.209 -58.365   0.000 
    146  2         -15.698 -54.015   0.000 
    147  1          -9.419 -59.090   0.000 
    148  1         -11.930 -54.740   0.000 
    149  2         -14.442 -60.540   0.000 
    150  2         -11.930 -56.190   0.000 
    151  1         -11.930 -59.090   0.000 
    152  1          -9.419 -54.740   0.000 
    153  2         -11.930 -60.540   0.000 
    154  2         -14.442 -56.190   0.000 
    155  1         -10.675 -56.915   0.000 
    156  1         -13.186 -52.565   0.000 
    157  2         -10.675 -58.365   0.000 
    158  2         -13.186 -54.015   0.000 
    159  1         -13.186 -56.915   0.000 
    160  1         -10.675 -52.565   0.000 
    161  2         -13.186 -58.365   0.000 
    162  2         -10.675 -54.015   0.000 
    163  1          -4.396 -59.090   0.000 
    164  1          -6.907 -54.740   0.000 
    165  2          -9.419 -60.540   0.000 
    166  2          -6.907 -56.190   0.000 
    167  1          -6.907 -59.090   0.000 
    168  1          -4.396 -54.740   0.000 
    169  2          -6.907 -60.540   0.000 
    170  2          -9.419 -56.190   0.000 
    171  1          -5.651 -56.915   0.000 
    172  1          -8.163 -52.565   0.000 
    173  2          -5.651 -58.365   0.000 
    174  2          -8.163 -54.015   0.000 
    175  1          -8.163 -56.915   0.000 
    176  1          -5.651 -52.565   0.000 
    177  2          -8.163 -58.365   0.000 
    178  2          -5.651 -54.015   0.000 
    179  1           0.628 -59.090   0.000 
    180  1          -1.884 -54.740   0.000 
    181  2          -4.396 -60.540   0.000 
    182  2          -1.884 -56.190   0.000 
    183  1          -1.884 -59.090   0.000 
    184  1           0.628 -54.740   0.000 
    185  2          -1.884 -60.540   0.000 
    186  2          -4.396 -56.190   0.000 
    187  1          -0.628 -56.915   0.000 
    188  1          -3.140 -52.565   0.000 
    189  2          -0.628 -58.365   0.000 
    190  2          -3.140 -54.015   0.000 
    191  1          -3.140 -56.915   0.000 
    192  1          -0.628 -52.565   0.000 
    193  2          -3.140 -58.365   0.000 
    194  2          -0.628 -54.015   0.000 
    195  1           5.651 -59.090   0.000 
    196  1           3.139 -54.740   0.000 
    197  2           0.628 -60.540   0.000 
    198  2           3.139 -56.190   0.000 
    199  1           3.139 -59.090   0.000 
    200  1           5.651 -54.740   0.000 
    201  2           3.139 -60.540   0.000 
    202  2           0.628 -56.190   0.000 
    203  1           4.395 -56.915   0.000 
    204  1           1.883 -52.565   0.000 
    205  2           4.395 -58.365   0.000 
    206  2           1.883 -54.015   0.000 
    207  1           1.883 -56.915   0.000 
    208  1           4.395 -52.565   0.000 
    209  2           1.883 -58.365   0.000 
    210  2           4.395 -54.015   0.000 
    211  1          10.674 -59.090   0.000 
    212  1           8.162 -54.740   0.000 
    213  2           5.651 -60.540   0.000 
    214  2           8.162 -56.190   0.000 
    215  1           8.162 -59.090   0.000 
    216  1          10.674 -54.740   0.000 
    217  2           8.162 -60.540   0.000 
    218  2           5.651 -56.190   0.000 
    219  1           9.418 -56.915   0.000 
    220  1           6.907 -52.565   0.000 
    221  2           9.418 -58.365   0.000 
    222  2           6.907 -54.015   0.000 
    223  1           6.907 -56.915   0.000 
    224  1           9.418 -52.565   0.000 
    225  2           6.907 -58.365   0.000 
    226  2           9.418 -54.015   0.000 
    227  1          15.697 -59.090   0.000 
    228  1          13.186 -54.740   0.000 
    229  2          10.674 -60.540   0.000 
    230  2          13.186 -56.190   0.000 
    231  1          13.186 -59.090   0.000 
    232  1          15.697 -54.740   0.000 
    233  2          13.186 -60.540   0.000 
    234  2          10.674 -56.190   0.000 
    235  1          14.441 -56.915   0.000 
    236  1          11.930 -52.565   0.000 
    237  2          14.441 -58.365   0.000 
    238  2          11.930 -54.015   0.000 
    239  1          11.930 -56.915   0.000 
    240  1          14.441 -52.565   0.000 
    241  2          11.930 -58.365   0.000 
    242  2          14.441 -54.015   0.000 
    243  1          20.720 -59.090   0.000 
    244  1          18.209 -54.740   0.000 
    245  2          15.697 -60.540   0.000 
    246  2          18.209 -56.190   0.000 
    247  1          18.209 -59.090   0.000 
    248  1          20.720 -54.740   0.000 
    249  2          18.209 -60.540   0.000 
    250  2          15.697 -56.190   0.000 
    251  1          19.465 -56.915   0.000 
    252  1          16.953 -52.565   0.000 
    253  2          19.465 -58.365   0.000 
    254  2          16.953 -54.015   0.000 
    255  1          16.953 -56.915   0.000 
    256  1          19.465 -52.565   0.000 
    257  2          16.953 -58.365   0.000 
    258  2          19.465 -54.015   0.000 
    259  1          25.744 -59.090   0.000 
    260  1          23.232 -54.740   0.000 
    261  2          20.720 -60.540   0.000 
    262  2          23.232 -56.190   0.000 
    263  1          23.232 -59.090   0.000 
    264  1          25.744 -54.740   0.000 
    265  2          23.232 -60.540   0.000 
    266  2          20.720 -56.190   0.000 
    267  1          24.488 -56.915   0.000 
    268  1          21.976 -52.565   0.000 
    269  2          24.488 -58.365   0.000 
    270  2          21.976 -54.015   0.000 
    271  1          21.976 -56.915   0.000 
    272  1          24.488 -52.565   0.000 
    273  2          21.976 -58.365   0.000 
    274  2          24.488 -54.015   0.000 
    275  1          30.767 -59.090   0.000 
    276  1          28.255 -54.740   0.000 
    277  2          25.744 -60.540   0.000 
    278  2          28.255 -56.190   0.000 
    279  1          28.255 -59.090   0.000 
    280  1          30.767 -54.740   0.000 
    281  2          28.255 -60.540   0.000 
    282  2          25.744 -56.190   0.000 
    283  1          29.511 -56.915   0.000 
    284  1          26.999 -52.565   0.000 
    285  2          29.511 -58.365   0.000 
    286  2          26.999 -54.015   0.000 
    287  1          26.999 -56.915   0.000 
    288  1          29.511 -52.565   0.000 
    289  2          26.999 -58.365   0.000 
    290  2          29.511 -54.015   0.000 
    291  1          35.790 -59.090   0.000 
    292  1          33.278 -54.740   0.000 
    293  2          30.767 -60.540   0.000 
    294  2          33.278 -56.190   0.000 
    295  1          33.278 -59.090   0.000 
    296  1          35.790 -54.740   0.000 
    297  2          33.278 -60.540   0.000 
    298  2          30.767 -56.190   0.000 
    299  1          34.534 -56.915   0.000 
    300  1          32.023 -52.565   0.000 
    301  2          34.534 -58.365   0.000 
    302  2          32.023 -54.015   0.000 
    303  1          32.023 -56.915   0.000 
    304  1          34.534 -52.565   0.000 
    305  2          32.023 -58.365   0.000 
    306  2          34.534 -54.015   0.000 
    307  1          40.813 -59.090   0.000 
    308  1          38.302 -54.740   0.000 
    309  2          35.790 -60.540   0.000 
    310  2          38.302 -56.190   0.000 
    311  1          38.302 -59.090   0.000 
    312  1          40.813 -54.740   0.000 
    313  2          38.302 -60.540   0.000 
    314  2          35.790 -56.190   0.000 
    315  1          39.557 -56.915   0.000 
    316  1          37.046 -52.565   0.000 
    317  2          39.557 -58.365   0.000 
    318  2          37.046 -54.015   0.000 
    319  1          37.046 -56.915   0.000 
    320  1          39.557 -52.565   0.000 
    321  2          37.046 -58.365   0.000 
    322  2          39.557 -54.015   0.000 
    323  1          45.836 -59.090   0.000 
    324  1          43.325 -54.740   0.000 
    325  2          40.813 -60.540   0.000 
    326  2          43.325 -56.190   0.000 
    327  1          43.325 -59.090   0.000 
    328  1          45.836 -54.740   0.000 
    329  2          43.325 -60.540   0.000 
    330  2          40.813 -56.190   0.000 
    331  1          44.580 -56.915   0.000 
    332  1          42.069 -52.565   0.000 
    333  2          44.580 -58.365   0.000 
    334  2          42.069 -54.015   0.000 
    335  1          42.069 -56.915   0.000 
    336  1          44.580 -52.565   0.000 
    337  2          42.069 -58.365   0.000 
    338  2          44.580 -54.015   0.000 
    339  1          50.859 -59.090   0.000 
    340  1          48.348 -54.740   0.000 
    341  2          45.836 -60.540   0.000 
    342  2          48.348 -56.190   0.000 
    343  1          48.348 -59.090   0.000 
    344  1          50.859 -54.740   0.000 
    345  2          48.348 -60.540   0.000 
    346  2          45.836 -56.190   0.000 
    347  1          49.604 -56.915   0.000 
    348  1          47.092 -52.565   0.000 
    349  2          49.604 -58.365   0.000 
    350  2          47.092 -54.015   0.000 
    351  1          47.092 -56.915   0.000 
    352  1          49.604 -52.565   0.000 
    353  2          47.092 -58.365   0.000 
    354  2          49.604 -54.015   0.000 
    355  1          55.883 -59.090   0.000 
    356  1          53.371 -54.740   0.000 
    357  2          50.859 -60.540   0.000 
    358  2          53.371 -56.190   0.000 
    359  1          53.371 -59.090   0.000 
    360  1          55.883 -54.740   0.000 
    361  2          53.371 -60.540   0.000 
    362  2          50.859 -56.190   0.000 
    363  1          54.627 -56.915   0.000 
    364  1          52.115 -52.565   0.000 
    365  2          54.627 -58.365   0.000 
    366  2          52.115 -54.015   0.000 
    367  1          52.115 -56.915   0.000 
    368  1          54.627 -52.565   0.000 
    369  2          52.115 -58.365   0.000 
    370  2          54.627 -54.015   0.000 
    371  1          58.394 -54.740   0.000 
    372  2          55.883 -60.540   0.000 
    373  2          58.394 -56.190   0.000 
    374  1          58.394 -59.090   0.000 
    375  2          58.394 -60.540   0.000 
    376  2          55.883 -56.190   0.000 
    377  1          59.650 -56.915   0.000 
    378  1          57.138 -52.565   0.000 
    379  2          59.650 -58.365   0.000 
    380  2          57.138 -54.015   0.000 
    381  1          57.138 -56.915   0.000 
    382  1          59.650 -52.565   0.000 
    383  2          57.138 -58.365   0.000 
    384  2          59.650 -54.015   0.000 
    385  1         -59.651 -50.390   0.000 
    386  1         -59.651 -46.039   0.000 
    387  1         -54.627 -50.390   0.000 
    388  1         -57.139 -46.039   0.000 
    389  2         -59.651 -51.840   0.000 
    390  2         -57.139 -47.489   0.000 
    391  1         -57.139 -50.390   0.000 
    392  1         -54.627 -46.039   0.000 
    393  2         -57.139 -51.840   0.000 
    394  2         -59.651 -47.489   0.000 
    395  1         -55.883 -48.214   0.000 
    396  1         -58.395 -43.864   0.000 
    397  2         -55.883 -49.664   0.000 
    398  2         -58.395 -45.314   0.000 
    399  1         -58.395 -48.214   0.000 
    400  1         -55.883 -43.864   0.000 
    401  2         -58.395 -49.664   0.000 
    402  2         -55.883 -45.314   0.000 
    403  1         -49.604 -50.390   0.000 
    404  1         -52.116 -46.039   0.000 
    405  2         -54.627 -51.840   0.000 
    406  2         -52.116 -47.489   0.000 
    407  1         -52.116 -50.390   0.000 
    408  1         -49.604 -46.039   0.000 
    409  2         -52.116 -51.840   0.000 
    410  2         -54.627 -47.489   0.000 
    411  1         -50.860 -48.214   0.000 
    412  1         -53.372 -43.864   0.000 
    413  2         -50.860 -49.664   0.000 
    414  2         -53.372 -45.314   0.000 
    415  1         -53.372 -48.214   0.000 
    416  1         -50.860 -43.864   0.000 
    417  2         -53.372 -49.664   0.000 
    418  2         -50.860 -45.314   0.000 
    419  1         -44.581 -50.390   0.000 
    420  1         -47.093 -46.039   0.000 
    421  2         -49.604 -51.840   0.000 
    422  2         -47.093 -47.489   0.000 
    423  1         -47.093 -50.390   0.000 
    424  1         -44.581 -46.039   0.000 
    425  2         -47.093 -51.840   0.000 
    426  2         -49.604 -47.489   0.000 
    427  1         -45.837 -48.214   0.000 
    428  1         -48.348 -43.864   0.000 
    429  2         -45.837 -49.664   0.000 
    430  2         -48.348 -45.314   0.000 
    431  1         -48.348 -48.214   0.000 
    432  1         -45.837 -43.864   0.000 
    433  2         -48.348 -49.664   0.000 
    434  2         -45.837 -45.314   0.000 
    435  1         -39.558 -50.390   0.000 
    436  1         -42.069 -46.039   0.000 
    437  2         -44.581 -51.840   0.000 
    438  2         -42.069 -47.489   0.000 
    439  1         -42.069 -50.390   0.000 
    440  1         -39.558 -46.039   0.000 
    441  2         -42.069 -51.840   0.000 
    442  2         -44.581 -47.489   0.000 
    443  1         -40.814 -48.214   0.000 
    444  1         -43.325 -43.864   0.000 
    445  2         -40.814 -49.664   0.000 
    446  2         -43.325 -45.314   0.000 
    447  1         -43.325 -48.214   0.000 
    448  1         -40.814 -43.864   0.000 
    449  2         -43.325 -49.664   0.000 
    450  2         -40.814 -45.314   0.000 
    451  1         -34.535 -50.390   0.000 
    452  1         -37.046 -46.039   0.000 
    453  2         -39.558 -51.840   0.000 
    454  2         -37.046 -47.489   0.000 
    455  1         -37.046 -50.390   0.000 
    456  1         -34.535 -46.039   0.000 
    457  2         -37.046 -51.840   0.000 
    458  2         -39.558 -47.489   0.000 
    459  1         -35.790 -48.214   0.000 
    460  1         -38.302 -43.864   0.000 
    461  2         -35.790 -49.664   0.000 
    462  2         -38.302 -45.314   0.000 
    463  1         -38.302 -48.214   0.000 
    464  1         -35.790 -43.864   0.000 
    465  2         -38.302 -49.664   0.000 
    466  2         -35.790 -45.314   0.000 
    467  1         -29.512 -50.390   0.000 
    468  1         -32.023 -46.039   0.000 
    469  2         -34.535 -51.840   0.000 
    470  2         -32.023 -47.489   0.000 
    471  1         -32.023 -50.390   0.000 
    472  1         -29.512 -46.039   0.000 
    473  2         -32.023 -51.840   0.000 
    474  2         -34.535 -47.489   0.000 
    475  1         -30.767 -48.214   0.000 
    476  1         -33.279 -43.864   0.000 
    477  2         -30.767 -49.664   0.000 
    478  2         -33.279 -45.314   0.000 
    479  1         -33.279 -48.214   0.000 
    480  1         -30.767 -43.864   0.000 
    481  2         -33.279 -49.664   0.000 
    482  2         -30.767 -45.314   0.000 
    483  1         -24.488 -50.390   0.000 
    484  1         -27.000 -46.039   0.000 
    485  2         -29.512 -51.840   0.000 
    486  2         -27.000 -47.489   0.000 
    487  1         -27.000 -50.390   0.000 
    488  1         -24.488 -46.039   0.000 
    489  2         -27.000 -51.840   0.000 
    490  2         -29.512 -47.489   0.000 
    491  1         -25.744 -48.214   0.000 
    492  1         -28.256 -43.864   0.000 
    493  2         -25.744 -49.664   0.000 
    494  2         -28.256 -45.314   0.000 
    495  1         -28.256 -48.214   0.000 
    496  1         -25.744 -43.864   0.000 
    497  2         -28.256 -49.664   0.000 
    498  2         -25.744 -45.314   0.000 
    499  1         -19.465 -50.390   0.000 
    500  1         -21.977 -46.039   0.000 
    501  2         -24.488 -51.840   0.000 
    502  2         -21.977 -47.489   0.000 
    503  1         -21.977 -50.390   0.000 
    504  1         -19.465 -46.039   0.000 
    505  2         -21.977 -51.840   0.000 
    506  2         -24.488 -47.489   0.000 
    507  1         -20.721 -48.214   0.000 
    508  1         -23.233 -43.864   0.000 
    509  2         -20.721 -49.664   0.000 
    510  2         -23.233 -45.314   0.000 
    511  1         -23.233 -48.214   0.000 
    512  1         -20.721 -43.864   0.000 
    513  2         -23.233 -49.664   0.000 
    514  2         -20.721 -45.314   0.000 
    515  1         -14.442 -50.390   0.000 
    516  1         -16.954 -46.039   0.000 
    517  2         -19.465 -51.840   0.000 
    518  2         -16.954 -47.489   0.000 
    519  1         -16.954 -50.390   0.000 
    520  1         -14.442 -46.039   0.000 
    521  2         -16.954 -51.840   0.000 
    522  2         -19.465 -47.489   0.000 
    523  1         -15.698 -48.214   0.000 
    524  1         -18.209 -43.864   0.000 
    525  2         -15.698 -49.664   0.000 
    526  2         -18.209 -45.314   0.000 
    527  1         -18.209 -48.214   0.000 
    528  1         -15.698 -43.864   0.000 
    529  2         -18.209 -49.664   0.000 
    530  2         -15.698 -45.314   0.000 
    531  1          -9.419 -50.390   0.000 
    532  1         -11.930 -46.039   0.000 
    533  2         -14.442 -51.840   0.000 
    534  2         -11.930 -47.489   0.000 
    535  1         -11.930 -50.390   0.000 
    536  1          -9.419 -46.039   0.000 
    537  2         -11.930 -51.840   0.000 
    538  2         -14.442 -47.489   0.000 
    539  1         -10.675 -48.214   0.000 
    540  1         -13.186 -43.864   0.000 
    541  2         -10.675 -49.664   0.000 
    542  2         -13.186 -45.314   0.000 
    543  1         -13.186 -48.214   0.000 
    544  1         -10.675 -43.864   0.000 
    545  2         -13.186 -49.664   0.000 
    546  2         -10.675 -45.314   0.000 
    547  1          -4.396 -50.390   0.000 
    548  1          -6.907 -46.039   0.000 
    549  2          -9.419 -51.840   0.000 
    550  2          -6.907 -47.489   0.000 
    551  1          -6.907 -50.390   0.000 
    552  1          -4.396 -46.039   0.000 
    553  2          -6.907 -51.840   0.000 
    554  2          -9.419 -47.489   0.000 
    555  1          -5.651 -48.214   0.000 
    556  1          -8.163 -43.864   0.000 
    557  2          -5.651 -49.664   0.000 
    558  2          -8.163 -45.314   0.000 
    559  1          -8.163 -48.214   0.000 
    560  1          -5.651 -43.864   0.000 
    561  2          -8.163 -49.664   0.000 
    562  2          -5.651 -45.314   0.000 
    563  1           0.628 -50.390   0.000 
    564  1          -1.884 -46.039   0.000 
    565  2          -4.396 -51.840   0.000 
    566  2          -1.884 -47.489   0.000 
    567  1          -1.884 -50.390   0.000 
    568  1           0.628 -46.039   0.000 
    569  2          -1.884 -51.840   0.000 
    570  2          -4.396 -47.489   0.000 
    571  1          -0.628 -48.214   0.000 
    572  1          -3.140 -43.864   0.000 
    573  2          -0.628 -49.664   0.000 
    574  2          -3.140 -45.314   0.000 
    575  1          -3.140 -48.214   0.000 
    576  1          -0.628 -43.864   0.000 
    577  2          -3.140 -49.664   0.000 
    578  2          -0.628 -45.314   0.000 
    579  1           5.651 -50.390   0.000 
    580  1           3.139 -46.039   0.000 
    581  2           0.628 -51.840   0.000 
    582  2           3.139 -47.489   0.000 
    583  1           3.139 -50.390   0.000 
    584  1           5.651 -46.039   0.000 
    585  2           3.139 -51.840   0.000 
    586  2           0.628 -47.489   0.000 
    587  1           4.395 -48.214   0.000 
    588  1           1.883 -43.864   0.000 
    589  2           4.395 -49.664   0.000 
    590  2           1.883 -45.314   0.000 
    591  1           1.883 -48.214   0.000 
    592  1           4.395 -43.864   0.000 
    593  2           1.883 -49.664   0.000 
    594  2           4.395 -45.314   0.000 
    595  1          10.674 -50.390   0.000 
    596  1           8.162 -46.039   0.000 
    597  2           5.651 -51.840   0.000 
    598  2           8.162 -47.489   0.000 
    599  1           8.162 -50.390   0.000 
    600  1          10.674 -46.039   0.000 
    601  2           8.162 -51.840   0.000 
    602  2           5.651 -47.489   0.000 
    603  1           9.418 -48.214   0.000 
    604  1           6.907 -43.864   0.000 
    605  2           9.418 -49.664   0.000 
    606  2           6.907 -45.314   0.000 
    607  1           6.907 -48.214   0.000 
