# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 10800
  1 0.025 540 754.333
  2 0.075 540 749.515
  3 0.125 540 743.774
  4 0.175 540 741.5
  5 0.225 540 755.991
  6 0.275 540 737.241
  7 0.325 540 718.384
  8 0.375 540 744.001
  9 0.425 540 728.646
  10 0.475 540 748.298
  11 0.525 540 793.506
  12 0.575 540 753.945
  13 0.625 540 754.93
  14 0.675 540 740.192
  15 0.725 540 738.877
  16 0.775 540 741.74
  17 0.825 540 737.289
  18 0.875 540 742.613
  19 0.925 540 737.731
  20 0.975 540 758.442
2100 20 10800
  1 0.025 540 730.438
  2 0.075 540 735.406
  3 0.125 540 737.69
  4 0.175 540 724.658
  5 0.225 540 724.433
  6 0.275 540 761.358
  7 0.325 540 768.666
  8 0.375 540 773.43
  9 0.425 540 751.318
  10 0.475 540 768.905
  11 0.525 540 766.488
  12 0.575 540 765.187
  13 0.625 540 754.876
  14 0.675 540 752.114
  15 0.725 540 757.826
  16 0.775 540 733.117
  17 0.825 540 739.225
  18 0.875 540 754.347
  19 0.925 540 734.667
  20 0.975 540 721.07
3150 20 10800
  1 0.025 540 712.641
  2 0.075 540 749.763
  3 0.125 540 730.914
  4 0.175 540 732.661
  5 0.225 540 749.692
  6 0.275 540 745.235
  7 0.325 540 754.774
  8 0.375 540 789.668
  9 0.425 540 754.749
  10 0.475 540 761.19
  11 0.525 540 770.591
  12 0.575 540 765.94
  13 0.625 540 731.449
  14 0.675 540 752.507
  15 0.725 540 755.36
  16 0.775 540 763.55
  17 0.825 540 751.391
  18 0.875 540 722.924
  19 0.925 540 745.781
  20 0.975 540 721.945
4200 20 10800
  1 0.025 540 734.581
  2 0.075 540 734.918
  3 0.125 540 747.183
  4 0.175 540 740.068
  5 0.225 540 748.495
  6 0.275 540 733.026
  7 0.325 540 744.242
  8 0.375 540 758.555
  9 0.425 540 760.778
  10 0.475 540 793.867
  11 0.525 540 785.107
  12 0.575 540 734.711
  13 0.625 540 733.137
  14 0.675 540 744.946
  15 0.725 540 768.23
  16 0.775 540 747.895
  17 0.825 540 756.912
  18 0.875 540 721.151
  19 0.925 540 698.737
  20 0.975 540 730.466
5250 20 10800
  1 0.025 540 721.688
  2 0.075 540 741.713
  3 0.125 540 728.466
  4 0.175 540 754.124
  5 0.225 540 748.093
  6 0.275 540 743.393
  7 0.325 540 737.588
  8 0.375 540 748.884
  9 0.425 540 754.207
  10 0.475 540 766.788
  11 0.525 540 771.842
  12 0.575 540 759.093
  13 0.625 540 759.445
  14 0.675 540 767.771
  15 0.725 540 747.688
  16 0.775 540 759.361
  17 0.825 540 758.466
  18 0.875 540 751.753
  19 0.925 540 730.101
  20 0.975 540 736.348
6300 20 10800
  1 0.025 540 708.934
  2 0.075 540 721.948
  3 0.125 540 740.517
  4 0.175 540 749.213
  5 0.225 540 740.711
  6 0.275 540 739.89
  7 0.325 540 733.485
  8 0.375 540 778.227
  9 0.425 540 780.376
  10 0.475 540 754.925
  11 0.525 540 784.96
  12 0.575 540 768.841
  13 0.625 540 755.179
  14 0.675 540 775.886
  15 0.725 540 767.726
  16 0.775 540 751.284
  17 0.825 540 747.598
  18 0.875 540 750.787
  19 0.925 540 722.662
  20 0.975 540 702.971
7350 20 10800
  1 0.025 540 745.577
  2 0.075 540 715.306
