# Time-averaged data for fix f3
# TimeStep c_Nimsd[1] c_Nimsd[2] c_Nimsd[3] c_Nimsd[4]
43530 0.0133264 0.010745 0.00861945 0.0326909
43535 0.0132295 0.0103463 0.00872887 0.0323047
43540 0.013079 0.00995055 0.0088453 0.0318749
43545 0.0128577 0.00957922 0.00894847 0.0313854
43550 0.0125592 0.00925399 0.00902063 0.0308338
43555 0.0121892 0.00899324 0.00904949 0.0302319
43560 0.0117638 0.0088088 0.00903095 0.0296036
43565 0.0113067 0.00870339 0.0089712 0.0289813
43570 0.0108453 0.00866983 0.00888723 0.0284024
43575 0.0104088 0.00869237 0.00880527 0.0279064
43580 0.0100261 0.00874992 0.00875653 0.0275326
43585 0.00972542 0.00882039 0.00877106 0.0273169
43590 0.00953288 0.00888512 0.00887117 0.0272892
43595 0.00947111 0.00893228 0.00906628 0.0274697
43600 0.0095562 0.00895849 0.00935097 0.0278657
43605 0.00979436 0.00896862 0.00970627 0.0284693
43610 0.0101791 0.00897456 0.0101038 0.0292575
43615 0.0106903 0.00899343 0.0105107 0.0301944
43620 0.0112949 0.00904576 0.010895 0.0312357
43625 0.0119506 0.00915329 0.01123 0.0323338
43630 0.0126105 0.00933623 0.0114966 0.0334433
43635 0.0132291 0.00961 0.0116858 0.0345248
43640 0.0137678 0.0099821 0.0117981 0.0355479
43645 0.0141987 0.0104498 0.0118422 0.0364907
43650 0.0145062 0.010999 0.0118318 0.0373369
43655 0.0146865 0.0116048 0.0117812 0.0380725
43660 0.0147457 0.0122338 0.0117025 0.0386821
43665 0.0146976 0.0128474 0.0116031 0.0391481
43670 0.0145607 0.0134064 0.0114857 0.0394528
43675 0.0143564 0.013876 0.0113489 0.0395814
43680 0.0141061 0.01423 0.0111902 0.0395263
43685 0.0138298 0.0144535 0.0110068 0.0392901
43690 0.0135439 0.0145445 0.0107987 0.0388871
43695 0.0132605 0.0145143 0.0105688 0.0383437
43700 0.012986 0.0143864 0.0103239 0.0376963
43705 0.0127216 0.0141945 0.0100731 0.0369892
43710 0.0124649 0.0139794 0.0098265 0.0362707
43715 0.0122126 0.013784 0.0095929 0.0355894
43720 0.0119632 0.0136475 0.00937803 0.0349886
43725 0.0117186 0.0135989 0.00918382 0.0345013
43730 0.0114847 0.0136519 0.00900891 0.0341456
43735 0.0112699 0.0138017 0.00885063 0.0339222
43740 0.0110825 0.0140255 0.0087076 0.0338156
43745 0.010929 0.0142857 0.00858176 0.0337964
43750 0.0108123 0.0145353 0.00847886 0.0338264
43755 0.0107316 0.014725 0.0084072 0.0338638
43760 0.0106834 0.0148102 0.0083753 0.0338689
43765 0.0106625 0.0147579 0.00838955 0.03381
43770 0.0106629 0.0145521 0.00845259 0.0336676
43775 0.0106782 0.0141962 0.00856277 0.0334371
43780 0.0107013 0.0137129 0.0087147 0.0331289
43785 0.0107245 0.0131403 0.00890034 0.0327651
43790 0.0107388 0.0125253 0.0091103 0.0323744
43795 0.0107334 0.0119168 0.00933471 0.0319848
43800 0.010697 0.0113574 0.00956347 0.0316178
43805 0.0106194 0.0108784 0.00978626 0.0312841
43810 0.0104952 0.0104967 0.00999296 0.0309848
43815 0.0103261 0.0102141 0.0101749 0.0307151
43820 0.0101224 0.0100204 0.0103266 0.0304693
43825 0.00990123 0.00989736 0.0104465 0.0302451
43830 0.00968242 0.0098237 0.010537 0.0300431
43835 0.00948372 0.00977976 0.0106028 0.0298663
43840 0.00931709 0.00975184 0.0106492 0.0297182
43845 0.00918745 0.00973521 0.0106811 0.0296038
43850 0.00909433 0.00973542 0.0107027 0.0295324
43855 0.00903559 0.00976743 0.0107179 0.0295209
43860 0.00901162 0.0098526 0.0107314 0.0295957
43865 0.00902792 0.0100141 0.0107483 0.0297903
43870 0.00909492 0.0102717 0.0107724 0.030139
43875 0.00922492 0.0106372 0.0108048 0.0306669
43880 0.00942739 0.0111106 0.0108426 0.0313806
43885 0.0097044 0.0116784 0.0108791 0.032262
43890 0.0100478 0.0123136 0.0109068 0.0332682
43895 0.0104388 0.012977 0.01092 0.0343359
43900 0.0108503 0.0136207 0.010918 0.035389
43905 0.0112506 0.0141922 0.0109053 0.0363482
43910 0.011609 0.0146406 0.010891 0.0371407
43915 0.0119001 0.0149217 0.0108866 0.0377084
43920 0.0121088 0.0150023 0.010903 0.038014
43925 0.0122314 0.0148639 0.0109487 0.038044
43930 0.0122765 0.0145037 0.0110275 0.0378076
43935 0.0122615 0.0139351 0.011137 0.0373337
43940 0.0122099 0.0131862 0.0112693 0.0366654
43945 0.012146 0.0122982 0.0114111 0.0358552
43950 0.0120915 0.0113213 0.0115458 0.0349587
43955 0.0120625 0.0103111 0.011656 0.0340296
43960 0.0120671 0.00932357 0.0117258 0.0331165
43965 0.012106 0.00841063 0.011743 0.0322597
43970 0.012173 0.00761667 0.0117001 0.0314898
43975 0.0122576 0.00697561 0.0115933 0.0308265
43980 0.0123467 0.00650928 0.0114222 0.0302782
43985 0.0124277 0.0062267 0.0111878 0.0298421
43990 0.0124895 0.00612413 0.0108929 0.0295065
43995 0.0125242 0.00618581 0.0105428 0.0292528
44000 0.0125266 0.00638503 0.0101453 0.029057
