# LAMMPS data file

4440 atoms
4 atom types

0.0 26.789730072 xlo xhi
0.0 46.5447616577 ylo yhi
0.0 39.9525647336 zlo zhi
0.0 -7.2980511784 0.0 xy xz yz
2326 3 0.0 0.256087527 24.134431317 38.651090437
2327 3 0.0 3.905113117 33.443383094 18.67480807
2328 3 0.0 0.256087527 33.443383094 38.651090437
2329 3 0.0 3.905113117 42.752337645 18.67480807
2330 3 0.0 0.256087527 42.752337645 38.651090437
2331 3 0.0 9.263058812 5.51652707 18.67480807
2332 3 0.0 5.614033222 5.51652707 38.651090437
2333 3 0.0 9.263058812 14.82547954 18.67480807
2334 3 0.0 5.614033222 14.82547954 38.651090437
2335 3 0.0 9.263058812 24.134431317 18.67480807
2336 3 0.0 5.614033222 24.134431317 38.651090437
2337 3 0.0 9.263058812 33.443383094 18.67480807
2338 3 0.0 5.614033222 33.443383094 38.651090437
2339 3 0.0 9.263058812 42.752337645 18.67480807
2340 3 0.0 5.614033222 42.752337645 38.651090437
2341 3 0.0 14.621005305 5.51652707 18.67480807
2342 3 0.0 10.971979716 5.51652707 38.651090437
2343 3 0.0 14.621005305 14.82547954 18.67480807
2344 3 0.0 10.971979716 14.82547954 38.651090437
2345 3 0.0 14.621005305 24.134431317 18.67480807
2346 3 0.0 10.971979716 24.134431317 38.651090437
2347 3 0.0 14.621005305 33.443383094 18.67480807
2348 3 0.0 10.971979716 33.443383094 38.651090437
2349 3 0.0 14.621005305 42.752337645 18.67480807
2350 3 0.0 10.971979716 42.752337645 38.651090437
2351 3 0.0 19.978951 5.51652707 18.67480807
2352 3 0.0 16.329925411 5.51652707 38.651090437
2353 3 0.0 19.978951 14.82547954 18.67480807
2354 3 0.0 16.329925411 14.82547954 38.651090437
2355 3 0.0 19.978951 24.134431317 18.67480807
2356 3 0.0 16.329925411 24.134431317 38.651090437
2357 3 0.0 19.978951 33.443383094 18.67480807
2358 3 0.0 16.329925411 33.443383094 38.651090437
2359 3 0.0 19.978951 42.752337645 18.67480807
2360 3 0.0 16.329925411 42.752337645 38.651090437
2361 3 0.0 3.96290957 8.446901288 3.6925957
2362 3 0.0 0.313883872 8.446901288 23.668878662
2363 3 0.0 3.96290957 17.755853065 3.6925957
2364 3 0.0 0.313883872 17.755853065 23.668878662
2365 3 0.0 3.96290957 27.064804842 3.6925957
2366 3 0.0 0.313883872 27.064804842 23.668878662
2367 3 0.0 3.96290957 36.373759393 3.6925957
2368 3 0.0 0.313883872 36.373759393 23.668878662
2369 3 0.0 3.96290957 45.682711169 3.6925957
2370 3 0.0 0.313883872 45.682711169 23.668878662
2371 3 0.0 9.320855265 8.446901288 3.6925957
2372 3 0.0 5.671829567 8.446901288 23.668878662
2373 3 0.0 9.320855265 17.755853065 3.6925957
2374 3 0.0 5.671829567 17.755853065 23.668878662
2375 3 0.0 9.320855265 27.064804842 3.6925957
2376 3 0.0 5.671829567 27.064804842 23.668878662
2377 3 0.0 9.320855265 36.373759393 3.6925957
2378 3 0.0 5.671829567 36.373759393 23.668878662
2379 3 0.0 9.320855265 45.682711169 3.6925957
2380 3 0.0 5.671829567 45.682711169 23.668878662
2381 3 0.0 14.67880096 8.446901288 3.6925957
2382 3 0.0 11.029775262 8.446901288 23.668878662
2383 3 0.0 14.67880096 17.755853065 3.6925957
2384 3 0.0 11.029775262 17.755853065 23.668878662
2385 3 0.0 14.67880096 27.064804842 3.6925957
2386 3 0.0 11.029775262 27.064804842 23.668878662
2387 3 0.0 14.67880096 36.373759393 3.6925957
2388 3 0.0 11.029775262 36.373759393 23.668878662
2389 3 0.0 14.67880096 45.682711169 3.6925957
2390 3 0.0 11.029775262 45.682711169 23.668878662
2391 3 0.0 20.036748252 8.446901288 3.6925957
2392 3 0.0 16.387722554 8.446901288 23.668878662
2393 3 0.0 20.036748252 17.755853065 3.6925957
2394 3 0.0 16.387722554 17.755853065 23.668878662
2395 3 0.0 20.036748252 27.064804842 3.6925957
2396 3 0.0 16.387722554 27.064804842 23.668878662
2397 3 0.0 20.036748252 36.373759393 3.6925957
2398 3 0.0 16.387722554 36.373759393 23.668878662
2399 3 0.0 20.036748252 45.682711169 3.6925957
2400 3 0.0 16.387722554 45.682711169 23.668878662
2401 3 0.0 25.394693947 8.446901288 3.6925957
2402 3 0.0 21.745668249 8.446901288 23.668878662
2403 3 0.0 25.394693947 17.755853065 3.6925957
2404 3 0.0 21.745668249 17.755853065 23.668878662
2405 3 0.0 25.394693947 27.064804842 3.6925957
2406 3 0.0 21.745668249 27.064804842 23.668878662
2407 3 0.0 25.394693947 36.373759393 3.6925957
2408 3 0.0 21.745668249 36.373759393 23.668878662
2409 3 0.0 25.394693947 45.682711169 3.6925957
2410 3 0.0 21.745668249 45.682711169 23.668878662
2411 3 0.0 2.138396666 8.446901288 13.680737478
2412 3 0.0 -1.510628923 8.446901288 33.657019845
2413 3 0.0 2.138396666 17.755853065 13.680737478
2414 3 0.0 -1.510628923 17.755853065 33.657019845
2415 3 0.0 2.138396666 27.064804842 13.680737478
2416 3 0.0 -1.510628923 27.064804842 33.657019845
2417 3 0.0 2.138396666 36.373759393 13.680737478
2418 3 0.0 -1.510628923 36.373759393 33.657019845
2419 3 0.0 2.138396666 45.682711169 13.680737478
2420 3 0.0 -1.510628923 45.682711169 33.657019845
2421 3 0.0 7.496342361 8.446901288 13.680737478
2422 3 0.0 3.847316772 8.446901288 33.657019845
2423 3 0.0 7.496342361 17.755853065 13.680737478
2424 3 0.0 3.847316772 17.755853065 33.657019845
2425 3 0.0 7.496342361 27.064804842 13.680737478
2426 3 0.0 3.847316772 27.064804842 33.657019845
2427 3 0.0 7.496342361 36.373759393 13.680737478
2428 3 0.0 3.847316772 36.373759393 33.657019845
2429 3 0.0 7.496342361 45.682711169 13.680737478
2430 3 0.0 3.847316772 45.682711169 33.657019845
2431 3 0.0 12.854288056 8.446901288 13.680737478
2432 3 0.0 9.205262467 8.446901288 33.657019845
2433 3 0.0 12.854288056 17.755853065 13.680737478
2434 3 0.0 9.205262467 17.755853065 33.657019845
2435 3 0.0 12.854288056 27.064804842 13.680737478
2436 3 0.0 9.205262467 27.064804842 33.657019845
2437 3 0.0 12.854288056 36.373759393 13.680737478
2438 3 0.0 9.205262467 36.373759393 33.657019845
2439 3 0.0 12.854288056 45.682711169 13.680737478
2440 3 0.0 9.205262467 45.682711169 33.657019845
2441 3 0.0 18.212233751 8.446901288 13.680737478
2442 3 0.0 14.563208162 8.446901288 33.657019845
2443 3 0.0 18.212233751 17.755853065 13.680737478
2444 3 0.0 14.563208162 17.755853065 33.657019845
2445 3 0.0 18.212233751 27.064804842 13.680737478
2446 3 0.0 14.563208162 27.064804842 33.657019845
2447 3 0.0 18.212233751 36.373759393 13.680737478
2448 3 0.0 14.563208162 36.373759393 33.657019845
2449 3 0.0 18.212233751 45.682711169 13.680737478
2450 3 0.0 14.563208162 45.682711169 33.657019845
2451 3 0.0 23.570181043 8.446901288 13.680737478
2452 3 0.0 19.921155454 8.446901288 33.657019845
2453 3 0.0 23.570181043 17.755853065 13.680737478
2454 3 0.0 19.921155454 17.755853065 33.657019845
2455 3 0.0 23.570181043 27.064804842 13.680737478
2456 3 0.0 19.921155454 27.064804842 33.657019845
2457 3 0.0 23.570181043 36.373759393 13.680737478
2458 3 0.0 19.921155454 36.373759393 33.657019845
2459 3 0.0 23.570181043 45.682711169 13.680737478
2460 3 0.0 19.921155454 45.682711169 33.657019845
2461 3 0.0 0.347297182 5.428426908 1.327913329
2462 3 0.0 -3.30172819 5.428426908 21.304194505
2463 3 0.0 0.347297182 14.737379378 1.327913329
2464 3 0.0 -3.30172819 14.737379378 21.304194505
2465 3 0.0 0.347297182 24.046331155 1.327913329
2466 3 0.0 -3.30172819 24.046331155 21.304194505
2467 3 0.0 0.347297182 33.355282932 1.327913329
2468 3 0.0 -3.30172819 33.355282932 21.304194505
2469 3 0.0 0.347297182 42.664237483 1.327913329
2470 3 0.0 -3.30172819 42.664237483 21.304194505
2471 3 0.0 5.705243226 5.428426908 1.327913329
2472 3 0.0 2.056217854 5.428426908 21.304194505
2473 3 0.0 5.705243226 14.737379378 1.327913329
2474 3 0.0 2.056217854 14.737379378 21.304194505
2475 3 0.0 5.705243226 24.046331155 1.327913329
2476 3 0.0 2.056217854 24.046331155 21.304194505
2477 3 0.0 5.705243226 33.355282932 1.327913329
2478 3 0.0 2.056217854 33.355282932 21.304194505
2479 3 0.0 5.705243226 42.664237483 1.327913329
2480 3 0.0 2.056217854 42.664237483 21.304194505
2481 3 0.0 11.063188921 5.428426908 1.327913329
2482 3 0.0 7.414163549 5.428426908 21.304194505
2483 3 0.0 11.063188921 14.737379378 1.327913329
2484 3 0.0 7.414163549 14.737379378 21.304194505
2485 3 0.0 11.063188921 24.046331155 1.327913329
2486 3 0.0 7.414163549 24.046331155 21.304194505
2487 3 0.0 11.063188921 33.355282932 1.327913329
2488 3 0.0 7.414163549 33.355282932 21.304194505
2489 3 0.0 11.063188921 42.664237483 1.327913329
2490 3 0.0 7.414163549 42.664237483 21.304194505
2491 3 0.0 16.421134616 5.428426908 1.327913329
2492 3 0.0 12.772109245 5.428426908 21.304194505
2493 3 0.0 16.421134616 14.737379378 1.327913329
2494 3 0.0 12.772109245 14.737379378 21.304194505
2495 3 0.0 16.421134616 24.046331155 1.327913329
2496 3 0.0 12.772109245 24.046331155 21.304194505
2497 3 0.0 16.421134616 33.355282932 1.327913329
2498 3 0.0 12.772109245 33.355282932 21.304194505
2499 3 0.0 16.421134616 42.664237483 1.327913329
2500 3 0.0 12.772109245 42.664237483 21.304194505
2501 3 0.0 21.779081908 5.428426908 1.327913329
2502 3 0.0 18.130056536 5.428426908 21.304194505
2503 3 0.0 21.779081908 14.737379378 1.327913329
2504 3 0.0 18.130056536 14.737379378 21.304194505
2505 3 0.0 21.779081908 24.046331155 1.327913329
2506 3 0.0 18.130056536 24.046331155 21.304194505
2507 3 0.0 21.779081908 33.355282932 1.327913329
2508 3 0.0 18.130056536 33.355282932 21.304194505
2509 3 0.0 21.779081908 42.664237483 1.327913329
2510 3 0.0 18.130056536 42.664237483 21.304194505
2511 3 0.0 -1.477215663 5.428426908 11.316054512
2512 3 0.0 -5.126241034 5.428426908 31.292335688
2513 3 0.0 -1.477215663 14.737379378 11.316054512
2514 3 0.0 -5.126241034 14.737379378 31.292335688
2515 3 0.0 -1.477215663 24.046331155 11.316054512
2516 3 0.0 -5.126241034 24.046331155 31.292335688
2517 3 0.0 -1.477215663 33.355282932 11.316054512
2518 3 0.0 -5.126241034 33.355282932 31.292335688
2519 3 0.0 -1.477215663 42.664237483 11.316054512
2520 3 0.0 -5.126241034 42.664237483 31.292335688
2521 3 0.0 3.880730432 5.428426908 11.316054512
2522 3 0.0 0.23170506 5.428426908 31.292335688
2523 3 0.0 3.880730432 14.737379378 11.316054512
2524 3 0.0 0.23170506 14.737379378 31.292335688
2525 3 0.0 3.880730432 24.046331155 11.316054512
2526 3 0.0 0.23170506 24.046331155 31.292335688
2527 3 0.0 3.880730432 33.355282932 11.316054512
2528 3 0.0 0.23170506 33.355282932 31.292335688
2529 3 0.0 3.880730432 42.664237483 11.316054512
2530 3 0.0 0.23170506 42.664237483 31.292335688
2531 3 0.0 9.238676127 5.428426908 11.316054512
2532 3 0.0 5.589650755 5.428426908 31.292335688
2533 3 0.0 9.238676127 14.737379378 11.316054512
2534 3 0.0 5.589650755 14.737379378 31.292335688
2535 3 0.0 9.238676127 24.046331155 11.316054512
2536 3 0.0 5.589650755 24.046331155 31.292335688
2537 3 0.0 9.238676127 33.355282932 11.316054512
2538 3 0.0 5.589650755 33.355282932 31.292335688
2539 3 0.0 9.238676127 42.664237483 11.316054512
2540 3 0.0 5.589650755 42.664237483 31.292335688
2541 3 0.0 14.596621822 5.428426908 11.316054512
2542 3 0.0 10.94759645 5.428426908 31.292335688
2543 3 0.0 14.596621822 14.737379378 11.316054512
2544 3 0.0 10.94759645 14.737379378 31.292335688
2545 3 0.0 14.596621822 24.046331155 11.316054512
2546 3 0.0 10.94759645 24.046331155 31.292335688
2547 3 0.0 14.596621822 33.355282932 11.316054512
2548 3 0.0 10.94759645 33.355282932 31.292335688
2549 3 0.0 14.596621822 42.664237483 11.316054512
2550 3 0.0 10.94759645 42.664237483 31.292335688
2551 3 0.0 19.954569113 5.428426908 11.316054512
2552 3 0.0 16.305543742 5.428426908 31.292335688
2553 3 0.0 19.954569113 14.737379378 11.316054512
2554 3 0.0 16.305543742 14.737379378 31.292335688
2555 3 0.0 19.954569113 24.046331155 11.316054512
2556 3 0.0 16.305543742 24.046331155 31.292335688
2557 3 0.0 19.954569113 33.355282932 11.316054512
2558 3 0.0 16.305543742 33.355282932 31.292335688
2559 3 0.0 19.954569113 42.664237483 11.316054512
2560 3 0.0 16.305543742 42.664237483 31.292335688
2561 3 0.0 1.27996183 7.072858078 3.665737846
2562 3 0.0 -2.369063596 7.072858078 23.64201932
2563 3 0.0 1.27996183 16.381809855 3.665737846
2564 3 0.0 -2.369063596 16.381809855 23.64201932
2565 3 0.0 1.27996183 25.690763018 3.665737846
2566 3 0.0 -2.369063596 25.690763018 23.64201932
2567 3 0.0 1.27996183 34.999714795 3.665737846
2568 3 0.0 -2.369063596 34.999714795 23.64201932
2569 3 0.0 1.27996183 44.308666572 3.665737846
2570 3 0.0 -2.369063596 44.308666572 23.64201932
2571 3 0.0 6.637907924 7.072858078 3.665737846
2572 3 0.0 2.988882498 7.072858078 23.64201932
2573 3 0.0 6.637907924 16.381809855 3.665737846
2574 3 0.0 2.988882498 16.381809855 23.64201932
2575 3 0.0 6.637907924 25.690763018 3.665737846
2576 3 0.0 2.988882498 25.690763018 23.64201932
2577 3 0.0 6.637907924 34.999714795 3.665737846
2578 3 0.0 2.988882498 34.999714795 23.64201932
2579 3 0.0 6.637907924 44.308666572 3.665737846
2580 3 0.0 2.988882498 44.308666572 23.64201932
2581 3 0.0 11.995853619 7.072858078 3.665737846
2582 3 0.0 8.346828193 7.072858078 23.64201932
2583 3 0.0 11.995853619 16.381809855 3.665737846
2584 3 0.0 8.346828193 16.381809855 23.64201932
2585 3 0.0 11.995853619 25.690763018 3.665737846
2586 3 0.0 8.346828193 25.690763018 23.64201932
2587 3 0.0 11.995853619 34.999714795 3.665737846
2588 3 0.0 8.346828193 34.999714795 23.64201932
2589 3 0.0 11.995853619 44.308666572 3.665737846
2590 3 0.0 8.346828193 44.308666572 23.64201932
2591 3 0.0 17.353799314 7.072858078 3.665737846
2592 3 0.0 13.704773888 7.072858078 23.64201932
2593 3 0.0 17.353799314 16.381809855 3.665737846
2594 3 0.0 13.704773888 16.381809855 23.64201932
2595 3 0.0 17.353799314 25.690763018 3.665737846
2596 3 0.0 13.704773888 25.690763018 23.64201932
2597 3 0.0 17.353799314 34.999714795 3.665737846
2598 3 0.0 13.704773888 34.999714795 23.64201932
2599 3 0.0 17.353799314 44.308666572 3.665737846
2600 3 0.0 13.704773888 44.308666572 23.64201932
2601 3 0.0 22.711746606 7.072858078 3.665737846
2602 3 0.0 19.06272118 7.072858078 23.64201932
2603 3 0.0 22.711746606 16.381809855 3.665737846
2604 3 0.0 19.06272118 16.381809855 23.64201932
2605 3 0.0 22.711746606 25.690763018 3.665737846
2606 3 0.0 19.06272118 25.690763018 23.64201932
2607 3 0.0 22.711746606 34.999714795 3.665737846
2608 3 0.0 19.06272118 34.999714795 23.64201932
2609 3 0.0 22.711746606 44.308666572 3.665737846
2610 3 0.0 19.06272118 44.308666572 23.64201932
2611 3 0.0 -0.544551019 7.072858078 13.653879327
2612 3 0.0 -4.193576826 7.072858078 33.630162885
2613 3 0.0 -0.544551019 16.381809855 13.653879327
2614 3 0.0 -4.193576826 16.381809855 33.630162885
2615 3 0.0 -0.544551019 25.690763018 13.653879327
2616 3 0.0 -4.193576826 25.690763018 33.630162885
2617 3 0.0 -0.544551019 34.999714795 13.653879327
2618 3 0.0 -4.193576826 34.999714795 33.630162885
2619 3 0.0 -0.544551019 44.308666572 13.653879327
2620 3 0.0 -4.193576826 44.308666572 33.630162885
2621 3 0.0 4.813395075 7.072858078 13.653879327
2622 3 0.0 1.164369269 7.072858078 33.630162885
2623 3 0.0 4.813395075 16.381809855 13.653879327
2624 3 0.0 1.164369269 16.381809855 33.630162885
2625 3 0.0 4.813395075 25.690763018 13.653879327
2626 3 0.0 1.164369269 25.690763018 33.630162885
2627 3 0.0 4.813395075 34.999714795 13.653879327
2628 3 0.0 1.164369269 34.999714795 33.630162885
2629 3 0.0 4.813395075 44.308666572 13.653879327
2630 3 0.0 1.164369269 44.308666572 33.630162885
2631 3 0.0 10.17134077 7.072858078 13.653879327
2632 3 0.0 6.522314964 7.072858078 33.630162885
2633 3 0.0 10.17134077 16.381809855 13.653879327
2634 3 0.0 6.522314964 16.381809855 33.630162885
2635 3 0.0 10.17134077 25.690763018 13.653879327
2636 3 0.0 6.522314964 25.690763018 33.630162885
2637 3 0.0 10.17134077 34.999714795 13.653879327
2638 3 0.0 6.522314964 34.999714795 33.630162885
2639 3 0.0 10.17134077 44.308666572 13.653879327
2640 3 0.0 6.522314964 44.308666572 33.630162885
2641 3 0.0 15.529286465 7.072858078 13.653879327
2642 3 0.0 11.880260659 7.072858078 33.630162885
2643 3 0.0 15.529286465 16.381809855 13.653879327
2644 3 0.0 11.880260659 16.381809855 33.630162885
2645 3 0.0 15.529286465 25.690763018 13.653879327
2646 3 0.0 11.880260659 25.690763018 33.630162885
2647 3 0.0 15.529286465 34.999714795 13.653879327
2648 3 0.0 11.880260659 34.999714795 33.630162885
2649 3 0.0 15.529286465 44.308666572 13.653879327
2650 3 0.0 11.880260659 44.308666572 33.630162885
2651 3 0.0 20.887233757 7.072858078 13.653879327
2652 3 0.0 17.238207951 7.072858078 33.630162885
2653 3 0.0 20.887233757 16.381809855 13.653879327
2654 3 0.0 17.238207951 16.381809855 33.630162885
2655 3 0.0 20.887233757 25.690763018 13.653879327
2656 3 0.0 17.238207951 25.690763018 33.630162885
2657 3 0.0 20.887233757 34.999714795 13.653879327
2658 3 0.0 17.238207951 34.999714795 33.630162885
2659 3 0.0 20.887233757 44.308666572 13.653879327
2660 3 0.0 17.238207951 44.308666572 33.630162885
2661 3 0.0 3.046678335 6.890570281 8.65980814
2662 3 0.0 -0.602347146 6.890570281 28.636089912
2663 3 0.0 3.046678335 16.199522751 8.65980814
2664 3 0.0 -0.602347146 16.199522751 28.636089912
2665 3 0.0 3.046678335 25.508475915 8.65980814
2666 3 0.0 -0.602347146 25.508475915 28.636089912
2667 3 0.0 3.046678335 34.817427692 8.65980814
2668 3 0.0 -0.602347146 34.817427692 28.636089912
2669 3 0.0 3.046678335 44.126379468 8.65980814
2670 3 0.0 -0.602347146 44.126379468 28.636089912
2671 3 0.0 8.404623631 6.890570281 8.65980814
2672 3 0.0 4.75559815 6.890570281 28.636089912
2673 3 0.0 8.404623631 16.199522751 8.65980814
2674 3 0.0 4.75559815 16.199522751 28.636089912
2675 3 0.0 8.404623631 25.508475915 8.65980814
2676 3 0.0 4.75559815 25.508475915 28.636089912
2677 3 0.0 8.404623631 34.817427692 8.65980814
2678 3 0.0 4.75559815 34.817427692 28.636089912
2679 3 0.0 8.404623631 44.126379468 8.65980814
2680 3 0.0 4.75559815 44.126379468 28.636089912
2681 3 0.0 13.762570922 6.890570281 8.65980814
2682 3 0.0 10.113545442 6.890570281 28.636089912
2683 3 0.0 13.762570922 16.199522751 8.65980814
2684 3 0.0 10.113545442 16.199522751 28.636089912
2685 3 0.0 13.762570922 25.508475915 8.65980814
2686 3 0.0 10.113545442 25.508475915 28.636089912
2687 3 0.0 13.762570922 34.817427692 8.65980814
2688 3 0.0 10.113545442 34.817427692 28.636089912
2689 3 0.0 13.762570922 44.126379468 8.65980814
2690 3 0.0 10.113545442 44.126379468 28.636089912
2691 3 0.0 19.120516617 6.890570281 8.65980814
2692 3 0.0 15.471491137 6.890570281 28.636089912
2693 3 0.0 19.120516617 16.199522751 8.65980814
2694 3 0.0 15.471491137 16.199522751 28.636089912
2695 3 0.0 19.120516617 25.508475915 8.65980814
2696 3 0.0 15.471491137 25.508475915 28.636089912
2697 3 0.0 19.120516617 34.817427692 8.65980814
2698 3 0.0 15.471491137 34.817427692 28.636089912
2699 3 0.0 19.120516617 44.126379468 8.65980814
2700 3 0.0 15.471491137 44.126379468 28.636089912
2701 3 0.0 24.478462312 6.890570281 8.65980814
2702 3 0.0 20.829436832 6.890570281 28.636089912
2703 3 0.0 24.478462312 16.199522751 8.65980814
2704 3 0.0 20.829436832 16.199522751 28.636089912
2705 3 0.0 24.478462312 25.508475915 8.65980814
2706 3 0.0 20.829436832 25.508475915 28.636089912
2707 3 0.0 24.478462312 34.817427692 8.65980814
2708 3 0.0 20.829436832 34.817427692 28.636089912
2709 3 0.0 24.478462312 44.126379468 8.65980814
2710 3 0.0 20.829436832 44.126379468 28.636089912
2711 3 0.0 1.222165649 6.890570281 18.647948728
2712 3 0.0 -2.42685994 6.890570281 38.624231095
2713 3 0.0 1.222165649 16.199522751 18.647948728
2714 3 0.0 -2.42685994 16.199522751 38.624231095
2715 3 0.0 1.222165649 25.508475915 18.647948728
2716 3 0.0 -2.42685994 25.508475915 38.624231095
2717 3 0.0 1.222165649 34.817427692 18.647948728
2718 3 0.0 -2.42685994 34.817427692 38.624231095
2719 3 0.0 1.222165649 44.126379468 18.647948728
2720 3 0.0 -2.42685994 44.126379468 38.624231095
2721 3 0.0 6.580111743 6.890570281 18.647948728
2722 3 0.0 2.931086154 6.890570281 38.624231095
2723 3 0.0 6.580111743 16.199522751 18.647948728
2724 3 0.0 2.931086154 16.199522751 38.624231095
2725 3 0.0 6.580111743 25.508475915 18.647948728
2726 3 0.0 2.931086154 25.508475915 38.624231095
2727 3 0.0 6.580111743 34.817427692 18.647948728
2728 3 0.0 2.931086154 34.817427692 38.624231095
2729 3 0.0 6.580111743 44.126379468 18.647948728
2730 3 0.0 2.931086154 44.126379468 38.624231095
2731 3 0.0 11.938058236 6.890570281 18.647948728
2732 3 0.0 8.289032647 6.890570281 38.624231095
2733 3 0.0 11.938058236 16.199522751 18.647948728
2734 3 0.0 8.289032647 16.199522751 38.624231095
2735 3 0.0 11.938058236 25.508475915 18.647948728
2736 3 0.0 8.289032647 25.508475915 38.624231095
2737 3 0.0 11.938058236 34.817427692 18.647948728
2738 3 0.0 8.289032647 34.817427692 38.624231095
2739 3 0.0 11.938058236 44.126379468 18.647948728
2740 3 0.0 8.289032647 44.126379468 38.624231095
2741 3 0.0 17.296003932 6.890570281 18.647948728
2742 3 0.0 13.646978342 6.890570281 38.624231095
2743 3 0.0 17.296003932 16.199522751 18.647948728
2744 3 0.0 13.646978342 16.199522751 38.624231095
2745 3 0.0 17.296003932 25.508475915 18.647948728
2746 3 0.0 13.646978342 25.508475915 38.624231095
2747 3 0.0 17.296003932 34.817427692 18.647948728
2748 3 0.0 13.646978342 34.817427692 38.624231095
2749 3 0.0 17.296003932 44.126379468 18.647948728
2750 3 0.0 13.646978342 44.126379468 38.624231095
2751 3 0.0 22.653949627 6.890570281 18.647948728
2752 3 0.0 19.004924037 6.890570281 38.624231095
2753 3 0.0 22.653949627 16.199522751 18.647948728
2754 3 0.0 19.004924037 16.199522751 38.624231095
2755 3 0.0 22.653949627 25.508475915 18.647948728
2756 3 0.0 19.004924037 25.508475915 38.624231095
2757 3 0.0 22.653949627 34.817427692 18.647948728
2758 3 0.0 19.004924037 34.817427692 38.624231095
2759 3 0.0 22.653949627 44.126379468 18.647948728
2760 3 0.0 19.004924037 44.126379468 38.624231095
2761 3 0.0 -0.425501782 6.890570281 6.322403635
2762 3 0.0 -4.07452748 6.890570281 26.298686597
2763 3 0.0 -0.425501782 16.199522751 6.322403635
2764 3 0.0 -4.07452748 16.199522751 26.298686597
2765 3 0.0 -0.425501782 25.508475915 6.322403635
2766 3 0.0 -4.07452748 25.508475915 26.298686597
2767 3 0.0 -0.425501782 34.817427692 6.322403635
2768 3 0.0 -4.07452748 34.817427692 26.298686597
2769 3 0.0 -0.425501782 44.126379468 6.322403635
2770 3 0.0 -4.07452748 44.126379468 26.298686597
2771 3 0.0 4.932443864 6.890570281 6.322403635
2772 3 0.0 1.283418166 6.890570281 26.298686597
2773 3 0.0 4.932443864 16.199522751 6.322403635
2774 3 0.0 1.283418166 16.199522751 26.298686597
2775 3 0.0 4.932443864 25.508475915 6.322403635
2776 3 0.0 1.283418166 25.508475915 26.298686597
2777 3 0.0 4.932443864 34.817427692 6.322403635
2778 3 0.0 1.283418166 34.817427692 26.298686597
2779 3 0.0 4.932443864 44.126379468 6.322403635
2780 3 0.0 1.283418166 44.126379468 26.298686597
2781 3 0.0 10.290389958 6.890570281 6.322403635
2782 3 0.0 6.64136426 6.890570281 26.298686597
2783 3 0.0 10.290389958 16.199522751 6.322403635
2784 3 0.0 6.64136426 16.199522751 26.298686597
2785 3 0.0 10.290389958 25.508475915 6.322403635
2786 3 0.0 6.64136426 25.508475915 26.298686597
2787 3 0.0 10.290389958 34.817427692 6.322403635
2788 3 0.0 6.64136426 34.817427692 26.298686597
2789 3 0.0 10.290389958 44.126379468 6.322403635
2790 3 0.0 6.64136426 44.126379468 26.298686597
2791 3 0.0 15.648335653 6.890570281 6.322403635
2792 3 0.0 11.999309955 6.890570281 26.298686597
2793 3 0.0 15.648335653 16.199522751 6.322403635
2794 3 0.0 11.999309955 16.199522751 26.298686597
2795 3 0.0 15.648335653 25.508475915 6.322403635
2796 3 0.0 11.999309955 25.508475915 26.298686597
2797 3 0.0 15.648335653 34.817427692 6.322403635
2798 3 0.0 11.999309955 34.817427692 26.298686597
2799 3 0.0 15.648335653 44.126379468 6.322403635
2800 3 0.0 11.999309955 44.126379468 26.298686597
2801 3 0.0 21.006282945 6.890570281 6.322403635
2802 3 0.0 17.357257247 6.890570281 26.298686597
2803 3 0.0 21.006282945 16.199522751 6.322403635
2804 3 0.0 17.357257247 16.199522751 26.298686597
2805 3 0.0 21.006282945 25.508475915 6.322403635
2806 3 0.0 17.357257247 25.508475915 26.298686597
2807 3 0.0 21.006282945 34.817427692 6.322403635
2808 3 0.0 17.357257247 34.817427692 26.298686597
2809 3 0.0 21.006282945 44.126379468 6.322403635
2810 3 0.0 17.357257247 44.126379468 26.298686597
2811 3 0.0 -2.250014635 6.890570281 16.310545413
2812 3 0.0 -5.899040224 6.890570281 36.28682778
2813 3 0.0 -2.250014635 16.199522751 16.310545413
2814 3 0.0 -5.899040224 16.199522751 36.28682778
2815 3 0.0 -2.250014635 25.508475915 16.310545413
2816 3 0.0 -5.899040224 25.508475915 36.28682778
2817 3 0.0 -2.250014635 34.817427692 16.310545413
2818 3 0.0 -5.899040224 34.817427692 36.28682778
2819 3 0.0 -2.250014635 44.126379468 16.310545413
2820 3 0.0 -5.899040224 44.126379468 36.28682778
2821 3 0.0 3.107931359 6.890570281 16.310545413
2822 3 0.0 -0.54109423 6.890570281 36.28682778
2823 3 0.0 3.107931359 16.199522751 16.310545413
2824 3 0.0 -0.54109423 16.199522751 36.28682778
2825 3 0.0 3.107931359 25.508475915 16.310545413
2826 3 0.0 -0.54109423 25.508475915 36.28682778
2827 3 0.0 3.107931359 34.817427692 16.310545413
2828 3 0.0 -0.54109423 34.817427692 36.28682778
2829 3 0.0 3.107931359 44.126379468 16.310545413
2830 3 0.0 -0.54109423 44.126379468 36.28682778
2831 3 0.0 8.465876256 6.890570281 16.310545413
2832 3 0.0 4.816850667 6.890570281 36.28682778
2833 3 0.0 8.465876256 16.199522751 16.310545413
2834 3 0.0 4.816850667 16.199522751 36.28682778
2835 3 0.0 8.465876256 25.508475915 16.310545413
2836 3 0.0 4.816850667 25.508475915 36.28682778
2837 3 0.0 8.465876256 34.817427692 16.310545413
