# LAMMPS data file
320 atoms
5 atom types

-9.11425 9.11425 xlo xhi
-7.2914 7.2914 ylo yhi
-7.2914 7.2914 zlo zhi

Atoms  # atomic

44 3 -7.3376009072 1.8506026259 -7.1881768908 0 0 0
2 5 -8.9459400849 -7.2808301891 -7.1840470995 0 0 0
3 5 -7.4649859871 -7.0749974932 -5.510023496 0 0 0
111 2 -0.1419710398 -3.7003320438 -1.6660881153 0 0 0
149 1 -1.7476897231 5.6059400175 -1.8274021617 0 0 0
84 3 -6.9155114497 -5.3510589812 -3.709579323 0 0 0
147 2 -3.8655919654 3.3647271258 -1.9323096028 0 0 0
23 2 -7.3245116676 -3.6700741512 -5.6192755554 0 0 0
102 4 -8.9477118807 -3.6735666854 -3.5645321948 0 0 0
5 1 -5.2753050302 -5.5333713625 -5.5980325554 0 0 0
91 2 -0.0284955621 7.2828693356 -1.787130951 0 -1 0
131 2 -0.1615208745 0.1894851327 -1.6402627698 0 0 0
74 5 -5.5625969265 -1.6548190824 -1.6561909309 0 0 -1
164 5 -7.6074704374 -5.5306645964 -0.0491830826 0 0 0
7 2 -3.8124529106 -7.1770523633 -5.4920850847 0 0 0
228 3 -3.6135359389 5.6906937931 -0.1163931489 0 0 0
88 3 -3.7211115582 -5.3742550347 -3.6074085338 0 0 0
141 1 -9.0952557402 5.4127434347 -2.0777731887 0 0 0
9 5 -1.7748339048 -5.4135221336 -5.3422726725 0 0 0
132 3 -0.2763959289 2.4591267696 -3.6863851768 0 0 0
90 5 -1.9012303463 -7.2631439771 -3.5874232037 0 0 0
192 3 -5.7596216176 -3.7533078653 -3.8981845243 0 0 0
110 4 -1.7167228333 -3.80439838 -3.2615589005 0 0 0
221 1 -3.6841910941 -3.9461140258 -5.4859955047 0 0 0
32 3 -0.4873274684 -1.9097244612 -6.9930057491 0 0 0
104 3 -7.2820671286 -1.6631278387 -3.4255815131 0 0 0
41 1 -8.8054605441 1.5254230491 -5.5042131994 0 0 0
145 1 -5.6241136406 5.323355243 -2.0002185098 0 0 0
43 2 -7.0026429261 -0.1814396143 -5.5438300465 0 0 0
210 4 -1.638536357 -0.1323172569 -0.3563367844 0 0 0
122 4 -9.0359116988 0.1561676621 -3.6949407799 0 0 0
124 3 -7.0889368977 1.3376101604 -3.5892266972 0 0 0
25 1 -5.5189655636 -1.8420058957 -5.4051700328 0 0 0
45 1 -5.1646059845 1.911509668 -5.3082667087 0 0 0
127 2 -3.5188515884 0.0804943919 -1.4123672358 0 0 0
126 4 -5.2890162919 -0.3165735483 -4.1202022178 0 0 0
28 3 -3.723771022 -2.320801138 -7.085112163 0 0 0
108 3 -3.5354664905 -1.6948740116 -3.7539227826 0 0 0
47 2 -3.8214346511 -0.0970386386 -5.3637408708 0 0 0
222 4 -8.9298917251 3.4798458678 -0.1551634789 0 0 0
128 3 -3.7043643219 1.7749718181 -3.3775377495 0 0 0
29 1 -2.2369995585 -1.7698632828 -5.1425761674 0 0 0
49 5 -1.8260291568 1.901003646 -5.4456774567 0 0 0
50 5 -1.6472535482 0.0066261888 -6.8393263186 0 0 0
130 4 -1.8729505888 0.2399929762 -3.9373303754 0 0 0
143 2 -7.3764140929 3.7269013865 -1.7883166424 0 0 0
129 1 -1.7802034966 1.5631403318 -1.8132094613 0 0 0
63 2 -7.3022884454 3.5142614228 -5.2190287207 0 0 0
292 3 -2.0435817591 -7.2191573586 -7.0014440621 0 1 1
142 4 -8.93377492 3.6699637396 -3.8950553042 0 0 0
144 3 -7.2027877177 5.5257896874 -3.8707762939 0 0 0
65 1 -5.2821523998 5.3967521642 -5.580002198 0 0 0
123 2 -7.0333269919 -0.1655709267 -1.7620388976 0 0 0
146 4 -5.1411522959 3.7205815775 -3.6984466893 0 0 0
67 2 -3.5561647279 3.8111502511 -5.2315167163 0 0 0
121 1 -8.9609595733 2.2395644775 -2.103782188 0 0 0
148 5 -3.8627372009 5.3590120886 -3.6520159466 0 0 0
69 5 -1.7788470856 5.2423040364 -5.3940856312 0 0 0
101 1 -8.688558598 -1.9224497429 -1.5657869211 0 0 0
150 4 -1.6713646284 3.9903029902 -3.5215341789 0 0 0
109 1 -1.9287634007 -1.9551997295 -2.093446385 0 0 0
112 5 -0.1197273135 -1.5517332903 -3.6041947348 0 0 0
103 2 -7.44529117 -3.8086999995 -1.5692099801 0 0 0
85 5 -5.4834678028 -5.5600473021 -1.4584491125 0 0 0
87 2 -3.7013360602 7.2855173315 -1.3855013362 0 -1 0
107 2 -3.5811991794 -3.465311907 -1.6789395681 0 0 0
89 1 -1.6780869595 -5.8129909847 -1.8180572978 0 0 0
166 4 -5.56641129 7.2324787702 -0.1610826492 0 -1 0
188 3 -3.8533678276 -1.8437703482 -0.1035276175 0 0 0
92 3 -5.5605234836 7.0733334507 -3.5069762332 0 0 0
