# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 3600
  1 0.025 180 962.436
  2 0.075 180 983.086
  3 0.125 180 972.953
  4 0.175 180 969.574
  5 0.225 180 960.654
  6 0.275 180 962.205
  7 0.325 180 1011.71
  8 0.375 180 1009.03
  9 0.425 180 1035.86
  10 0.475 180 1023.77
  11 0.525 180 1024.6
  12 0.575 180 973.333
  13 0.625 180 1037.9
  14 0.675 180 986.843
  15 0.725 180 1052.05
  16 0.775 180 999.238
  17 0.825 180 992.813
  18 0.875 180 1031.66
  19 0.925 180 975.468
  20 0.975 180 966.522
2100 20 3600
  1 0.025 180 946.74
  2 0.075 180 1021.91
  3 0.125 180 1011.92
  4 0.175 180 976.625
  5 0.225 180 1063.13
  6 0.275 180 1049.45
  7 0.325 180 1032.59
  8 0.375 180 1020.32
  9 0.425 180 990.591
  10 0.475 180 1022.76
  11 0.525 180 988.391
  12 0.575 180 1008.81
  13 0.625 180 1045.78
  14 0.675 180 974.364
  15 0.725 180 956.561
  16 0.775 180 1003.3
  17 0.825 180 1005.39
  18 0.875 180 958.405
  19 0.925 180 982.216
  20 0.975 180 957.793
3150 20 3600
  1 0.025 180 974.507
  2 0.075 180 1005.97
  3 0.125 180 975.794
  4 0.175 180 980.026
  5 0.225 180 1029.73
  6 0.275 180 1031.82
  7 0.325 180 993.444
  8 0.375 180 1022.95
  9 0.425 180 991.778
  10 0.475 180 1043.97
  11 0.525 180 1003.21
  12 0.575 180 1009.09
  13 0.625 180 1004.6
  14 0.675 180 985.822
  15 0.725 180 1003.19
  16 0.775 180 1016.56
  17 0.825 180 982.193
  18 0.875 180 1000.15
  19 0.925 180 1002.2
  20 0.975 180 968.026
4200 20 3600
  1 0.025 180 944.454
  2 0.075 180 982.582
  3 0.125 180 994.926
  4 0.175 180 966.166
  5 0.225 180 1027.78
  6 0.275 180 1015.68
  7 0.325 180 1026.43
  8 0.375 180 1011.9
  9 0.425 180 1028.51
  10 0.475 180 1007.56
  11 0.525 180 987.248
  12 0.575 180 1012.87
  13 0.625 180 1025.5
  14 0.675 180 998.512
  15 0.725 180 1008.93
  16 0.775 180 1005.96
  17 0.825 180 982.409
  18 0.875 180 995.685
  19 0.925 180 966.983
  20 0.975 180 984.345
5250 20 3600
  1 0.025 180 1000.98
  2 0.075 180 960.416
  3 0.125 180 959.274
  4 0.175 180 947.285
  5 0.225 180 980.073
  6 0.275 180 997.491
  7 0.325 180 994.779
  8 0.375 180 1000.21
  9 0.425 180 1005.4
  10 0.475 180 979.006
  11 0.525 180 1036.08
  12 0.575 180 1037.59
  13 0.625 180 1037.75
  14 0.675 180 1008.61
  15 0.725 180 976.881
  16 0.775 180 1020.71
  17 0.825 180 985.142
  18 0.875 180 978.173
  19 0.925 180 1009.68
  20 0.975 180 1054.58
6300 20 3600
  1 0.025 180 959.231
  2 0.075 180 940.239
  3 0.125 180 1007.21
  4 0.175 180 1032.83
  5 0.225 180 1074.84
  6 0.275 180 1010.01
  7 0.325 180 1021.55
  8 0.375 180 1037.3
  9 0.425 180 1036.77
  10 0.475 180 1024.19
  11 0.525 180 1017.56
  12 0.575 180 1020.45
  13 0.625 180 1051.43
  14 0.675 180 1007.88
  15 0.725 180 994.267
  16 0.775 180 1007.61
  17 0.825 180 1001.82
  18 0.875 180 974.688
  19 0.925 180 972.15
  20 0.975 180 967.261
7350 20 3600
  1 0.025 180 956.715
  2 0.075 180 946.728
  3 0.125 180 967.264
  4 0.175 180 1004.01
  5 0.225 180 997.795
  6 0.275 180 982.279
  7 0.325 180 990.769
  8 0.375 180 1005.61
  9 0.425 180 1069.57
  10 0.475 180 1051.18
  11 0.525 180 1032.93
  12 0.575 180 1036.51
  13 0.625 180 1007.65
  14 0.675 180 1018.79
  15 0.725 180 994.953
  16 0.775 180 1002.62
  17 0.825 180 1013.03
  18 0.875 180 992.955
  19 0.925 180 942.257
  20 0.975 180 962.765
8400 20 3600
  1 0.025 180 962.429
  2 0.075 180 990.64
  3 0.125 180 974.326
  4 0.175 180 944.437
  5 0.225 180 1025.26
  6 0.275 180 1027.46
  7 0.325 180 982.63
  8 0.375 180 998.598
  9 0.425 180 1005.02
  10 0.475 180 993.993
  11 0.525 180 1063.69
  12 0.575 180 1090.56
  13 0.625 180 1063.83
  14 0.675 180 1077.17
  15 0.725 180 1052.2
  16 0.775 180 936.191
  17 0.825 180 984.878
  18 0.875 180 958.556
  19 0.925 180 968.145
  20 0.975 180 952.582
9450 20 3600
  1 0.025 180 964.312
  2 0.075 180 959.72
  3 0.125 180 988.942
  4 0.175 180 985.146
  5 0.225 180 1003.6
  6 0.275 180 1003.19
  7 0.325 180 1007.86
  8 0.375 180 1022.93
  9 0.425 180 1013.35
  10 0.475 180 1012.18
  11 0.525 180 1083.6
  12 0.575 180 1061.75
  13 0.625 180 1030.85
  14 0.675 180 1010.05
  15 0.725 180 992.867
  16 0.775 180 982.12
  17 0.825 180 984.789
  18 0.875 180 950.049
  19 0.925 180 956.341
  20 0.975 180 980.708
10500 20 3600
  1 0.025 180 948.976
  2 0.075 180 1001.66
  3 0.125 180 975.755
  4 0.175 180 1014.56
  5 0.225 180 979.668
  6 0.275 180 983.566
  7 0.325 180 988.203
  8 0.375 180 1000.86
  9 0.425 180 999.021
  10 0.475 180 1049.17
  11 0.525 180 1032
  12 0.575 180 1027.66
  13 0.625 180 1036.54
  14 0.675 180 999.588
  15 0.725 180 1025.49
  16 0.775 180 1010.67
