ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
18000
ITEM: BOX BOUNDS xy xz yz pp pp pp
-3.6109981724491291e-01 2.6086099817244879e+01 0.0000000000000000e+00
-3.8095033723409877e-01 2.6105950337233448e+01 0.0000000000000000e+00
-4.4047353133464355e+00 3.1310473531333969e+02 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
1 1 0.979091 1.18791 -0.537696 -8.21011 0.200293 1.67158 -0.495052 
2 1 0.955534 0.971703 5.23505 -8.05254 -0.688363 0.131877 -1.12001 
61 1 0.945662 6.52545 -0.309494 -7.62019 0.187869 -1.41666 1.92249 
62 1 0.704546 6.68814 5.19833 -7.6497 0.44528 -3.06149 -0.365259 
121 1 1.14511 11.5882 -0.15595 -7.68437 -0.932436 1.19806 -0.181338 
122 1 1.05075 11.745 5.11891 -7.91573 -1.36404 -0.44493 -0.652911 
181 1 1.46501 16.8749 -0.148797 -7.93402 -2.6743 0.331131 -0.92541 
182 1 1.06409 17.0708 5.09891 -7.79695 0.460318 -0.412828 -0.608293 
241 1 1.53636 22.4497 -0.632237 -8.06651 -1.56367 -1.02572 2.31284 
242 1 1.16704 22.165 5.34707 -7.88648 -0.524376 -1.17297 -0.2799 
301 1 6.5196 0.534698 -0.0806374 -7.96869 -0.211662 1.24578 -1.04211 
302 1 6.10744 1.04285 4.91672 -7.60772 -1.77848 -0.219197 1.31047 
361 1 6.01754 6.07408 -0.432579 -8.78386 1.04964 -0.624007 0.593626 
362 1 6.31131 6.14218 4.80637 -8.11875 2.09303 3.32726 -1.5652 
421 1 6.61954 11.7068 -0.723828 -6.50997 -1.30578 0.292951 2.06778 
422 1 6.01432 11.8978 4.98895 -7.46982 1.43463 -2.29954 -1.7089 
481 1 6.72753 16.5946 -0.099839 -6.64514 0.181981 -1.4002 -3.88496 
482 1 6.45925 16.9822 4.62741 -8.12309 -0.290425 0.288365 1.20137 
541 1 6.77705 22.1336 -0.752772 -7.71903 -2.01672 -0.538808 0.232705 
542 1 6.19974 22.2132 4.74179 -7.09383 2.20022 -0.632748 0.341333 
601 1 11.7141 0.856307 -0.499834 -8.36135 -0.918797 -0.84676 0.138849 
602 1 11.5369 1.16063 4.96925 -7.16374 -1.43995 -1.89767 -1.00401 
661 1 11.7526 5.90121 -0.189818 -8.01594 -0.800866 1.79778 -1.80462 
662 1 11.2479 6.36307 4.99317 -7.62573 1.12 1.20903 1.84735 
721 1 11.5658 11.6738 -0.715906 -6.46261 4.32782 -0.32544 0.792367 
722 1 11.4094 12.0322 4.7373 -8.38626 0.586105 -0.0122865 1.59957 
781 1 12.0643 16.93 -0.648195 -7.87393 -0.0983476 -0.240282 0.830946 
782 1 11.7549 17.3182 4.62709 -7.26547 -0.741434 -2.86135 -0.301125 
841 1 11.5361 22.009 -0.296088 -8.40426 3.50868 2.09823 0.366143 
842 1 11.5627 22.2965 5.08321 -8.04399 0.215035 -0.93796 -1.65867 
901 1 16.8643 0.742746 -0.350293 -7.82825 2.03578 2.98268 -2.02388 
902 1 16.5644 1.04942 4.67061 -7.47787 2.35561 0.030711 1.1358 
