ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
18000
ITEM: BOX BOUNDS xy xz yz pp pp pp
-2.2457219170852127e-01 2.5949572191707958e+01 0.0000000000000000e+00
-2.6225769098759422e-01 2.5987257690987583e+01 0.0000000000000000e+00
-2.5966113899397101e+00 3.1129661138993322e+02 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
1 1 0.942809 1.0362 1.01089 -8.00948 -0.413417 -0.0116502 1.50572 
2 1 1.05424 1.20382 6.61995 -8.17621 0.0578273 -0.37306 -0.7315 
61 1 0.859776 6.31813 1.37438 -8.46156 0.341006 0.592158 -1.36016 
62 1 1.00885 6.47064 6.58393 -8.29786 -1.22602 0.376538 0.483265 
121 1 0.917028 11.8551 0.975732 -7.84683 0.58031 -0.332825 0.338344 
122 1 1.1378 11.6064 6.21487 -7.28192 0.8174 0.228399 -0.572916 
181 1 0.828856 16.9142 1.1874 -7.27601 -0.786365 0.497728 -0.0633178 
182 1 1.20589 16.9635 6.5567 -7.16974 -1.15837 -0.78577 -1.27927 
241 1 0.816312 22.0368 1.25819 -7.44737 0.168969 0.0908507 -0.534587 
242 1 1.02155 22.151 6.18599 -6.9109 -1.31186 -0.37418 1.64765 
301 1 6.06174 1.19344 1.13555 -7.85646 0.160072 -0.48192 0.124916 
302 1 6.33085 1.35375 6.44783 -7.42058 -0.994262 -0.839163 -0.69123 
361 1 6.01909 6.3122 1.22572 -7.83072 0.560474 -0.452277 0.356756 
362 1 6.26533 6.55134 6.35089 -7.60452 0.0485333 -0.0530194 0.695947 
421 1 6.15525 11.7736 1.26848 -7.7947 -0.544383 -0.335203 0.330607 
422 1 6.26802 11.7366 6.34399 -8.0423 -1.17591 1.47201 2.5316 
481 1 5.88848 16.8914 1.13653 -8.26254 0.973043 -0.834057 0.480505 
482 1 6.01665 16.8232 6.53808 -7.04166 0.871968 0.039787 -1.06323 
541 1 5.98326 22.1284 1.29618 -7.61484 0.0363082 -0.239271 -1.34791 
542 1 6.19229 22.1734 6.45781 -8.35085 0.324747 0.708507 0.619117 
601 1 11.2415 1.31114 1.27963 -7.05789 0.507137 0.230619 0.271022 
602 1 11.583 1.12794 6.46594 -7.62727 -0.433907 0.0504791 0.905906 
661 1 11.3693 6.51116 0.942929 -7.26871 -0.715366 0.390492 0.439217 
662 1 11.4038 6.53828 6.35657 -7.90348 1.08616 0.247637 0.151853 
721 1 11.4048 11.8306 1.30152 -7.34743 -0.578366 0.295712 -0.0629015 
722 1 11.581 11.9852 6.42909 -7.31637 -0.850396 -0.0401421 0.238138 
781 1 11.3359 17.1866 1.36608 -8.29617 -0.649007 -0.906892 -0.945612 
782 1 11.3594 16.9862 6.58736 -7.58919 -1.48318 0.0596618 -0.300892 
841 1 11.2049 22.3589 1.11245 -7.96461 0.841676 -0.901687 1.28997 
842 1 11.4994 22.192 6.40947 -8.14753 -0.278533 -0.551138 0.354945 
901 1 16.5265 1.06392 1.14362 -8.1914 0.260805 -0.249463 1.11805 
902 1 16.8655 1.10378 6.49512 -7.76954 0.0593538 0.951048 -0.348425 
961 1 16.3598 6.29807 1.12711 -8.14176 2.02565 0.0773204 0.0105406 
962 1 16.6643 6.54168 6.37312 -7.67509 0.285145 -0.21412 0.229335 
1021 1 16.7946 11.702 1.37171 -8.0551 0.19795 -0.988051 0.0765543 
1022 1 16.8514 11.7766 6.594 -7.8908 -1.09736 0.025773 0.419625 
1081 1 16.7274 16.8052 1.40377 -7.73453 -0.389413 -1.01376 -0.401005 
1082 1 16.5728 16.9957 6.54056 -7.93781 0.884069 -0.428281 -0.710409 
1141 1 16.549 21.9852 1.28374 -7.8929 -0.041496 -0.45934 -0.260213 
1142 1 16.7301 22.1082 6.50445 -7.76998 -0.212413 0.346019 1.16575 
1201 1 21.9104 1.20756 1.19229 -7.99454 0.703546 -0.479963 0.765544 
1202 1 22.0525 1.21006 6.37703 -7.96093 0.940455 -0.897272 0.50319 
1261 1 21.765 6.29461 1.50045 -7.89664 -0.519413 0.563879 0.452794 
1262 1 21.8842 6.44028 6.6388 -7.65041 -1.11139 -0.448358 -0.0371795 
1321 1 21.9674 11.5955 1.42312 -7.87086 0.561167 -0.0404809 -0.0910617 
1322 1 22.0723 11.63 6.68521 -7.53337 0.339436 -0.790441 -1.3846 
1381 1 21.9155 16.7669 1.34242 -7.63708 0.335126 0.83999 0.51504 
