#| No.|Asub | b0  | b1  | b2  | b3  | t1  | t2  | t3  |Cmin |Cmax | evalulate_value (min value is recommendation) |
#|iter| x0  | x1  | x2  | x3  | x4  | x5  | x6  | x7  | x8  | x9  | evalulate_value (min value is reccomendation) |
No.1: 0.97, 7.46, 0.01, 3.03, 1.47, 1.85, 3.73, -13.08, 0.86, 1.97, 26546.4360604126
No.2: 0.97, 7.14, 2.05, 8.79, 0.28, 13.41, 8.35, -8.82, 0.37, 1.36, 459764.37064987404
No.3: 1.13, 9.72, 3.14, 6.93, 8.77, 17.90, 1.71, -19.21, 0.43, 2.59, 991446.1633916735
No.4: 0.84, 4.74, 9.58, 5.34, 6.92, 6.32, 13.74, -3.30, 0.14, 2.36, 10038.92388598044
No.5: 1.20, 7.71, 2.81, 7.90, 1.04, 8.96, 18.18, -14.12, 0.65, 1.24, 178190.05300308813
No.6: 0.81, 7.08, 2.12, 2.66, 4.92, 1.07, 11.49, -17.06, 1.22, 2.26, 8644.584100921164
No.7: 0.85, 4.67, 6.95, 4.15, 0.50, 10.72, 13.28, -9.70, 1.90, 2.06, 75050.77575031872
No.8: 1.17, 2.16, 1.40, 8.08, 3.98, 3.31, 18.56, -13.04, 1.53, 2.31, 372210002.1754694
No.9: 1.16, 6.58, 7.51, 3.49, 2.70, 17.92, 8.57, -0.70, 1.37, 2.12, 510285670.78229207
No.10: 0.85, 9.55, 4.50, 5.79, 4.09, 4.75, 18.07, -8.52, 0.11, 2.12, 193779099.98891565
No.11: 0.94, 5.70, 8.86, 3.58, 9.09, 12.47, 0.32, -1.41, 1.42, 2.80, 11892784.629410418
No.12: 0.87, 2.15, 9.33, 6.97, 0.67, 15.11, 15.08, -1.53, 1.46, 2.80, 6.510330180505915
No.13: 0.81, 1.14, 0.29, 2.47, 8.61, 10.78, 11.06, -3.15, 0.34, 1.51, 0.8579799086923153
No.14: 1.04, 9.73, 5.62, 0.19, 8.01, 4.66, 16.15, -12.24, 1.75, 2.35, 1299538.990315576
No.15: 1.03, 2.15, 0.60, 1.22, 0.45, 2.15, 4.52, -5.74, 1.17, 2.80, 6278200.123302943
No.16: 0.83, 9.71, 5.69, 2.04, 2.53, 14.88, 3.91, -8.37, 1.95, 2.53, 222794.35335063396
No.17: 0.90, 5.40, 6.20, 8.29, 1.57, 0.38, 1.41, -10.27, 1.26, 2.03, 553.514614187766
No.18: 0.93, 9.90, 5.80, 3.81, 5.51, 14.91, 13.39, -14.70, 0.23, 1.67, 158722.16136002977
No.19: 1.06, 2.82, 7.53, 0.67, 2.61, 16.10, 3.87, -7.21, 1.10, 2.67, 20340632.85366026
No.20: 0.91, 1.51, 7.36, 7.73, 9.08, 18.64, 0.28, -15.31, 1.28, 2.71, 1339.1806586306286
No.21: 1.19, 5.97, 9.16, 6.42, 3.91, 9.72, 12.09, -9.00, 1.86, 2.66, 361.81049861206066
No.22: 0.96, 9.67, 1.74, 1.27, 1.36, 10.12, 0.44, -1.04, 1.68, 2.80, 1109354.537358651
No.23: 0.88, 3.93, 1.31, 8.10, 3.45, 18.81, 11.65, -2.42, 1.71, 2.63, 11645.72015672038
No.24: 0.99, 5.88, 7.99, 2.86, 4.91, 11.99, 0.32, -8.13, 0.93, 2.46, 13616856.906753324
No.25: 0.93, 9.03, 5.78, 1.85, 7.88, 12.25, 1.08, -11.59, 1.40, 2.66, 35846537.97433441
No.26: 0.81, 9.79, 3.77, 9.74, 6.05, 16.58, 11.50, -7.43, 0.65, 2.06, 2236.2805230262256
No.27: 1.11, 8.72, 7.56, 6.99, 8.65, 6.46, 13.42, -10.98, 0.83, 1.74, 923612.3273355527
No.28: 0.97, 3.79, 6.22, 4.31, 9.74, 13.56, 3.98, -11.46, 0.76, 2.44, 14712402.281027058
No.29: 1.16, 9.13, 6.63, 2.71, 2.53, 17.10, 10.56, -3.95, 1.19, 2.32, 35487.870025948185
No.30: 1.01, 7.92, 5.69, 4.66, 3.43, 1.37, 7.56, -18.40, 1.97, 2.80, 334863.1464918641
No.31: 1.13, 8.87, 6.89, 5.70, 1.61, 9.34, 6.91, -15.49, 1.23, 1.57, 35834.83983517064
No.32: 1.17, 9.18, 2.58, 1.11, 1.93, 10.00, 14.58, -15.83, 0.58, 2.54, 941943200.8728617
No.33: 0.97, 6.52, 2.34, 1.02, 5.16, 9.55, 3.06, -7.56, 1.14, 2.18, 20956.442414462832
No.34: 0.86, 7.74, 2.23, 5.20, 7.86, 0.45, 6.49, -2.54, 1.71, 1.97, 71913.72272763656
No.35: 1.15, 9.55, 8.27, 8.55, 0.99, 13.03, 14.08, -7.79, 1.62, 2.80, 174.47068894190832
No.36: 1.11, 7.56, 2.60, 2.58, 6.33, 6.91, 15.94, -11.07, 1.59, 2.79, 9325.948961191987
No.37: 0.93, 2.21, 9.02, 5.42, 9.75, 12.74, 19.88, -9.07, 1.11, 1.25, 9476709.587308051
No.38: 0.95, 1.14, 1.61, 7.46, 0.31, 7.34, 17.25, -6.14, 1.42, 2.80, 14.240028809461732
No.39: 0.98, 6.20, 9.90, 2.04, 2.48, 5.25, 15.01, -10.86, 0.21, 1.92, 306791.3143784878
No.40: 0.89, 8.17, 2.98, 0.28, 5.94, 16.88, 7.63, -5.00, 1.08, 1.98, 23722.85000654302
No.41: 1.19, 8.22, 0.33, 7.10, 4.66, 18.96, 4.43, -14.65, 0.26, 1.78, 208621.72284631565
No.42: 0.85, 6.67, 8.03, 6.97, 7.67, 6.85, 16.92, -11.42, 1.67, 2.13, 42247.573384566225
No.43: 0.86, 1.62, 0.19, 0.67, 4.59, 2.27, 0.56, -4.90, 0.86, 2.35, 1.1337526273187015
No.44: 0.99, 5.00, 4.79, 4.75, 8.04, 8.05, 18.10, -19.25, 1.58, 2.80, 191.86262806633965
No.45: 1.05, 1.00, 5.39, 0.04, 9.52, 18.11, 15.92, -1.69, 0.38, 1.29, 2.36640438544345
No.46: 0.88, 6.57, 9.06, 9.90, 7.12, 14.64, 18.19, -11.98, 0.58, 1.32, 4694580.849806691
No.47: 0.85, 8.30, 1.47, 2.65, 8.20, 6.22, 19.65, -14.66, 1.12, 1.57, 1817782.4531651593
No.48: 1.17, 4.24, 4.34, 5.13, 9.39, 0.62, 14.34, -2.17, 0.16, 1.94, 1518.4318957577477
No.49: 0.94, 8.73, 5.59, 6.91, 4.53, 12.57, 5.81, -19.81, 1.20, 1.57, 28168.630847355627
No.50: 1.01, 9.24, 4.27, 2.48, 3.72, 18.64, 18.74, -3.11, 1.85, 2.80, 597011.0990740313
No.51: 0.81, 0.91, 0.01, 1.27, 9.95, 11.18, 11.42, -2.00, 0.11, 1.38, 0.89599382642142
No.52: 0.81, 0.91, 0.01, 2.53, 9.80, 9.09, 8.47, -2.42, 0.11, 2.22, 0.8072307285593701
No.53: 0.81, 0.91, 0.01, 5.48, 10.01, 10.17, 9.61, -1.21, 0.11, 1.69, 0.2655280350244053
No.54: 0.81, 0.91, 0.01, 5.87, 10.01, 10.58, 10.02, -0.49, 0.11, 1.50, 0.2019337348714564
No.55: 0.81, 0.91, 0.02, 5.44, 9.91, 10.96, 10.46, -0.03, 0.12, 1.35, 0.26531842865857014
No.56: 0.81, 0.97, 0.07, 6.43, 9.78, 10.67, 10.18, -0.77, 0.15, 1.45, 0.14790371276888062
No.57: 0.81, 1.00, 0.11, 6.63, 9.62, 10.86, 10.57, -1.23, 0.19, 1.37, 0.14749269841546456
No.58: 0.81, 1.08, 0.18, 7.34, 9.40, 10.68, 10.14, -0.77, 0.23, 1.44, 0.27039107793566736
No.59: 0.81, 0.91, 0.01, 6.33, 10.01, 11.17, 10.29, -1.20, 0.11, 1.51, 0.15178250620295655
No.60: 0.81, 1.39, 0.01, 6.31, 10.01, 10.61, 10.70, -1.10, 0.11, 1.57, 0.1364541382072316
No.61: 0.86, 0.91, 0.61, 6.30, 10.01, 10.59, 10.80, -1.09, 0.11, 1.74, 0.23633256980728867
No.62: 0.81, 1.70, 0.01, 6.17, 9.58, 10.93, 10.30, -1.14, 0.23, 1.41, 0.11875135907073485
No.63: 0.81, 1.81, 0.01, 6.42, 10.01, 10.73, 10.13, -1.42, 0.45, 1.28, 0.10470488654717038
No.64: 0.81, 2.18, 0.01, 6.48, 10.01, 11.10, 10.48, -1.15, 0.66, 1.15, 0.07990613272152644
No.65: 0.81, 2.69, 0.01, 6.43, 10.01, 11.26, 10.78, -1.46, 0.87, 1.02, 0.03950286851128179
No.66: 0.81, 2.87, 0.01, 6.37, 9.98, 11.28, 10.91, -1.71, 0.93, 1.00, 0.030633507088814082
No.67: 0.81, 3.16, 0.01, 6.30, 9.98, 11.34, 11.09, -2.04, 1.02, 2.80, 0.37237601479218013
No.68: 0.82, 2.55, 0.13, 6.43, 9.95, 11.11, 10.98, -1.46, 0.79, 1.09, 0.059171130495684045
No.69: 0.82, 3.33, 0.07, 6.06, 9.87, 11.26, 11.49, -1.17, 0.85, 1.05, 0.05556768496016337
No.70: 0.81, 2.91, 0.01, 6.32, 9.96, 11.29, 10.93, -1.54, 0.89, 1.00, 0.030477924012591376
No.71: 0.81, 2.85, 0.01, 6.27, 9.91, 11.26, 10.78, -1.65, 0.84, 1.00, 0.032995218838768346
No.72: 0.82, 3.30, 0.04, 6.05, 9.83, 10.46, 10.69, -2.04, 0.92, 1.02, 0.06283106706151811
No.73: 0.81, 2.56, 0.04, 6.49, 9.95, 11.14, 10.98, -1.40, 0.86, 1.06, 0.058248355578553505
No.74: 0.81, 2.97, 0.01, 6.41, 10.01, 11.11, 10.82, -1.59, 0.96, 1.00, 0.029471464858225282
No.75: 0.83, 3.01, 0.06, 6.55, 9.91, 11.29, 10.81, -1.58, 0.88, 1.00, 0.04720402702143081
No.76: 0.82, 2.95, 0.02, 6.30, 9.98, 11.21, 10.91, -1.52, 0.93, 1.04, 0.030994681398036312
No.77: 0.81, 2.80, 0.01, 6.27, 10.01, 11.02, 10.88, -1.66, 1.02, 2.80, 0.3842308862644804
No.78: 0.82, 2.87, 0.04, 6.30, 9.94, 11.29, 10.80, -1.61, 0.92, 1.04, 0.03107474972816393
No.79: 0.81, 3.02, 0.01, 6.34, 10.01, 11.24, 10.81, -1.63, 0.90, 1.00, 0.029517750794310064
No.80: 0.81, 2.89, 0.01, 6.43, 10.01, 11.23, 10.83, -1.58, 0.91, 1.03, 0.03280034765466316
No.81: 0.81, 2.88, 0.03, 6.44, 10.00, 11.21, 10.82, -1.62, 0.92, 1.03, 0.03383201481106324
No.82: 0.81, 3.03, 0.01, 6.36, 9.85, 11.20, 10.87, -1.62, 0.99, 1.00, 0.029491453191680176
No.83: 0.81, 3.10, 0.01, 6.34, 9.91, 11.09, 10.74, -1.47, 0.92, 1.00, 0.03151944660397008
No.84: 0.81, 3.08, 0.14, 6.39, 9.97, 11.10, 10.91, -1.56, 0.93, 1.00, 0.030236479437419826
No.85: 0.82, 2.93, 0.01, 6.37, 10.00, 11.11, 10.82, -1.59, 0.96, 1.02, 0.032297274739542095
No.86: 0.82, 2.89, 0.01, 6.36, 9.95, 11.31, 10.94, -1.70, 0.94, 1.01, 0.03109598795776189
No.87: 0.81, 3.05, 0.01, 6.50, 9.92, 11.02, 10.99, -1.41, 0.98, 1.00, 0.038107121392992736
No.88: 0.81, 3.04, 0.09, 6.33, 10.01, 11.25, 10.80, -1.42, 0.98, 1.00, 0.031148257280538875
No.89: 0.81, 3.04, 0.08, 6.48, 10.01, 10.96, 10.67, -1.44, 0.97, 1.00, 0.030958933165223933
No.90: 0.81, 3.03, 0.07, 6.48, 9.94, 10.98, 10.69, -1.71, 0.97, 1.00, 0.02992366760581667
No.91: 0.81, 3.00, 0.04, 6.43, 9.99, 11.21, 10.83, -1.66, 0.94, 1.01, 0.030390721343305956
No.92: 0.81, 2.98, 0.04, 6.38, 9.99, 11.20, 10.89, -1.67, 0.97, 1.01, 0.029312951535182864
No.93: 0.81, 3.02, 0.01, 6.37, 10.01, 11.29, 10.98, -1.58, 0.98, 1.00, 0.030429185917012058
No.94: 0.81, 3.02, 0.08, 6.36, 9.97, 11.18, 10.90, -1.66, 0.96, 1.01, 0.0288066623207923
No.95: 0.81, 3.05, 0.12, 6.33, 10.01, 11.14, 10.83, -1.59, 0.97, 1.00, 0.029588901220347817
No.96: 0.81, 3.05, 0.05, 6.38, 9.94, 11.11, 10.83, -1.73, 0.96, 1.00, 0.02854378844465345
No.97: 0.82, 3.08, 0.02, 6.41, 9.97, 11.05, 10.89, -1.67, 0.96, 1.01, 0.029652709971260644
No.98: 0.81, 3.07, 0.08, 6.40, 9.91, 11.06, 10.78, -1.68, 0.95, 1.00, 0.028893462547035502
No.99: 0.82, 3.06, 0.06, 6.39, 9.92, 11.09, 10.85, -1.71, 0.96, 1.01, 0.02820361055656202
No.100: 0.82, 3.08, 0.06, 6.38, 9.92, 11.12, 10.85, -1.71, 0.96, 1.01, 0.02806334146270823
No.101: 0.81, 3.09, 0.08, 6.40, 9.90, 11.08, 10.88, -1.75, 0.96, 1.01, 0.02946151826976614
No.102: 0.82, 3.08, 0.06, 6.38, 9.92, 11.11, 10.85, -1.71, 0.96, 1.01, 0.02800895073506021
No.103: 0.82, 3.06, 0.04, 6.39, 9.91, 11.13, 10.88, -1.68, 0.95, 1.01, 0.02871412620467093
No.104: 0.81, 3.09, 0.05, 6.37, 9.93, 11.09, 10.82, -1.69, 0.96, 1.01, 0.02909035771405659
No.105: 0.81, 3.06, 0.07, 6.39, 9.93, 11.12, 10.84, -1.69, 0.96, 1.01, 0.029034583480720147
No.106: 0.82, 3.07, 0.07, 6.37, 9.91, 11.09, 10.83, -1.73, 0.95, 1.01, 0.027262357631139406
No.107: 0.82, 3.06, 0.06, 6.36, 9.91, 11.09, 10.83, -1.75, 0.95, 1.01, 0.026927798164358918
No.108: 0.82, 3.05, 0.07, 6.35, 9.90, 11.11, 10.85, -1.77, 0.95, 1.01, 0.026821677747933488
No.109: 0.81, 3.06, 0.06, 6.35, 9.89, 11.09, 10.83, -1.78, 0.95, 1.02, 0.027632362196191203
