ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
6000
ITEM: BOX BOUNDS xy xz yz pp pp pp
-3.0478556435388526e-01 2.6029785564354071e+01 0.0000000000000000e+00
-3.1824454243430722e-01 2.6043244542433946e+01 0.0000000000000000e+00
-1.1490101566484938e+00 1.0404901015664896e+02 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
1 1 1.09381 0.951443 2.84719 -8.62959 -1.23042 0.114886 0.887364 
2 1 1.10735 0.70247 8.29589 -7.80565 -0.692068 3.72888 -0.3638 
3 1 0.88366 0.624557 13.3101 -7.89115 0.117899 -0.63385 0.249999 
21 1 1.10464 6.22859 3.15331 -7.08786 -0.999954 -2.02462 -0.342525 
22 1 0.72718 6.1609 8.27653 -8.51327 0.256273 -0.106422 1.04347 
23 1 1.24229 5.91392 13.4819 -8.33305 -1.50287 -0.602118 1.55359 
41 1 1.09283 11.2987 2.91341 -7.93011 -1.23941 0.0805783 -0.397757 
42 1 0.815297 11.4706 7.88435 -7.29737 -1.11987 -0.464541 1.0173 
43 1 0.778981 11.1718 13.0236 -7.28977 -3.16421 0.0136275 2.20493 
101 1 6.30041 1.1768 2.6432 -7.92827 -0.93443 -0.591998 1.66096 
102 1 6.30558 0.783942 8.03351 -8.2313 -0.96295 0.179132 0.720406 
103 1 5.95647 0.578289 13.3753 -7.83254 -0.0876302 0.276707 -0.466108 
121 1 6.36412 6.25969 2.84523 -8.24168 -0.298242 1.27016 -0.833128 
122 1 6.24458 6.27574 8.07659 -7.72244 -0.188848 -1.78773 0.495539 
123 1 6.16828 6.02184 13.2436 -7.85099 -0.193341 0.20949 0.436245 
141 1 6.38979 11.5888 2.71454 -7.99831 -1.03937 1.57128 -0.236668 
142 1 5.9033 11.4638 7.68433 -7.16847 -0.920366 0.138759 1.06344 
143 1 6.17099 11.5457 13.0412 -8.11218 -0.761713 1.04855 0.805372 
201 1 11.4182 0.903681 2.5973 -7.65721 1.52506 0.950712 -1.77247 
202 1 11.4881 0.883504 7.54292 -7.52136 1.06268 -1.00669 0.376003 
203 1 11.1513 0.984303 13.3969 -7.86513 0.78582 1.78689 -3.38486 
221 1 11.9647 6.35495 2.53262 -7.63894 -1.54217 0.974407 1.19856 
222 1 11.5543 6.00673 7.75555 -8.47782 -0.593342 0.771728 0.485611 
223 1 11.708 6.21269 13.1929 -7.55297 -1.21111 -0.405374 0.709726 
241 1 11.6271 11.4455 2.73211 -7.92677 -1.82316 1.71842 0.313584 
242 1 11.3698 11.6503 8.08723 -8.71923 -0.825583 -1.61359 1.64382 
243 1 11.4998 11.3441 13.2881 -7.35134 -0.52839 1.05074 1.07996 
501 1 0.952482 3.77743 -0.123263 -8.27216 0.962467 0.314846 1.07003 
502 1 0.713088 3.8798 5.618 -7.34427 1.51901 -0.00733423 -2.42678 
503 1 0.913591 3.69091 10.698 -8.03696 0.738839 -0.552571 -0.261499 
504 1 0.727924 3.77209 16.055 -7.37516 3.42762 1.74481 0.223915 
521 1 1.08553 8.9455 0.0637175 -8.41668 -0.924969 0.765947 1.7048 
522 1 0.998407 9.0942 5.47233 -8.06583 -0.437157 0.466767 0.194583 
523 1 0.658251 8.73848 10.7583 -8.25423 0.88724 0.231554 0.298276 
524 1 0.560513 9.09876 16.1825 -7.77196 0.798254 -0.0193664 -1.57181 
601 1 6.28016 3.54636 0.0622656 -7.75007 0.510439 1.03803 -0.219385 
602 1 6.20347 3.82083 5.31894 -8.00724 0.613355 -0.302296 0.725852 
603 1 6.09406 3.57969 10.8895 -7.46269 0.508761 1.18378 -0.126001 
3624 1 6.09202 6.35393 15.8849 -7.90375 -1.41178 -1.72203 0.454811 
621 1 6.42254 9.09825 0.360479 -8.37576 -1.14854 0.650193 0.0718364 
622 1 6.17773 9.20766 5.56624 -6.9322 2.51151 0.2798 0.594672 
623 1 6.13088 8.92862 10.6968 -6.90613 0.828146 0.0811764 -0.131052 
3644 1 6.03182 11.7891 15.7757 -8.62558 0.246417 -1.1921 0.179173 
701 1 11.66 3.818 0.152143 -8.31586 -1.0766 -1.28181 -0.503809 
702 1 11.5224 3.92563 5.2574 -8.85059 0.48176 -0.338406 1.22503 
703 1 11.3815 3.97746 10.5668 -7.82771 0.300961 0.84188 -0.615757 
704 1 11.3953 3.59826 16.186 -8.64448 -1.53709 -0.114664 -1.42478 
721 1 11.5224 9.04436 0.20827 -7.98396 2.29804 -1.146 1.2825 
722 1 11.489 9.04345 5.38628 -7.14994 1.38887 0.155477 1.28159 
723 1 11.5035 9.1725 10.5883 -7.07201 0.194362 0.928858 -0.931721 
4202 2 10.1909 -0.20145 3.96749 -28.9995 0.291619 0.457985 0.22963 
1001 1 3.30405 1.13291 0.186399 -7.78729 0.96417 -0.302784 0.797533 
1002 1 3.55712 0.704749 5.34641 -8.04787 0.320859 0.671967 1.14608 
1003 1 3.36965 0.808751 10.6041 -8.15079 0.714015 0.322127 0.894657 
1004 1 3.64746 0.821711 15.8351 -8.24641 -0.0256203 -0.534657 0.955776 
1021 1 3.68664 6.411 0.125545 -7.31812 -2.44104 -0.282633 1.54339 
1022 1 3.84335 6.18052 5.50519 -8.24706 -0.386104 0.313208 0.203859 
1023 1 3.40337 6.16206 10.7492 -7.78994 -0.339201 -1.01944 1.19573 
1024 1 3.52668 6.16306 16.0392 -8.80762 -0.746741 -0.958227 -1.94503 
1041 1 3.86608 11.5084 0.255994 -7.80625 -2.50238 -0.644746 0.63467 
