ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
4320
ITEM: BOX BOUNDS xy xz yz pp pp pp
-5.5207302024719240e-02 2.1645607302024374e+01 0.0000000000000000e+00
-6.5243580839331017e-02 2.1655643580839190e+01 0.0000000000000000e+00
-7.6333820682761200e-01 1.0380333820682544e+02 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 0.810811 0.726952 1.59432 -8.43574 0.776201 -0.0735552 0.324529 
222 1 0.808103 0.934973 6.6794 -7.72931 1.69931 -1.40501 0.419042 
438 1 0.886178 0.702794 11.968 -7.87863 -0.0528553 1.48061 -1.0814 
42 1 0.674471 4.35522 1.55883 -7.6921 1.17716 -0.317222 0.302583 
258 1 1.1154 4.48131 6.83466 -7.53736 0.723121 -1.13377 -1.58128 
474 1 0.898291 4.28328 11.8794 -7.60768 -0.813614 -0.639528 -0.0442687 
78 1 0.870709 8.01215 1.39641 -7.75731 1.16307 -0.289415 -0.268074 
294 1 1.12911 7.9391 6.82631 -8.11241 0.087483 1.0331 -1.15889 
510 1 0.957806 8.07346 11.9361 -7.65057 -0.917127 -0.429518 -1.08089 
12 1 4.49542 0.869163 1.63842 -7.96883 -0.802853 -1.43213 0.238003 
228 1 4.69318 0.702759 6.79013 -8.44261 -0.501757 0.240631 1.30963 
444 1 4.63876 0.807584 11.9308 -8.54861 -0.319201 -0.100878 0.93226 
48 1 4.4846 4.31432 1.58131 -7.55553 -0.928615 1.21096 -0.916124 
264 1 4.72802 4.33566 6.59199 -7.96173 -0.218065 0.301881 1.81738 
480 1 4.43828 4.28004 12.0356 -8.25356 0.868944 1.48406 0.186378 
84 1 4.54698 7.82165 1.58288 -8.25413 -1.99576 1.69214 0.302213 
300 1 4.76699 8.09073 6.83247 -7.90621 -0.796486 -0.80742 -0.389839 
516 1 4.26287 8.06227 11.9299 -7.71328 0.456113 -1.21266 -0.0102113 
18 1 7.90343 0.768936 1.45926 -7.72114 -0.0781413 -0.662432 0.594661 
234 1 8.31271 0.726715 6.61662 -7.34947 -0.305813 -0.64064 0.098551 
450 1 8.22157 0.904989 11.8491 -7.7963 0.173125 -1.31123 1.30944 
54 1 8.11639 4.26514 1.56743 -8.5387 0.124929 0.879356 -0.47915 
270 1 8.22468 4.42157 6.70206 -7.77652 0.0737126 0.206528 0.844187 
486 1 8.23891 4.64179 12.1073 -8.27558 0.150966 -0.692007 -1.62891 
90 1 8.0543 7.90381 1.40328 -7.84761 0.105846 0.523997 0.922048 
306 1 8.39496 7.9675 6.65912 -7.87119 -0.662265 -0.106493 0.693378 
