# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 4320
  1 0.025 216 512.903
  2 0.075 215.9 505.489
  3 0.125 216.2 493.933
  4 0.175 216.1 521.776
  5 0.225 216 494.78
  6 0.275 216.1 503.371
  7 0.325 215.9 503.293
  8 0.375 216.1 479.995
  9 0.425 215.7 501.32
  10 0.475 216 499.387
  11 0.525 216.2 546.559
  12 0.575 215.8 529.771
  13 0.625 216 519.087
  14 0.675 216.1 500.261
  15 0.725 215.9 473.839
  16 0.775 216 496.284
  17 0.825 215.8 486.624
  18 0.875 216.3 518.992
  19 0.925 215.8 486.933
  20 0.975 216.1 506.995
2100 20 4320
  1 0.025 215.9 501.658
  2 0.075 216.1 511.931
  3 0.125 216.1 494.646
  4 0.175 216 478.48
  5 0.225 216 508.251
  6 0.275 215.9 486.739
  7 0.325 216 498.615
  8 0.375 216.2 502.003
  9 0.425 216.1 516.404
  10 0.475 215.6 526.034
  11 0.525 216.1 512.468
  12 0.575 216.2 514.753
  13 0.625 215.8 499.92
  14 0.675 216.2 494.136
  15 0.725 216 516.293
  16 0.775 216 497.131
  17 0.825 215.8 489.006
  18 0.875 216.1 504.614
  19 0.925 216.1 490.569
  20 0.975 215.8 475.38
3150 20 4320
  1 0.025 216 483.651
  2 0.075 215.9 504.722
  3 0.125 216.2 508.516
  4 0.175 215.9 502.774
  5 0.225 215.9 476.672
  6 0.275 216 496.326
  7 0.325 216.1 502.339
  8 0.375 216 512.371
  9 0.425 216 515.612
  10 0.475 215.8 534.408
  11 0.525 216.2 519.901
  12 0.575 215.6 498.631
  13 0.625 216.3 516.349
  14 0.675 215.9 506.476
  15 0.725 215.9 498.259
  16 0.775 216.1 511.455
  17 0.825 216 515.052
  18 0.875 216.1 512.781
  19 0.925 216.2 469.273
  20 0.975 215.9 482.635
4200 20 4320
  1 0.025 216.3 473.042
  2 0.075 215.9 479.514
  3 0.125 216.1 463.309
  4 0.175 216 485.909
  5 0.225 215.9 517.96
  6 0.275 216 491.046
  7 0.325 216.1 497.66
  8 0.375 215.9 506.491
  9 0.425 216 504.192
  10 0.475 215.9 543.531
  11 0.525 216 567.198
  12 0.575 216.1 531.712
  13 0.625 215.9 518.027
  14 0.675 216.1 496.791
  15 0.725 216 498.376
  16 0.775 215.8 477.584
  17 0.825 216.1 482.841
  18 0.875 215.9 507.857
  19 0.925 216.2 486.663
  20 0.975 215.8 481.694
5250 20 4320
  1 0.025 216 491.723
  2 0.075 215.9 483.834
  3 0.125 216 478.191
  4 0.175 215.9 496.464
  5 0.225 216 487.338
  6 0.275 216 505.51
  7 0.325 216 497.917
  8 0.375 216.1 482.545
  9 0.425 216 504.846
  10 0.475 216.1 549.242
  11 0.525 216 540.48
  12 0.575 216.1 525.852
  13 0.625 215.8 525.791
  14 0.675 215.9 487.608
  15 0.725 216.1 488.756
  16 0.775 215.9 507.438
  17 0.825 216.1 505.406
  18 0.875 216.1 507.911
  19 0.925 215.9 508.558
  20 0.975 216.1 483.889
6300 20 4320
  1 0.025 216.1 456.274
  2 0.075 215.9 476.924
  3 0.125 216.1 487.087
  4 0.175 216 490.203
  5 0.225 216 485.193
  6 0.275 216 485.494
  7 0.325 216.1 505.997
  8 0.375 216 500.554
  9 0.425 216 503.294
  10 0.475 216 518.042
  11 0.525 216 520.74
  12 0.575 215.9 554.491
  13 0.625 215.9 539.563
  14 0.675 216.1 526.099
  15 0.725 215.9 514.606
  16 0.775 216.2 507.526
  17 0.825 215.7 508.769
  18 0.875 216.1 526.775
  19 0.925 216 497.257
  20 0.975 216 476.126
7350 20 4320
  1 0.025 215.9 479.314
  2 0.075 215.9 493.115
  3 0.125 216.1 477.047
  4 0.175 216 494.913
  5 0.225 216 501.769
  6 0.275 215.9 491.736
  7 0.325 216 519.612
  8 0.375 216.1 491.222
  9 0.425 216.1 494.511
  10 0.475 215.8 501.558
  11 0.525 216.1 522.283
  12 0.575 216 521.645
  13 0.625 216 502.22
  14 0.675 216.1 530.837
  15 0.725 216.2 496.814
  16 0.775 215.9 504.791
  17 0.825 215.8 492.827
  18 0.875 216.2 508.104
  19 0.925 215.8 517.151
  20 0.975 216.1 496.948
8400 20 4320
  1 0.025 215.8 476.467
  2 0.075 216.1 505.797
  3 0.125 216.1 496.947
  4 0.175 215.8 506.821
  5 0.225 216.3 492.402
  6 0.275 215.8 507.94
  7 0.325 216 515.368
  8 0.375 216 506.756
  9 0.425 216.2 509.244
  10 0.475 216 500.261
  11 0.525 215.8 509.314
  12 0.575 216.1 517.425
  13 0.625 215.9 520.072
  14 0.675 216 501.145
  15 0.725 216 485.224
  16 0.775 216 504.399
  17 0.825 216.1 505.254
  18 0.875 216 466.968
  19 0.925 215.9 474.216
  20 0.975 216.1 484.823
9450 20 4320
  1 0.025 216 466.544
  2 0.075 216 482.937
  3 0.125 216.1 502.438
  4 0.175 215.9 491.893
  5 0.225 216 531.41
  6 0.275 216 506.722
  7 0.325 216 506.508
  8 0.375 216 526.513
  9 0.425 216 509.32
  10 0.475 216 511.473
  11 0.525 216 520.351
  12 0.575 216 505.138
  13 0.625 216.1 492.756
  14 0.675 216 512.261
  15 0.725 215.9 499.569
  16 0.775 216 493.132
  17 0.825 216.3 485.806
  18 0.875 215.6 499.903
  19 0.925 216.3 481.521
  20 0.975 215.8 477.033
10500 20 4320
  1 0.025 215.8 493.101
  2 0.075 216.1 462.876
  3 0.125 216 482.014
  4 0.175 215.8 504.001
  5 0.225 215.9 513.875
  6 0.275 215.9 490.915
  7 0.325 216.4 522.512
  8 0.375 216 523.055
  9 0.425 215.8 520.974
  10 0.475 216.2 537.249
  11 0.525 216 538.71
  12 0.575 216 514.049
  13 0.625 216 518.124
  14 0.675 216.1 501.208
  15 0.725 216 515.323
  16 0.775 215.8 500.555
  17 0.825 216 470.623
  18 0.875 216.2 481.497
  19 0.925 216 505.734
  20 0.975 216 496.58
11550 20 4320
  1 0.025 216.1 475.724
  2 0.075 216.1 505.323
  3 0.125 216.1 505.75
  4 0.175 215.9 519.408
  5 0.225 215.9 526.678
  6 0.275 216.1 517.423
  7 0.325 215.9 506.504
  8 0.375 216 509.935
  9 0.425 215.9 515.791
  10 0.475 216.2 482.54
  11 0.525 215.8 496.098
  12 0.575 216.1 496.957
  13 0.625 216 481.028
  14 0.675 216 510.803
  15 0.725 215.9 507.481
  16 0.775 215.9 503.733
  17 0.825 216 510.118
  18 0.875 216.2 476.476
  19 0.925 215.9 489.266
  20 0.975 216 486.252
12600 20 4320
  1 0.025 215.9 477.402
  2 0.075 216.1 494.138
  3 0.125 216 494.839
  4 0.175 216 504.207
  5 0.225 216 496.812
  6 0.275 216.1 508.611
  7 0.325 215.9 525.429
  8 0.375 215.9 529.838
  9 0.425 216.2 503.506
  10 0.475 215.8 521.122
  11 0.525 216.2 503.542
  12 0.575 215.8 489.521
  13 0.625 216.3 506.905
  14 0.675 215.8 493.78
  15 0.725 216.1 523.368
  16 0.775 215.9 511.611
  17 0.825 215.9 478.807
  18 0.875 216.4 490.4
  19 0.925 215.7 488.575
  20 0.975 216 499.963
13650 20 4320
  1 0.025 216.1 511.676
  2 0.075 216 515.426
  3 0.125 215.8 499.2
  4 0.175 216.1 478.215
  5 0.225 215.8 507.232
  6 0.275 216.2 479.913
  7 0.325 216 508.383
  8 0.375 215.9 523.433
  9 0.425 216.1 516.484
  10 0.475 215.8 533.758
  11 0.525 216.1 498.115
  12 0.575 216 486.485
  13 0.625 216 515.268
  14 0.675 216 526.137
  15 0.725 215.9 530.486
  16 0.775 216 506.192
  17 0.825 216.1 489.484
  18 0.875 216.1 492.017
  19 0.925 215.7 492.492
  20 0.975 216.3 487.344
14700 20 4320
  1 0.025 215.9 479.298
  2 0.075 216.1 505.618
  3 0.125 216 488.529
  4 0.175 215.9 495.959
  5 0.225 216 482.849
  6 0.275 216.2 507.008
  7 0.325 215.9 480.425
  8 0.375 216 496.615
  9 0.425 216.3 526.339
  10 0.475 215.6 534.962
  11 0.525 216.5 513.815
  12 0.575 215.6 494.687
  13 0.625 215.9 483.552
  14 0.675 216.2 509.049
  15 0.725 215.9 512.751
  16 0.775 216 509.886
  17 0.825 215.8 525.368
  18 0.875 216.2 487.575
  19 0.925 215.9 504.837
  20 0.975 216.1 484.718
15750 20 4320
  1 0.025 216 467.28
  2 0.075 216 486.525
  3 0.125 215.8 512.038
