# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 4320
  1 0.025 216 1451.08
  2 0.075 216.1 1545.7
  3 0.125 215.4 1503.74
  4 0.175 216.4 1536.25
  5 0.225 216 1525.49
  6 0.275 215.4 1566.2
  7 0.325 216.4 1462.09
  8 0.375 215.9 1451.1
  9 0.425 216.3 1454.77
  10 0.475 216 1464.15
  11 0.525 215.6 1494.26
  12 0.575 216.9 1560.17
  13 0.625 215.3 1513
  14 0.675 215.8 1493.79
  15 0.725 216.4 1511.09
  16 0.775 216 1397.23
  17 0.825 215.9 1427.7
  18 0.875 216.3 1435.75
  19 0.925 215.6 1412.42
  20 0.975 216.3 1470.89
2100 20 4320
  1 0.025 216 1401.18
  2 0.075 216.2 1428.37
  3 0.125 215.8 1510.14
  4 0.175 216 1550.46
  5 0.225 215.9 1529.67
  6 0.275 216.1 1525.86
  7 0.325 215.8 1530.17
  8 0.375 215.9 1494.62
  9 0.425 215.9 1518.18
  10 0.475 215.9 1529.96
  11 0.525 216.1 1544.59
  12 0.575 213.6 1565.66
  13 0.625 217.9 1561.1
  14 0.675 216.1 1501.42
  15 0.725 216.3 1438.27
  16 0.775 216.1 1447.04
  17 0.825 216 1391.37
  18 0.875 216.3 1439.47
  19 0.925 215.8 1404.66
  20 0.975 216.3 1375.37
3150 20 4320
  1 0.025 216 1302.8
  2 0.075 216 1404.73
  3 0.125 215.8 1445.71
  4 0.175 216.2 1508.48
  5 0.225 215.7 1605.21
  6 0.275 216.3 1518.77
  7 0.325 215.9 1525.8
  8 0.375 215.8 1548.31
  9 0.425 216.4 1545.53
  10 0.475 216 1600.55
  11 0.525 216.1 1563.25
  12 0.575 216.5 1492.06
  13 0.625 215.4 1472.67
  14 0.675 215.9 1532.09
  15 0.725 216.1 1491.29
  16 0.775 216 1498.65
  17 0.825 215.9 1427.69
  18 0.875 216 1382.23
  19 0.925 216.1 1350.61
  20 0.975 215.9 1365.61
4200 20 4320
  1 0.025 215.7 1331.1
  2 0.075 216 1428.13
  3 0.125 216.2 1399.55
  4 0.175 215.8 1471.21
  5 0.225 216 1485.51
  6 0.275 216 1455.34
  7 0.325 215.7 1562.62
  8 0.375 216.1 1544.1
  9 0.425 216.3 1567.32
  10 0.475 215.9 1534.11
  11 0.525 216.1 1567.3
  12 0.575 216 1494.47
  13 0.625 215.8 1536.97
  14 0.675 215.9 1614.84
  15 0.725 216.2 1557.99
  16 0.775 216 1426.5
  17 0.825 216 1399.81
  18 0.875 216.1 1419.55
  19 0.925 216.1 1413.69
  20 0.975 216.1 1332.45
5250 20 4320
  1 0.025 216 1324.67
  2 0.075 216 1428.13
  3 0.125 216.1 1370.4
  4 0.175 215.8 1394.54
  5 0.225 216.2 1431.04
  6 0.275 215.8 1543.5
  7 0.325 216 1572.29
  8 0.375 216 1515.83
  9 0.425 216.2 1524.79
