# Time-averaged data for fix f2
# TimeStep c_Comsd[1] c_Comsd[2] c_Comsd[3] c_Comsd[4]
43545 0.0146939 0.0155859 0.00937739 0.0396572
43550 0.0144001 0.0154466 0.0092734 0.03912
43555 0.0140007 0.0152636 0.00924043 0.0385048
43560 0.0135181 0.015043 0.00927541 0.0378365
43565 0.0129829 0.0147821 0.00936422 0.0371293
43570 0.0124338 0.0144707 0.00948377 0.0363882
43575 0.0119129 0.0140958 0.00960994 0.0356186
43580 0.0114647 0.0136471 0.00971973 0.0348315
43585 0.0111329 0.0131249 0.00979697 0.0340548
43590 0.0109529 0.0125418 0.00983729 0.033332
43595 0.0109459 0.0119215 0.00984688 0.0327142
43600 0.0111141 0.0112976 0.00984054 0.0322522
43605 0.0114407 0.0107108 0.00983784 0.0319893
43610 0.0118917 0.0102059 0.00985946 0.031957
43615 0.0124191 0.00982749 0.00992349 0.0321701
43620 0.01297 0.00961277 0.0100398 0.0326226
43625 0.0134925 0.0095856 0.01021 0.0332882
43630 0.0139454 0.00975092 0.0104272 0.0341235
43635 0.0143017 0.0100957 0.0106758 0.0350731
43640 0.0145488 0.0105895 0.0109358 0.0360741
43645 0.0146892 0.0111857 0.0111851 0.0370601
43650 0.0147368 0.0118271 0.0114034 0.0379673
43655 0.0147152 0.0124525 0.0115765 0.0387442
43660 0.0146516 0.0130058 0.0116991 0.0393565
43665 0.0145685 0.0134434 0.0117738 0.0397857
43670 0.0144745 0.0137384 0.0118103 0.0400232
43675 0.0143673 0.0138796 0.0118255 0.0400724
43680 0.0142371 0.0138646 0.011839 0.0399407
43685 0.01407 0.0136994 0.0118677 0.0396371
43690 0.0138511 0.0133986 0.0119273 0.039177
43695 0.0135679 0.0129874 0.0120281 0.0385834
43700 0.0132144 0.0124987 0.0121746 0.0378877
43705 0.012789 0.0119718 0.0123652 0.037126
43710 0.0122937 0.0114504 0.0125903 0.0363344
43715 0.0117319 0.0109764 0.0128338 0.035542
43720 0.0111098 0.0105881 0.0130726 0.0347705
43725 0.0104384 0.0103153 0.013279 0.0340326
43730 0.00973582 0.0101769 0.0134305 0.0333432
43735 0.00902685 0.0101799 0.0135133 0.03272
43740 0.00833963 0.0103161 0.013519 0.0321747
43745 0.0077042 0.0105638 0.0134472 0.0317152
43750 0.00714842 0.0108906 0.0133045 0.0313435
43755 0.00669563 0.0112602 0.013102 0.0310578
43760 0.00636409 0.0116383 0.0128511 0.0308535
43765 0.00616545 0.0119925 0.012563 0.030721
43770 0.00610391 0.0122992 0.0122455 0.0306486
43775 0.0061754 0.0125421 0.0119047 0.0306222
43780 0.00636522 0.0127109 0.011549 0.030625
43785 0.00664741 0.0128033 0.0111864 0.0306371
43790 0.00698964 0.0128201 0.0108269 0.0306367
43795 0.00736017 0.0127622 0.0104853 0.0306076
43800 0.00773407 0.0126342 0.0101823 0.0305506
43805 0.00809782 0.012445 0.00994438 0.0304872
43810 0.00844827 0.0122085 0.00979803 0.0304548
43815 0.00878696 0.0119421 0.00976602 0.0304951
43820 0.00911558 0.0116617 0.00986345 0.0306408
43825 0.00943489 0.0113763 0.0100961 0.0309072
43830 0.00974648 0.0110909 0.0104526 0.03129
43835 0.010053 0.0108074 0.0109042 0.0317646
43840 0.0103584 0.010525 0.0114096 0.0322931
43845 0.0106672 0.0102433 0.0119205 0.032831
43850 0.010984 0.00996172 0.0123893 0.033335
43855 0.011313 0.00967942 0.0127759 0.0337683
43860 0.0116588 0.00939766 0.0130512 0.0341076
43865 0.0120248 0.00911954 0.0132009 0.0343453
43870 0.0124118 0.00885002 0.0132279 0.0344897
43875 0.0128182 0.0085978 0.0131449 0.0345609
43880 0.0132376 0.00837452 0.0129737 0.0345858
43885 0.0136586 0.00819391 0.0127415 0.034594
43890 0.014069 0.00807136 0.0124739 0.0346142
43895 0.014457 0.00802304 0.012191 0.034671
43900 0.0148131 0.00806449 0.0119057 0.0347833
43905 0.0151293 0.00820845 0.0116255 0.0349633
43910 0.0153967 0.00846288 0.0113553 0.0352148
43915 0.0156031 0.00882573 0.011098 0.0355268
43920 0.0157365 0.00928427 0.0108594 0.0358803
43925 0.0157855 0.00981618 0.0106466 0.0362482
43930 0.0157448 0.01039 0.0104661 0.0366008
43935 0.0156169 0.0109673 0.0103226 0.0369068
43940 0.0154088 0.0115087 0.0102197 0.0371372
43945 0.0151331 0.0119786 0.0101593 0.037271
43950 0.0148073 0.0123492 0.0101395 0.037296
43955 0.0144507 0.0126046 0.0101533 0.0372086
43960 0.0140813 0.0127421 0.0101889 0.0370122
43965 0.013712 0.0127715 0.0102283 0.0367117
43970 0.0133489 0.0127147 0.0102517 0.0363152
43975 0.0129937 0.0125974 0.0102407 0.0358319
43980 0.0126456 0.0124499 0.0101833 0.0352789
43985 0.0123037 0.0123031 0.0100749 0.0346817
43990 0.0119708 0.0121819 0.00991976 0.0340724
43995 0.0116536 0.0121008 0.0097256 0.03348
44000 0.011359 0.0120677 0.00950587 0.0329325
