# Lammps sturcture data file
# ntot =           32
          32   atoms
           8 atom types

          0.00000000         11.46400000   xlo xhi
          0.00000000          6.45600000   ylo yhi
          0.00000000        110.00000000   zlo zhi

Atoms

           1           1          0.30000001          0.30000001         55.30000001
           2           2          1.73300001          1.10700001         56.21100001
           3           3          3.16600001          0.30000001         55.30000001
           4           4          4.59900001          1.10700001         56.21100001
           5           5          0.30000001          1.91400001         55.30000001
           6           6          1.73300001          2.72100001         56.21100001
           7           7          3.16600001          1.91400001         55.30000001
           8           8          4.59900001          2.72100001         56.21100001
           9           1          0.30000001          3.52800001         55.30000001
          10           2          1.73300001          4.33500001         56.21100001
          11           3          3.16600001          3.52800001         55.30000001
          12           4          4.59900001          4.33500001         56.21100001
          13           5          0.30000001          5.14200001         55.30000001
          14           6          1.73300001          5.94900001         56.21100001
          15           7          3.16600001          5.14200001         55.30000001
          16           8          4.59900001          5.94900001         56.21100001
          17           1          6.03200001          0.30000001         55.30000001
          18           2          7.46500001          1.10700001         56.21100001
          19           3          8.89800001          0.30000001         55.30000001
          20           4         10.33100001          1.10700001         56.21100001
          21           5          6.03200001          1.91400001         55.30000001
          22           6          7.46500001          2.72100001         56.21100001
          23           7          8.89800001          1.91400001         55.30000001
          24           8         10.33100001          2.72100001         56.21100001
          25           1          6.03200001          3.52800001         55.30000001
          26           2          7.46500001          4.33500001         56.21100001
          27           3          8.89800001          3.52800001         55.30000001
          28           4         10.33100001          4.33500001         56.21100001
          29           5          6.03200001          5.14200001         55.30000001
          30           6          7.46500001          5.94900001         56.21100001
          31           7          8.89800001          5.14200001         55.30000001
          32           8         10.33100001          5.94900001         56.21100001
