# LAMMPS data file written by OVITO Basic 3.5.4
81648 atoms
4 atom types
-61.5260057301 97.5260057301 xlo xhi
-30.0291739989 51.0291739989 ylo yhi
-38.648102127 65.6481021277 zlo zhi

Atoms  # atomic

2270 1 -47.6208 -28.0085 -36.6636
3 3 -49.4577 -30.0278 -36.7687
2269 2 -47.5611 -30.0198 -38.633
4538 1 -43.7901 -28.0892 -36.6897
2272 1 -45.5143 -28.1293 -38.535
4539 3 -41.8394 -30.0278 -36.6664
4540 4 -41.8471 -28.1476 -38.4446
6806 2 -39.898 -28.1198 -36.6776
6808 1 -38.0196 -28.1426 -38.5318
6807 3 -38.0653 -30.0238 -36.6292
9074 2 -36.0413 -28.1332 -36.6689
11342 2 -32.1934 -28.0926 -36.7143
9075 1 -34.0714 -30.0039 -36.6375
9076 1 -34.0919 -28.0345 -38.6417
11341 3 -32.2886 -30.0042 -38.6478
11344 4 -30.2401 -28.0908 -38.6092
11343 1 -30.2047 -29.965 -36.7688
13610 2 -28.2221 -27.974 -36.7238
13611 4 -26.4355 -30.0034 -36.7156
15878 3 -24.5483 -27.9965 -36.6837
15877 1 -24.5007 -29.979 -38.573
18146 2 -20.6206 -28.0233 -36.7182
15880 4 -22.5321 -28.1412 -38.6174
18148 3 -18.638 -28.0879 -38.5732
18147 2 -18.7372 -29.9063 -36.8005
112 4 -49.6152 -24.4103 -38.4643
111 3 -49.5563 -26.1607 -36.6453
2378 1 -47.7567 -24.265 -36.6401
4645 3 -43.7507 -26.1385 -38.6252
2379 4 -45.6989 -26.2106 -36.6881
4646 2 -43.7985 -24.1416 -36.5646
2380 1 -45.6551 -24.2636 -38.5679
4647 1 -41.9246 -26.1428 -36.6052
4648 4 -41.8911 -24.2243 -38.5794
6914 2 -39.9263 -24.1866 -36.714
6915 3 -37.9699 -26.1036 -36.678
6913 4 -40.0042 -26.1702 -38.5914
6916 2 -38.0793 -24.211 -38.5124
9182 1 -36.0905 -24.1578 -36.606
9183 4 -34.1253 -26.2031 -36.7041
11450 1 -32.2225 -24.2714 -36.6847
9184 2 -34.1982 -24.2324 -38.618
11451 1 -30.2087 -26.1202 -36.7396
13718 1 -28.3653 -24.168 -36.7978
13719 4 -26.3145 -26.0448 -36.7838
13717 3 -28.32 -26.1434 -38.6246
15986 1 -24.3837 -24.1933 -36.6269
15985 3 -24.3927 -26.0883 -38.6088
15987 1 -22.5829 -26.17 -36.6889
18254 4 -20.6307 -24.2343 -36.6865
15988 4 -22.4584 -24.2599 -38.6449
18255 4 -18.7053 -26.1676 -36.6747
219 3 -49.619 -22.3032 -36.8372
2487 4 -45.8075 -22.27 -36.6779
4753 3 -43.8478 -22.2337 -38.5469
4755 1 -41.843 -22.3346 -36.5709
7023 4 -38.0408 -22.1973 -36.5713
7021 3 -40.0345 -22.2032 -38.54
9291 4 -34.1707 -22.266 -36.7177
11557 3 -32.2655 -22.3654 -38.6315
11559 4 -30.2822 -22.3325 -36.6863
13827 2 -26.4187 -22.2644 -36.8613
16093 1 -24.3459 -22.302 -38.6342
16095 2 -22.5134 -22.3048 -36.7014
18363 2 -18.7085 -22.3293 -36.6796
220 1 -49.6347 -20.3908 -38.5907
327 2 -49.5928 -18.6848 -36.5794
2486 3 -47.8574 -20.508 -36.7561
2593 4 -47.6908 -18.3054 -38.527
2595 4 -45.7775 -18.5137 -36.6593
4754 2 -43.802 -20.4354 -36.7539
4861 4 -43.8172 -18.4287 -38.6344
2488 1 -45.8559 -20.4251 -38.6273
4863 3 -41.9803 -18.4347 -36.6307
4756 1 -41.9263 -20.3599 -38.6312
