# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 12960
  1 0.025 634.7 1433.01
  2 0.075 648.5 1452.43
  3 0.125 640.5 1502.31
  4 0.175 650.1 1492.62
  5 0.225 655.8 1547.24
  6 0.275 657.3 1503.43
  7 0.325 649.9 1546.41
  8 0.375 648.7 1501.93
  9 0.425 648 1551.12
  10 0.475 652.4 1491.58
  11 0.525 647.2 1572.52
  12 0.575 648.3 1597.25
  13 0.625 652.4 1502.32
  14 0.675 655.1 1532.45
  15 0.725 645.8 1502.68
  16 0.775 645 1547.46
  17 0.825 640.9 1509.62
  18 0.875 645.6 1502.81
  19 0.925 646.3 1494.43
  20 0.975 647.5 1443.17
2100 20 12960
  1 0.025 651.7 1422.12
  2 0.075 645.6 1433.57
  3 0.125 647.9 1452.43
  4 0.175 649.6 1533.99
  5 0.225 652.8 1558.16
  6 0.275 648.9 1507.19
  7 0.325 645.5 1476.14
  8 0.375 644.8 1541.18
  9 0.425 645.6 1486.53
  10 0.475 648.2 1554.07
  11 0.525 645.5 1592.47
  12 0.575 643.6 1528.88
  13 0.625 645.6 1585.41
  14 0.675 640.2 1534.09
  15 0.725 655.4 1538.62
  16 0.775 654.2 1512.6
  17 0.825 649.6 1515.72
  18 0.875 646.4 1527.3
  19 0.925 647.8 1478.43
  20 0.975 651.1 1461.4
3150 20 12960
  1 0.025 650.3 1403.95
  2 0.075 645.4 1466.52
  3 0.125 645 1455.88
  4 0.175 645.8 1530.57
  5 0.225 652.5 1532.62
  6 0.275 648.4 1490.89
  7 0.325 648.3 1463.55
  8 0.375 647.5 1494.65
  9 0.425 645 1569.5
  10 0.475 651.4 1574.89
  11 0.525 647.9 1673.6
  12 0.575 648.6 1556.74
  13 0.625 648.3 1593.61
  14 0.675 649.5 1581.95
  15 0.725 649.2 1506.45
  16 0.775 646.7 1540.09
  17 0.825 646.3 1533.22
  18 0.875 647.8 1416.17
  19 0.925 647.9 1492.29
  20 0.975 648.2 1428.64
4200 20 12960
  1 0.025 642.9 1373.17
  2 0.075 653.8 1421.29
  3 0.125 648.2 1453.21
  4 0.175 649.2 1520.03
  5 0.225 649.6 1469.33
  6 0.275 649.4 1495.69
  7 0.325 647.7 1520.16
  8 0.375 646.8 1562.89
  9 0.425 648.3 1518.8
  10 0.475 651.2 1546.89
  11 0.525 648.2 1664.23
  12 0.575 649.3 1645.07
  13 0.625 646.6 1565.3
  14 0.675 647.6 1534.9
  15 0.725 644.3 1535.59
  16 0.775 646.7 1536.21
