# Time-averaged data for fix fout1
# TimeStep v_energy v_temperature
1100 -1303.02 37.55
1200 -1304.23 26.0989
1300 -1304.91 16.7997
1400 -1305.27 12.668
1500 -1305.45 11.0399
1600 -1305.52 9.66359
1700 -1305.44 10.6293
1800 -1305.29 12.5379
1900 -1305.18 13.8877
2000 -1305.15 14.0423
2100 -1305.19 13.7277
2200 -1305.24 13.0646
2300 -1305.24 13.1024
2400 -1305.16 14.2744
2500 -1305.06 15.1526
2600 -1304.99 15.9198
2700 -1304.98 16.5508
2800 -1305.04 15.232
2900 -1305.05 15.3712
3000 -1305.01 16.1613
3100 -1304.93 16.4383
3200 -1304.83 18.1054
3300 -1304.8 18.337
3400 -1304.84 17.9475
3500 -1304.87 17.5139
3600 -1304.85 18.2163
3700 -1304.79 18.3069
3800 -1304.7 19.7991
3900 -1304.65 19.9081
4000 -1304.65 20.212
4100 -1304.68 19.8779
4200 -1304.68 20.3244
4300 -1304.65 19.7499
4400 -1304.55 22.0371
4500 -1304.5 21.7295
4600 -1304.46 22.4934
4700 -1304.47 22.6362
4800 -1304.51 21.8706
4900 -1304.51 22.0425
5000 -1304.44 22.7671
5100 -1304.34 24.0047
5200 -1304.28 24.7363
5300 -1304.27 25.0084
5400 -1304.32 24.184
5500 -1304.33 23.9975
5600 -1304.29 24.6782
5700 -1304.2 25.6854
5800 -1304.13 26.1884
5900 -1304.09 27.2898
6000 -1304.12 26.8505
6100 -1304.16 25.7931
6200 -1304.14 26.74
6300 -1304.06 27.2401
6400 -1303.97 28.5263
6500 -1303.91 28.5647
6600 -1303.92 29.9958
6700 -1303.98 27.6416
6800 -1303.95 29.4039
6900 -1303.91 28.6523
7000 -1303.84 29.8878
7100 -1303.75 31.0923
7200 -1303.74 31.6462
7300 -1303.82 30.0454
7400 -1303.89 29.6829
7500 -1303.88 29.6356
7600 -1303.73 31.3792
7700 -1303.63 32.207
7800 -1303.58 33.468
7900 -1303.6 32.9551
8000 -1303.64 32.38
8100 -1303.66 32.6888
8200 -1303.59 32.1515
8300 -1303.46 35.1025
8400 -1303.43 35.0766
8500 -1303.43 35.0028
8600 -1303.44 34.5829
8700 -1303.42 35.2843
8800 -1303.36 36.1706
8900 -1303.24 36.7926
9000 -1303.18 38.4229
9100 -1303.27 36.2308
9200 -1303.43 35.5134
9300 -1303.52 33.7688
9400 -1303.33 35.5964
9500 -1303.2 38.1787
9600 -1303.11 38.9359
9700 -1303.04 39.9563
9800 -1303 39.8974
9900 -1303.01 40.5136
10000 -1303.11 38.8306
10100 -1303.19 37.4057
10200 -1303.08 39.3862
10300 -1302.92 40.8793
10400 -1302.87 42.3378
10500 -1302.86 41.6173
10600 -1302.91 41.9087
10700 -1303 40.0647
10800 -1302.94 41.0366
10900 -1302.75 43.5238
11000 -1302.68 43.4992
11100 -1302.68 44.3738
11200 -1302.77 43.4261
11300 -1302.91 40.6664
11400 -1302.81 43.1767
11500 -1302.64 44.7588
11600 -1302.58 44.5189
11700 -1302.5 47.0506
11800 -1302.48 46.031
11900 -1302.52 46.0779
12000 -1302.59 45.1504
12100 -1302.6 45.0293
12200 -1302.44 46.5631
12300 -1302.32 48.9529
12400 -1302.32 48.257
12500 -1302.38 46.7107
12600 -1302.44 47.9941
12700 -1302.47 46.8244
12800 -1302.32 47.5321
12900 -1302.15 51.285
13000 -1302.15 50.4502
13100 -1302.21 49.7483
13200 -1302.26 49.0166
13300 -1302.28 49.7493
13400 -1302.14 50.0509
13500 -1301.97 52.6829
13600 -1301.94 53.1026
13700 -1302.03 51.7021
13800 -1302.22 49.8858
13900 -1302.28 49.4715
14000 -1302.04 50.6052
14100 -1301.88 54.8025
14200 -1301.85 54.5894
14300 -1301.83 53.5341
14400 -1301.75 55.3133
14500 -1301.64 56.5937
14600 -1301.56 57.3481
14700 -1301.61 57.378
14800 -1301.81 54.7578
14900 -1301.89 53.1469
15000 -1301.74 56.446
15100 -1301.59 57.6042
15200 -1301.57 56.4101
15300 -1301.53 58.9449
15400 -1301.53 57.8752
15500 -1301.53 57.5326
15600 -1301.47 59.1217
15700 -1301.38 59.5562
15800 -1301.26 61.6902
15900 -1301.21 61.8154
16000 -1301.38 59.8149
16100 -1301.56 57.5082
16200 -1301.49 58.3794
16300 -1301.29 61.2996
16400 -1301.21 61.364
16500 -1301.21 61.8946
16600 -1301.22 62.3263
16700 -1301.25 61.6903
16800 -1301.23 61.5702
16900 -1301.09 63.0877
17000 -1300.92 65.4347
17100 -1300.86 66.6572
17200 -1301.11 62.6951
17300 -1301.27 61.4652
17400 -1301.16 62.5426
17500 -1300.98 64.2947
17600 -1300.91 65.5953
17700 -1300.87 66.629
17800 -1300.89 65.7489
17900 -1301 64.0942
18000 -1301.07 63.6136
18100 -1300.91 67.4517
18200 -1300.69 66.4259
18300 -1300.56 69.9461
18400 -1300.62 69.5026
18500 -1300.75 66.8488
18600 -1300.94 64.9332
18700 -1301.17 62.3294
18800 -1300.98 65.4517
18900 -1300.72 66.9256
19000 -1300.51 71.6893
19100 -1300.41 70.7337
19200 -1300.37 71.7142
19300 -1300.46 71.0328
19400 -1300.68 68.2571
19500 -1300.67 69.4078
19600 -1300.4 71.7195
19700 -1300.25 71.8009
19800 -1300.24 74.8227
19900 -1300.36 72.0882
20000 -1300.47 70.6516
20100 -1300.55 70.4136
20200 -1300.38 72.3336
20300 -1300.11 74.7882
20400 -1299.98 76.8052
20500 -1300.03 76.787
20600 -1300.33 72.0811
20700 -1300.42 71.3962
20800 -1300.24 73.965
20900 -1300.07 74.1758
21000 -1299.99 78.8505
21100 -1299.95 76.0715
21200 -1299.87 79.5064
21300 -1299.81 78.1779
21400 -1299.86 79.6057
21500 -1300.09 74.5245
21600 -1300.18 75.6843
21700 -1300.05 75.4035
21800 -1299.7 80.0302
21900 -1299.67 80.8999
22000 -1299.87 79.6926
22100 -1300.02 75.3876
22200 -1300.02 77.0315
22300 -1300.02 75.805
22400 -1299.95 77.576
22500 -1299.74 79.5022
22600 -1299.65 81.4909
22700 -1299.91 78.5965
22800 -1300.12 73.9643
22900 -1300.08 76.4175
23000 -1299.96 76.7985
23100 -1299.67 81.5161
23200 -1299.46 83.0257
23300 -1299.74 79.2978
23400 -1300.07 77.0066
23500 -1300.17 72.7261
23600 -1300.02 76.829
23700 -1299.79 79.2075
23800 -1299.72 80.4567
23900 -1300.03 75.6068
24000 -1300.23 74.4985
24100 -1300.15 75.6282
24200 -1299.95 75.4356
24300 -1299.74 80.7851
24400 -1299.81 79.6444
24500 -1299.92 76.891
24600 -1299.99 76.3743
24700 -1300.06 76.4954
24800 -1300.23 73.0084
24900 -1300.28 74.5102
25000 -1300.07 75.0241
25100 -1299.82 79.426
25200 -1299.79 79.2956
25300 -1299.97 77.5244
25400 -1300.22 72.9755
25500 -1300.23 73.7718
25600 -1299.84 78.9973
25700 -1299.67 80.5904
25800 -1299.79 80.2524
25900 -1300.08 74.5478
26000 -1300.16 75.6217
26100 -1300.05 75.4224
26200 -1299.73 80.9393
26300 -1299.68 80.1478
26400 -1299.83 79.1802
26500 -1299.95 76.249
26600 -1299.98 78.0207
26700 -1300.05 75.8724
26800 -1300.28 72.889
26900 -1300.38 71.6419
27000 -1300.1 76.2102
27100 -1299.95 78.0609
27200 -1299.91 76.2092
27300 -1299.86 79.4848
27400 -1300.06 75.3224
27500 -1300.27 74.0091
27600 -1300.2 74.3355
27700 -1299.89 78.0654
27800 -1299.83 79.1323
27900 -1299.92 76.8951
28000 -1300.09 76.8147
28100 -1300.32 72.1719
28200 -1300.47 70.8934
28300 -1300.25 73.591
28400 -1299.93 77.2752
28500 -1299.83 79.8784
28600 -1299.91 77.167
28700 -1300.12 74.7758
28800 -1300.31 74.0197
28900 -1300.25 73.5744
29000 -1299.87 77.4389
29100 -1299.78 80.4697
29200 -1299.93 77.1864
29300 -1300.15 74.5158
29400 -1300.2 74.382
29500 -1299.9 78.0209
29600 -1299.63 80.5835
29700 -1299.75 80.6448
29800 -1300.01 76.1326
29900 -1300.06 75.7423
30000 -1300.01 77.5854
30100 -1299.87 77.7932
30200 -1299.55 82.3385
30300 -1299.63 81.2413
30400 -1299.92 78.0568
30500 -1300.05 75.0874
30600 -1300.02 77.4664
30700 -1299.92 76.4764
30800 -1299.65 81.9164
30900 -1299.59 81.0318
31000 -1299.94 78.4065
31100 -1300.11 75.0389
31200 -1300.06 75.8591
31300 -1299.91 77.8891
31400 -1299.71 80.9663
31500 -1299.57 81.2459
31600 -1299.74 79.4838
31700 -1300.07 75.2639
31800 -1300.12 76.4364
31900 -1300.02 75.836
32000 -1299.76 79.335
32100 -1299.59 81.9968
32200 -1299.91 77.3806
32300 -1300.18 74.523
32400 -1300.12 75.3636
32500 -1299.92 77.5995
32600 -1299.75 79.7069
32700 -1299.71 79.967
32800 -1300.07 75.6107
32900 -1300.23 73.9808
33000 -1300.11 75.8572
33100 -1299.87 79.5404
33200 -1299.79 77.4108
33300 -1299.85 79.266
33400 -1300.26 73.5092
33500 -1300.31 72.6152
33600 -1300.09 75.7779
33700 -1299.88 77.2572
33800 -1299.81 79.5062
33900 -1299.92 78.3523
34000 -1300.26 73.2625
34100 -1300.43 72.5628
34200 -1300.28 71.6467
34300 -1300.02 76.7049
34400 -1299.87 78.6356
34500 -1299.85 78.536
34600 -1300.04 75.9167
34700 -1300.32 73.4991
34800 -1300.28 72.4421
34900 -1300.05 77.2841
35000 -1299.96 75.8592
35100 -1299.92 78.6114
35200 -1299.97 76.8102
35300 -1300.13 73.8548
35400 -1300.28 73.5829
35500 -1300.19 74.7289
35600 -1299.88 78.1827
35700 -1299.79 79.3666
35800 -1299.89 76.7365
35900 -1300.08 75.5666
36000 -1300.43 73.1816
36100 -1300.46 69.7702
36200 -1300.23 74.4708
36300 -1300.04 76.0219
36400 -1299.87 78.346
36500 -1299.8 78.1458
36600 -1299.95 77.3935
36700 -1300.24 74.7104
36800 -1300.28 73.1937
36900 -1300.04 76.9516
37000 -1299.87 77.7179
37100 -1299.86 78.3911
37200 -1299.98 76.5792
37300 -1300.16 74.4809
37400 -1300.39 71.7191
37500 -1300.49 71.2886
37600 -1300.17 75.3965
37700 -1299.94 76.874
37800 -1299.84 77.6159
37900 -1299.8 79.6266
38000 -1300.02 76.1189
38100 -1300.26 74.0972
38200 -1300.22 73.394
38300 -1299.98 77.3109
38400 -1299.9 78.405
38500 -1299.94 77.4123
38600 -1300.01 76.5897
38700 -1300.15 74.2411
38800 -1300.25 73.8634
38900 -1300.11 76.0424
39000 -1299.81 78.6102
39100 -1299.75 78.8477
39200 -1299.89 79.0191
39300 -1300.2 73.7893
39400 -1300.27 73.3679
39500 -1300.14 75.5184
39600 -1299.94 76.9135
39700 -1299.82 79.2083
39800 -1299.92 77.4669
39900 -1300.28 73.1043
40000 -1300.39 72.7754
40100 -1300.2 73.5395
40200 -1299.98 76.6114
40300 -1299.87 78.9089
40400 -1299.9 78.2014
40500 -1300.15 74.1079
40600 -1300.4 72.2226
40700 -1300.27 74.3518
40800 -1300.07 74.2657
40900 -1299.95 78.5295
41000 -1299.95 75.7812
41100 -1299.94 77.6866
41200 -1300.03 76.6596
41300 -1300.26 72.734
41400 -1300.34 73.2411
41500 -1300.08 75.3504
41600 -1299.82 78.8241
41700 -1299.84 79.7563
41800 -1300.03 75.2687
41900 -1300.17 75.7881
42000 -1300.25 72.7725
42100 -1300.14 75.3356
42200 -1299.88 78.1528
42300 -1299.72 79.2625
42400 -1299.81 80.2365
42500 -1300.13 73.9825
42600 -1300.15 75.6436
42700 -1300.08 75.2561
42800 -1299.88 77.7143
42900 -1299.73 81.6893
43000 -1300.03 75.3311
43100 -1300.32 72.6614
43200 -1300.18 74.8666
43300 -1299.92 78.7937
43400 -1299.84 77.5355
43500 -1299.91 78.0017
43600 -1300.21 74.6289
43700 -1300.42 71.4798
43800 -1300.27 73.1562
43900 -1300.09 76.0239
44000 -1299.95 76.7677
