# Time-averaged data for fix f3
# TimeStep c_Nimsd[1] c_Nimsd[2] c_Nimsd[3] c_Nimsd[4]
41250 0.00182761 0.00383999 0.0035341 0.0092017
41255 0.00179801 0.00383895 0.00335608 0.00899304
41260 0.00179231 0.00384244 0.00319687 0.00883162
41265 0.00180507 0.0038475 0.00306307 0.00871564
41270 0.00182958 0.00385076 0.00295816 0.0086385
41275 0.00185899 0.00384907 0.00288239 0.00859045
41280 0.00188747 0.00384018 0.00283303 0.00856068
41285 0.00191109 0.0038232 0.0028051 0.00853939
41290 0.00192844 0.00379901 0.00279231 0.00851977
41295 0.00194078 0.00377026 0.0027882 0.00849924
41300 0.00195166 0.00374106 0.00278715 0.00847987
41305 0.00196601 0.00371642 0.00278516 0.00846759
41310 0.00198903 0.00370121 0.00278018 0.00847042
41315 0.00202482 0.0036992 0.00277201 0.00849603
41320 0.00207534 0.00371208 0.00276181 0.00854923
41325 0.00213973 0.00373886 0.00275138 0.00862997
41330 0.00221422 0.0037758 0.00274236 0.00873239
41335 0.00229263 0.00381687 0.0027356 0.0088451
41340 0.00236731 0.00385472 0.00273068 0.00895271
41345 0.00243046 0.00388183 0.0027259 0.0090382
41350 0.00247541 0.00389172 0.00271859 0.00908571
41355 0.00249762 0.00387976 0.00270576 0.00908314
41360 0.00249538 0.00384367 0.00268492 0.00902397
41365 0.00246982 0.00378338 0.00265486 0.00890806
41370 0.00242448 0.00370062 0.00261616 0.00874126
41375 0.00236449 0.00359832 0.00257142 0.00853424
41380 0.00229559 0.0034801 0.00252498 0.00830068
41385 0.00222332 0.00334991 0.0024824 0.00805563
41390 0.00215246 0.00321188 0.00244978 0.00781411
41395 0.00208694 0.00307027 0.00243288 0.00759009
41400 0.00203001 0.00292951 0.00243647 0.00739599
41405 0.00198459 0.0027941 0.00246363 0.00724233
41410 0.00195361 0.00266858 0.00251532 0.00713751
41415 0.00194012 0.00255736 0.00259009 0.00708757
41420 0.00194715 0.00246459 0.00268399 0.00709574
41425 0.00197732 0.00239391 0.00279084 0.00716207
41430 0.00203217 0.0023481 0.00290268 0.00728294
41435 0.00211162 0.00232862 0.00301063 0.00745088
41440 0.00221354 0.00233512 0.00310603 0.0076547
41445 0.00233374 0.002365 0.00318157 0.0078803
41450 0.00246627 0.00241332 0.00323235 0.00811194
41455 0.00260408 0.00247315 0.00325656 0.00833379
41460 0.00273981 0.00253634 0.00325548 0.00853163
41465 0.00286648 0.00259466 0.00323303 0.00869417
41470 0.00297814 0.00264107 0.00319469 0.0088139
41475 0.00307034 0.00267083 0.00314627 0.00888745
41480 0.0031404 0.00268227 0.00309284 0.00891551
41485 0.0031876 0.002677 0.0030379 0.00890249
41490 0.00321315 0.00265958 0.00298318 0.00885591
41495 0.00321995 0.00263673 0.00292889 0.00878557
41500 0.00321205 0.00261606 0.00287425 0.00870237
41505 0.00319385 0.00260488 0.00281822 0.00861695
41510 0.00316925 0.00260894 0.00276007 0.00853826
41515 0.00314095 0.00263157 0.00269981 0.00847233
41520 0.00310998 0.00267334 0.0026383 0.00842163
41525 0.00307582 0.00273206 0.00257722 0.00838511
41530 0.00303682 0.00280338 0.00251887 0.00835907
41535 0.002991 0.00288158 0.00246602 0.0083386
41540 0.00293692 0.00296066 0.00242174 0.00831932
41545 0.00287436 0.00303525 0.00238925 0.00829886
41550 0.00280481 0.00310138 0.0023717 0.00827789
41555 0.00273153 0.0031569 0.00237185 0.00826028
41560 0.00265922 0.0032014 0.00239164 0.00825227
41565 0.00259338 0.00323575 0.00243169 0.00826081
41570 0.0025393 0.00326129 0.00249083 0.00829142
41575 0.00250107 0.00327901 0.00256583 0.00834591
41580 0.00248066 0.0032889 0.00265135 0.00842092
41585 0.00247744 0.0032897 0.00274036 0.00850749
41590 0.00248813 0.00327913 0.00282477 0.00859203
41595 0.00250737 0.00325464 0.00289645 0.00865846
41600 0.00252862 0.00321422 0.00294831 0.00869115
41605 0.00254532 0.00315732 0.00297521 0.00867786
41610 0.0025521 0.00308546 0.00297464 0.00861219
41615 0.00254568 0.00300233 0.00294691 0.00849492
41620 0.00252544 0.00291348 0.00289499 0.00833392
41625 0.00249349 0.00282537 0.00282393 0.00814279
41630 0.00245409 0.00274439 0.00274014 0.00793862
41635 0.00241282 0.00267583 0.00265067 0.00773932
41640 0.00237535 0.00262336 0.00256258 0.00756129
41645 0.00234632 0.00258892 0.00248241 0.00741765
41650 0.00232835 0.00257304 0.00241585 0.00731725
41655 0.00232156 0.00257538 0.00236742 0.00726436
41660 0.0023235 0.0025953 0.00234017 0.00725897
41665 0.00232984 0.00263211 0.00233541 0.00729735
41670 0.00233531 0.00268508 0.00235262 0.00737301
41675 0.00233497 0.00275322 0.00238951 0.00747769
41680 0.00232533 0.00283491 0.00244237 0.00760261
41685 0.00230516 0.00292765 0.00250663 0.00773944
41690 0.00227576 0.00302789 0.00257755 0.0078812
41695 0.00224065 0.00313108 0.00265084 0.00802258
41700 0.00220474 0.00323205 0.00272323 0.00816002
41705 0.00217327 0.00332542 0.00279273 0.00829142
41710 0.00215073 0.00340624 0.00285862 0.00841559
41715 0.00213998 0.00347052 0.00292133 0.00853183
41720 0.00214181 0.0035157 0.00298206 0.00863958
41725 0.00215486 0.00354102 0.00304238 0.00873826
41730 0.00217599 0.00354752 0.00310379 0.00882731
41735 0.00220106 0.00353794 0.00316728 0.00890628
41740 0.00222587 0.00351626 0.00323294 0.00897507
41745 0.00224726 0.00348707 0.00329974 0.00903407
41750 0.002264 0.00345484 0.00336534 0.00908418
41755 0.00227733 0.0034232 0.00342609 0.00912663
41760 0.00229092 0.00339438 0.00347722 0.00916252
41765 0.00231021 0.00336881 0.0035132 0.00919222
41770 0.00234118 0.0033452 0.00352842 0.0092148
41775 0.00238885 0.00332097 0.00351793 0.00922774
41780 0.00245579 0.00329295 0.00347832 0.00922706
41785 0.00254111 0.00325836 0.00340859 0.00920806
41790 0.0026401 0.00321566 0.00331071 0.00916647
41795 0.00274467 0.00316532 0.00318986 0.00909985
41800 0.00284458 0.00310999 0.00305422 0.00900879
41805 0.00292904 0.00305435 0.00291416 0.00889756
41810 0.00298854 0.0030043 0.00278113 0.00877398
41815 0.00301638 0.00296587 0.00266619 0.00864844
41820 0.00300978 0.00294397 0.0025786 0.00853235
41825 0.00297032 0.00294134 0.0025246 0.00843626
41830 0.00290356 0.00295795 0.00250671 0.00836822
41835 0.00281815 0.00299102 0.00252347 0.00833264
41840 0.00272436 0.00303563 0.00256989 0.00832988
41845 0.00263248 0.00308578 0.00263838 0.00835664
41850 0.00255126 0.00313574 0.00271993 0.00840693
41855 0.00248669 0.00318116 0.00280554 0.00847339
41860 0.0024413 0.00321987 0.00288741 0.00854859
41865 0.00241405 0.00325217 0.00295982 0.00862604
41870 0.00240096 0.00328044 0.00301949 0.00870089
41875 0.0023962 0.00330833 0.00306551 0.00877004
41880 0.00239349 0.00333968 0.00309878 0.00883196
41885 0.00238748 0.00337741 0.00312128 0.00888616
41890 0.0023748 0.00342271 0.00313511 0.00893262
41895 0.00235454 0.00347472 0.00314183 0.00897109
41900 0.00232813 0.00353065 0.00314191 0.00900069
41905 0.0022987 0.00358635 0.00313461 0.00901966
41910 0.00227012 0.0036372 0.00311826 0.00902558
41915 0.00224607 0.00367901 0.00309079 0.00901587
41920 0.00222927 0.00370884 0.00305045 0.00898856
41925 0.00222109 0.00372543 0.00299651 0.00894303
41930 0.00222143 0.00372937 0.00292984 0.00888063
41935 0.002229 0.00372268 0.00285307 0.00880475
41940 0.00224172 0.00370828 0.00277045 0.00872045
41945 0.00225717 0.00368925 0.00268725 0.00863367
41950 0.00227318 0.00366813 0.00260892 0.00855022
41955 0.00228821 0.00364648 0.00254021 0.00847489
41960 0.00230165 0.00362471 0.00248438 0.00841073
41965 0.00231392 0.00360222 0.00244277 0.00835891
41970 0.0023263 0.00357776 0.0024148 0.00831887
41975 0.00234058 0.00354986 0.0023983 0.00828873
41980 0.00235849 0.00351723 0.00239011 0.00826582
41985 0.00238113 0.00347902 0.00238677 0.00824692
41990 0.00240846 0.00343499 0.00238511 0.00822856
41995 0.00243898 0.0033855 0.0023827 0.00820718
42000 0.00246993 0.0033315 0.00237809 0.00817952
42005 0.00249787 0.00327453 0.00237085 0.00814325
42010 0.00251957 0.00321672 0.00236147 0.00809776
42015 0.00253314 0.00316069 0.0023511 0.00804493
42020 0.00253881 0.0031095 0.00234118 0.00798949
42025 0.00253944 0.00306635 0.00233298 0.00793877
42030 0.00254018 0.00303432 0.00232732 0.00790182
42035 0.00254759 0.00301589 0.0023244 0.00788788
42040 0.00256812 0.00301246 0.00232393 0.00790451
42045 0.00260649 0.00302381 0.00232542 0.00795572
42050 0.00266418 0.0030478 0.00232866 0.00804064
42055 0.00273876 0.00308016 0.00233405 0.00815298
42060 0.00282404 0.00311482 0.0023429 0.00828176
42065 0.00291116 0.00314451 0.00235739 0.00841307
42070 0.00299047 0.00316174 0.00238034 0.00853254
42075 0.00305343 0.00315988 0.00241453 0.00862784
42080 0.00309435 0.00313416 0.00246201 0.00869052
42085 0.00311123 0.00308242 0.00252313 0.00871679
42090 0.00310584 0.00300543 0.00259596 0.00870724
42095 0.00308307 0.0029069 0.00267595 0.00866592
42100 0.00304977 0.00279311 0.00275638 0.00859927
42105 0.00301364 0.00267237 0.00282933 0.00851533
42110 0.00298204 0.00255415 0.00288708 0.00842327
42115 0.00296122 0.00244811 0.00292361 0.00833294
42120 0.00295568 0.00236295 0.00293581 0.00825444
42125 0.002968 0.0023053 0.00292402 0.00819732
42130 0.00299878 0.00227886 0.00289199 0.00816963
42135 0.00304685 0.00228393 0.0028461 0.00817688
42140 0.0031095 0.00231745 0.00279409 0.00822104
42145 0.00318286 0.00237353 0.00274368 0.00830008
42150 0.00326216 0.00244447 0.00270123 0.00840786
42155 0.00334215 0.00252202 0.0026707 0.00853487
42160 0.0034174 0.00259859 0.00265329 0.00866928
42165 0.00348261 0.00266834 0.00264756 0.0087985
42170 0.00353287 0.00272778 0.00265018 0.00891084
42175 0.0035639 0.00277599 0.00265707 0.00899697
42180 0.00357221 0.00281435 0.00266458 0.00905114
42185 0.00355534 0.00284595 0.00267044 0.00907173
42190 0.00351213 0.00287471 0.00267425 0.00906109
42195 0.00344299 0.0029044 0.00267751 0.0090249
42200 0.00335018 0.00293781 0.00268313 0.00897112
42205 0.00323793 0.00297614 0.00269471 0.00890878
42210 0.00311238 0.00301891 0.0027156 0.0088469
42215 0.00298117 0.00306419 0.00274813 0.0087935
42220 0.00285272 0.00310926 0.00279288 0.00875486
42225 0.00273528 0.00315136 0.00284839 0.00873503
42230 0.00263597 0.0031883 0.0029112 0.00873548
42235 0.00255988 0.00321883 0.00297631 0.00875502
42240 0.00250945 0.00324253 0.003038 0.00878998
42245 0.00248435 0.00325945 0.00309076 0.00883456
42250 0.00248163 0.00326958 0.00313024 0.00888146
42255 0.00249636 0.00327238 0.003154 0.00892274
42260 0.00252236 0.0032665 0.0031618 0.00895065
42265 0.00255316 0.0032499 0.00315553 0.00895859
42270 0.00258288 0.00322033 0.00313877 0.00894197
42275 0.00260696 0.00317594 0.00311615 0.00889905
42280 0.00262268 0.00311606 0.00309258 0.00883132
42285 0.00262921 0.00304167 0.0030726 0.00874348
42290 0.00262738 0.00295563 0.0030598 0.0086428
42295 0.00261909 0.0028624 0.00305643 0.00853792
42300 0.0026066 0.00276749 0.0030632 0.00843729
42305 0.00259176 0.00267658 0.00307928 0.00834762
42310 0.00257561 0.00259485 0.00310247 0.00827293
42315 0.00255814 0.00252639 0.00312963 0.00821416
42320 0.0025385 0.00247399 0.0031572 0.00816969
42325 0.00251542 0.00243917 0.00318177 0.00813636
42330 0.00248773 0.00242238 0.00320062 0.00811073
42335 0.00245488 0.00242329 0.0032121 0.00809027
42340 0.00241736 0.00244104 0.00321571 0.00807411
42345 0.00237676 0.0024744 0.00321211 0.00806327
42350 0.00233568 0.00252174 0.0032028 0.00806022
42355 0.00229729 0.00258105 0.00318973 0.00806806
42360 0.00226464 0.00264975 0.00317491 0.00808931
42365 0.00224007 0.00272463 0.0031601 0.0081248
42370 0.00222453 0.00280174 0.00314654 0.00817281
42375 0.00221732 0.0028766 0.00313485 0.00822876
42380 0.00221595 0.00294445 0.00312504 0.00828544
42385 0.00221659 0.00300089 0.00311663 0.00833411
42390 0.00221459 0.0030425 0.00310885 0.00836594
42395 0.00220543 0.00306766 0.00310084 0.00837393
42400 0.00218564 0.00307712 0.00309188 0.00835464
42405 0.0021536 0.00307439 0.00308151 0.0083095
42410 0.0021101 0.00306552 0.00306961 0.00824524
42415 0.00205828 0.00305846 0.0030563 0.00817303
42420 0.00200314 0.00306172 0.00304166 0.00810652
42425 0.0019507 0.00308286 0.00302547 0.00805903
42430 0.00190683 0.00312684 0.00300699 0.00804066
42435 0.00187633 0.00319483 0.00298485 0.00805602
42440 0.00186225 0.00328367 0.00295729 0.0081032
42445 0.00186567 0.00338624 0.00292239 0.0081743
42450 0.00188597 0.00349262 0.00287863 0.00825723
42455 0.00192129 0.00359184 0.00282528 0.00833842
42460 0.00196911 0.00367374 0.00276281 0.00840566
42465 0.00202663 0.00373065 0.00269312 0.0084504
42470 0.00209083 0.00375861 0.00261958 0.00846902
42475 0.00215845 0.00375774 0.00254668 0.00846286
42480 0.00222569 0.00373195 0.0024795 0.00843714
42485 0.00228824 0.00368789 0.00242285 0.00839898
42490 0.0023414 0.00363352 0.00238034 0.00835526
42495 0.00238057 0.00357649 0.00235366 0.00831071
42500 0.00240194 0.00352281 0.00234219 0.00826694
42505 0.00240328 0.00347598 0.00234323 0.00822249
42510 0.00238459 0.0034368 0.00235273 0.00817412
42515 0.0023484 0.00340382 0.0023664 0.00811861
42520 0.00229968 0.00337426 0.00238084 0.00805478
42525 0.00224523 0.00334514 0.00239445 0.00798482
42530 0.0021927 0.00331429 0.00240777 0.00791476
42535 0.00214943 0.00328102 0.00242319 0.00785364
42540 0.00212127 0.00324634 0.00244425 0.00781187
42545 0.00211175 0.00321262 0.00247455 0.00779892
42550 0.00212149 0.00318295 0.00251666 0.00782109
42555 0.00214807 0.00316034 0.00257131 0.00787972
42560 0.00218639 0.00314707 0.002637 0.00797047
42565 0.00222942 0.00314419 0.00270998 0.00808359
42570 0.00226919 0.00315144 0.00278467 0.00820531
42575 0.00229813 0.00316753 0.00285427 0.00831994
42580 0.0023102 0.0031906 0.00291162 0.00841243
42585 0.00230202 0.00321884 0.00295002 0.00847088
42590 0.00227346 0.00325105 0.0029641 0.00848861
42595 0.00222773 0.00328702 0.00295059 0.00846534
42600 0.00217094 0.00332755 0.002909 0.00840749
42605 0.00211105 0.00337429 0.00284194 0.00832728
42610 0.00205669 0.00342922 0.00275524 0.00824114
42615 0.00201587 0.00349403 0.00265748 0.00816738
42620 0.00199494 0.00356951 0.00255919 0.00812364
42625 0.00199794 0.00365493 0.00247152 0.00812439
42630 0.00202632 0.00374766 0.00240474 0.00817872
42635 0.00207911 0.00384303 0.00236665 0.00828879
42640 0.00215326 0.0039345 0.00236138 0.00844914
42645 0.00224425 0.00401413 0.00238872 0.00864709
42650 0.00234661 0.00407337 0.00244415 0.00886413
42655 0.00245444 0.00410414 0.00251965 0.00907823
42660 0.00256186 0.00409989 0.00260497 0.00926672
42665 0.00266329 0.00405659 0.00268922 0.00940911
42670 0.00275372 0.00397335 0.00276244 0.00948951
42675 0.00282882 0.00385262 0.00281687 0.00949832
42680 0.00288515 0.00369992 0.00284779 0.00943287
42685 0.00292022 0.00352319 0.00285386 0.00929727
42690 0.0029327 0.00333181 0.00283697 0.00910148
42695 0.00292251 0.00313556 0.00280176 0.00885983
42700 0.00289095 0.00294366 0.00275483 0.00858943
42705 0.00284068 0.00276408 0.00270389 0.00830864
42710 0.00277575 0.00260329 0.00265691 0.00803595
42715 0.00270144 0.00246633 0.00262143 0.00778919
42720 0.00262413 0.002357 0.0026039 0.00758504
42725 0.0025509 0.00227814 0.00260936 0.0074384
42730 0.00248895 0.00223155 0.00264103 0.00736154
42735 0.00244487 0.00221787 0.00270006 0.0073628
42740 0.00242365 0.00223607 0.00278529 0.00744501
42745 0.00242783 0.00228315 0.00289308 0.00760406
42750 0.00245685 0.00235384 0.00301728 0.00782797
42755 0.00250685 0.00244069 0.00314953 0.00809707
42760 0.00257093 0.00253461 0.00327977 0.00838531
42765 0.00264005 0.00262575 0.00339708 0.00866288
42770 0.00270421 0.00270471 0.00349079 0.00889971
42775 0.0027539 0.00276377 0.00355153 0.00906919
42780 0.00278144 0.00279788 0.00357238 0.00915169
42785 0.00278203 0.00280523 0.00354981 0.00913707
42790 0.00275435 0.00278723 0.0034844 0.00902599
42795 0.00270055 0.00274794 0.00338123 0.00882973
42800 0.00262577 0.00269316 0.0032498 0.00856873
42805 0.00253706 0.00262935 0.00310337 0.00826977
42810 0.00244218 0.0025627 0.00295766 0.00796253
42815 0.00234828 0.00249842 0.00282894 0.00767563
42820 0.00226079 0.0024404 0.00273186 0.00743305
42825 0.00218281 0.0023912 0.00267721 0.00725121
42830 0.00211498 0.00235227 0.00267017 0.00713742
42835 0.00205605 0.00232425 0.00270935 0.00708966
42840 0.00200386 0.00230726 0.00278683 0.00709795
42845 0.00195656 0.00230111 0.00288932 0.007147
42850 0.00191382 0.00230559 0.00300035 0.00721977
42855 0.00187769 0.00232056 0.00310295 0.0073012
42860 0.00185287 0.00234606 0.00318246 0.00738139
42865 0.00184626 0.0023822 0.00322893 0.00745739
42870 0.00186575 0.00242903 0.00323852 0.00753329
42875 0.00191857 0.00248615 0.00321377 0.00761849
42880 0.00200955 0.00255254 0.00316277 0.00772486
42885 0.00213957 0.00262633 0.00309744 0.00786334
42890 0.00230476 0.00270485 0.00303125 0.00804085
42895 0.00249635 0.0027849 0.00297693 0.00825818
42900 0.00270147 0.00286317 0.00294445 0.00850909
42905 0.00290454 0.00293664 0.00293963 0.00878081
42910 0.00308928 0.00300308 0.00296339 0.00905574
42915 0.00324077 0.00306126 0.00301189 0.00931392
42920 0.00334752 0.00311108 0.00307726 0.00953586
42925 0.00340308 0.0031533 0.00314887 0.00970525
42930 0.00340688 0.00318918 0.00321495 0.00981101
42935 0.00336422 0.00321995 0.0032644 0.00984857
42940 0.00328537 0.00324624 0.00328847 0.00982008
42945 0.0031839 0.00326773 0.00328219 0.00973382
42950 0.00307458 0.00328303 0.0032452 0.00960282
42955 0.00297113 0.0032898 0.00318196 0.00944289
42960 0.00288426 0.0032852 0.00310108 0.00927054
42965 0.00282023 0.00326652 0.00301414 0.00910089
42970 0.0027802 0.00323183 0.00293393 0.00894597
42975 0.00276034 0.00318066 0.00287269 0.0088137
42980 0.00275273 0.0031145 0.00284041 0.00870764
42985 0.00274692 0.00303705 0.00284365 0.00862762
42990 0.00273191 0.00295422 0.00288496 0.00857109
42995 0.00269827 0.00287375 0.00296288 0.0085349
43000 0.00264001 0.0028044 0.00307258 0.00851699
43005 0.0025558 0.00275484 0.00320672 0.00851737
43010 0.00244945 0.00273234 0.00335656 0.00853835
43015 0.00232939 0.00274147 0.00351291 0.00858377
43020 0.00220746 0.00278319 0.00366701 0.00865765
43025 0.00209706 0.00285444 0.00381105 0.00876255
43030 0.00201104 0.0029485 0.00393866 0.0088982
43035 0.00195968 0.00305588 0.00404503 0.00906059
43040 0.00194897 0.0031659 0.00412702 0.00924189
43045 0.00197969 0.0032683 0.0041831 0.0094311
43050 0.00204723 0.003355 0.00421314 0.00961537
43055 0.00214234 0.00342124 0.00421818 0.00978176
43060 0.00225258 0.00346628 0.00420004 0.0099189
43065 0.00236416 0.00349321 0.00416098 0.0100184
43070 0.00246387 0.00350813 0.00410336 0.0100754
43075 0.0025408 0.00351868 0.00402948 0.010089
43080 0.0025876 0.00353245 0.0039417 0.0100617
43085 0.00260106 0.00355542 0.00384261 0.00999909
43090 0.00258216 0.00359092 0.00373546 0.00990855
43095 0.00253547 0.00363914 0.00362444 0.00979905
43100 0.00246816 0.00369733 0.00351474 0.00968023
43105 0.00238883 0.00376071 0.00341236 0.0095619
43110 0.00230628 0.00382361 0.00332346 0.00945335
43115 0.00222857 0.00388081 0.00325338 0.00936276
43120 0.00216235 0.00392862 0.0032056 0.00929657
43125 0.00211263 0.00396557 0.00318076 0.00925897
43130 0.00208304 0.00399257 0.0031761 0.00925171
43135 0.00207616 0.00401248 0.00318544 0.00927407
43140 0.00209391 0.00402932 0.00319983 0.00932307
43145 0.00213773 0.00404728 0.00320887 0.00939388
43150 0.00220844 0.00406966 0.0032023 0.0094804
43155 0.00230584 0.00409817 0.00317177 0.00957578
43160 0.0024281 0.00413257 0.00311232 0.00967298
43165 0.00257115 0.00417071 0.00302346 0.00976532
43170 0.00272829 0.00420903 0.00290948 0.0098468
43175 0.00289018 0.00424334 0.00277885 0.00991237
43180 0.00304537 0.00426968 0.00264303 0.00995807
43185 0.00318143 0.00428513 0.00251453 0.0099811
43190 0.0032865 0.00428841 0.00240488 0.00997979
43195 0.00335097 0.00428002 0.00232274 0.00995373
43200 0.003369 0.00426217 0.00227257 0.00990374
43205 0.00333942 0.00423809 0.00225426 0.00983177
43210 0.00326591 0.00421123 0.00226343 0.00974057
43215 0.00315634 0.00418429 0.00229266 0.00963329
43220 0.0030215 0.00415833 0.00233306 0.00951289
43225 0.00287349 0.00413233 0.00237595 0.00938177
43230 0.00272412 0.00410321 0.00241435 0.00924168
43235 0.00258353 0.0040664 0.00244394 0.00909387
43240 0.00245927 0.00401692 0.00246345 0.00893963
43245 0.00235582 0.00395058 0.00247449 0.00878089
43250 0.00227471 0.00386513 0.00248099 0.00862083
43255 0.00221502 0.0037611 0.00248823 0.00846434
43260 0.0021741 0.00364192 0.00250189 0.00831791
43265 0.00214854 0.00351353 0.002527 0.00818907
43270 0.00213494 0.00338319 0.00256707 0.0080852
43275 0.0021306 0.00325805 0.00262338 0.00801203
43280 0.00213383 0.00314373 0.00269465 0.00797221
43285 0.00214406 0.00304329 0.00277694 0.0079643
43290 0.00216153 0.00295701 0.002864 0.00798254
43295 0.0021868 0.00288275 0.00294797 0.00801753
43300 0.00222021 0.00281698 0.00302033 0.00805752
43305 0.0022613 0.00275598 0.00307292 0.00809021
43310 0.00230847 0.00269695 0.00309902 0.00810444
43315 0.00235887 0.00263861 0.0030942 0.00809168
43320 0.00240869 0.00258134 0.00305691 0.00804694
43325 0.00245366 0.00252684 0.00298874 0.00796924
43330 0.00248981 0.00247747 0.00289426 0.00786154
43335 0.00251428 0.00243551 0.00278055 0.00773035
43340 0.00252593 0.0024025 0.00265645 0.00758488
43345 0.00252557 0.00237878 0.00253167 0.00743601
43350 0.00251578 0.00236334 0.00241581 0.00729493
43355 0.00250023 0.00235395 0.00231753 0.00717172
43360 0.00248283 0.00234759 0.00224376 0.00707419
43365 0.0024668 0.00234107 0.00219912 0.00700699
43370 0.00245391 0.00233161 0.00218562 0.00697115
43375 0.00244413 0.00231739 0.00220245 0.00696397
43380 0.00243551 0.00229772 0.00224609 0.00697932
43385 0.00242459 0.00227299 0.00231066 0.00700824
43390 0.00240695 0.00224442 0.00238849 0.00703986
43395 0.00237817 0.00221364 0.00247088 0.00706269
43400 0.00233464 0.00218232 0.00254903 0.007066
43405 0.00227451 0.00215188 0.00261502 0.00704141
43410 0.00219819 0.00212338 0.00266275 0.00698432
43415 0.00210867 0.00209766 0.00268865 0.00689498
43420 0.00201126 0.00207565 0.00269213 0.00677903
43425 0.00191312 0.00205868 0.00267556 0.00664736
43430 0.0018225 0.00204879 0.00264395 0.00651524
43435 0.00174784 0.00204876 0.00260416 0.00640076
43440 0.001697 0.00206179 0.00256395 0.00632274
43445 0.00167647 0.0020909 0.00253098 0.00629834
43450 0.00169088 0.00213817 0.00251174 0.00634079
43455 0.00174261 0.00220397 0.00251085 0.00645743
43460 0.00183153 0.00228635 0.00253057 0.00664845
43465 0.00195484 0.00238093 0.00257068 0.00690646
43470 0.00210716 0.00248107 0.00262873 0.00721696
43475 0.00228054 0.00257858 0.00270049 0.00755961
43480 0.00246488 0.00266469 0.00278064 0.00791022
43485 0.00264846 0.00273128 0.00286346 0.0082432
43490 0.00281881 0.00277199 0.00294357 0.00853437
43495 0.00296388 0.00278328 0.00301649 0.00876365
43500 0.00307333 0.00276507 0.00307909 0.00891748
43505 0.00313979 0.00272092 0.00312984 0.00899055
43510 0.00315985 0.00265772 0.00316884 0.0089864
43515 0.00313455 0.00258483 0.00319762 0.008917
43520 0.00306932 0.00251287 0.00321879 0.00880098
43525 0.00297323 0.00245238 0.0032355 0.00866111
43530 0.0028578 0.00241236 0.00325103 0.00852119
43535 0.00273542 0.00239921 0.00326823 0.00840287
43540 0.00261777 0.00241594 0.00328923 0.00832294
43545 0.00251434 0.00246193 0.00331512 0.0082914
43550 0.00243132 0.00253328 0.00334585 0.00831044
43555 0.00237104 0.00262349 0.00338016 0.0083747
43560 0.00233204 0.00272462 0.0034158 0.00847246
43565 0.00230965 0.00282851 0.00344974 0.00858789
43570 0.0022971 0.00292816 0.00347862 0.00870388
