# Time-averaged data for fix f5
# TimeStep c_Femsd[1] c_Femsd[2] c_Femsd[3] c_Femsd[4]
41270 0.00267667 0.00345867 0.00203156 0.0081669
41275 0.00275685 0.00344679 0.00208096 0.00828459
41280 0.00284964 0.00345788 0.00217999 0.00848751
41285 0.00294469 0.00349263 0.00232683 0.00876415
41290 0.00303164 0.00355033 0.00251379 0.00909576
41295 0.00310118 0.00362857 0.00272846 0.00945822
41300 0.00314597 0.00372326 0.00295544 0.00982467
41305 0.0031614 0.00382872 0.00317854 0.0101687
41310 0.00314614 0.00393805 0.00338295 0.0104671
41315 0.00310232 0.00404352 0.00355699 0.0107028
41320 0.00303525 0.00413704 0.00369332 0.0108656
41325 0.00295273 0.00421068 0.00378929 0.0109527
41330 0.002864 0.00425713 0.00384661 0.0109677
41335 0.00277853 0.00427042 0.00387039 0.0109193
41340 0.00270475 0.0042465 0.00386784 0.0108191
41345 0.00264913 0.00418395 0.00384674 0.0106798
41350 0.00261561 0.00408435 0.00381403 0.010514
41355 0.00260541 0.00395248 0.00377461 0.0103325
41360 0.00261723 0.003796 0.0037306 0.0101438
41365 0.00264771 0.00362481 0.00368121 0.00995372
41370 0.00269198 0.00345009 0.00362318 0.00976525
41375 0.00274432 0.00328317 0.00355191 0.0095794
41380 0.0027987 0.00313426 0.0034628 0.00939575
41385 0.00284927 0.00301143 0.00335273 0.00921343
41390 0.00289089 0.00291979 0.0032212 0.00903189
41395 0.0029194 0.00286113 0.00307107 0.0088516
41400 0.00293197 0.00283396 0.00290853 0.00867446
41405 0.00292731 0.002834 0.0027424 0.00850371
41410 0.00290571 0.00285483 0.00258295 0.00834349
41415 0.00286893 0.00288856 0.00244039 0.00819787
41420 0.0028199 0.00292662 0.00232338 0.0080699
41425 0.00276228 0.00296052 0.00223798 0.00796077
41430 0.00269996 0.00298259 0.00218716 0.00786971
41435 0.00263665 0.00298693 0.00217085 0.00779443
41440 0.00257564 0.00297009 0.00218656 0.0077323
41445 0.00251962 0.00293169 0.0022302 0.00768152
41450 0.0024706 0.00287453 0.00229687 0.007642
41455 0.00242987 0.00280426 0.0023815 0.00761562
41460 0.00239794 0.00272849 0.0024792 0.00760563
41465 0.00237462 0.00265541 0.00258543 0.00761545
41470 0.00235902 0.00259219 0.00269596 0.00764718
41475 0.00234978 0.00254372 0.00280685 0.00770035
41480 0.00234526 0.00251173 0.00291438 0.00777137
41485 0.00234376 0.00249479 0.00301516 0.00785371
41490 0.00234377 0.00248908 0.00310625 0.00793909
41495 0.00234411 0.00248977 0.00318548 0.00801935
41500 0.00234416 0.00249255 0.00325171 0.00808842
41505 0.00234395 0.002495 0.00330498 0.00814394
41510 0.00234421 0.00249729 0.00334631 0.00818782
41515 0.00234626 0.00250221 0.00337723 0.00822571
41520 0.00235192 0.00251443 0.00339897 0.00826532
41525 0.00236314 0.00253936 0.00341179 0.00831428
41530 0.00238181 0.00258185 0.00341445 0.00837811
41535 0.00240949 0.00264503 0.00340429 0.00845881
41540 0.00244733 0.00272949 0.00337775 0.00855457
41545 0.00249609 0.00283297 0.00333135 0.00866042
41550 0.0025563 0.00295048 0.00326288 0.00876966
41555 0.00262835 0.00307487 0.0031723 0.00887552
41560 0.00271249 0.00319759 0.00306234 0.00897242
41565 0.00280863 0.00330965 0.00293852 0.0090568
41570 0.00291599 0.00340252 0.0028086 0.00912712
41575 0.00303256 0.0034692 0.00268175 0.00918351
41580 0.0031547 0.00350501 0.00256732 0.00922703
41585 0.00327705 0.00350817 0.00247378 0.00925901
41590 0.00339278 0.00348011 0.00240769 0.00928057
41595 0.00349416 0.00342532 0.00237299 0.00929247
41600 0.00357354 0.00335086 0.00237065 0.00929505
41605 0.00362433 0.00326555 0.00239866 0.00928855
41610 0.00364204 0.00317885 0.0024524 0.00927329
41615 0.0036251 0.00309969 0.00252532 0.00925012
41620 0.00357532 0.00303546 0.00260977 0.00922055
41625 0.00349781 0.00299119 0.00269783 0.00918682
41630 0.00340035 0.0029691 0.002782 0.00915145
41635 0.00329231 0.00296858 0.00285579 0.00911669
41640 0.00318323 0.00298654 0.00291423 0.009084
41645 0.00308157 0.00301814 0.00295413 0.00905384
41650 0.00299361 0.00305776 0.00297445 0.00902582
41655 0.00292288 0.00309991 0.00297639 0.00899918
41660 0.00287008 0.00314011 0.00296342 0.00897361
41665 0.00283333 0.00317557 0.00294093 0.00894983
41670 0.00280881 0.00320548 0.00291569 0.00892998
41675 0.00279137 0.00323097 0.00289498 0.00891732
41680 0.00277521 0.00325457 0.00288552 0.00891529
41685 0.00275454 0.00327934 0.00289236 0.00892624
41690 0.00272431 0.0033078 0.00291798 0.00895009
41695 0.00268097 0.00334081 0.00296185 0.00898363
41700 0.00262323 0.00337673 0.00302042 0.00902038
41705 0.00255272 0.0034113 0.00308755 0.00905157
41710 0.00247418 0.00343814 0.00315544 0.00906776
41715 0.00239528 0.0034497 0.00321586 0.00906084
41720 0.0023258 0.00343878 0.00326152 0.0090261
41725 0.00227645 0.00340003 0.00328733 0.0089638
41730 0.00225734 0.00333133 0.00329117 0.00887984
41735 0.0022765 0.00323456 0.00327427 0.00878533
41740 0.00233858 0.00311561 0.00324076 0.00869496
41745 0.00244385 0.00298381 0.00319664 0.00862429
41750 0.00258774 0.00285059 0.00314831 0.00858664
41755 0.00276099 0.00272797 0.00310114 0.0085901
41760 0.00295039 0.00262679 0.00305829 0.00863548
41765 0.00314003 0.00255534 0.00302027 0.00871564
41770 0.00331298 0.0025183 0.00298519 0.00881646
41775 0.00345326 0.00251631 0.00294954 0.00891911
41780 0.00354777 0.00254623 0.00290951 0.00900352
41785 0.00358807 0.00260186 0.0028623 0.00905223
41790 0.00357175 0.00267501 0.00280732 0.00905409
41795 0.00350304 0.00275684 0.00274698 0.00900685
41800 0.00339264 0.00283898 0.00268666 0.00891828
41805 0.00325664 0.00291447 0.00263403 0.00880514
41810 0.00311428 0.00297821 0.00259754 0.00869003
41815 0.00298516 0.00302695 0.00258452 0.00859663
41820 0.00288621 0.003059 0.00259936 0.00854456
41825 0.00282919 0.00307382 0.00264213 0.00854514
41830 0.0028192 0.00307181 0.00270814 0.00859914
41835 0.00285452 0.00305423 0.00278854 0.0086973
41840 0.00292766 0.00302347 0.00287188 0.008823
41845 0.00302727 0.00298321 0.00294615 0.00895663
41850 0.00314043 0.00293851 0.00300097 0.00907991
41855 0.00325479 0.00289544 0.00302926 0.00917948
41860 0.00336005 0.00286049 0.00302819 0.00924872
41865 0.00344882 0.00283971 0.00299917 0.00928769
41870 0.0035168 0.00283777 0.0029471 0.00930167
41875 0.00356243 0.00285719 0.00287906 0.00929867
41880 0.00358632 0.00289784 0.00280288 0.00928704
41885 0.00359061 0.00295691 0.00272583 0.00927334
41890 0.00357826 0.0030293 0.00265362 0.00926118
41895 0.00355253 0.00310832 0.00258995 0.0092508
41900 0.00351646 0.00318662 0.00253651 0.00923959
41905 0.00347259 0.00325724 0.00249325 0.00922308
41910 0.00342277 0.00331454 0.00245895 0.00919627
41915 0.00336818 0.00335501 0.00243182 0.00915502
41920 0.00330955 0.00337772 0.00241002 0.00909729
41925 0.00324746 0.00338436 0.00239206 0.00902388
41930 0.0031827 0.00337892 0.002377 0.00893862
41935 0.00311655 0.00336684 0.0023645 0.00884788
41940 0.00305085 0.00335391 0.00235465 0.00875941
41945 0.00298794 0.00334511 0.00234781 0.00868086
41950 0.00293033 0.00334351 0.00234428 0.00861811
41955 0.00288027 0.00334968 0.0023441 0.00857405
41960 0.00283931 0.00336156 0.00234694 0.00854781
41965 0.00280786 0.0033749 0.00235221 0.00853497
41970 0.00278514 0.00338417 0.00235928 0.00852859
41975 0.0027692 0.00338376 0.00236787 0.00852083
41980 0.00275734 0.00336911 0.00237854 0.00850499
41985 0.00274668 0.00333764 0.00239284 0.00847716
41990 0.0027347 0.00328925 0.00241332 0.00843728
41995 0.00271961 0.00322634 0.00244311 0.00838906
42000 0.00270049 0.00315351 0.00248516 0.00833916
42005 0.0026771 0.00307688 0.00254146 0.00829544
42010 0.00264952 0.00300336 0.00261228 0.00826516
42015 0.00261776 0.00293987 0.0026957 0.00825332
42020 0.00258149 0.00289256 0.00278761 0.00826166
42025 0.00254003 0.00286618 0.00288216 0.00828836
42030 0.00249271 0.00286348 0.00297252 0.00832872
42035 0.00243945 0.00288485 0.00305203 0.00837633
42040 0.00238124 0.00292806 0.00311527 0.00842457
42045 0.00232041 0.0029885 0.00315898 0.00846789
42050 0.0022606 0.00305955 0.00318263 0.00850278
42055 0.00220612 0.00313335 0.00318845 0.00852792
42060 0.00216118 0.00320175 0.00318096 0.00854389
42065 0.00212907 0.00325715 0.00316611 0.00855232
42070 0.00211149 0.00329329 0.00315031 0.00855509
42075 0.00210842 0.00330577 0.0031394 0.00855359
42080 0.00211825 0.00329218 0.00313777 0.00854819
42085 0.00213829 0.003252 0.00314767 0.00853797
42090 0.00216538 0.00318637 0.00316898 0.00852074
42095 0.00219657 0.00309774 0.0031992 0.00849352
42100 0.00222967 0.0029897 0.0032339 0.00845328
42105 0.00226371 0.0028669 0.00326745 0.00839805
42110 0.00229916 0.0027351 0.00329385 0.00832811
42115 0.00233788 0.00260125 0.00330772 0.00824685
42120 0.00238279 0.00247337 0.00330493 0.00816109
42125 0.00243721 0.00236015 0.00328309 0.00808045
42130 0.00250407 0.00227013 0.0032416 0.0080158
42135 0.00258505 0.00221069 0.00318144 0.00797719
42140 0.00267985 0.00218704 0.00310485 0.00797174
42145 0.00278573 0.00220154 0.0030149 0.00800216
42150 0.00289752 0.00225357 0.00291523 0.00806632
42155 0.00300818 0.00233994 0.0028098 0.00815792
42160 0.0031097 0.00245562 0.00270272 0.00826804
42165 0.00319434 0.00259444 0.00259814 0.00838691
42170 0.00325572 0.00274969 0.00250007 0.00850548
42175 0.00328986 0.00291427 0.00241221 0.00861634
42180 0.00329563 0.00308047 0.00233775 0.00871386
42185 0.00327484 0.00323967 0.00227913 0.00879364
42190 0.0032318 0.00338221 0.00223772 0.00885173
42195 0.00317275 0.00349762 0.00221357 0.00888394
42200 0.00310508 0.00357548 0.00220519 0.00888575
42205 0.0030365 0.00360687 0.00220947 0.00885285
42210 0.00297426 0.00358607 0.00222189 0.00878222
42215 0.00292441 0.00351218 0.00223711 0.0086737
42220 0.00289141 0.00339013 0.00224984 0.00853138
42225 0.00287801 0.00323077 0.00225586 0.00836464
42230 0.00288551 0.00304993 0.00225308 0.00818851
42235 0.00291414 0.00286662 0.00224226 0.00802302
42240 0.00296364 0.00270057 0.00222733 0.00789154
42245 0.00303353 0.00256964 0.0022149 0.00781808
42250 0.00312328 0.00248741 0.00221316 0.00782384
42255 0.00323204 0.00246129 0.00223018 0.00792351
42260 0.00335818 0.0024917 0.00227215 0.00812203
42265 0.0034986 0.00257217 0.00234181 0.00841258
42270 0.00364829 0.00269047 0.00243768 0.00877644
42275 0.00380025 0.00283062 0.00255416 0.00918503
42280 0.00394603 0.0029753 0.00268253 0.00960386
42285 0.00407655 0.00310842 0.00281257 0.00999754
42290 0.00418313 0.00321728 0.00293443 0.0103348
42295 0.00425849 0.00329414 0.00304022 0.0105929
42300 0.00429755 0.0033369 0.00312516 0.0107596
42305 0.00429783 0.00334904 0.00318781 0.0108347
42310 0.00425938 0.00333868 0.00322986 0.0108279
42315 0.00418441 0.00331708 0.00325522 0.0107567
42320 0.00407663 0.00329667 0.00326898 0.0106423
42325 0.00394061 0.00328896 0.0032763 0.0105059
42330 0.0037814 0.00330258 0.00328145 0.0103654
42335 0.00360433 0.00334194 0.00328708 0.0102333
42340 0.00341506 0.00340665 0.00329388 0.0101156
42345 0.00321985 0.00349185 0.00330055 0.0100123
42350 0.00302576 0.00358931 0.00330416 0.00991923
42355 0.00284077 0.00368912 0.0033008 0.00983069
42360 0.00267362 0.00378165 0.00328628 0.00974156
42365 0.0025334 0.00385931 0.00325698 0.00964969
42370 0.00242877 0.00391774 0.00321043 0.00955695
42375 0.00236707 0.0039563 0.0031457 0.00946908
42380 0.00235322 0.00397772 0.00306331 0.00939425
42385 0.00238887 0.00398707 0.0029648 0.00934074
42390 0.00247183 0.00399038 0.0028522 0.00931441
42395 0.00259596 0.00399316 0.00272767 0.00931679
42400 0.00275153 0.00399937 0.00259333 0.00934424
42405 0.00292599 0.00401083 0.0024516 0.00938842
42410 0.00310524 0.00402729 0.00230559 0.00943812
42415 0.00327509 0.00404695 0.00215968 0.00948173
42420 0.00342282 0.00406722 0.00201973 0.00950977
42425 0.00353847 0.00408538 0.00189286 0.00951671
42430 0.00361574 0.00409917 0.00178687 0.00950178
42435 0.00365221 0.00410704 0.00170916 0.00946841
42440 0.00364908 0.00410812 0.00166569 0.00942289
42445 0.00361053 0.00410208 0.00165992 0.00937254
42450 0.00354289 0.00408898 0.00169239 0.00932427
42455 0.00345374 0.00406909 0.00176063 0.00928345
42460 0.00335106 0.00404279 0.00185959 0.00925343
42465 0.00324259 0.00401052 0.00198231 0.00923542
42470 0.00313509 0.00397282 0.00212072 0.00922862
42475 0.00303388 0.00393033 0.00226634 0.00923055
42480 0.00294241 0.00388395 0.00241099 0.00923736
42485 0.00286205 0.00383491 0.00254725 0.0092442
42490 0.00279207 0.00378472 0.00266896 0.00924575
42495 0.0027299 0.00373518 0.00277155 0.00923663
42500 0.00267163 0.00368806 0.00285221 0.0092119
42505 0.00261274 0.00364483 0.00290996 0.00916752
42510 0.00254898 0.0036062 0.00294557 0.00910075
42515 0.00247739 0.00357188 0.0029613 0.00901057
42520 0.00239711 0.00354047 0.00296046 0.00889804
42525 0.00230991 0.00350952 0.00294696 0.00876639
42530 0.00222021 0.0034759 0.00292492 0.00862103
42535 0.00213461 0.00343628 0.00289835 0.00846924
42540 0.00206091 0.00338777 0.00287105 0.00831973
42545 0.00200687 0.00332861 0.00284653 0.00818201
42550 0.00197901 0.00325874 0.00282802 0.00806577
42555 0.00198164 0.00318019 0.00281833 0.00798016
42560 0.00201627 0.00309713 0.00281956 0.00793296
42565 0.00208145 0.00301538 0.00283263 0.00792946
42570 0.00217298 0.00294159 0.00285684 0.00797141
42575 0.00228446 0.00288208 0.00288949 0.00805603
42580 0.00240806 0.00284164 0.00292588 0.00817558
42585 0.00253533 0.00282259 0.00295976 0.00831769
42590 0.00265808 0.00282425 0.00298422 0.00846655
42595 0.00276914 0.00284288 0.00299289 0.0086049
42600 0.00286299 0.00287221 0.00298125 0.00871645
42605 0.00293631 0.00290444 0.00294773 0.00878848
42610 0.00298828 0.00293155 0.00289425 0.00881407
42615 0.00302072 0.0029466 0.00282616 0.00879348
42620 0.00303791 0.00294504 0.00275153 0.00873448
42625 0.0030461 0.0029255 0.00267984 0.00865145
42630 0.00305267 0.00289003 0.00262043 0.00856313
42635 0.00306503 0.00284373 0.00258091 0.00848967
42640 0.00308957 0.00279377 0.0025659 0.00844924
42645 0.00313065 0.00274806 0.00257633 0.00845505
42650 0.00318996 0.00271372 0.00260954 0.00851322
42655 0.00326634 0.00269585 0.00265993 0.00862211
42660 0.00335607 0.0026968 0.0027202 0.00877307
42665 0.00345378 0.0027161 0.00278277 0.00895265
42670 0.00355357 0.00275106 0.00284106 0.00914569
42675 0.00365026 0.00279775 0.00289049 0.00933851
42680 0.00374035 0.00285208 0.00292894 0.00952137
42685 0.0038224 0.00291053 0.00295656 0.00968949
42690 0.00389687 0.00297043 0.00297513 0.00984243
42695 0.00396536 0.00302966 0.00298709 0.00998211
42700 0.00402958 0.00308606 0.00299448 0.0101101
42705 0.00409042 0.00313695 0.00299816 0.0102255
42710 0.00414726 0.00317885 0.0029975 0.0103236
42715 0.00419786 0.00320774 0.00299058 0.0103962
42720 0.00423851 0.00321977 0.00297483 0.0104331
42725 0.00426472 0.00321211 0.00294787 0.0104247
42730 0.00427194 0.0031839 0.00290827 0.0103641
42735 0.00425635 0.00313676 0.00285594 0.0102491
42740 0.00421554 0.00307495 0.00279229 0.0100828
42745 0.00414874 0.00300492 0.00271986 0.00987351
42750 0.00405696 0.00293447 0.00264189 0.00963331
42755 0.00394258 0.00287164 0.00256174 0.00937597
42760 0.00380893 0.00282347 0.00248243 0.00911483
42765 0.00365963 0.0027948 0.00240643 0.00886086
42770 0.00349798 0.00278747 0.00233572 0.00862116
42775 0.00332661 0.00279994 0.00227186 0.00839841
42780 0.00314746 0.00282746 0.0022163 0.00819122
42785 0.0029621 0.00286285 0.00217045 0.00799541
42790 0.00277236 0.00289755 0.00213579 0.00780571
42795 0.00258098 0.00292296 0.00211381 0.00761775
42800 0.00239219 0.00293171 0.00210584 0.00742975
42805 0.00221194 0.0029187 0.00211294 0.00724357
42810 0.00204767 0.00288184 0.00213553 0.00706504
42815 0.00190764 0.0028224 0.00217318 0.00690321
42820 0.00179985 0.0027447 0.00222432 0.00676887
42825 0.0017309 0.00265543 0.00228621 0.00667253
42830 0.00170484 0.00256235 0.00235515 0.00662235
42835 0.00172244 0.00247302 0.00242698 0.00662244
42840 0.00178087 0.00239347 0.00249777 0.00667211
42845 0.00187409 0.00232743 0.00256455 0.00676606
42850 0.00199377 0.00227617 0.00262594 0.00689587
42855 0.00213055 0.00223891 0.00268256 0.00705202
42860 0.00227538 0.00221372 0.00273685 0.00722596
42865 0.00242059 0.00219856 0.00279236 0.0074115
42870 0.00256047 0.00219204 0.00285263 0.00760514
42875 0.0026914 0.00219393 0.00291989 0.00780522
42880 0.00281132 0.00220503 0.00299395 0.00801029
42885 0.00291903 0.00222684 0.00307154 0.0082174
42890 0.00301336 0.00226099 0.00314643 0.00842078
42895 0.00309255 0.00230873 0.00321035 0.00861163
42900 0.00315408 0.00237047 0.00325454 0.00877909
42905 0.00319496 0.0024455 0.00327168 0.00891213
42910 0.00321234 0.00253183 0.00325778 0.00900195
42915 0.00320447 0.00262628 0.00321339 0.00904413
42920 0.00317158 0.00272461 0.00314389 0.00904008
42925 0.00311658 0.00282199 0.00305883 0.00899741
42930 0.00304524 0.00291355 0.00297023 0.00892902
42935 0.00296588 0.00299505 0.00289032 0.00885125
42940 0.00288847 0.00306351 0.00282931 0.0087813
42945 0.00282336 0.00311763 0.00279361 0.0087346
42950 0.00277973 0.0031578 0.00278492 0.00872244
42955 0.00276407 0.00318587 0.00280036 0.0087503
42960 0.00277902 0.00320456 0.00283354 0.00881712
42965 0.0028228 0.00321672 0.00287626 0.00891578
42970 0.00288927 0.0032246 0.0029205 0.00903437
42975 0.0029689 0.00322937 0.00296017 0.00915844
42980 0.00305026 0.00323098 0.00299216 0.00927339
42985 0.0031219 0.00322837 0.00301658 0.00936684
42990 0.00317432 0.00322001 0.00303618 0.00943051
42995 0.00320153 0.00320464 0.00305512 0.0094613
43000 0.00320198 0.00318201 0.00307745 0.00946143
43005 0.00317858 0.00315334 0.00310562 0.00943754
43010 0.00313794 0.00312151 0.00313956 0.00939901
43015 0.00308883 0.00309065 0.00317628 0.00935576
43020 0.00304043 0.0030655 0.00321016 0.00931609
43025 0.0030005 0.00305054 0.00323396 0.009285
43030 0.00297409 0.00304926 0.00324025 0.0092636
43035 0.00296292 0.00306364 0.0032232 0.00924977
43040 0.00296551 0.00309412 0.0031802 0.00923982
43045 0.002978 0.00313985 0.00311299 0.00923084
43050 0.0029953 0.00319928 0.00302804 0.00922262
43055 0.0030124 0.0032707 0.00293577 0.00921887
43060 0.00302528 0.00335266 0.00284896 0.0092269
43065 0.00303159 0.00344411 0.00278041 0.0092561
43070 0.00303074 0.00354424 0.00274044 0.00931541
43075 0.00302364 0.00365207 0.00273481 0.00941052
43080 0.00301221 0.00376593 0.00276348 0.00954163
43085 0.00299884 0.00388301 0.00282051 0.00970235
43090 0.00298589 0.0039991 0.00289505 0.00988004
43095 0.00297539 0.00410864 0.00297338 0.0100574
43100 0.00296887 0.00420506 0.00304123 0.0102152
43105 0.00296739 0.00428138 0.00308626 0.010335
43110 0.00297176 0.00433095 0.00310004 0.0104027
43115 0.00298269 0.00434822 0.00307927 0.0104102
43120 0.00300103 0.00432947 0.00302605 0.0103566
43125 0.00302776 0.00427338 0.00294717 0.0102483
43130 0.00306381 0.00418147 0.00285265 0.0100979
43135 0.0031097 0.0040582 0.00275377 0.00992166
43140 0.00316505 0.0039108 0.00266097 0.00973682
43145 0.00322821 0.00374875 0.002582 0.00955896
43150 0.00329611 0.00358296 0.00252072 0.00939979
43155 0.0033645 0.00342475 0.00247676 0.009266
43160 0.00342849 0.00328467 0.00244614 0.0091593
43165 0.00348343 0.00317144 0.00242266 0.00907753
43170 0.00352585 0.00309101 0.00239987 0.00901672
43175 0.00355414 0.00304604 0.00237308 0.00897325
43180 0.00356902 0.00303574 0.00234095 0.00894571
43185 0.00357347 0.00305603 0.00230629 0.00893579
43190 0.00357228 0.00310001 0.00227567 0.00894796
43195 0.00357121 0.00315866 0.00225817 0.00898804
43200 0.00357593 0.0032217 0.00226332 0.00906095
43205 0.00359095 0.00327848 0.00229891 0.00916834
43210 0.0036186 0.00331895 0.00236906 0.0093066
43215 0.00365832 0.00333453 0.0024731 0.00946595
43220 0.00370638 0.00331907 0.00260544 0.00963089
43225 0.00375607 0.00326959 0.00275648 0.00978215
43230 0.00379854 0.00318692 0.00291423 0.00989969
43235 0.00382407 0.00307584 0.00306633 0.00996624
43240 0.00382363 0.00294484 0.00320188 0.00997035
43245 0.00379039 0.00280534 0.00331283 0.00990856
43250 0.00372107 0.00267036 0.00339463 0.00978606
43255 0.00361659 0.00255301 0.00344621 0.00961582
43260 0.00348203 0.00246479 0.00346939 0.00941621
43265 0.00332578 0.00241399 0.00346788 0.00920765
43270 0.00315811 0.00240452 0.00344627 0.0090089
43275 0.00298953 0.00243524 0.00340903 0.0088338
43280 0.00282931 0.00249995 0.0033599 0.00868917
43285 0.00268433 0.00258815 0.00330164 0.00857412
43290 0.00255855 0.00268639 0.00323619 0.00848113
43295 0.00245309 0.0027802 0.00316517 0.00839845
43300 0.00236691 0.00285627 0.0030904 0.00831358
43305 0.00229773 0.00290459 0.00301439 0.00821671
43310 0.00224301 0.00292004 0.00294048 0.00810354
43315 0.0022007 0.00290333 0.00287269 0.00797672
43320 0.00216959 0.00286075 0.00281511 0.00784546
43325 0.00214938 0.00280293 0.00277111 0.00772342
43330 0.00214035 0.0027428 0.0027424 0.00762555
43335 0.00214286 0.00269313 0.00272838 0.00756437
43340 0.00215675 0.00266428 0.00272586 0.00754689
43345 0.00218097 0.00266241 0.00272933 0.00757271
43350 0.00221341 0.00268863 0.0027318 0.00763384
43355 0.0022511 0.00273906 0.002726 0.00771616
43360 0.00229059 0.0028059 0.00270578 0.00780227
43365 0.00232855 0.00287898 0.00266741 0.00787495
43370 0.00236236 0.00294772 0.00261045 0.00792054
43375 0.00239058 0.00300284 0.00253796 0.00793138
43380 0.00241325 0.00303771 0.00245598 0.00790694
43385 0.00243192 0.00304906 0.00237242 0.00785339
43390 0.00244948 0.00303704 0.00229562 0.00778213
43395 0.00246973 0.00300469 0.00223295 0.00770737
43400 0.00249688 0.00295703 0.00218965 0.00764356
43405 0.00253494 0.00289994 0.00216839 0.00760326
43410 0.00258718 0.00283903 0.00216934 0.00759555
43415 0.00265573 0.00277874 0.0021909 0.00762537
43420 0.00274135 0.00272175 0.00223056 0.00769367
43425 0.00284317 0.00266895 0.00228581 0.00779792
43430 0.00295858 0.0026198 0.00235479 0.00793317
43435 0.00308321 0.0025732 0.00243653 0.00809293
43440 0.00321106 0.00252842 0.00253068 0.00827016
43445 0.00333485 0.00248595 0.00263691 0.00845771
43450 0.00344659 0.00244784 0.00275399 0.00864842
43455 0.00353832 0.0024175 0.00287905 0.00883487
43460 0.0036029 0.00239904 0.00300699 0.00900892
43465 0.00363473 0.00239613 0.00313043 0.00916129
43470 0.0036303 0.00241095 0.00324027 0.00928151
43475 0.00358843 0.00244336 0.00332678 0.00935856
43480 0.00351036 0.00249053 0.00338103 0.00938191
43485 0.0033996 0.00254724 0.00339635 0.00934319
43490 0.00326168 0.00260665 0.00336959 0.00923793
43495 0.00310384 0.00266143 0.00330187 0.00906714
43500 0.00293454 0.00270502 0.00319871 0.00883828
43505 0.00276289 0.00273282 0.00306949 0.0085652
43510 0.00259776 0.00274298 0.00292622 0.00826695
43515 0.0024469 0.00273677 0.00278189 0.00796556
43520 0.00231608 0.00271828 0.00264872 0.00768308
43525 0.00220848 0.00269359 0.00253639 0.00743847
43530 0.00212455 0.00266969 0.00245096 0.00724521
43535 0.00206245 0.00265313 0.00239429 0.00710987
43540 0.00201887 0.00264888 0.0023644 0.00703215
43545 0.0019902 0.00265957 0.00235643 0.0070062
43550 0.0019736 0.00268511 0.00236406 0.00702277
43555 0.00196772 0.00272287 0.0023811 0.00707168
43560 0.00197298 0.00276838 0.00240281 0.00714417
43565 0.00199134 0.00281641 0.00242678 0.00723454
43570 0.00202557 0.00286222 0.00245318 0.00734098
