# Time-averaged data for fix f6
# TimeStep c_Mnmsd[1] c_Mnmsd[2] c_Mnmsd[3] c_Mnmsd[4]
43580 0.00276203 0.00353489 0.00321287 0.00950979
43585 0.00267848 0.00367681 0.00321179 0.00956708
43590 0.00260659 0.00384719 0.00324112 0.0096949
43595 0.00255009 0.004035 0.00329657 0.00988166
43600 0.00251094 0.00422724 0.00337106 0.0101092
43605 0.00248932 0.00441061 0.0034556 0.0103555
43610 0.00248385 0.0045732 0.00354034 0.0105974
43615 0.00249209 0.00470593 0.00361558 0.0108136
43620 0.00251104 0.00480351 0.00367278 0.0109873
43625 0.00253777 0.00486483 0.00370541 0.011108
43630 0.00256991 0.00489264 0.00370943 0.011172
43635 0.00260591 0.00489281 0.0036837 0.0111824
43640 0.00264514 0.00487302 0.00362998 0.0111481
43645 0.00268762 0.00484142 0.00355283 0.0110819
43650 0.00273354 0.00480533 0.00345915 0.010998
43655 0.00278274 0.00477014 0.0033576 0.0109105
43660 0.00283416 0.00473872 0.0032578 0.0108307
43665 0.00288564 0.00471123 0.00316937 0.0107662
43670 0.00293382 0.00468553 0.003101 0.0107203
43675 0.00297455 0.00465786 0.00305951 0.0106919
43680 0.0030034 0.00462391 0.00304914 0.0106765
43685 0.00301648 0.00457995 0.00307105 0.0106675
43690 0.00301116 0.00452381 0.00312327 0.0106582
43695 0.00298673 0.00445577 0.00320086 0.0106434
43700 0.00294486 0.00437898 0.0032966 0.0106204
43705 0.00288965 0.00429941 0.00340187 0.0105909
43710 0.00282739 0.00422527 0.00350769 0.0105603
43715 0.00276603 0.00416595 0.00360578 0.0105378
43720 0.00271426 0.00413061 0.00368942 0.0105343
43725 0.00268043 0.00412655 0.00375408 0.0105611
43730 0.00267142 0.00415785 0.00379766 0.0106269
43735 0.00269149 0.00422423 0.00382043 0.0107362
43740 0.00274139 0.00432072 0.00382471 0.0108868
43745 0.00281783 0.00443789 0.00381432 0.01107
43750 0.00291348 0.00456291 0.00379393 0.0112703
43755 0.00301757 0.00468124 0.00376843 0.0114672
43760 0.0031171 0.00477862 0.00374227 0.011638
43765 0.00319854 0.00484313 0.00371894 0.0117606
43770 0.00324982 0.0048669 0.00370059 0.0118173
43775 0.00326229 0.00484732 0.00368789 0.0117975
43780 0.00323232 0.00478738 0.0036802 0.0116999
43785 0.00316225 0.00469525 0.00367597 0.0115335
43790 0.00306035 0.00458307 0.00367334 0.0113168
43795 0.00293981 0.00446527 0.0036708 0.0110759
43800 0.00281677 0.00435655 0.00366763 0.010841
43805 0.00270784 0.00426999 0.00366412 0.010642
43810 0.00262746 0.00421541 0.00366143 0.0105043
43815 0.00258564 0.00419826 0.00366114 0.010445
43820 0.00258653 0.00421927 0.00366478 0.0104706
43825 0.00262793 0.00427473 0.00367327 0.0105759
43830 0.00270199 0.00435741 0.00368663 0.010746
43835 0.00279674 0.00445805 0.00370392 0.0109587
43840 0.00289825 0.00456686 0.00372345 0.0111886
43845 0.00299294 0.00467509 0.00374307 0.0114111
43850 0.00306957 0.00477606 0.00376064 0.0116063
43855 0.00312068 0.00486568 0.00377425 0.0117606
43860 0.00314317 0.00494228 0.00378251 0.011868
43865 0.00313812 0.00500599 0.0037845 0.0119286
43870 0.00310992 0.00505773 0.00377977 0.0119474
43875 0.00306495 0.00509822 0.0037683 0.0119315
43880 0.00301022 0.00512713 0.00375051 0.0118879
43885 0.00295209 0.00514263 0.00372731 0.011822
43890 0.00289532 0.00514144 0.00370026 0.011737
43895 0.0028426 0.00511938 0.0036716 0.0116336
43900 0.0027945 0.00507236 0.00364417 0.011511
43905 0.00274981 0.00499752 0.00362119 0.0113685
43910 0.00270634 0.00489443 0.00360589 0.0112067
43915 0.00266177 0.00476572 0.00360102 0.0110285
43920 0.00261456 0.00461718 0.00360847 0.0108402
43925 0.0025647 0.00445717 0.00362883 0.0106507
43930 0.00251408 0.00429551 0.00366132 0.0104709
43935 0.00246636 0.00414207 0.00370383 0.0103123
43940 0.0024266 0.00400556 0.0037533 0.0101855
43945 0.00240037 0.00389253 0.00380629 0.0100992
43950 0.0023928 0.00380692 0.00385964 0.0100594
43955 0.00240773 0.00374996 0.0039111 0.0100688
43960 0.002447 0.00372055 0.00395963 0.0101272
43965 0.00251006 0.00371581 0.00400556 0.0102314
43970 0.002594 0.0037318 0.0040503 0.0103761
43975 0.00269394 0.00376433 0.00409598 0.0105542
43980 0.00280373 0.00380975 0.00414484 0.0107583
43985 0.00291673 0.00386558 0.00419874 0.010981
43990 0.00302662 0.00393086 0.00425861 0.0112161
43995 0.00312804 0.0040062 0.00432418 0.0114584
44000 0.00321698 0.00409336 0.00439373 0.0117041
