# Time-averaged data for fix f2
# TimeStep c_Comsd[1] c_Comsd[2] c_Comsd[3] c_Comsd[4]
43575 0.00250268 0.00238201 0.00239169 0.00727638
43580 0.00253633 0.00247348 0.00236262 0.00737243
43585 0.00257171 0.00255651 0.00234655 0.00747477
43590 0.00260935 0.00262187 0.00234597 0.0075772
43595 0.00264915 0.00266181 0.00236222 0.00767319
43600 0.00268992 0.00267103 0.0023947 0.00775566
43605 0.00273031 0.00264861 0.0024403 0.00781921
43610 0.00276881 0.00259837 0.00249433 0.00786151
43615 0.00280389 0.00252858 0.00255124 0.00788371
43620 0.00283419 0.00245089 0.00260522 0.0078903
43625 0.00285898 0.002379 0.00265167 0.00788966
43630 0.00287783 0.00232681 0.0026881 0.00789273
43635 0.00289012 0.00230602 0.00271398 0.00791012
43640 0.00289493 0.00232447 0.00273079 0.00795018
43645 0.00289083 0.00238476 0.00274162 0.00801721
43650 0.00287624 0.00248386 0.00274996 0.00811006
43655 0.00284994 0.00261279 0.00275881 0.00822154
43660 0.00281171 0.00275896 0.00276933 0.00834
43665 0.00276294 0.00290807 0.00278161 0.00845261
43670 0.00270647 0.0030458 0.00279446 0.00854673
43675 0.00264561 0.00315868 0.00280677 0.00861107
43680 0.00258383 0.00323506 0.00281672 0.0086356
43685 0.0025259 0.00326729 0.00282116 0.00861434
43690 0.00247682 0.0032519 0.00281688 0.0085456
43695 0.00244105 0.00319013 0.00280202 0.0084332
43700 0.0024224 0.00308795 0.00277605 0.0082864
43705 0.00242408 0.00295519 0.00273978 0.00811905
43710 0.00244849 0.0028044 0.00269539 0.00794828
43715 0.0024969 0.00264939 0.00264604 0.00779233
43720 0.00256865 0.0025037 0.00259533 0.00766767
43725 0.00266036 0.00237837 0.00254772 0.00758644
43730 0.00276695 0.00228049 0.00250775 0.00755519
43735 0.00288263 0.00221264 0.00247937 0.00757463
43740 0.00300138 0.00217316 0.00246508 0.00763961
43745 0.00311724 0.00215687 0.00246461 0.00773872
43750 0.00322435 0.00215652 0.00247482 0.00785569
43755 0.00331655 0.00216387 0.00248995 0.00797037
43760 0.00338842 0.00217138 0.00250224 0.00806204
43765 0.00343569 0.00217299 0.0025038 0.00811249
43770 0.00345534 0.0021648 0.00248836 0.0081085
43775 0.00344592 0.00214544 0.00245242 0.00804379
43780 0.00340778 0.00211572 0.00239603 0.00791953
43785 0.00334295 0.00207779 0.00232254 0.00774328
43790 0.00325422 0.00203476 0.00223784 0.00752681
43795 0.00314491 0.00199031 0.00214919 0.0072844
43800 0.00301894 0.0019484 0.00206427 0.00703161
43805 0.00288077 0.00191268 0.00199037 0.00678382
43810 0.0027354 0.00188592 0.00193377 0.00655509
43815 0.00258802 0.00186929 0.00189916 0.00635647
43820 0.00244332 0.00186222 0.00188905 0.00619459
43825 0.00230555 0.00186242 0.00190384 0.0060718
43830 0.00217855 0.00186617 0.00194142 0.00598615
43835 0.00206604 0.00186957 0.00199641 0.00593203
43840 0.00197082 0.0018697 0.00206075 0.00590127
43845 0.00189407 0.00186543 0.00212498 0.00588449
43850 0.00183583 0.00185733 0.00217958 0.00587273
43855 0.00179469 0.00184712 0.00221691 0.00585872
43860 0.00176817 0.00183716 0.00223214 0.00583748
43865 0.0017531 0.00182952 0.00222353 0.00580615
43870 0.00174585 0.00182522 0.00219235 0.00576342
43875 0.00174342 0.00182424 0.00214164 0.0057093
43880 0.00174387 0.00182554 0.00207588 0.00564529
43885 0.00174614 0.00182743 0.00200071 0.00557427
43890 0.00175058 0.00182766 0.00192225 0.00550048
43895 0.00175889 0.00182376 0.00184695 0.0054296
43900 0.00177365 0.00181321 0.00178104 0.0053679
43905 0.00179792 0.00179469 0.00172979 0.00532241
43910 0.00183442 0.0017684 0.00169698 0.0052998
43915 0.00188512 0.00173584 0.00168489 0.00530584
43920 0.00195084 0.00169923 0.00169421 0.00534429
43925 0.0020303 0.00166149 0.00172358 0.00541537
43930 0.00212013 0.00162569 0.00176929 0.00551511
43935 0.00221563 0.00159465 0.00182529 0.00563556
43940 0.00231095 0.00157062 0.0018837 0.00576528
43945 0.00239951 0.00155498 0.00193661 0.0058911
43950 0.0024755 0.00154828 0.00197618 0.00599996
43955 0.00253503 0.00155042 0.00199553 0.00608099
43960 0.00257692 0.00156066 0.00198995 0.00612753
43965 0.00260302 0.00157795 0.0019577 0.00613868
43970 0.00261706 0.00160092 0.00190067 0.00611865
43975 0.0026246 0.00162689 0.00182452 0.00607601
43980 0.00263172 0.0016526 0.0017387 0.00602302
43985 0.0026435 0.00167491 0.00165507 0.00597348
43990 0.00266305 0.00169114 0.00158629 0.00594048
43995 0.00269023 0.00169924 0.001544 0.00593346
44000 0.00272145 0.00169754 0.00153742 0.00595641
