# Time-averaged data for fix f4
# TimeStep c_Crmsd[1] c_Crmsd[2] c_Crmsd[3] c_Crmsd[4]
43520 0.00355791 0.0053836 0.00387127 0.0128128
43525 0.00364905 0.00534425 0.00391575 0.0129091
43530 0.00374598 0.00531649 0.00398594 0.0130484
43535 0.00383677 0.00530958 0.00407654 0.0132229
43540 0.00391089 0.00533144 0.00418008 0.0134224
43545 0.00396062 0.00538774 0.00428792 0.0136363
43550 0.00398213 0.00548123 0.00439123 0.0138546
43555 0.00397592 0.00561144 0.00448206 0.0140694
43560 0.00394672 0.00577462 0.00455417 0.0142755
43565 0.00390275 0.0059641 0.00460363 0.0144705
43570 0.00385448 0.00617081 0.00462899 0.0146543
43575 0.00381312 0.00638399 0.00463125 0.0148284
43580 0.00378895 0.00659202 0.00461348 0.0149944
43585 0.00378976 0.0067832 0.00458029 0.0151533
43590 0.0038198 0.00694665 0.00453724 0.0153037
43595 0.00387923 0.00707321 0.0044902 0.0154426
43600 0.00396437 0.00715626 0.0044448 0.0155654
43605 0.00406861 0.00719239 0.00440606 0.0156671
43610 0.00418388 0.00718182 0.00437802 0.0157437
43615 0.00430225 0.00712842 0.0043637 0.0157944
43620 0.00441737 0.00703924 0.00436498 0.0158216
43625 0.0045253 0.00692368 0.00438269 0.0158317
43630 0.00462471 0.00679236 0.00441663 0.0158337
43635 0.0047164 0.00665595 0.00446572 0.0158381
43640 0.0048025 0.0065243 0.00452824 0.015855
43645 0.00488541 0.00640581 0.00460199 0.0158932
43650 0.00496693 0.00630722 0.00468458 0.0159587
43655 0.00504769 0.00623355 0.00477356 0.0160548
43660 0.00512683 0.00618825 0.00486647 0.0161816
43665 0.00520209 0.00617325 0.0049609 0.0163362
43670 0.00527012 0.00618897 0.0050545 0.0165136
43675 0.00532705 0.00623442 0.00514506 0.0167065
43680 0.00536903 0.0063073 0.00523058 0.0169069
43685 0.00539272 0.00640407 0.00530932 0.0171061
43690 0.00539567 0.00652005 0.00537982 0.0172955
43695 0.00537651 0.00664945 0.00544092 0.0174669
43700 0.00533508 0.00678545 0.00549168 0.0176122
43705 0.00527241 0.00692052 0.00553135 0.0177243
43710 0.00519082 0.00704679 0.00555926 0.0177969
43715 0.00509395 0.00715666 0.00557471 0.0178253
43720 0.00498663 0.00724349 0.00557679 0.0178069
43725 0.00487474 0.00730229 0.00556426 0.0177413
43730 0.00476476 0.00733026 0.00553557 0.0176306
43735 0.00466328 0.00732728 0.00548895 0.0174795
43740 0.00457633 0.00729606 0.00542264 0.017295
43745 0.00450883 0.00724193 0.00533511 0.0170859
43750 0.00446416 0.0071723 0.00522538 0.0168618
43755 0.00444395 0.00709568 0.00509323 0.0166329
43760 0.00444815 0.00702049 0.00493949 0.0164081
43765 0.00447517 0.00695377 0.00476629 0.0161952
43770 0.0045222 0.0069 0.00457735 0.0159996
43775 0.00458548 0.00686028 0.00437811 0.0158239
43780 0.00466064 0.00683195 0.00417572 0.0156683
43785 0.00474292 0.00680885 0.00397882 0.0155306
43790 0.00482725 0.00678207 0.00379698 0.0154063
43795 0.0049083 0.00674114 0.0036399 0.0152893
43800 0.00498052 0.0066756 0.00351653 0.0151727
43805 0.0050383 0.00657661 0.00343412 0.015049
43810 0.00507628 0.00643837 0.00339737 0.014912
43815 0.00508984 0.00625906 0.00340788 0.0147568
43820 0.00507575 0.00604116 0.00346377 0.0145807
43825 0.00503274 0.00579118 0.00355967 0.0143836
43830 0.00496189 0.00551877 0.00368704 0.0141677
43835 0.00486678 0.00523536 0.00383482 0.013937
43840 0.00475327 0.00495273 0.00399038 0.0136964
43845 0.00462897 0.00468156 0.00414072 0.0134512
43850 0.0045025 0.00443039 0.00427373 0.0132066
43855 0.00438267 0.00420488 0.00437946 0.012967
43860 0.00427759 0.00400762 0.00445114 0.0127363
43865 0.00419396 0.0038384 0.00448589 0.0125182
43870 0.00413652 0.00369491 0.00448494 0.0123164
43875 0.00410777 0.00357362 0.00445341 0.0121348
43880 0.0041079 0.00347067 0.00439955 0.0119781
43885 0.00413494 0.00338256 0.00433379 0.0118513
43890 0.0041851 0.00330651 0.0042675 0.0117591
43895 0.00425327 0.00324065 0.00421187 0.0117058
43900 0.00433362 0.00318404 0.00417696 0.0116946
43905 0.0044203 0.00313672 0.00417097 0.011728
43910 0.00450807 0.00309978 0.00419978 0.0118076
43915 0.00459278 0.00307544 0.00426653 0.0119347
43920 0.00467146 0.00306682 0.00437141 0.0121097
43925 0.00474224 0.00307756 0.00451134 0.0123311
43930 0.00480376 0.00311107 0.00467996 0.0125948
43935 0.00485456 0.00316973 0.00486781 0.0128921
43940 0.00489245 0.00325421 0.00506302 0.0132097
43945 0.00491421 0.00336316 0.00525234 0.0135297
43950 0.00491583 0.00349325 0.00542262 0.0138317
43955 0.0048932 0.00363971 0.00556238 0.0140953
43960 0.00484303 0.00379687 0.00566322 0.0143031
43965 0.00476394 0.00395898 0.00572094 0.0144439
43970 0.0046572 0.00412097 0.00573593 0.0145141
43975 0.00452721 0.00427909 0.00571305 0.0145194
43980 0.00438132 0.00443142 0.00566085 0.0144736
43985 0.00422926 0.00457792 0.0055903 0.0143975
43990 0.00408229 0.00472026 0.00551335 0.0143159
43995 0.00395206 0.00486121 0.00544148 0.0142547
44000 0.00384956 0.00500387 0.00538444 0.0142379
