# Time-averaged data for fix f7
# TimeStep c_allmsd[1] c_allmsd[2] c_allmsd[3] c_allmsd[4]
43580 0.00270237 0.00372723 0.00324426 0.00967387
43585 0.0027072 0.00383062 0.00324369 0.00978151
43590 0.00272254 0.00392961 0.00325028 0.00990243
43595 0.00274888 0.00402093 0.00326455 0.0100344
43600 0.00278562 0.00410201 0.0032857 0.0101733
43605 0.00283145 0.0041713 0.00331154 0.0103143
43610 0.00288448 0.00422829 0.00333899 0.0104518
43615 0.00294251 0.0042735 0.0033646 0.0105806
43620 0.00300331 0.00430832 0.00338506 0.0106967
43625 0.00306479 0.00433477 0.00339789 0.0107975
43630 0.00312506 0.00435522 0.0034018 0.0108821
43635 0.00318228 0.00437186 0.0033968 0.0109509
43640 0.00323469 0.00438641 0.00338423 0.0110053
43645 0.00328057 0.00439987 0.00336655 0.011047
43650 0.00331835 0.00441248 0.00334699 0.0110778
43655 0.00334684 0.00442363 0.00332916 0.0110996
43660 0.00336542 0.00443239 0.00331655 0.0111144
43665 0.00337432 0.0044378 0.0033123 0.0111244
43670 0.0033746 0.00443903 0.00331888 0.0111325
43675 0.00336789 0.0044354 0.00333795 0.0111412
43680 0.00335631 0.00442638 0.00336985 0.0111525
43685 0.00334234 0.00441182 0.00341325 0.0111674
43690 0.00332839 0.00439182 0.00346525 0.0111855
43695 0.00331633 0.00436672 0.00352172 0.0112048
43700 0.00330731 0.00433716 0.00357759 0.0112221
43705 0.00330176 0.00430406 0.00362732 0.0112331
43710 0.00329946 0.00426859 0.00366553 0.0112336
43715 0.00329979 0.00423225 0.00368766 0.0112197
43720 0.00330191 0.0041968 0.00369047 0.0111892
43725 0.00330493 0.00416402 0.00367269 0.0111416
43730 0.00330823 0.00413549 0.00363507 0.0110788
43735 0.00331161 0.00411242 0.00358029 0.0110043
43740 0.00331524 0.00409548 0.00351241 0.0109231
43745 0.00331936 0.00408464 0.00343607 0.0108401
43750 0.00332394 0.00407917 0.00335577 0.0107589
43755 0.00332838 0.00407757 0.00327528 0.0106812
43760 0.0033315 0.00407782 0.00319717 0.0106065
43765 0.00333167 0.00407751 0.00312283 0.010532
43770 0.00332703 0.00407418 0.00305273 0.0104539
43775 0.0033158 0.00406564 0.00298673 0.0103682
43780 0.0032967 0.00405025 0.0029246 0.0102715
43785 0.00326922 0.00402698 0.00286637 0.0101626
43790 0.00323367 0.00399558 0.0028126 0.0100419
43795 0.0031911 0.00395655 0.00276451 0.00991216
43800 0.0031432 0.00391103 0.00272399 0.00977822
43805 0.003092 0.00386055 0.00269338 0.00964594
43810 0.00303964 0.00380673 0.00267517 0.00952153
43815 0.00298796 0.00375088 0.00267147 0.0094103
43820 0.00293832 0.00369387 0.00268344 0.00931563
43825 0.0028915 0.00363605 0.00271096 0.00923851
43830 0.00284786 0.00357732 0.00275224 0.00917742
43835 0.00280754 0.00351756 0.00280369 0.00912879
43840 0.00277055 0.00345695 0.00286034 0.00908784
43845 0.00273685 0.00339635 0.00291654 0.00904973
43850 0.00270656 0.00333725 0.00296682 0.00901063
43855 0.00267999 0.00328159 0.00300687 0.00896844
43860 0.00265756 0.00323139 0.00303406 0.008923
43865 0.00263977 0.00318829 0.00304762 0.00887568
43870 0.00262705 0.0031531 0.00304849 0.00882863
43875 0.00261972 0.0031256 0.00303869 0.00878401
43880 0.00261799 0.00310452 0.00302092 0.00874343
43885 0.00262178 0.00308775 0.00299812 0.00870765
43890 0.00263087 0.00307251 0.00297318 0.00867657
43895 0.00264487 0.00305587 0.00294885 0.00864958
43900 0.00266322 0.00303513 0.0029277 0.00862606
43905 0.00268533 0.00300854 0.00291215 0.00860602
43910 0.00271056 0.00297574 0.00290435 0.00859065
43915 0.00273835 0.00293793 0.00290624 0.00858252
43920 0.00276832 0.0028978 0.00291931 0.00858543
43925 0.00280006 0.00285915 0.00294435 0.00860356
43930 0.00283308 0.00282638 0.00298109 0.00864055
43935 0.0028668 0.00280375 0.003028 0.00869854
43940 0.00290031 0.0027947 0.00308234 0.00877735
43945 0.00293228 0.00280137 0.00314061 0.00887426
43950 0.00296112 0.00282439 0.00319877 0.00898428
43955 0.00298528 0.00286288 0.00325275 0.00910092
43960 0.00300347 0.00291474 0.00329908 0.0092173
43965 0.00301499 0.00297707 0.00333535 0.0093274
43970 0.00301968 0.00304665 0.00336058 0.00942691
43975 0.00301818 0.00312026 0.00337546 0.00951389
43980 0.00301177 0.00319522 0.00338226 0.00958925
43985 0.00300219 0.0032697 0.00338449 0.00965638
43990 0.00299135 0.00334286 0.00338626 0.00972047
43995 0.00298101 0.00341462 0.00339165 0.00978727
44000 0.00297258 0.00348525 0.00340409 0.00986193
