# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 3600
  1 0.025 180.1 1492.81
  2 0.075 179.9 1515.39
  3 0.125 180 1487
  4 0.175 180 1553.29
  5 0.225 180.1 1479.02
  6 0.275 179.9 1460.6
  7 0.325 180 1475.28
  8 0.375 180 1560.44
  9 0.425 180 1600.47
  10 0.475 179.9 1527.71
  11 0.525 180.1 1518.77
  12 0.575 180 1511.76
  13 0.625 180 1449.24
  14 0.675 180 1516.76
  15 0.725 180 1492.1
  16 0.775 180.1 1485.08
  17 0.825 179.9 1489.8
  18 0.875 180 1472.1
  19 0.925 179.9 1502.87
  20 0.975 180.1 1453.42
2100 20 3600
  1 0.025 180.1 1468.55
  2 0.075 180.1 1431.48
  3 0.125 179.9 1488.43
  4 0.175 180 1459.03
  5 0.225 180.1 1490.29
  6 0.275 179.9 1490.08
  7 0.325 180 1497.12
  8 0.375 180 1511.14
  9 0.425 180 1561.3
  10 0.475 180 1580.54
  11 0.525 180 1553.99
  12 0.575 180 1599.95
  13 0.625 180 1483.24
  14 0.675 180 1519.93
  15 0.725 180 1510.87
  16 0.775 179.9 1520.91
  17 0.825 180.2 1523.3
  18 0.875 179.9 1482.1
  19 0.925 180 1406.02
  20 0.975 179.9 1442.21
3150 20 3600
  1 0.025 180 1433.55
  2 0.075 180 1468.64
  3 0.125 180 1479.5
  4 0.175 180 1488.43
  5 0.225 180 1494.9
  6 0.275 180 1518.04
  7 0.325 180 1443
  8 0.375 180 1492.92
  9 0.425 180.1 1500.63
  10 0.475 179.9 1603.91
  11 0.525 180 1598.44
  12 0.575 180 1554.64
  13 0.625 180 1520.17
  14 0.675 180 1471.46
  15 0.725 180 1477.76
  16 0.775 179.9 1446.84
  17 0.825 180.1 1423.93
  18 0.875 180 1527.31
  19 0.925 180 1496.58
  20 0.975 180 1447.18
4200 20 3600
  1 0.025 179.9 1401.4
  2 0.075 180.1 1462.74
  3 0.125 180 1419.53
  4 0.175 180.1 1501.64
  5 0.225 179.9 1470.93
  6 0.275 179.9 1482.4
  7 0.325 180.1 1598.41
  8 0.375 180 1549.12
  9 0.425 180 1503.45
  10 0.475 180 1522.86
  11 0.525 180 1508.94
  12 0.575 180 1488.04
  13 0.625 180 1464.4
  14 0.675 180.1 1522.28
  15 0.725 179.9 1541.35
  16 0.775 180 1575.1
  17 0.825 180 1447.47
  18 0.875 180 1519.36
  19 0.925 180 1515.65
  20 0.975 180 1440.08
5250 20 3600
  1 0.025 180 1419.07
  2 0.075 180 1469.22
  3 0.125 180 1509.68
  4 0.175 180 1529.2
  5 0.225 180 1505.86
  6 0.275 180 1546.1
  7 0.325 180 1541.05
  8 0.375 179.9 1494.3
  9 0.425 180.1 1510.71
  10 0.475 180 1453.04
  11 0.525 179.9 1543.45
  12 0.575 180.1 1488.76
  13 0.625 180 1507.72
  14 0.675 180 1482.64
  15 0.725 179.9 1546.83
  16 0.775 180.1 1565.01
  17 0.825 180 1419.02
  18 0.875 180 1461.38
  19 0.925 180 1478.49
  20 0.975 180 1489.23
6300 20 3600
  1 0.025 180.1 1446.24
  2 0.075 180 1458.17
  3 0.125 180.1 1422.01
  4 0.175 179.9 1463.08
  5 0.225 180.1 1490.15
  6 0.275 180 1516.88
  7 0.325 179.9 1530.87
  8 0.375 180 1535.82
  9 0.425 180.1 1573.25
  10 0.475 179.9 1574.49
  11 0.525 180 1569.59
  12 0.575 179.9 1541.31
  13 0.625 180.1 1484.09
  14 0.675 180 1479.67
  15 0.725 180 1427.16
  16 0.775 180 1420.74
  17 0.825 180 1525.29
  18 0.875 180 1520.79
  19 0.925 180 1549.95
