ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
8640
ITEM: BOX BOUNDS xy xz yz pp pp pp
-9.0145521331692180e-02 2.1680545521331247e+01 0.0000000000000000e+00
-8.5316971996052260e-02 2.1675716971996174e+01 0.0000000000000000e+00
-1.7367397279312229e+00 2.0781673972792618e+02 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 0.721892 1.03368 0.60212 -8.12289 -0.325621 0.810822 0.459314 
222 1 0.84086 1.08039 5.69007 -7.29846 1.05114 -1.24284 1.70316 
438 1 1.04129 0.685651 11.0666 -7.61396 -0.992598 0.395997 0.0372709 
42 1 0.68907 4.47918 0.486075 -7.96268 -0.717352 0.347629 0.110006 
258 1 0.645538 4.5294 5.84959 -8.66883 -0.190319 -0.211846 -0.305765 
474 1 0.913576 4.21342 11.11 -8.42404 -0.80839 1.71318 -0.337736 
78 1 0.584652 8.05165 0.580634 -8.39282 0.100379 0.194213 1.45175 
294 1 0.922817 8.02754 5.7265 -7.67106 -0.518057 -1.21574 1.9491 
510 1 1.04778 8.19293 10.9358 -7.56227 -0.278411 0.339681 -0.485327 
114 1 0.847396 11.6272 0.388664 -7.76328 1.42674 0.129677 -0.121876 
330 1 0.533698 11.8963 5.57303 -7.20783 1.06477 -0.925953 0.314863 
546 1 0.871966 11.7419 11.0133 -7.95208 0.80152 -0.823991 0.596923 
150 1 0.631008 15.3248 0.50331 -7.36166 1.49602 0.212161 1.37335 
366 1 0.637811 15.2829 5.76377 -8.39592 1.39623 -0.315811 0.63875 
582 1 0.867811 15.3222 11.1958 -8.27883 0.553984 -0.501817 -0.766913 
186 1 0.782712 18.9334 0.656281 -7.78064 -0.110225 0.395844 -1.56832 
402 1 0.376163 18.9721 5.69082 -7.33528 1.75034 0.13814 -0.999623 
618 1 0.931091 19.0972 10.9948 -7.24523 0.134898 0.260731 -1.21609 
12 1 4.18516 0.886273 0.514102 -7.50431 -0.0622469 -0.852328 1.35894 
228 1 4.39178 0.824401 5.72095 -8.04435 -0.433528 0.629719 -0.0284327 
444 1 4.6825 0.672105 10.9278 -7.46465 0.842191 1.6879 0.847827 
48 1 4.33776 4.55394 0.557567 -7.6668 0.43858 -0.327293 1.38565 
264 1 4.77507 4.23753 5.73582 -7.52796 -0.420091 1.19724 0.758155 
480 1 4.6642 4.58494 11.1041 -8.23455 -1.06826 -0.652713 -0.120374 
84 1 4.52235 7.94862 0.616165 -7.47874 -0.530982 0.296281 0.818462 
300 1 4.32322 8.26458 5.84863 -7.60514 0.315027 -0.780506 -0.428619 
516 1 4.6092 8.14983 10.9254 -7.41115 -0.863602 -0.495617 -0.088214 
120 1 4.2743 11.6077 0.636435 -8.21051 -0.310798 1.69507 -0.380631 
336 1 4.41637 11.5641 5.88399 -8.09327 -0.115309 2.21134 -0.590695 
552 1 4.58848 11.9437 11.0589 -7.12972 0.300475 -2.30997 -0.427771 
156 1 4.42527 15.5048 0.520708 -7.7382 0.310741 -1.09616 0.940595 
372 1 4.11467 15.344 5.72112 -8.03663 0.586238 -0.373907 -0.364805 
588 1 4.32407 15.5037 10.9491 -7.59248 -1.4628 1.12687 -1.00106 
192 1 4.28741 19.1273 0.535021 -8.08041 0.124441 -1.59155 1.22383 
408 1 4.13379 18.815 5.63513 -7.69177 0.797944 0.785634 1.09097 
624 1 4.47524 18.8546 10.8947 -7.98248 0.381361 -0.836485 1.08737 
18 1 7.81391 1.16304 0.660364 -7.6155 1.07857 -3.13089 0.40997 
234 1 8.05776 0.610435 5.99167 -7.74321 0.209733 -0.880798 -1.25211 
450 1 7.93284 0.580734 11.0885 -8.27815 1.61313 1.4707 0.318363 
54 1 8.08544 4.38527 0.626 -7.65021 -0.538251 0.443653 -0.200027 
270 1 8.03055 4.52857 6.00264 -6.9053 -0.461589 0.776071 -1.20902 
486 1 8.20208 4.40282 10.9598 -7.81749 -0.452123 0.016374 2.04363 
90 1 7.96889 8.15531 0.581915 -8.1403 0.49801 -0.373085 0.841899 
306 1 8.14274 8.16768 5.712 -7.59097 0.127216 -0.499019 0.439101 
522 1 8.24579 8.19034 11.0475 -7.58296 -0.926413 -0.482225 -1.69215 
126 1 7.82722 11.7683 0.557994 -7.82174 0.821903 -0.0464711 0.524489 
342 1 7.91726 11.8275 5.77528 -7.902 0.438518 0.992045 0.783541 
558 1 7.99807 11.8769 10.9735 -8.16308 -0.542287 -0.456094 0.993989 
162 1 8.01407 15.2547 0.719377 -7.89182 0.534339 -0.431709 -1.81088 
378 1 7.95816 15.3498 5.76918 -8.04928 0.508388 0.666259 0.193172 
594 1 8.1798 15.1156 11.1172 -8.5975 1.34221 1.58185 -0.636607 
198 1 8.10789 19.1173 0.736594 -8.20881 -0.502363 0.216866 -0.30678 
414 1 8.0068 18.9743 5.93116 -7.83495 -1.46877 -2.09227 -0.843992 
630 1 8.16825 18.9777 11.0039 -7.87848 0.889667 -1.59304 2.50028 
5 1 0.924319 0.809398 3.24727 -7.59228 0.00529535 0.173315 -1.00934 
