ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
7200
ITEM: BOX BOUNDS xy xz yz pp pp pp
-9.3896104901058663e-01 1.4487496104900578e+02 0.0000000000000000e+00
-1.1835122256872133e-01 2.1708751222568932e+01 0.0000000000000000e+00
-3.1202064977803268e-01 2.6072020649778047e+01 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 0.0474372 0.791563 1.83567 -7.8218 0.576428 -0.861267 -0.309301 
1446 1 0.146751 0.824302 7.10542 -8.58237 -2.58954 1.57846 0.519271 
2664 1 11.0284 19.1162 7.36289 -7.22198 0.443303 0.439357 0.0182674 
246 1 -0.159088 4.4915 1.86452 -7.31057 2.51008 -1.58714 -0.232175 
1686 1 0.134795 4.45571 7.36777 -8.37262 -0.794118 -1.43047 -1.3552 
1464 1 11.1314 1.0084 7.49219 -7.07692 -0.980602 -0.619656 -1.18533 
486 1 -0.0389377 8.10999 2.10759 -7.9874 1.15008 -0.321585 -0.91083 
1926 1 -0.18514 8.17645 7.01935 -7.30837 0.333495 0.793291 1.28698 
3372 1 3.67062 8.11426 12.7335 -8.17426 0.148934 -0.391607 -2.41474 
726 1 0.100856 11.9098 2.05421 -8.43705 0.0190995 -0.504764 0.866515 
2166 1 0.294955 11.6801 7.4412 -8.45524 0.270148 -0.0791148 -0.557461 
3852 1 3.58061 15.6671 12.5589 -7.52948 0.533087 -0.953833 0.442089 
966 1 0.0836638 15.1096 2.24138 -8.40955 0.174236 1.09474 -0.749014 
2406 1 0.0137433 15.5365 7.56485 -8.24154 0.256084 -0.16836 -1.12488 
1940 2 10.9138 9.87743 6.39235 -28.6541 2.18313 3.46427 -1.64875 
1206 1 -0.0554162 19.1456 2.29507 -7.94397 1.79574 0.161798 -0.357029 
2646 1 -0.111952 18.7877 7.57465 -7.76919 0.140299 0.558818 -0.620195 
3624 1 10.8272 11.8792 12.3086 -7.58753 0.548367 -1.11217 2.90719 
12 1 3.62869 0.890815 1.67589 -6.97956 0.515612 -0.100935 -0.730667 
1452 1 3.44373 0.740492 7.05705 -7.29261 0.0496599 -1.43803 1.24262 
723 1 2.08028 13.6299 0.220259 -8.58083 -0.32717 -1.31359 -1.98874 
252 1 3.89555 4.41176 1.84052 -8.30787 -1.45188 -0.251952 1.16477 
1692 1 3.93204 4.76359 7.35217 -7.82836 -0.484766 -0.233522 0.575556 
3132 1 3.49005 4.31147 12.4347 -8.29767 0.925063 0.546362 0.596073 
492 1 3.79105 8.00788 2.28491 -8.39601 0.583805 1.53192 -2.21154 
1932 1 3.72766 7.94331 7.31698 -8.1148 1.0543 0.282154 0.0735312 
736 1 9.41046 13.6335 2.80316 -7.87358 -1.21522 -0.433748 -0.682879 
732 1 3.94603 11.673 2.12963 -8.57386 -1.87768 1.13849 -0.752674 
2172 1 3.6696 11.8931 7.34761 -8.61114 -1.13895 -2.86116 -0.424974 
3860 2 10.8964 17.2254 11.4214 -28.196 0.255969 0.0641713 0.689218 
972 1 3.92263 15.576 1.87894 -8.40129 0.206567 -0.992226 2.33025 
2412 1 3.7653 15.525 7.31302 -6.9021 -1.27939 -1.68695 -0.928278 
3138 1 7.43332 4.40799 12.682 -7.3781 -1.30151 -0.818672 -0.843822 
1212 1 3.55813 19.0657 1.72412 -7.81121 0.692802 -1.23451 0.793771 
2652 1 3.7296 19.1284 7.3617 -8.33015 0.0716479 1.66525 -0.538884 
3612 1 3.407 11.8682 12.4619 -7.67814 0.932714 0.741837 -0.44099 
18 1 6.94298 0.756126 1.95327 -8.58182 1.31799 -2.07477 1.63092 
1458 1 7.43383 0.914605 7.43768 -7.67616 -0.290641 2.15498 -0.15611 
3144 1 10.9143 4.59447 12.6084 -7.69562 -0.7105 0.697337 0.655162 
258 1 7.47231 4.0783 2.1606 -7.68252 -1.14937 1.59636 -0.458392 
1698 1 7.45468 4.35674 7.3471 -8.42978 -0.883993 -0.083095 1.43028 
260 2 10.8809 6.44662 1.11872 -29.3837 0.687343 0.191809 -0.0924174 
498 1 7.21511 7.72932 1.81242 -7.30106 -1.69229 3.93513 0.289485 
1938 1 7.54052 8.39715 7.43682 -7.62152 -0.398949 0.977562 -3.20632 
9 1 5.55707 2.77813 -0.22922 -8.24005 -0.0723802 -1.19778 0.155065 
738 1 7.40988 11.8246 1.89827 -8.21816 -0.184901 0.00223011 1.47673 
2178 1 7.28119 11.6778 7.37359 -8.81073 0.57079 -0.263926 -2.16709 
496 1 8.9577 9.91157 2.69006 -7.62478 -2.06354 -0.750532 0.471419 
978 1 7.39514 15.3767 1.84789 -7.34194 -0.452292 1.11216 0.536005 
