# Lattice constant (Angstroms), Volume (Angstrom), Total energy (eV), Cohesive energy (eV/atom)
3.15076920232507, 31.2787778219692, -11.7524399652574, -5.87621998262868
3.15864612533089, 31.513955621449, -11.7915667301377, -5.89578336506886
3.16654274064421, 31.7509016676833, -11.8287660886678, -5.91438304433388
3.17445909749582, 31.9896292557051, -11.8640608669192, -5.93203043345959
3.18239524523956, 32.2301517805094, -11.8974738017255, -5.94873690086275
3.19035123335266, 32.4724827378052, -11.929027539557, -5.96451376977851
3.19832711143604, 32.7166357247726, -11.958744634267, -5.9793723171335
3.20632292921463, 32.9626244408257, -11.9866475471744, -5.99332377358718
3.21433873653767, 33.2104626883811, -12.0127586465057, -6.00637932325283
3.22237458337901, 33.4601643736329, -12.0371002051173, -6.01855010255867
3.23043051983746, 33.7117435073322, -12.0596944000869, -6.02984720004343
3.23850659613705, 33.9652142055739, -12.0805633126455, -6.04028165632275
3.2466028626274, 34.2205906905885, -12.0997289260037, -6.04986446300184
3.25471936978396, 34.4778872915401, -12.1172131245804, -6.05860656229018
3.26285616820842, 34.7371184453304, -12.1330376942379, -6.06651884711897
3.27101330862895, 34.9982986974086, -12.1472243201487, -6.07361216007433
3.27919084190052, 35.2614427025882, -12.159794585945, -6.07989729297252
3.28738881900527, 35.5265652258683, -12.1707699740798, -6.08538498703988
3.29560729105278, 35.7936811432629, -12.1801718635987, -6.09008593179937
3.30384630928041, 36.0628054426351, -12.1880215295324, -6.09401076476618
3.31210592505361, 36.3339532245382, -12.1943401431829, -6.09717007159144
3.32038618986625, 36.6071397030632, -12.1991487697063, -6.09957438485314
3.32868715534091, 36.8823802066921, -12.2024683680623, -6.10123418403115
3.33700887322926, 37.1596901791584, -12.2043197909141, -6.10215989545703
3.34535139541234, 37.4390851803131, -12.2047237821409, -6.10236189107047
3.35371477390087, 37.7205808869983, -12.2037009775242, -6.10185048876208
3.36209906083562, 38.0041930939265, -12.2012719037753, -6.10063595188766
3.37050430848771, 38.2899377145669, -12.1974569766081, -6.09872848830405
3.37893056925893, 38.5778307820386, -12.1922765017786, -6.09613825088929
3.38737789568207, 38.8678884500096, -12.1857506730003, -6.09287533650016
3.39584634042128, 39.1601269936039, -12.1778995714448, -6.08894978572239
3.40433595627233, 39.454562810314, -12.1687431660718, -6.0843715830359
3.41284679616301, 39.7512124209216, -12.1583013111342, -6.0791506555671
3.42137891315342, 40.0500924704241, -12.1465937472076, -6.07329687360381
3.4299323604363, 40.3512197289688, -12.1336400996747, -6.06682004983737
3.4385071913374, 40.6546110927938, -12.1194598777544, -6.05972993887719
3.44710345931574, 40.960283585176, -12.1040724751889, -6.05203623759445
3.45572121796403, 41.2682543573865, -12.0874971677494, -6.04374858387471
3.46436052100894, 41.5785406896526, -12.069753114382, -6.03487655719101
3.47302142231146, 41.8911599921276, -12.0508593555065, -6.02542967775323
3.48170397586724, 42.2061298058678, -12.0308348125928, -6.0154174062964
3.49040823580691, 42.5234678038164, -12.0096982883566, -6.00484914417831
3.49913425639642, 42.8431917917955, -11.9874684646967, -5.99373423234834
3.50788209203741, 43.1653197095049, -11.9641639040099, -5.98208195200494
3.51665179726751, 43.4898696315289, -11.939803046819, -5.96990152340952
3.52544342676068, 43.8168597683502, -11.9144042127276, -5.95720210636378
3.53425703532758, 44.1463084673719, -11.8879855990111, -5.94399279950555
3.5430926779159, 44.478234213947, -11.8605652803553, -5.93028264017764
3.55195040961069, 44.8126556324155, -11.832161208783, -5.91608060439149
