# Lattice constant (Angstroms), Volume (Angstrom), Total energy (eV), Cohesive energy (eV/atom)
3.31576031863913, 89.0768132029906, -32.278982778824, -5.37983046313734
3.32404971943573, 89.7465608840857, -32.5241114474386, -5.42068524123977
3.33235984373432, 90.4213442410229, -32.7562121363077, -5.45936868938462
3.34069074334366, 91.1012011358686, -32.975528298432, -5.49592138307201
3.34904247020202, 91.7861697153652, -33.1823006445927, -5.53038344076545
3.35741507637752, 92.4762884130715, -33.3767671492179, -5.56279452486965
3.36580861406846, 93.1715959515192, -33.5591630584543, -5.59319384307571
3.37422313560364, 93.8721313443859, -33.7297209059678, -5.62162015099463
3.38265869344264, 94.5779338986835, -33.8886705127542, -5.6481117521257
3.39111534017625, 95.2890432169644, -34.0362390095419, -5.67270650159032
3.39959312852669, 96.0054991995433, -34.1726508332404, -5.69544180554006
3.40809211134801, 96.7273420467358, -34.2981277501946, -5.71635462503244
3.41661234162638, 97.4546122611144, -34.4128888549413, -5.73548147582355
3.42515387248044, 98.1873506497809, -34.5171505895789, -5.75285843159649
3.43371675716164, 98.9255983266563, -34.6111267479393, -5.76852112465655
3.44230104905455, 99.6693967147873, -34.6950284895194, -5.78250474825323
3.45090680167718, 100.418787548671, -34.769064349325, -5.79484405822083
3.45953406868138, 101.173812876596, -34.8334402469266, -5.80557337448776
3.46818290385308, 101.934515063003, -34.8883595008602, -5.8147265834767
3.47685336111271, 102.70093679086, -34.9340228341599, -5.82233713902665
3.48554549451549, 103.473121064058, -34.9706283917863, -5.82843806529771
3.49425935825178, 104.251111209826, -34.9983717441451, -5.83306195735751
3.50299500664741, 105.034950881158, -35.0174459060154, -5.8362409843359
3.51175249416403, 105.824684059267, -35.0280413394807, -5.83800688991345
3.52053187539944, 106.620355056048, -35.0303459729185, -5.83839099548642
3.52933320508794, 107.422008516569, -35.0245452047082, -5.8374242007847
3.53815653810066, 108.229689421572, -35.0108219208467, -5.83513698680778
3.54700192944591, 109.043443089999, -34.9893565008464, -5.83155941680774
3.55586943426952, 109.863315181536, -34.9603268324491, -5.82672113874151
3.5647591078552, 110.689351699171, -34.9239083212048, -5.82065138686747
3.57367100562483, 111.521598991781, -34.880273900762, -5.81337898346034
3.5826051831389, 112.360103756725, -34.8295940474142, -5.8049323412357
3.59156169609674, 113.204913042472, -34.7720367849477, -5.79533946415796
3.60054060033699, 114.056074251237, -34.7077677045103, -5.78462795075172
3.60954195183783, 114.91363514164, -34.6369499644363, -5.77282499407271
3.61856580671742, 115.777643831387, -34.5597443137568, -5.75995738562613
3.62761222123422, 116.64814879997, -34.4763090899499, -5.74605151499165
3.6366812517873, 117.525198891387, -34.3868002417667, -5.73113337362778
3.64577295491677, 118.408843316883, -34.2913713300264, -5.7152285550044
3.65488738730406, 119.29913165771, -34.1901735443091, -5.69836225738485
3.66402460577232, 120.19611386791, -34.0833557114703, -5.68055928524505
3.67318466728675, 121.099840277118, -33.9710643029929, -5.66184405049881
3.68236762895497, 122.010361593387, -33.8534434517617, -5.64224057529362
3.69157354802735, 122.927728906029, -33.7306349525837, -5.62177249209729
3.70080248189742, 123.851993688487, -33.6027782811779, -5.60046304686299
3.71005448810217, 124.78320780122, -33.4700105963607, -5.57833509939345
3.71932962432242, 125.721423494613, -33.3324667521703, -5.55541112536172
3.72862794838323, 126.66669341191, -33.1902793083327, -5.53171321805545
3.73794951825418, 127.619070592168, -33.0435785330699, -5.50726308884498
