# Lattice constant (Angstroms), Volume (Angstrom), Total energy (eV), Cohesive energy (eV/atom)
8.19272071263373, 549.900925272166, -351.989613918172, -6.28552881996735
8.21320251441532, 554.035501446258, -352.785978807094, -6.29974962155524
8.23373552070136, 558.201164529562, -353.544466803781, -6.31329405006751
8.25431985950311, 562.398148257261, -354.265411266719, -6.32616805833427
8.27495565915186, 566.626688121941, -354.949145108978, -6.33837759123175
8.29564304829974, 570.8870213868, -355.596000779306, -6.34992858534475
8.31638215592049, 575.179387098962, -356.206310242791, -6.36082696862127
8.33717311131029, 579.50402610289, -356.78040495773, -6.37107865995947
8.35801604408857, 583.861181053901, -357.318615858432, -6.38068956890058
8.37891108419879, 588.251096431781, -357.821273339087, -6.38966559534084
8.39985836190929, 592.674018554501, -358.288707235115, -6.39801262919848
8.42085800781406, 597.13019559204, -358.721246803348, -6.40573655005978
8.4419101528336, 601.619877580306, -359.119220700011, -6.4128432267859
8.46301492821568, 606.143316435173, -359.482956965502, -6.41933851724111
8.48417246553622, 610.70076596661, -359.812783006976, -6.42522826798172
8.50538289670006, 615.292481892921, -360.109025579681, -6.43051831392288
8.52664635394181, 619.918721855098, -360.372010764803, -6.43521447794292
8.54796296982666, 624.579745431276, -360.602063950516, -6.43932257054493
8.56933287725123, 629.275814151296, -360.799509815075, -6.44284838955492
8.59075620944435, 634.00719151138, -360.964672310829, -6.44579771983623
8.61223309996797, 638.774142988919, -361.097874643113, -6.44817633291274
8.63376368271788, 643.576936057362, -361.199439250831, -6.44998998662199
8.65534809192468, 648.415840201233, -361.269687792661, -6.45124442486895
8.67698646215449, 653.291126931243, -361.308941129351, -6.45194537730983
8.69867892830987, 658.203069799531, -361.317519302097, -6.45209855896602
8.72042562563065, 663.151944415009, -361.295741512341, -6.45170966986323
8.74222668969472, 668.138028458829, -361.243926104919, -6.4507843947307
8.76408225641896, 673.16160169996, -361.162390553502, -6.4493284027411
8.78599246206001, 678.222946010892, -361.051451439038, -6.44734734712568
8.80795744321516, 683.322345383445, -360.911424433401, -6.44484686488216
8.8299773368232, 688.460085944708, -360.742624285885, -6.44183257653366
8.85205228016525, 693.636455973094, -360.545364804299, -6.43831008579106
8.87418241086566, 698.85174591451, -360.319958830346, -6.43428497911332
8.89636786689283, 704.106248398663, -360.066718222603, -6.42976282540362
8.91860878656006, 709.40025825547, -359.785953845656, -6.42474917581529
8.94090530852646, 714.734072531608, -359.477975549291, -6.41924956338019
8.96325757179777, 720.107990507174, -359.143092151121, -6.41326950269859
8.98566571572727, 725.522313712488, -358.781611424944, -6.40681448973114
9.00812988001658, 730.977345944999, -358.393840079986, -6.39989000142831
9.03065020471663, 736.473393286344, -357.980083732197, -6.39250149521781
9.05322683022841, 742.010764119512, -357.540646898675, -6.38465440890491
9.07585989730399, 747.589769146154, -357.075832983809, -6.37635416042517
9.09854954704725, 753.210721404011, -356.58594425588, -6.36760614742643
9.12129592091486, 758.873936284486, -356.071281835798, -6.35841574706783
9.14409916071715, 764.57973155033, -355.532145677627, -6.34878831567192
9.16695940861894, 770.328427353482, -354.968834541171, -6.33872918823519
9.18987680714049, 776.120346253027, -354.381645987227, -6.32824367834334
9.21285149915834, 781.955813233298, -353.770876365746, -6.31733707795974
9.23588362790623, 787.835155722105, -353.136820792438, -6.30601465700783
