ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
10800
ITEM: BOX BOUNDS xy xz yz pp pp pp
-4.5999232566806825e-01 2.1636399232567126e+02 0.0000000000000000e+00
-3.9111124029183486e-02 2.1629511124029456e+01 0.0000000000000000e+00
-1.5470734628432936e-01 2.5914707346284167e+01 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 0.569855 0.83706 2.29974 -7.76726 -1.17612 -0.205865 -0.0586236 
2166 1 0.400336 0.866731 7.5337 -7.85121 0.726029 0.664444 -0.865618 
4326 1 0.419454 0.821376 12.7362 -7.81482 0.286123 -0.532518 -0.662025 
366 1 0.243921 4.44967 2.19768 -7.86473 0.310485 0.114432 0.351589 
2526 1 0.579866 4.4141 7.39515 -7.58688 -0.136253 -0.79374 0.386917 
4686 1 0.301146 4.47505 12.7092 -7.94198 0.134384 0.215802 -0.836009 
726 1 0.565808 8.03046 2.19462 -7.68051 -0.637434 0.516103 1.67455 
2886 1 0.489215 7.9592 7.51858 -8.3412 -0.9876 1.18368 0.0735457 
5046 1 0.376292 8.0096 12.8103 -8.35721 0.368126 -0.0753906 -0.709466 
1086 1 0.288559 11.554 2.14994 -7.91111 -0.55901 1.58063 0.424513 
3246 1 0.514021 11.5991 7.46785 -8.21203 -1.10179 0.965719 -1.00779 
5406 1 0.383489 11.5879 12.6397 -8.14611 0.361648 0.847412 0.850521 
1446 1 0.315694 15.1748 2.13554 -7.67744 -0.709847 0.194086 0.77872 
3606 1 0.285963 15.315 7.38953 -8.24454 0.157138 -0.250677 0.825584 
5766 1 0.589881 15.4127 12.6637 -7.67766 -0.373505 -0.925785 -0.275924 
1806 1 0.22193 18.892 2.26394 -7.77334 0.940663 0.74938 -0.106063 
3966 1 0.40849 18.9474 7.46666 -7.71948 0.737049 -1.28905 -0.444149 
6126 1 0.4951 18.8974 12.7281 -7.65295 0.795506 -0.497272 -0.62759 
12 1 3.81639 0.906011 2.2219 -8.0981 0.875764 -0.590168 -0.00453061 
2172 1 4.07946 0.777144 7.46798 -7.91345 0.671415 -0.135996 0.21589 
4332 1 4.07434 0.802617 12.7683 -8.09415 -1.15507 0.104533 -0.819555 
372 1 4.02592 4.33428 2.21979 -8.15253 0.443192 1.3789 0.631825 
2532 1 4.07162 4.40198 7.53995 -8.04642 0.329997 0.264947 0.658173 
4692 1 4.0239 4.38583 12.7028 -7.82573 0.820815 0.136024 0.202585 
732 1 3.96092 8.05466 2.34511 -7.86293 0.0617749 -0.60053 -0.339579 
2892 1 3.98685 7.9974 7.52115 -8.03082 0.179824 1.05772 0.364244 
5052 1 4.12264 8.01041 12.806 -7.83438 -0.593649 -0.802457 -0.814435 
1092 1 3.93171 11.7858 2.4144 -8.14989 0.951118 -0.294065 -0.855211 
3252 1 3.90144 11.6 7.43837 -7.80162 -0.364764 0.89351 0.781132 
5412 1 4.07212 11.6098 12.6976 -8.22232 -0.804862 0.717028 -0.379559 
1452 1 3.91226 15.3591 2.2999 -8.45631 -0.130649 -0.560787 -0.17525 
3612 1 4.06159 15.2486 7.49637 -7.64937 -0.468451 0.288804 -0.475803 
5772 1 3.96921 15.2346 12.6494 -7.58394 0.106454 0.19396 0.219552 
1812 1 4.00843 18.7074 2.25837 -8.16715 -0.518951 1.12839 0.50714 
3972 1 3.95691 18.8705 7.49352 -8.02013 0.0188366 -0.132024 -0.184368 
6132 1 4.13198 18.9716 12.6812 -7.98857 0.736749 0.126059 -0.702189 
18 1 7.5846 0.787998 2.14345 -8.15978 0.465344 -0.734519 1.01151 
2178 1 7.75079 0.747662 7.37626 -8.17308 -0.493245 0.0717878 -0.100015 
4338 1 7.8602 0.846589 12.6847 -7.76523 -0.245 0.924704 -0.810707 
378 1 7.72005 4.39638 2.17437 -8.2372 -0.953039 0.365221 0.367099 
2538 1 7.74568 4.43417 7.40809 -8.07047 -0.0218749 0.387771 0.096103 
4698 1 7.66235 4.33507 12.6271 -7.7475 0.167217 0.348327 -0.0126574 
738 1 7.57605 8.09567 2.31552 -8.00513 0.593277 -0.769572 -0.633558 
2898 1 7.72345 8.16648 7.51364 -8.08416 -0.712064 -0.9801 0.255166 
5058 1 7.65588 8.21923 12.7366 -8.15041 0.0230703 -1.17818 -0.070383 
1098 1 7.48276 11.5673 2.16956 -7.72137 1.19185 1.08423 0.566059 
3258 1 7.71438 11.7002 7.44163 -7.97823 -0.960485 -0.83122 0.548272 
5418 1 7.52781 11.7282 12.8367 -7.8466 0.214 -0.626387 -0.989955 
1458 1 7.82245 15.2463 2.16525 -7.8659 -0.738305 1.01034 -0.102464 
3618 1 7.56997 15.1602 7.28372 -7.80679 0.259392 0.915676 1.30788 
5778 1 7.82714 15.2258 12.609 -7.92445 -0.534154 0.338762 0.250106 
1818 1 7.50543 18.9589 2.27182 -8.06348 0.565994 0.0372302 -0.958959 
3978 1 7.70129 18.7608 7.39155 -7.58253 -0.662454 0.292206 0.364928 
6138 1 7.68231 18.8191 12.6808 -7.48399 0.184842 0.635086 -0.0410903 
24 1 11.2631 0.77291 2.13141 -7.81968 0.218108 0.828762 1.56224 
2184 1 11.2256 0.835304 7.29376 -8.12283 -0.413943 0.0856972 1.14008 
4344 1 11.2976 0.901851 12.6096 -7.70573 -0.358879 -0.0978588 0.0343046 
384 1 11.2634 4.54262 2.06605 -7.88687 -0.0591779 -0.991785 0.930293 
2544 1 11.2253 4.46314 7.29853 -8.18123 -0.208425 -0.741434 0.730357 
4704 1 11.5099 4.55661 12.6177 -8.29839 -0.457646 -0.810835 -0.172167 
744 1 11.3184 7.9715 2.37773 -8.16504 -0.15729 0.730314 -1.48161 
2904 1 11.3105 8.01226 7.51785 -8.08628 -0.00101866 0.637575 0.362384 
5064 1 11.1701 8.09195 12.7591 -8.0903 0.717885 0.0373862 -0.461682 
1104 1 11.1895 11.7122 2.28564 -7.99463 0.382115 -0.798282 -0.771096 
3264 1 11.2818 11.6541 7.38801 -8.43041 0.538582 0.381288 0.93337 
5424 1 11.4392 11.6626 12.6348 -7.78406 -0.509976 -0.191088 -0.644571 
1464 1 11.1522 15.3062 2.11386 -7.85707 -0.543757 0.112514 0.799786 
3624 1 11.0999 15.223 7.2699 -7.86945 0.550242 0.0969253 1.19159 
5784 1 11.2551 15.2594 12.6472 -8.25674 0.24674 0.435124 -0.0214671 
1824 1 11.2462 18.946 2.2434 -7.6392 0.926529 0.672785 -0.546484 
3984 1 11.1439 18.8881 7.45771 -7.64796 0.66426 -0.94265 -0.648058 
6144 1 11.3808 18.9467 12.7304 -8.04157 -0.0132463 -0.929366 -1.12445 
30 1 14.9738 0.83279 2.23968 -7.64573 -0.0356969 0.455216 -0.0889707 
2190 1 14.9296 0.698846 7.35128 -7.97611 0.00592078 -0.408314 0.123652 
4350 1 15.0588 0.838317 12.5523 -8.01475 -0.275307 -1.14657 0.358126 
390 1 14.8616 4.39236 2.21707 -8.27137 0.663707 0.187644 0.0511673 
2550 1 14.8985 4.30864 7.45122 -7.46462 0.020054 -0.121583 0.122772 
4710 1 14.7823 4.46129 12.7859 -7.94401 -0.362629 -0.400614 -1.47508 
750 1 14.9971 8.20533 2.31381 -7.79566 -0.385537 -0.0277209 -0.299126 
2910 1 14.8473 8.00259 7.44193 -7.79603 -0.156306 0.666768 0.0265138 
5070 1 14.8841 8.12806 12.6547 -7.40692 0.180985 -0.0509139 -0.558825 
1110 1 14.7267 11.7436 2.34585 -8.16397 1.13762 -0.0292629 -1.24449 
3270 1 14.9426 11.7534 7.43114 -7.865 -1.72016 -0.957411 0.0834535 
5430 1 14.9428 11.6687 12.6322 -7.69116 -1.19495 0.131798 -0.127205 
1470 1 14.6624 15.2901 2.06098 -7.44173 0.368667 0.475825 -0.323707 
3630 1 14.8251 15.4481 7.37623 -8.14483 -0.355539 -0.909114 0.211983 
5790 1 15.0138 15.2603 12.5607 -7.95027 -0.474293 -0.36323 -0.953739 
1830 1 14.8746 18.822 2.22034 -8.33218 0.472905 -0.637485 1.20198 
3990 1 14.8709 18.9223 7.51675 -8.35644 -0.978948 -0.213013 0.265625 
6150 1 14.8811 18.9363 12.7166 -8.03502 0.317394 -0.0651094 -0.0831409 
5 1 0.278675 0.94086 4.89992 -8.12195 1.2862 -0.841005 0.312757 
2165 1 0.421214 0.834422 10.112 -7.6335 -0.473601 -0.149088 0.058665 
365 1 0.339796 4.44649 4.86172 -8.04856 -0.20761 0.287024 -0.640269 
2525 1 0.456301 4.3106 10.0109 -7.77386 -0.0791787 0.768146 0.404827 
725 1 0.428558 7.95642 4.91508 -8.41724 1.24845 0.64931 -0.471653 
2885 1 0.350858 8.05077 10.1777 -8.58933 0.483927 -0.923197 -0.0125779 
1085 1 0.301776 11.7214 4.76225 -8.46617 0.930195 0.250716 1.45178 
3245 1 0.461372 11.722 10.0641 -7.73663 0.293925 0.19444 0.0171724 
1445 1 0.342692 15.3139 4.80598 -7.70334 0.827643 0.389196 -0.340908 
3605 1 0.211153 15.3411 10.0495 -7.9321 -0.162301 -0.983248 -0.490539 
1805 1 0.365875 18.7613 4.8795 -8.2055 0.85842 1.0985 0.0344404 
3965 1 0.413212 18.8831 10.0455 -7.76102 0.840536 -0.132011 0.207456 
11 1 4.03535 0.94227 4.93572 -7.84595 -0.129926 -0.892763 -1.30485 
2171 1 4.05319 0.64746 10.0084 -8.07586 0.921691 0.964213 1.03215 
371 1 4.05469 4.35276 4.96328 -7.66994 0.48285 0.791914 -1.28961 
2531 1 4.14734 4.34795 10.2044 -7.63907 0.0144099 0.236938 -1.7425 
731 1 3.99138 8.11019 4.90314 -8.16469 -0.574525 -0.238582 0.220735 
2891 1 3.97851 8.02377 10.1981 -8.03111 -0.0394515 0.0565044 -0.484735 
1091 1 4.05322 11.6308 4.91287 -7.67318 -0.801204 -0.0867836 -0.261322 
3251 1 3.84851 11.7489 10.0956 -8.17658 -0.129222 -0.00128836 -0.354466 
1451 1 4.04371 15.2081 4.84246 -7.59995 -0.156707 0.0252853 -0.178411 
3611 1 4.01517 15.2815 10.0776 -7.65627 -0.111982 0.191613 -0.317731 
1811 1 4.04063 18.8945 4.88444 -7.92357 -1.41184 -0.575332 -0.412853 
3971 1 3.98682 18.7813 10.0708 -8.34137 -0.450739 0.32709 0.572221 
17 1 7.6511 0.874044 4.74971 -8.0209 0.0432034 -0.614944 0.13126 
2177 1 7.65831 0.775789 9.99794 -8.20164 0.859184 -0.225037 0.509836 
377 1 7.62274 4.49923 4.83432 -8.14799 0.146591 0.120809 -0.393154 
2537 1 7.70057 4.23236 10.0133 -7.78927 -0.0299279 1.00102 -0.0377465 
737 1 7.67379 8.07644 4.88248 -7.93744 0.465742 -0.417072 0.544947 
2897 1 7.56545 8.12493 10.14 -7.98446 1.02373 -0.224156 -0.076339 
1097 1 7.60294 11.6301 4.77571 -7.70985 0.467816 0.173012 0.160631 
3257 1 7.62484 11.6311 10.1815 -8.13853 -0.0118645 0.81107 -0.783886 
1457 1 7.60883 15.2329 4.76495 -8.04768 1.15919 0.38192 -0.482991 
3617 1 7.58167 15.2809 10.0073 -8.09464 0.581799 -0.671449 -0.455786 
1817 1 7.56976 18.8923 4.79382 -7.71641 0.445647 -0.323235 0.245617 
3977 1 7.68236 18.6702 10.1198 -7.66865 -0.86625 0.948116 -1.29734 
23 1 11.2135 0.794755 4.7738 -7.92828 0.485405 0.390679 -0.575932 
2183 1 11.2229 0.497621 9.98789 -7.74719 -0.153822 1.278 -1.04961 
383 1 11.2547 4.37889 4.72216 -8.12793 0.522782 -0.0472303 -0.257716 
2543 1 11.2218 4.37127 10.0026 -8.1967 0.897604 0.488942 -0.011369 
743 1 11.2491 7.99338 4.9533 -7.93318 0.132677 0.0442965 -0.248436 
2903 1 11.2293 8.18449 10.2035 -8.16801 -0.362296 -0.92662 -0.928365 
1103 1 11.3057 11.5545 4.84303 -7.90789 0.862077 0.754624 0.13351 
3263 1 11.2192 11.5566 10.0321 -7.99401 0.460894 0.406993 -0.559774 
1463 1 11.2847 15.1999 4.7661 -7.90692 -1.11277 0.404343 -0.426848 
3623 1 11.2736 15.1768 9.91739 -7.70938 0.243368 0.431309 0.0606534 
1823 1 11.2749 18.8373 4.80316 -7.42674 -0.130612 0.607032 0.506319 
3983 1 11.2728 18.7693 10.0288 -8.04479 -0.00889688 0.059447 0.945549 
29 1 14.8206 0.816209 4.79191 -7.75533 1.05314 -0.839407 0.000771338 
2189 1 14.9583 0.674062 9.89225 -7.90999 -0.14684 0.375646 0.45932 
389 1 14.9124 4.41674 4.88049 -8.01783 0.484272 -0.961379 -0.581786 
2549 1 14.7496 4.394 10.1008 -7.82084 -0.94419 0.0894083 0.0972306 
749 1 14.9688 7.95619 4.85716 -7.30433 -1.10905 0.55212 -0.0245199 
2909 1 14.8397 8.06867 10.0134 -7.65218 0.0322787 -0.862447 0.295784 
1109 1 14.8999 11.5617 4.83517 -7.64129 -0.634906 0.428238 0.551257 
3269 1 14.8624 11.6472 10.0764 -7.60848 -0.47015 0.433776 -1.04342 
1469 1 14.9476 15.4175 4.70718 -7.59995 -0.963984 0.0977567 0.552033 
3629 1 14.9553 15.1225 9.94561 -8.31399 -0.608955 0.116412 0.587455 
1829 1 14.8024 18.998 4.90692 -8.38874 1.20663 -1.26561 -0.763032 
3989 1 14.7646 18.8344 10.1512 -8.08606 1.25276 -0.552306 -0.853618 
2 2 0.550853 2.65997 1.20229 -29.1827 -1.16541 -0.38791 0.390588 
2162 2 0.418999 2.6935 6.35702 -29.2403 -0.169617 -0.417066 0.676391 
4322 2 0.356758 2.63097 11.6257 -29.6821 0.921653 -0.237079 -0.0940606 
362 2 0.526743 6.25952 1.20608 -29.5997 -0.921144 0.0374336 -0.165006 
2522 2 0.432116 6.23472 6.43791 -29.4216 -0.292596 -0.785427 -0.319787 
4682 2 0.381179 6.20934 11.6563 -28.6327 0.846454 -0.0831504 -0.221107 
722 2 0.437819 9.84816 1.21561 -29.3761 -0.751551 -0.681385 -0.419969 
2882 2 0.404353 9.85273 6.4577 -28.5946 -0.392889 -0.561054 -0.052131 
5042 2 0.290372 9.85588 11.6615 -29.0286 0.575582 -0.265643 -0.142974 
1082 2 0.418735 13.4287 1.05766 -29.4487 0.0132062 0.233432 0.649676 
3242 2 0.464677 13.4518 6.43744 -28.8483 -1.14308 0.609186 -0.64106 
5402 2 0.390729 13.5257 11.7166 -29.2943 -0.839617 -0.168111 -0.258622 
1442 2 0.390106 17.0111 1.21014 -29.8785 -0.552355 0.580402 -0.265868 
3602 2 0.378943 17.0521 6.40085 -29.1557 0.157205 0.899377 -0.402449 
5762 2 0.375283 17.0838 11.5939 -29.5282 -0.782751 0.806977 0.29753 
1802 2 0.422258 20.7216 1.29015 -29.5757 -0.283747 -0.14431 -0.931704 
3962 2 0.420231 20.7901 6.4458 -29.0211 -0.466939 -0.729925 0.635 
6122 2 0.495297 20.6215 11.5925 -29.3887 -2.17492 0.625439 0.441512 
8 2 4.0662 2.6393 1.29224 -28.5755 -0.0107107 -0.441151 -0.738579 
