# Lattice constant (Angstroms), Volume (Angstrom), Total energy (eV), Cohesive energy (eV/atom)
3.12185085680528, 30.4254110120761, -4.58906182190532, -2.29453091095266
3.12965548394729, 30.6541725465202, -4.61375391097458, -2.30687695548729
3.13747962265716, 30.8846540853258, -4.63717839843493, -2.31858919921747
3.1453233217138, 31.1168685608025, -4.65935491664232, -2.32967745832116
3.15318663001809, 31.3508290024951, -4.68030295023353, -2.34015147511676
3.16106959659313, 31.5865485379143, -4.70004183728782, -2.35002091864391
3.16897227058461, 31.8240403932736, -4.71859076868397, -2.35929538434198
3.17689470126108, 32.0633178942311, -4.73596878711924, -2.36798439355962
3.18483693801423, 32.3043944666377, -4.75219478818559, -2.37609739409279
3.19279903035926, 32.5472836372899, -4.76728751907523, -2.38364375953761
3.20078102793516, 32.7919990346891, -4.78126557872585, -2.39063278936292
3.208782980505, 33.0385543898062, -4.79414741820971, -2.39707370910485
3.21680493795626, 33.2869635368519, -4.80595133929931, -2.40297566964966
3.22484695030115, 33.5372404140534, -4.81669549578616, -2.40834774789308
3.23290906767691, 33.789399064436, -4.82639789226683, -2.41319894613342
3.2409913403461, 34.043453636611, -4.8350763843195, -2.41753819215975
3.24909381869696, 34.2994183855703, -4.84274867905945, -2.42137433952972
3.2572165532437, 34.5573076734852, -4.84943233354167, -2.42471616677084
3.26535959462681, 34.8171359705131, -4.85514475664845, -2.42757237832422
3.27352299361338, 35.0789178556092, -4.85990320720634, -2.42995160360317
3.28170680109741, 35.3426680173441, -4.86372479507112, -2.43186239753556
3.28991106810016, 35.6084012547287, -4.86662648102082, -2.43331324051041
3.29813584577041, 35.876132478044, -4.86862507579021, -2.43431253789511
3.30638118538483, 36.1458767096778, -4.86973724171305, -2.43486862085653
3.3146471383483, 36.417649084968, -4.86997949085751, -2.43498974542876
3.32293375619417, 36.6914648530514, -4.86936818684791, -2.43468409342395
3.33124109058465, 36.9673393777194, -4.86791954332485, -2.43395977166242
3.33956919331111, 37.2452881382803, -4.8656496253874, -2.4328248126937
3.34791811629439, 37.5253267304277, -4.86257434855965, -2.43128717427983
3.35628791158513, 37.8074708671153, -4.85870947953063, -2.42935473976532
3.36467863136409, 38.0917363794391, -4.8540706362133, -2.42703531810665
3.3730903279425, 38.3781392175254, -4.84867328734234, -2.42433664367117
3.38152305376236, 38.6666954514256, -4.84253275347738, -2.42126637673869
3.38997686139676, 38.9574212720181, -4.83566420610224, -2.41783210305112
3.39845180355025, 39.2503329919168, -4.82808266899696, -2.41404133449848
3.40694793305913, 39.5454470463863, -4.81980301696398, -2.40990150848199
3.41546530289178, 39.8427799942639, -4.81083997753027, -2.40541998876513
3.42400396614901, 40.1423485188892, -4.80120813075476, -2.40060406537738
3.43256397606438, 40.4441694290397, -4.79092190655672, -2.39546095327836
3.44114538600454, 40.7482596598745, -4.77999559105978, -2.38999779552989
3.44974824946955, 41.0546362738837, -4.7684433214122, -2.3842216607061
3.45837262009322, 41.3633164618467, -4.75627908771966, -2.37813954385983
3.46701855164346, 41.674317543796, -4.74351673427889, -2.37175836713945
3.47568609802257, 41.9876569699896, -4.73016995830931, -2.36508497915465
3.48437531326762, 42.3033523218899, -4.71625231177415, -2.35812615588707
3.49308625155079, 42.62142131315, -4.70177720022316, -2.35088860011158
3.50181896717967, 42.9418817906079, -4.68675788442384, -2.34337894221192
3.51057351459762, 43.2647517352879, -4.6712074795714, -2.3356037397857
3.51934994838411, 43.5900492634094, -4.65513895657619, -2.32756947828809
