#| No.|Asub | b0  | b1  | b2  | b3  | t1  | t2  | t3  |Cmin |Cmax | evalulate_value (min value is recommendation) |
#|iter| x0  | x1  | x2  | x3  | x4  | x5  | x6  | x7  | x8  | x9  | evalulate_value (min value is reccomendation) |
No.1: 0.97, 7.46, 0.01, 3.03, 1.47, 1.85, 3.73, -13.08, 0.86, 1.97, 104573.70511197235
No.2: 0.97, 7.14, 2.05, 8.79, 0.28, 13.41, 8.35, -8.82, 0.37, 1.36, 1671766762.0364459
No.3: 1.13, 9.72, 3.14, 6.93, 8.77, 17.90, 1.71, -19.21, 0.43, 2.59, 550088523.0489098
No.4: 0.84, 4.74, 9.58, 5.34, 6.92, 6.32, 13.74, -3.30, 0.14, 2.36, 0.1797778932643133
No.5: 1.20, 7.71, 2.81, 7.90, 1.04, 8.96, 18.18, -14.12, 0.65, 1.24, 10174118.801685873
No.6: 0.81, 7.08, 2.12, 2.66, 4.92, 1.07, 11.49, -17.06, 1.22, 2.26, 16226.856046621278
No.7: 0.85, 4.67, 6.95, 4.15, 0.50, 10.72, 13.28, -9.70, 1.90, 2.06, 0.14848167178643798
No.8: 1.17, 2.16, 1.40, 8.08, 3.98, 3.31, 18.56, -13.04, 1.53, 2.31, 10.416669625956315
No.9: 1.16, 6.58, 7.51, 3.49, 2.70, 17.92, 8.57, -0.70, 1.37, 2.12, 42115002.41695133
No.10: 0.85, 9.55, 4.50, 5.79, 4.09, 4.75, 18.07, -8.52, 0.11, 2.12, 6183862.164949973
No.11: 0.94, 5.70, 8.86, 3.58, 9.09, 12.47, 0.32, -1.41, 1.42, 2.80, 0.7045485310959654
No.12: 0.87, 2.15, 9.33, 6.97, 0.67, 15.11, 15.08, -1.53, 1.46, 2.80, 1.7788145949155973
No.13: 0.81, 1.14, 0.29, 2.47, 8.61, 10.78, 11.06, -3.15, 0.34, 1.51, 1392282.4280948264
No.14: 1.04, 9.73, 5.62, 0.19, 8.01, 4.66, 16.15, -12.24, 1.75, 2.35, 5408592.501555144
No.15: 1.03, 2.15, 0.60, 1.22, 0.45, 2.15, 4.52, -5.74, 1.17, 2.80, 0.02461853021889059
No.16: 0.83, 9.71, 5.69, 2.04, 2.53, 14.88, 3.91, -8.37, 1.95, 2.53, 157228478.9117041
