ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
18000
ITEM: BOX BOUNDS xy xz yz pp pp pp
-1.9731041704160113e-01 2.5922310417042215e+01 0.0000000000000000e+00
-2.3349572604834989e-01 2.5958495726048060e+01 0.0000000000000000e+00
-2.3359730912808629e+00 3.1103597309127537e+02 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
1 1 1.27002 1.36349 1.50426 -7.36152 -0.995529 0.97062 -0.13129 
2 1 0.988682 1.22397 6.81645 -7.8859 0.904175 0.65676 -1.494 
61 1 1.07428 6.55899 1.63073 -7.08181 -0.158516 0.252171 -0.235647 
62 1 1.19497 6.569 6.79462 -7.57783 0.000681879 0.0555971 0.268666 
121 1 1.19208 11.8595 1.44964 -8.09392 -0.765749 0.425933 0.590087 
122 1 1.19613 11.7692 6.68035 -7.85107 0.5833 -0.386971 0.11686 
181 1 1.12892 17.119 1.35287 -7.88087 0.0924779 0.331573 0.128327 
182 1 1.07893 17.1272 6.72674 -7.85114 -0.0850333 -2.00601 -0.714639 
241 1 1.07751 22.3945 1.60415 -8.07852 0.299863 -0.288637 -0.879405 
242 1 1.10685 22.217 6.73745 -7.58606 0.293942 -0.556959 0.681446 
301 1 6.40418 1.25405 1.69452 -7.79872 0.00419113 -0.310098 -0.0673561 
302 1 6.21226 1.3222 6.90129 -7.42232 -0.129766 -0.430349 -0.64747 
361 1 6.36667 6.30668 1.61863 -7.54871 -1.11705 0.799575 -1.41695 
362 1 6.34787 6.68321 6.77617 -7.80177 0.103713 -1.20459 -0.35907 
421 1 6.36995 11.8705 1.48667 -7.56296 -0.463167 -0.698813 -0.409296 
422 1 6.339 11.8871 6.63686 -7.71467 0.735567 -1.01353 1.50856 
481 1 6.256 16.9337 1.3606 -7.7753 -0.203899 1.57246 -0.0436244 
482 1 6.25559 16.9602 6.49754 -7.91946 0.33297 0.0551033 0.448131 
541 1 6.41806 22.3057 1.18121 -7.7338 -0.363387 0.442897 1.01813 
542 1 6.27904 22.1382 6.64672 -7.75105 0.417045 0.808562 -1.15993 
601 1 11.6474 1.27441 1.42798 -7.68583 -0.197658 -0.237859 0.294466 
602 1 11.4779 1.23513 6.72851 -7.81061 0.139409 0.0894959 -0.118116 
661 1 11.661 6.581 1.47966 -7.68522 -0.209971 -0.218001 0.255684 
662 1 11.5907 6.58145 6.8025 -8.09676 -0.15838 -0.947034 0.246717 
721 1 11.4942 11.8445 1.5371 -7.90797 0.0217764 -0.103197 -1.09501 
722 1 11.6453 11.8095 6.88052 -7.85772 -0.583327 -0.00953181 -0.0870533 
781 1 11.4609 17.2214 1.59228 -7.64513 -0.189092 0.27024 -0.388849 
782 1 11.4195 17.0448 6.64925 -7.33914 -0.143817 -0.618076 -0.103551 
841 1 11.5043 22.2759 1.43009 -7.63368 0.429121 0.172674 -0.936537 
842 1 11.4997 22.1801 6.70709 -7.63275 0.739737 -0.0492531 -0.405755 
901 1 16.7832 1.25357 1.50324 -8.52536 -0.482145 0.455432 0.31198 
902 1 16.7546 1.20996 6.83004 -8.00713 0.706652 -0.75236 -0.439704 
961 1 16.765 6.50304 1.47966 -7.60431 -0.213739 0.325631 -0.586778 
962 1 16.8678 6.47856 6.62652 -7.89598 -0.0615683 0.440911 1.34222 
1021 1 16.9455 11.8253 1.64638 -7.85024 -0.822383 -0.279427 -0.0562743 
1022 1 16.8498 11.7217 6.78823 -7.47463 -0.285216 -0.0867286 0.84781 
1081 1 16.7075 16.9935 1.71221 -7.51043 0.233047 0.170317 0.627422 
1082 1 16.6588 16.9396 6.87592 -7.77694 0.396706 0.199788 -0.0690987 
1141 1 16.7475 22.1593 1.57092 -8.00478 0.280531 -0.939797 -0.0421078 
1142 1 16.7977 22.1575 6.93316 -7.42694 0.00430536 0.241356 -1.07082 
1201 1 22.1076 1.28819 1.60719 -7.58418 -0.00682594 0.475711 0.62359 
1202 1 22.0225 1.34314 6.6972 -7.18121 -0.943114 0.248802 0.664776 
1261 1 21.9276 6.46988 1.53823 -8.12829 0.561908 -0.21832 0.678468 
1262 1 21.997 6.6228 6.75292 -7.45644 1.31511 -0.837544 0.698574 
1321 1 22.0786 11.873 1.56084 -7.61805 0.3135 -0.365506 -0.0191131 
1322 1 22.089 11.6427 6.79212 -7.50781 0.236009 0.0886882 0.0458132 
1381 1 22.0827 17.2326 1.55109 -7.6043 -0.26001 -1.49235 0.364576 
1382 1 22.0399 16.8969 6.93339 -7.64919 -1.21616 0.346567 0.0274419 
1441 1 22.0929 22.1813 1.54313 -7.55811 0.783324 0.376814 0.520422 
1442 1 22.1041 22.1964 6.84123 -7.74958 -0.963953 0.800054 -0.444269 
1501 1 1.01844 3.68361 -0.934359 -8.05452 1.03894 0.0358858 -1.71652 
1502 1 1.10511 3.63729 4.09722 -7.85156 -1.15778 0.257214 0.904614 
1503 1 1.14048 3.76364 9.41867 -7.65362 -0.0330238 0.116194 0.909012 
1561 1 1.09494 9.06449 -1.02946 -7.96841 -0.611493 -0.947078 -0.785089 
1562 1 1.03882 9.04392 4.17147 -7.09229 0.861497 -0.735147 -0.0305565 
1563 1 1.24621 9.06394 9.33614 -8.0053 -0.151842 0.230701 0.253679 
1621 1 1.21051 14.1943 -1.05619 -7.91922 -0.832483 0.288105 0.279675 
1622 1 1.27394 14.2442 4.22821 -7.54208 -0.981844 -0.677099 -0.115394 
1623 1 1.13565 14.3427 9.43558 -7.51626 0.30108 0.508762 0.0790086 
1681 1 1.2549 19.3953 -0.724649 -8.00932 -0.756808 -0.198876 -0.599973 
1682 1 1.1275 19.3774 4.38538 -7.57117 0.43626 0.123645 -0.575001 
1683 1 1.14591 19.4882 9.56591 -7.52077 -0.683691 0.279421 0.289925 
1741 1 1.1933 24.6154 -0.95953 -7.39645 -0.58153 -0.453313 0.184503 
1742 1 1.12411 24.511 4.2461 -7.51145 -0.110371 0.595213 -0.704446 
1743 1 1.07494 24.6553 9.37761 -7.14206 -0.886896 0.14883 0.39488 
1801 1 6.51883 3.50354 -0.916565 -7.88593 -1.1216 0.377744 -1.17264 
1802 1 6.09079 3.63352 4.18553 -7.98067 0.781456 0.754605 -0.139743 
1803 1 6.42002 3.72863 9.46499 -7.97738 -0.739237 0.808677 -0.514156 
1861 1 6.34621 8.93624 -1.02208 -7.71848 -0.479725 -0.190509 -0.395561 
1862 1 6.22925 8.97456 4.19841 -7.83187 0.0678655 0.338372 0.586811 
1863 1 6.47833 8.94562 9.57266 -7.5981 0.211942 0.357774 -0.450071 
1921 1 6.27143 14.0851 -0.880797 -7.74275 0.114728 0.706132 -0.777535 
1922 1 6.39182 14.1991 4.3309 -7.12708 0.437884 -0.244965 -0.412981 
1923 1 6.31712 14.3157 9.48476 -8.07411 -0.227657 -0.002268 0.337476 
1981 1 6.30475 19.3162 -0.989411 -7.65261 0.19493 -0.980021 0.157164 
