0,0,-2.1539
-0.66667,1.1547,-2.1565
-1.3333,2.3094,-2.1645
-2,3.4641,-2.1777
-2.6667,4.6188,-2.1961
-3.3333,5.7735,-2.2197
-4,6.9282,-2.2485
-4.6667,8.0829,-2.2823
-5.3333,9.2376,-2.3212
-6,10.392,-2.3651
-6.6667,11.547,-2.4137
-7.3333,12.702,-2.4672
-8,13.856,-2.5252
-8.6667,15.011,-2.5878
-9.3333,16.166,-2.6548
-10,17.321,-2.726
-10.667,18.475,-2.8014
-11.333,19.63,-2.8807
-12,20.785,-2.9638
-12.667,21.939,-3.0505
-13.333,23.094,-3.1406
-14,24.249,-3.2341
-14.667,25.403,-3.3306
-15.333,26.558,-3.4299
-16,27.713,-3.532
-16.667,28.868,-3.6365
-17.333,30.022,-3.7433
-18,31.177,-3.8522
-18.667,32.332,-3.9629
-19.333,33.486,-4.0752
-20,34.641,-4.1889
-20.667,35.796,-4.3037
-21.333,36.95,-4.4196
-22,38.105,-4.5361
-22.667,39.26,-4.6532
-23.333,40.415,-4.7705
-24,41.569,-4.8879
-24.667,42.724,-5.0051
-25.333,43.879,-5.1219
-26,45.033,-5.2382
-26.667,46.188,-5.3536
-27.333,47.343,-5.4681
-28,48.497,-5.5813
-28.667,49.652,-5.6931
-29.333,50.807,-5.8033
-30,51.962,-5.9118
-30.667,53.116,-6.0183
-31.333,54.271,-6.1227
-32,55.426,-6.2248
-32.667,56.58,-6.3244
-33.333,57.735,-6.4215
-34,58.89,-6.516
-34.667,60.044,-6.6076
-35.333,61.199,-6.6962
-36,62.354,-6.7819
-36.667,63.509,-6.8643
-37.333,64.663,-6.9435
-38,65.818,-7.0192
-38.667,66.973,-7.0915
-39.333,68.127,-7.1602
-40,69.282,-7.2252
-40.667,70.437,-7.2864
-41.333,71.591,-7.3438
-42,72.746,-7.3973
-42.667,73.901,-7.4468
-43.333,75.056,-7.4921
-44,76.21,-7.5334
-44.667,77.365,-7.5705
-45.333,78.52,-7.6033
-46,79.674,-7.6318
-46.667,80.829,-7.656
-47.333,81.984,-7.6759
-48,83.138,-7.6914
-48.667,84.293,-7.7024
-49.333,85.448,-7.7091
-50,86.603,-7.7113
-50.667,87.757,-7.7091
-51.333,88.912,-7.7024
-52,90.067,-7.6914
-52.667,91.221,-7.6759
-53.333,92.376,-7.656
-54,93.531,-7.6318
-54.667,94.685,-7.6033
-55.333,95.84,-7.5705
-56,96.995,-7.5334
-56.667,98.15,-7.4921
-57.333,99.304,-7.4468
-58,100.46,-7.3973
-58.667,101.61,-7.3438
-59.333,102.77,-7.2864
-60,103.92,-7.2252
-60.667,105.08,-7.1602
-61.333,106.23,-7.0915
-62,107.39,-7.0192
-62.667,108.54,-6.9435
-63.333,109.7,-6.8643
-64,110.85,-6.7819
-64.667,112.01,-6.6962
-65.333,113.16,-6.6076
-66,114.32,-6.516
-66.667,115.47,-6.4215
-67.333,116.62,-6.3244
-68,117.78,-6.2248
-68.667,118.93,-6.1227
-69.333,120.09,-6.0183
