# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 7200
  1 0.025 360 749.232
  2 0.075 360 749.027
  3 0.125 360 751.902
  4 0.175 360 780.947
  5 0.225 360 778.906
  6 0.275 360 776.526
  7 0.325 360 768.27
  8 0.375 360 792.143
  9 0.425 360 746.926
  10 0.475 360 783.281
  11 0.525 360 792.428
  12 0.575 360 753.974
  13 0.625 360 789.07
  14 0.675 360 783.132
  15 0.725 360 748.854
  16 0.775 360 747.286
  17 0.825 360 740.723
  18 0.875 360 712.094
  19 0.925 360 734.025
  20 0.975 360 735.806
2100 20 7200
  1 0.025 360 744.824
  2 0.075 360 751.781
  3 0.125 360 759.547
  4 0.175 360 766.238
  5 0.225 360 771.363
  6 0.275 360 750.028
  7 0.325 360 740.939
  8 0.375 360 773.701
  9 0.425 360 825.403
  10 0.475 360 772.935
  11 0.525 360 793.574
  12 0.575 360 789.377
  13 0.625 360 755.684
  14 0.675 360 755.61
  15 0.725 360 749.995
  16 0.775 360 723.669
  17 0.825 360 759.908
  18 0.875 360 763.409
  19 0.925 360 741.536
  20 0.975 360 715.618
3150 20 7200
  1 0.025 360 744.964
  2 0.075 360 764.809
  3 0.125 360 706.235
  4 0.175 360 721.514
  5 0.225 360 757.118
  6 0.275 360 766.993
  7 0.325 360 780.818
  8 0.375 360 808.926
  9 0.425 360 774.535
  10 0.475 360 744.544
  11 0.525 360 777.274
  12 0.575 360 751.477
  13 0.625 360 779.863
  14 0.675 360 792.181
  15 0.725 360 796.557
  16 0.775 360 753.658
  17 0.825 360 764.98
  18 0.875 360 739.873
  19 0.925 360 766.096
  20 0.975 360 741.655
4200 20 7200
  1 0.025 360 734.923
  2 0.075 360 731.835
  3 0.125 360 753.87
  4 0.175 360 781.983
  5 0.225 360 770.853
  6 0.275 360 778.408
  7 0.325 360 771.208
  8 0.375 360 766.691
  9 0.425 360 772.832
  10 0.475 360 786.502
  11 0.525 360 752.892
  12 0.575 360 770.722
  13 0.625 360 764.208
  14 0.675 360 782.216
  15 0.725 360 779.073
  16 0.775 360 768.859
  17 0.825 360 736.555
  18 0.875 360 758.467
  19 0.925 360 722.628
  20 0.975 360 738.471
5250 20 7200
  1 0.025 360 708.686
  2 0.075 360 734.253
  3 0.125 360 763.617
  4 0.175 360 759.182
  5 0.225 360 779.625
  6 0.275 360 771.706
  7 0.325 360 743.069
  8 0.375 360 753.896
  9 0.425 360 767.552
  10 0.475 360 809.055
  11 0.525 360 799.824
  12 0.575 360 798.892
  13 0.625 360 772.213
  14 0.675 360 743.219
  15 0.725 360 758.102
  16 0.775 360 752.099
  17 0.825 360 746.209
  18 0.875 360 763.712
  19 0.925 360 734.96
  20 0.975 360 727.658
6300 20 7200
  1 0.025 360 734.158
  2 0.075 360 725.545
  3 0.125 360 770.744
  4 0.175 360 775.212
  5 0.225 360 755.123
  6 0.275 360 781.085
  7 0.325 360 765.89
  8 0.375 360 768.423
  9 0.425 360 784.244
  10 0.475 360 761.622
  11 0.525 360 797.477
