# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 6000
  1 0.025 295.7 979.375
  2 0.075 300.2 938.401
  3 0.125 302.1 993.127
  4 0.175 304.1 970.833
  5 0.225 300.1 961.622
  6 0.275 294.5 999.069
  7 0.325 300.6 1036.32
  8 0.375 298.1 1046.17
  9 0.425 299.8 1013.74
  10 0.475 297.7 1023.16
  11 0.525 298.6 999.081
  12 0.575 305.4 984.06
  13 0.625 296.6 988.817
  14 0.675 303.7 957.254
  15 0.725 300.6 1006.82
  16 0.775 300.3 1014.41
  17 0.825 301.8 985.035
  18 0.875 295.8 992.312
  19 0.925 302.4 1016.71
  20 0.975 301.9 976.536
2100 20 6000
  1 0.025 296.1 948.902
  2 0.075 301.3 999.27
  3 0.125 302.3 984.513
  4 0.175 303.6 1002.06
  5 0.225 298.9 998.976
  6 0.275 297.3 998.441
  7 0.325 298.1 1008.38
  8 0.375 301.5 1014.08
  9 0.425 301.3 1040.85
  10 0.475 295.5 1020.78
  11 0.525 298.9 990.892
  12 0.575 303 996.422
  13 0.625 298.4 972.842
  14 0.675 302.6 978.41
  15 0.725 299.5 1003
  16 0.775 300 997.587
  17 0.825 300.1 979.863
  18 0.875 297 979.239
  19 0.925 301.6 986.707
  20 0.975 303 956.267
3150 20 6000
  1 0.025 296.9 932.512
  2 0.075 300.5 970.339
  3 0.125 304.8 993.116
  4 0.175 303.3 954.424
  5 0.225 301.4 977.74
  6 0.275 294.9 1028.83
  7 0.325 298.5 997.816
  8 0.375 297.8 1023.77
  9 0.425 300.3 990.703
  10 0.475 295.7 994.078
  11 0.525 295.5 1007.51
  12 0.575 302.3 1026.14
  13 0.625 298.4 1004.05
  14 0.675 302.7 971.074
  15 0.725 299.5 1008.4
  16 0.775 298.8 981.376
  17 0.825 302.5 974.599
  18 0.875 297.3 990.627
  19 0.925 304.7 988.315
  20 0.975 304.2 962.734
4200 20 6000
  1 0.025 298 954.759
  2 0.075 300.8 949.163
  3 0.125 304.6 1007.26
  4 0.175 302 998.798
  5 0.225 300.4 942.856
  6 0.275 295.4 993.486
  7 0.325 297.9 960.065
  8 0.375 297.8 1028.69
  9 0.425 298.6 1022.23
  10 0.475 296.2 1037.74
  11 0.525 295.5 1062.32
  12 0.575 301.2 1078.65
  13 0.625 297.5 994.1
  14 0.675 303.5 1030.69
  15 0.725 300.2 957.081
  16 0.775 303 960.372
  17 0.825 302.5 977.25
  18 0.875 299.8 997.618
  19 0.925 302.7 971.592
  20 0.975 302.4 972.074
5250 20 6000
  1 0.025 297.9 936.296
  2 0.075 300.4 993.347
  3 0.125 303.4 993.072
  4 0.175 301 1003.42
  5 0.225 299.5 988.548
  6 0.275 295.1 998.275
  7 0.325 297.1 1052.42
  8 0.375 297.7 1053.09
  9 0.425 300.7 1051.66
  10 0.475 295.7 1011.57
  11 0.525 296.8 1005.91
  12 0.575 303 1036.22
  13 0.625 298.8 996.681
  14 0.675 302.1 1009.8
  15 0.725 301.9 959.592
  16 0.775 301.8 1009.25
  17 0.825 302.3 987.533
  18 0.875 300.8 964.051
  19 0.925 302.8 988.644
  20 0.975 301.2 909.997
6300 20 6000
