ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
8640
ITEM: BOX BOUNDS xy xz yz pp pp pp
-4.9738778262689465e-02 2.1640138778263307e+01 0.0000000000000000e+00
-3.6158781982734922e-02 2.1626558781982826e+01 0.0000000000000000e+00
-1.2831893343978606e+00 2.0736318933439443e+02 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 0.932243 0.756313 1.08684 -7.9166 -0.657925 0.0958951 -0.266869 
222 1 0.882545 0.787037 6.16763 -7.45735 -0.49568 -0.123331 0.991403 
438 1 0.787478 0.746587 11.3067 -8.08641 0.183496 0.455366 1.61141 
42 1 0.869361 4.49967 1.05098 -7.82429 0.486601 -0.541195 0.288864 
258 1 0.913021 4.53281 6.21674 -7.57832 0.0678986 -0.655277 -0.0763924 
474 1 0.781947 4.61376 11.3124 -7.40546 -0.314687 -1.28404 0.998625 
78 1 0.875712 7.97127 0.993107 -7.75204 0.112219 0.639968 0.28915 
294 1 0.850834 8.03179 6.22117 -7.62347 0.261419 -0.0366348 -0.44499 
510 1 0.994029 8.09813 11.2902 -7.42186 0.0424854 -0.372732 1.03548 
114 1 0.75535 11.733 1.04161 -7.52956 0.401372 -1.75643 -0.978804 
330 1 0.866088 11.808 6.29357 -8.45666 -0.634671 -0.131279 -0.768349 
546 1 0.965213 11.6367 11.4951 -8.2207 -0.524191 0.386282 -0.135554 
150 1 0.875998 15.3119 1.07558 -7.86733 -0.516156 0.646956 -0.38594 
366 1 0.84055 15.336 6.26807 -7.8026 0.278872 -0.950225 -0.469569 
582 1 0.89354 15.3957 11.4448 -7.80123 0.522172 -1.36277 -0.267849 
186 1 0.922141 18.8601 1.08919 -8.02097 -0.247817 0.551292 0.237567 
402 1 0.917383 18.9374 6.29936 -7.92334 -0.257709 0.0319873 1.45022 
618 1 0.800593 18.898 11.492 -7.78267 0.262088 -0.0603158 0.276986 
12 1 4.51959 0.983414 1.09187 -8.0978 0.0613249 -0.889442 -0.511067 
228 1 4.53769 0.952075 6.24116 -7.93768 0.671978 -0.619667 0.57779 
444 1 4.25126 0.98488 11.3352 -7.87097 0.900665 -0.663122 0.18165 
48 1 4.53174 4.51173 1.08763 -7.8475 0.135502 -0.444733 -0.497161 
264 1 4.3675 4.43758 6.23993 -8.02229 0.617083 1.11531 -0.542148 
480 1 4.49974 4.50368 11.5069 -8.00353 -0.0169789 -0.154443 -0.328 
84 1 4.60561 8.19117 1.12136 -8.24791 -0.525296 -1.27972 -0.485046 
300 1 4.4118 8.22141 6.33632 -8.22592 0.70041 -0.197178 -0.165414 
516 1 4.62972 8.20628 11.4925 -7.51659 0.00594971 -1.28336 0.014319 
120 1 4.4851 11.6923 1.16125 -7.86445 0.382768 -0.471018 -0.98961 
336 1 4.61196 11.6872 6.31754 -7.98819 -0.423756 -0.557117 -0.575649 
552 1 4.55019 11.693 11.5011 -8.04772 0.439144 0.65371 -0.771255 
156 1 4.39596 15.2146 1.11326 -8.01829 0.226786 -0.0185497 -0.0959792 
372 1 4.50863 15.2507 6.31169 -7.64272 0.433824 1.49041 -0.123592 
588 1 4.55817 15.3197 11.3243 -7.81594 -0.121252 -0.688966 1.06294 
192 1 4.49153 18.8645 1.02319 -7.92619 0.226009 1.1652 0.131319 
408 1 4.46206 18.8996 6.23741 -7.63882 -0.333754 -0.108696 0.396013 
624 1 4.63172 18.9429 11.537 -7.68881 -1.18843 1.02028 -0.580474 
18 1 8.17074 0.868631 1.08526 -8.1863 0.136851 0.231193 -0.0446517 
234 1 7.98629 0.881038 6.23585 -7.80907 -0.20442 0.212512 0.220313 
450 1 8.06094 0.953751 11.4453 -8.31637 -0.192214 0.179937 0.11774 
54 1 8.18313 4.56986 0.98151 -7.74686 -0.642471 -0.959141 0.29808 
270 1 8.2067 4.57412 6.3529 -8.01837 -0.77693 0.63005 -0.896768 
486 1 8.10632 4.49602 11.4873 -8.03931 -0.744592 -0.642105 0.55422 
90 1 8.18677 8.08528 1.08677 -7.98245 0.038896 0.682322 -0.876797 
306 1 8.08041 8.05899 6.24297 -7.72522 0.27189 -0.23778 -0.492261 
522 1 8.10857 7.96913 11.5142 -7.70623 -0.107955 1.09997 -1.10905 
126 1 8.20972 11.6818 0.969099 -7.84535 -0.287553 -0.386297 0.307758 
342 1 8.23555 11.7711 6.17395 -7.73898 -0.00851236 -1.25691 0.259659 
558 1 8.0599 11.7702 11.3633 -7.90793 0.563108 -0.28233 0.467532 
162 1 8.21525 15.2193 0.990392 -7.84056 -0.553497 0.436256 -0.207291 
378 1 8.08793 15.4222 6.2386 -7.90387 0.42724 0.452326 -0.0896511 
594 1 8.05781 15.2727 11.3348 -7.70747 -0.10071 -0.345493 0.995004 
198 1 7.93652 18.9245 1.01632 -7.86867 0.786656 -0.728375 -0.0319668 
414 1 8.15956 18.92 6.22584 -7.94246 0.343853 -0.643713 -0.520008 
630 1 8.06209 19.0285 11.5213 -7.98049 0.132878 0.456697 -0.99941 
5 1 0.890427 0.958475 3.66663 -7.64342 -0.633439 -0.094076 -0.955133 
221 1 0.916906 0.783281 8.81566 -7.9348 0.0796873 0.641906 -0.947654 
437 1 0.864839 0.824828 14.0274 -8.27156 1.19402 -0.382026 -0.932626 
41 1 0.88435 4.43137 3.69294 -8.41525 0.0630147 -0.195376 -0.343297 
257 1 0.947673 4.51675 8.83958 -7.6501 0.322207 -0.997207 -1.01659 
473 1 0.955798 4.35334 13.9211 -8.14385 -1.57253 0.765847 1.11058 
77 1 0.912087 8.07957 3.61629 -7.80985 0.289286 -0.27092 -0.23627 
293 1 0.852267 8.03798 8.77364 -7.44951 1.04963 0.0180575 -0.333521 
509 1 0.88943 8.08694 13.9441 -8.08164 0.277772 -0.156762 0.23924 
113 1 0.893051 11.7823 3.61514 -7.98298 -0.167605 -0.955238 0.854677 
329 1 0.862468 11.7881 8.85243 -8.14078 0.953312 -1.33548 0.0797424 
545 1 0.892976 11.5779 14.1068 -8.03483 -0.627753 0.546388 -0.584346 
149 1 0.856178 15.3203 3.63919 -7.51365 0.610437 -0.543846 0.245506 
365 1 0.803798 15.3771 8.81093 -8.06403 -1.20485 -0.636922 0.748589 
581 1 0.913195 15.4415 14.0562 -7.8097 0.544756 -0.727544 -0.188236 
185 1 0.969375 18.8255 3.77893 -7.52915 -0.264699 0.641272 -1.73156 
401 1 0.974092 18.9384 8.96089 -7.89556 -0.666886 -0.217758 -1.19532 
617 1 0.918427 18.7047 14.0256 -7.62572 -0.0858955 0.741032 -0.354773 
11 1 4.52832 0.833834 3.71991 -7.62646 0.675328 -0.199498 -0.8086 
227 1 4.66422 0.970718 8.77681 -8.03509 -0.966452 -0.324924 0.729487 
443 1 4.39062 0.726974 13.9966 -7.89916 1.05531 -0.106838 -0.224717 
47 1 4.50712 4.34104 3.60919 -7.6871 -0.227124 1.39197 0.677654 
263 1 4.52727 4.45003 8.78775 -7.91139 0.498502 0.0283409 0.616951 
479 1 4.60668 4.49986 14.2128 -8.12279 -0.496065 0.0838581 -0.367035 
83 1 4.44984 8.20982 3.71831 -8.05066 0.52111 -0.268717 -0.119829 
299 1 4.68567 8.01158 8.95059 -7.93182 0.230072 0.522955 -0.819992 
515 1 4.51368 7.85607 14.0646 -7.6914 0.0555599 0.950076 -0.0182263 
119 1 4.57867 11.5384 3.7006 -8.0175 -0.322941 0.985101 0.139198 
335 1 4.36113 11.6721 8.8354 -8.04931 0.201597 0.0161932 0.838074 
551 1 4.5729 11.6211 14.0458 -7.98354 -0.771312 0.913786 0.561304 
155 1 4.54127 15.3216 3.7138 -7.81754 0.116442 -0.190588 -0.17047 
371 1 4.58489 15.377 8.84308 -7.7852 -0.965972 0.0788492 -0.0569216 
587 1 4.5175 15.2618 13.9915 -7.92966 -0.733764 -0.975286 -0.311273 
191 1 4.48298 18.9954 3.63036 -7.71356 -0.370593 -0.00928531 -0.172047 
407 1 4.38421 18.7036 8.90907 -7.89323 1.20533 0.993087 -0.303803 
623 1 4.52631 18.9317 14.1411 -7.93348 0.473058 0.0390912 -0.237001 
17 1 8.10652 0.886002 3.74309 -8.22312 0.738193 0.512966 -1.09025 
233 1 8.03625 0.788306 8.80914 -8.19272 0.372245 -0.2161 1.01662 
449 1 8.15525 0.964344 14.0372 -8.36862 0.475878 -0.113113 -0.0914464 
53 1 8.00125 4.61441 3.70712 -8.28136 0.0974858 -0.819412 -0.310148 
269 1 8.40299 4.64738 8.93227 -7.66936 -1.21735 -0.0761897 0.108259 
485 1 8.12094 4.31716 14.0973 -7.97101 -0.808264 -0.823538 -0.613695 
89 1 8.27239 8.07374 3.63043 -7.55129 -0.905787 -0.0400405 0.349896 
305 1 8.08164 8.00331 8.79516 -8.01269 -1.12735 0.647447 1.0136 
521 1 8.25551 8.18085 14.0851 -7.96541 -0.400409 -0.136315 0.510946 
125 1 8.23745 11.6904 3.59585 -7.63961 -0.397689 0.221594 -0.283397 
341 1 8.12034 11.7866 8.73703 -7.87506 0.00206022 0.606939 0.526905 
557 1 8.1165 11.6275 14.142 -8.21563 0.552005 -0.487334 -0.941896 
161 1 8.07105 15.4114 3.56944 -7.76685 0.141314 0.243165 0.319412 
377 1 8.03086 15.2019 8.8389 -7.94782 0.245392 0.160955 -0.638528 
593 1 8.12348 15.3192 14.0141 -7.99267 -0.517636 0.117124 0.0957188 
197 1 8.25095 18.8506 3.56618 -7.8803 -1.47084 0.20879 0.50203 
413 1 8.18169 19.068 8.77187 -7.92461 0.55907 -0.768701 1.07237 
629 1 8.06229 18.8705 14.0872 -8.00415 0.0825773 0.634866 0.206888 
2 2 0.899533 2.64579 0.0613321 -29.4303 0.376747 -0.188777 -0.471307 
218 2 0.891408 2.68996 5.10007 -29.5168 -0.0558802 -0.829001 1.35933 
434 2 0.970539 2.60628 10.2905 -29.352 -0.358455 0.881682 0.93042 
650 2 0.93425 2.65067 15.5 -29.138 -0.354955 0.258111 0.348371 
38 2 0.906498 6.18151 -0.198887 -29.3741 0.837983 0.477718 1.80339 
254 2 0.911932 6.25701 5.19359 -29.3504 0.172149 0.451708 -0.109897 
470 2 0.943732 6.28656 10.3198 -29.9515 0.592347 0.61725 -0.309529 
686 2 0.927596 6.21056 15.6097 -28.9798 -0.585841 0.513079 0.187404 
74 2 0.92683 9.85813 -0.112383 -29.2266 -0.379547 -0.171985 0.813931 
290 2 0.908971 9.84149 5.2543 -29.2199 -0.613713 -0.0673323 -0.490817 
506 2 0.90106 9.90917 10.3712 -29.2171 1.00559 -0.78222 0.0307086 
722 2 0.857545 9.87176 15.5726 -29.4118 0.405782 0.00526215 0.530758 
110 2 0.92445 13.5522 0.0259698 -29.5547 0.200192 -1.12546 0.830801 
326 2 0.987159 13.485 5.11677 -28.9498 -0.614823 1.28937 -0.0489585 
542 2 0.813028 13.4636 10.4236 -29.0457 0.508453 0.593205 0.269454 
758 2 0.921417 13.5422 15.7119 -29.1387 -0.673397 -0.602438 -0.210897 
146 2 0.86486 17.0373 -0.04264 -29.1944 0.387655 0.608189 0.879644 
362 2 0.787832 17.1629 5.23418 -29.7528 1.46472 -0.544694 -0.632318 
578 2 0.814778 17.1194 10.3759 -29.35 0.358592 0.341343 0.686643 
794 2 0.980527 17.0515 15.5723 -29.7978 -1.35785 1.04122 0.271291 
