# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 4320
  1 0.025 215.7 730.836
  2 0.075 216.7 730.287
  3 0.125 215.4 764.696
  4 0.175 215.9 783.028
  5 0.225 216 788.329
  6 0.275 216.1 802.457
  7 0.325 215.5 732.351
  8 0.375 216.6 718.153
  9 0.425 215.8 717.162
  10 0.475 215.8 772.742
  11 0.525 215.7 802.85
  12 0.575 216.4 796.449
  13 0.625 215.8 768.546
  14 0.675 215.7 762.877
  15 0.725 216.4 748.653
  16 0.775 216.1 743.879
  17 0.825 216 783.272
  18 0.875 216.3 786.381
  19 0.925 215.7 734.399
  20 0.975 216.4 724.991
2100 20 4320
  1 0.025 216 739.338
  2 0.075 216 737.993
  3 0.125 216 746.724
  4 0.175 216 733.506
  5 0.225 215.7 728.476
  6 0.275 216.1 744.263
  7 0.325 216.2 748.758
  8 0.375 215.9 735.791
  9 0.425 216.1 762.41
  10 0.475 215.9 782.762
  11 0.525 215.8 819.94
  12 0.575 216.5 772.867
  13 0.625 215.9 743.766
  14 0.675 216.2 770.795
  15 0.725 215.8 803.202
  16 0.775 215.9 798.366
  17 0.825 215.7 757.548
  18 0.875 216.3 739.548
  19 0.925 215.9 706.757
  20 0.975 216.1 720.179
3150 20 4320
  1 0.025 215.9 711.915
  2 0.075 216.1 713.481
  3 0.125 216.4 736.025
  4 0.175 216.1 736.967
  5 0.225 215.8 733.213
  6 0.275 216 760.496
  7 0.325 215.8 733.322
  8 0.375 215.9 783.186
  9 0.425 215.7 784.362
  10 0.475 216.3 773.831
  11 0.525 215.8 767.215
  12 0.575 216 764.658
  13 0.625 216.2 751.653
  14 0.675 216.1 772.369
  15 0.725 216.1 795.567
  16 0.775 215.4 768.86
  17 0.825 216.2 733.018
  18 0.875 216.1 763.87
  19 0.925 215.6 742.924
  20 0.975 216.5 754.556
4200 20 4320
  1 0.025 215.9 715.319
  2 0.075 216.5 725.622
  3 0.125 215.4 712.214
  4 0.175 216.4 756.678
  5 0.225 215.8 732.338
  6 0.275 216.5 740.433
  7 0.325 215.4 780.382
  8 0.375 215.9 780.536
  9 0.425 216.2 822.915
  10 0.475 215.9 800.396
  11 0.525 216.6 803.912
  12 0.575 215.9 775.884
  13 0.625 215.5 735.277
  14 0.675 216.4 785.632
  15 0.725 215.9 759.296
  16 0.775 216.2 723.105
  17 0.825 216 734.441
  18 0.875 216.3 749.756
  19 0.925 215.4 721.795
  20 0.975 215.9 741.126
5250 20 4320
  1 0.025 215.9 696.706
  2 0.075 216.2 704.286
  3 0.125 215.9 738.305
  4 0.175 216.3 745.621
  5 0.225 215.8 774.041
  6 0.275 216.3 770.714
  7 0.325 215.8 775.005
  8 0.375 215.9 767.193
  9 0.425 216.2 792.121
  10 0.475 215.8 763.113
  11 0.525 216.1 802.627
  12 0.575 215.9 772.094
  13 0.625 216.1 744.222
  14 0.675 215.7 789.611
  15 0.725 216.1 793.578
  16 0.775 215.5 763.597
  17 0.825 216.6 764.45
  18 0.875 215.6 762.828
  19 0.925 216.3 780.26
  20 0.975 216 699.944
6300 20 4320
  1 0.025 215.9 709.619
  2 0.075 215.8 693.324
  3 0.125 216 725.448
  4 0.175 215.8 760.827
  5 0.225 216 747.926
  6 0.275 216.4 781.371
  7 0.325 215.9 766.225
  8 0.375 215.8 772.515
  9 0.425 215.9 775.744
  10 0.475 216.2 811.547
  11 0.525 215.8 811.848
  12 0.575 216.2 781.918
  13 0.625 216.1 774.221
  14 0.675 216 760.334
  15 0.725 215.9 775.502
  16 0.775 215.9 722.2
  17 0.825 216.2 744.874
  18 0.875 215.6 732.865
  19 0.925 216.1 746.713
  20 0.975 216.5 758.75
7350 20 4320
