ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
3600
ITEM: BOX BOUNDS xy xz yz pp pp pp
-1.6976679603764921e-01 7.2137766796038989e+01 0.0000000000000000e+00
-6.8709417261898054e-02 2.1659109417261604e+01 0.0000000000000000e+00
-1.8203462831320749e-01 2.5942034628313561e+01 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 1.07909 0.783852 2.22556 -8.00077 -1.0285 0.781167 0.0748624 
726 1 0.895356 0.792184 7.36402 -7.14794 -1.00784 1.74527 0.153934 
1446 1 0.638212 0.75161 12.5646 -7.27599 -0.632329 1.25987 -0.0660129 
126 1 0.952977 4.50155 2.22818 -8.17342 -0.729374 -0.704936 -0.790658 
846 1 1.04583 4.32795 7.4384 -7.98086 -1.17425 0.274651 -0.215846 
1566 1 0.726839 4.40279 12.6209 -7.62452 -0.628731 1.05877 -0.614918 
246 1 0.832764 7.88977 2.26415 -8.01288 0.123257 1.24967 -0.667846 
966 1 0.586609 8.02545 7.59541 -8.28792 0.0105694 0.713079 -0.98801 
1686 1 0.653945 7.95633 12.797 -8.20447 -0.892664 0.595222 -0.772974 
12 1 4.39152 0.952293 2.18614 -7.62927 1.39588 -0.550556 -1.00109 
732 1 4.33264 0.728064 7.24747 -7.40319 0.540118 1.04953 0.871983 
1452 1 4.02935 0.849513 12.5986 -7.66754 1.44277 -1.10595 -0.944395 
132 1 4.6941 4.34263 2.13679 -7.5831 -0.692752 0.351302 -0.952347 
852 1 4.34407 4.4065 7.38252 -7.76948 0.0882859 0.123558 0.412218 
1572 1 4.09629 4.46045 12.547 -7.51647 0.47877 0.150828 0.606037 
252 1 4.401 8.04246 2.09215 -8.07751 -0.116674 1.4864 -0.473512 
972 1 4.41782 8.19729 7.42101 -8.05635 0.25788 -1.40275 0.125574 
1692 1 4.2153 8.06675 12.6488 -7.92186 0.563422 1.0689 -1.34146 
18 1 8.08722 0.807067 2.05304 -8.63263 0.481919 1.22822 1.45515 
738 1 7.94858 0.734525 7.27435 -7.98971 -0.447031 -0.424161 1.18884 
1458 1 8.04123 1.02926 12.661 -8.06997 -1.221 -0.128106 -0.219676 
138 1 8.03197 4.70527 2.26164 -7.98197 0.750748 -0.418586 -0.023218 
858 1 7.74771 4.35579 7.41171 -7.22405 -0.656337 0.532418 -0.518436 
