LAMMPS data file. msi2lmp v3.9.7 / 24 Oct 2015 / CGCMM for 3.4

   2688 atoms
      0 bonds
      0 angles
      0 dihedrals
      0 impropers

   3 atom types
   2 bond types
   0 angle types
   0 dihedral types
   0 improper types

     0.0    29.212593625 xlo xhi
     0.0    29.212593625 ylo yhi
     0.0    157          zlo zhi

Masses

   1  12.011150 # Cp
   2  15.9994   # O
   3   1.008    # H

Atoms # full

1	1	1	0.0	0.00000	1.55000	115.04824	0	0	0	#	cp
2	1	1	0.0	0.00000	1.55000	86.64852	0	0	0	#	cp
3	1	1	0.0	1.23000	1.55000	87.35866	0	0	0	#	cp
4	1	1	0.0	1.23000	1.55000	88.77894	0	0	0	#	cp
5	1	1	0.0	0.00000	1.55000	89.48824	0	0	0	#	cp
6	1	1	0.0	0.00000	1.55000	90.90852	0	0	0	#	cp
7	1	1	0.0	1.23000	1.55000	91.61866	0	0	0	#	cp
8	1	1	0.0	1.23000	1.55000	93.03894	0	0	0	#	cp
9	1	1	0.0	0.00000	1.55000	93.74824	0	0	0	#	cp
10	1	1	0.0	0.00000	1.55000	95.16852	0	0	0	#	cp
11	1	1	0.0	1.23000	1.55000	95.87866	0	0	0	#	cp
12	1	1	0.0	1.23000	1.55000	97.29894	0	0	0	#	cp
13	1	1	0.0	0.00000	1.55000	98.00824	0	0	0	#	cp
14	1	1	0.0	0.00000	1.55000	99.42852	0	0	0	#	cp
15	1	1	0.0	1.23000	1.55000	100.13866	0	0	0	#	cp
16	1	1	0.0	1.23000	1.55000	101.55894	0	0	0	#	cp
17	1	1	0.0	0.00000	1.55000	102.26824	0	0	0	#	cp
18	1	1	0.0	0.00000	1.55000	103.68852	0	0	0	#	cp
19	1	1	0.0	1.23000	1.55000	104.39866	0	0	0	#	cp
20	1	1	0.0	1.23000	1.55000	105.81894	0	0	0	#	cp
21	1	1	0.0	0.00000	1.55000	106.52824	0	0	0	#	cp
22	1	1	0.0	0.00000	1.55000	107.94852	0	0	0	#	cp
23	1	1	0.0	1.23000	1.55000	108.65866	0	0	0	#	cp
24	1	1	0.0	1.23000	1.55000	110.07894	0	0	0	#	cp
25	1	1	0.0	0.00000	1.55000	110.78824	0	0	0	#	cp
26	1	1	0.0	0.00000	1.55000	112.20852	0	0	0	#	cp
27	1	1	0.0	1.23000	1.55000	112.91866	0	0	0	#	cp
28	1	1	0.0	1.23000	1.55000	114.33894	0	0	0	#	cp
29	1	1	0.0	2.46000	1.55000	115.04824	0	0	0	#	cp
30	1	1	0.0	2.46000	1.55000	86.64852	0	0	0	#	cp
31	1	1	0.0	3.69000	1.55000	87.35866	0	0	0	#	cp
32	1	1	0.0	3.69000	1.55000	88.77894	0	0	0	#	cp
33	1	1	0.0	2.46000	1.55000	89.48824	0	0	0	#	cp
34	1	1	0.0	2.46000	1.55000	90.90852	0	0	0	#	cp
35	1	1	0.0	3.69000	1.55000	91.61866	0	0	0	#	cp
36	1	1	0.0	3.69000	1.55000	93.03894	0	0	0	#	cp
37	1	1	0.0	2.46000	1.55000	93.74824	0	0	0	#	cp
38	1	1	0.0	2.46000	1.55000	95.16852	0	0	0	#	cp
39	1	1	0.0	3.69000	1.55000	95.87866	0	0	0	#	cp
40	1	1	0.0	3.69000	1.55000	97.29894	0	0	0	#	cp
41	1	1	0.0	2.46000	1.55000	98.00824	0	0	0	#	cp
42	1	1	0.0	2.46000	1.55000	99.42852	0	0	0	#	cp
43	1	1	0.0	3.69000	1.55000	100.13866	0	0	0	#	cp
44	1	1	0.0	3.69000	1.55000	101.55894	0	0	0	#	cp
45	1	1	0.0	2.46000	1.55000	102.26824	0	0	0	#	cp
46	1	1	0.0	2.46000	1.55000	103.68852	0	0	0	#	cp
47	1	1	0.0	3.69000	1.55000	104.39866	0	0	0	#	cp
48	1	1	0.0	3.69000	1.55000	105.81894	0	0	0	#	cp
49	1	1	0.0	2.46000	1.55000	106.52824	0	0	0	#	cp
50	1	1	0.0	2.46000	1.55000	107.94852	0	0	0	#	cp
51	1	1	0.0	3.69000	1.55000	108.65866	0	0	0	#	cp
52	1	1	0.0	3.69000	1.55000	110.07894	0	0	0	#	cp
53	1	1	0.0	2.46000	1.55000	110.78824	0	0	0	#	cp
54	1	1	0.0	2.46000	1.55000	112.20852	0	0	0	#	cp
55	1	1	0.0	3.69000	1.55000	112.91866	0	0	0	#	cp
56	1	1	0.0	3.69000	1.55000	114.33894	0	0	0	#	cp
57	1	1	0.0	4.92000	1.55000	115.04824	0	0	0	#	cp
58	1	1	0.0	4.92000	1.55000	86.64852	0	0	0	#	cp
59	1	1	0.0	6.15000	1.55000	87.35866	0	0	0	#	cp
60	1	1	0.0	6.15000	1.55000	88.77894	0	0	0	#	cp
61	1	1	0.0	4.92000	1.55000	89.48824	0	0	0	#	cp
62	1	1	0.0	4.92000	1.55000	90.90852	0	0	0	#	cp
63	1	1	0.0	6.15000	1.55000	91.61866	0	0	0	#	cp
64	1	1	0.0	6.15000	1.55000	93.03894	0	0	0	#	cp
65	1	1	0.0	4.92000	1.55000	93.74824	0	0	0	#	cp
66	1	1	0.0	4.92000	1.55000	95.16852	0	0	0	#	cp
67	1	1	0.0	6.15000	1.55000	95.87866	0	0	0	#	cp
68	1	1	0.0	6.15000	1.55000	97.29894	0	0	0	#	cp
69	1	1	0.0	4.92000	1.55000	98.00824	0	0	0	#	cp
70	1	1	0.0	4.92000	1.55000	99.42852	0	0	0	#	cp
71	1	1	0.0	6.15000	1.55000	100.13866	0	0	0	#	cp
72	1	1	0.0	6.15000	1.55000	101.55894	0	0	0	#	cp
73	1	1	0.0	4.92000	1.55000	102.26824	0	0	0	#	cp
74	1	1	0.0	4.92000	1.55000	103.68852	0	0	0	#	cp
75	1	1	0.0	6.15000	1.55000	104.39866	0	0	0	#	cp
