# LAMMPS data file written by OVITO Basic 3.5.4
81648 atoms
4 atom types
-61.1689831298 97.1689831302 xlo xhi
-29.768963844 50.768963844 ylo yhi
-38.3416849713 65.341684972 zlo zhi

Atoms  # atomic

3 3 -49.6943 -29.4098 -35.9927
4 4 -49.706 -27.4899 -38.0307
2270 2 -47.8226 -27.5629 -36.0272
2269 2 -47.803 -29.3264 -38.0518
4538 1 -44.0083 -27.4828 -36.1703
2271 4 -45.8075 -29.4858 -36.1638
2272 1 -45.8206 -27.4747 -38.0867
4537 1 -43.9967 -29.58 -38.1744
4539 4 -42.0616 -29.4753 -36.2998
4540 4 -42.1027 -27.5475 -38.1778
6806 4 -40.0717 -27.6092 -36.205
6807 4 -38.1163 -29.5981 -36.211
6805 1 -40.1475 -29.5389 -38.1751
6808 4 -38.2201 -27.6706 -38.2238
9074 1 -36.1575 -27.6314 -36.2517
9073 4 -36.2006 -29.5226 -38.2841
11342 1 -32.2815 -27.6224 -36.1845
9075 2 -34.2753 -29.5173 -36.1796
11341 4 -32.3051 -29.5885 -38.1763
9076 4 -34.2475 -27.6787 -38.1361
11343 4 -30.2679 -29.6572 -36.2164
13610 3 -28.5914 -27.6972 -36.221
11344 4 -30.3193 -27.7508 -38.1532
13609 4 -28.4286 -29.7121 -38.2793
13611 4 -26.5809 -29.6593 -36.2725
13612 4 -26.3884 -27.9326 -38.1956
15878 1 -24.4395 -27.8335 -36.4047
15879 3 -22.7219 -29.659 -36.2496
15880 1 -22.6044 -27.942 -38.2719
18146 1 -20.6773 -27.9181 -36.3882
18145 3 -20.5951 -29.7137 -38.2321
20414 4 -16.6652 -27.945 -36.483
18148 3 -18.8536 -27.9715 -38.2921
111 1 -49.6897 -25.6074 -36.0673
112 1 -49.8375 -23.5809 -38.2996
2378 4 -47.9844 -23.592 -36.1861
2377 4 -47.9328 -25.6663 -38.1755
2379 4 -46.0083 -25.5024 -36.2172
4646 4 -44.0326 -23.7191 -36.3077
4645 3 -43.913 -25.6221 -38.2542
2380 3 -45.9064 -23.7039 -38.0597
4647 3 -42.0105 -25.6655 -36.1475
4648 3 -42.0224 -23.7275 -38.148
6915 2 -38.1105 -25.7562 -36.2897
6914 4 -40.07 -23.7704 -36.2486
6913 3 -40.1204 -25.749 -38.081
6916 4 -38.0707 -23.8338 -38.2229
9182 4 -36.1616 -23.7856 -36.2053
9181 2 -36.1583 -25.7016 -38.2014
9183 1 -34.2075 -25.6698 -36.1928
11450 1 -32.269 -23.9417 -36.2168
11449 4 -32.3791 -25.8355 -38.2111
9184 1 -34.1994 -23.8135 -38.2752
11451 3 -30.3711 -25.8914 -36.2148
13718 2 -28.5165 -24.1587 -36.3084
11452 3 -30.5315 -23.8794 -38.2356
13717 4 -28.448 -25.9762 -38.2145
