#| No.|Asub | b0  | b1  | b2  | b3  | t1  | t2  | t3  |Cmin |Cmax | evalulate_value (min value is recommendation) |
#|iter| x0  | x1  | x2  | x3  | x4  | x5  | x6  | x7  | x8  | x9  | evalulate_value (min value is reccomendation) |
No.1: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 260429084518.06766
No.2: 1.20, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 114395372929.35326
No.3: 1.14, 6.48, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 8168467854.494922
No.4: 1.14, 6.17, 2.84, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 1869888223261.8518
No.5: 1.14, 6.17, 2.71, 5.04, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 38316862141.25642
No.6: 1.14, 6.17, 2.71, 4.80, 2.74, 1.10, 2.30, 2.21, 0.69, 1.70, 12484451471.481613
No.7: 1.14, 6.17, 2.71, 4.80, 2.60, 1.16, 2.30, 2.21, 0.69, 1.70, 52105537285.75383
No.8: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.42, 2.21, 0.69, 1.70, 21647097301.916092
No.9: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.32, 0.69, 1.70, 56077279685.57082
No.10: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.72, 1.70, 649038280.1237236
No.11: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.79, 5624795098.993126
No.12: 1.16, 6.24, 2.57, 4.85, 2.63, 1.12, 2.33, 2.23, 0.69, 1.72, 3114286872328.102
No.13: 1.15, 6.18, 2.80, 4.81, 2.61, 1.11, 2.31, 2.21, 0.69, 1.71, 1146599723442.2708
No.14: 1.15, 6.23, 2.61, 4.85, 2.63, 1.11, 2.32, 2.22, 0.69, 1.72, 851866252772.2909
No.15: 1.15, 6.22, 2.64, 4.84, 2.62, 1.11, 2.32, 2.22, 0.69, 1.72, 1838000183208.7036
No.16: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.78, 1168246268.77808
No.17: 1.14, 6.45, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 9845729061.972471
No.18: 1.14, 6.17, 2.71, 4.80, 2.72, 1.10, 2.30, 2.21, 0.69, 1.70, 42101327481.63564
No.19: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.41, 2.21, 0.69, 1.70, 20681808997.016144
No.20: 1.14, 6.17, 2.71, 5.02, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 18505261051.903133
No.21: 1.14, 6.17, 2.71, 4.80, 2.60, 1.15, 2.30, 2.21, 0.69, 1.70, 43685070537.10468
No.22: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.30, 0.69, 1.70, 38816887273.131676
No.23: 1.20, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 114395372929.35326
No.24: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 260429084518.06766
No.25: 1.15, 6.18, 2.79, 4.81, 2.61, 1.11, 2.31, 2.21, 0.69, 1.71, 1202406800260.6992
No.26: 1.15, 6.22, 2.62, 4.84, 2.62, 1.11, 2.32, 2.22, 0.69, 1.72, 300083154462.4331
No.27: 1.15, 6.22, 2.65, 4.84, 2.62, 1.11, 2.32, 2.22, 0.69, 1.72, 1313498175489.0955
No.28: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.77, 388969621.00767314
No.29: 1.14, 6.42, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 179550093982.6844
No.30: 1.14, 6.17, 2.71, 5.00, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 60495432477.269424
No.31: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.40, 2.21, 0.69, 1.70, 153253089430.24002
No.32: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.29, 0.69, 1.70, 90316539062.45041
No.33: 1.14, 6.17, 2.71, 4.80, 2.71, 1.10, 2.30, 2.21, 0.69, 1.70, 51995924734.0545
No.34: 1.14, 6.17, 2.71, 4.80, 2.60, 1.15, 2.30, 2.21, 0.69, 1.70, 43685070537.10468
No.35: 1.19, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 26311891039.514763
No.36: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.70, 260429084518.06766
No.37: 1.15, 6.18, 2.78, 4.81, 2.61, 1.11, 2.31, 2.21, 0.69, 1.71, 393069722412.8463
No.38: 1.15, 6.22, 2.63, 4.84, 2.62, 1.11, 2.32, 2.22, 0.70, 1.72, 564523131416.2782
No.39: 1.15, 6.19, 2.76, 4.81, 2.61, 1.11, 2.31, 2.21, 0.69, 1.71, 379322562621.2414
No.40: 1.15, 6.21, 2.65, 4.83, 2.62, 1.11, 2.32, 2.22, 0.70, 1.72, 117090979031.46075
No.41: 1.16, 6.23, 2.69, 4.85, 2.63, 1.12, 2.33, 2.23, 0.70, 1.72, 181346888226.27145
No.42: 1.15, 6.22, 2.70, 4.84, 2.63, 1.11, 2.32, 2.22, 0.70, 1.72, 267751114089.62827
No.43: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.72, 1.71, 1698174567.6257324
No.44: 1.19, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.71, 2045705085978.1028
No.45: 1.14, 6.17, 2.71, 4.80, 2.60, 1.15, 2.30, 2.21, 0.69, 1.71, 78393689616.54427
No.46: 1.14, 6.17, 2.71, 4.80, 2.70, 1.10, 2.30, 2.21, 0.69, 1.71, 97202200699.15097
No.47: 1.14, 6.17, 2.71, 4.98, 2.60, 1.10, 2.30, 2.21, 0.69, 1.71, 66239371533.74237
No.48: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.29, 0.69, 1.71, 70782429443.91696
No.49: 1.15, 6.21, 2.66, 4.83, 2.62, 1.11, 2.32, 2.22, 0.70, 1.72, 1557810723044.613
No.50: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.39, 2.21, 0.69, 1.71, 33257031306.205994
No.51: 1.14, 6.40, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.71, 6656308486.530523
No.52: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.69, 1.71, 112251101491.00096
No.53: 1.10, 6.23, 2.70, 4.85, 2.63, 1.11, 2.32, 2.22, 0.70, 1.73, 5574063142.200174
No.54: 1.13, 6.20, 2.75, 4.82, 2.61, 1.11, 2.31, 2.21, 0.69, 1.72, 180365855602.597
No.55: 1.13, 6.20, 2.74, 4.82, 2.61, 1.11, 2.31, 2.21, 0.69, 1.72, 148745257261.2819
No.56: 1.15, 6.21, 2.67, 4.83, 2.62, 1.11, 2.32, 2.22, 0.69, 1.72, 383041997546.6994
No.57: 1.14, 6.20, 2.73, 4.82, 2.62, 1.11, 2.31, 2.21, 0.69, 1.72, 260739822251.318
No.58: 1.14, 6.17, 2.71, 4.80, 2.60, 1.10, 2.30, 2.21, 0.71, 1.72, 2635787325.1178794
No.59: 1.11, 6.22, 2.70, 4.84, 2.62, 1.11, 2.32, 2.22, 0.70, 1.73, 14135176310.363892
