ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
3600
ITEM: BOX BOUNDS xy xz yz pp pp pp
-4.7524456625499312e-01 7.2443244566256936e+01 0.0000000000000000e+00
-1.1209002697184545e-01 2.1702490026972111e+01 0.0000000000000000e+00
-3.1401284087734282e-01 2.6074012840877334e+01 0.0000000000000000e+00
ITEM: ATOMS id type x y z c_peratom fx fy fz 
6 1 0.27007 0.647567 1.66062 -8.32431 -0.276631 2.06139 1.95361 
726 1 0.660691 0.772846 6.98302 -7.74271 -0.440202 -0.659197 0.610783 
135 1 9.84805 6.27472 0.0704503 -8.50037 -0.459882 0.912866 0.0745427 
126 1 0.169146 4.30938 1.90233 -8.51793 1.83263 0.325725 0.244857 
846 1 0.970962 4.38014 7.0406 -7.23903 -1.14713 2.44166 0.868385 
263 1 11.3592 8.43736 4.84141 -7.92971 1.58472 -0.331728 -2.04348 
246 1 0.57368 8.10901 2.16733 -8.35769 -1.63976 0.0453983 -0.937037 
966 1 0.344387 8.04147 7.58161 -7.58894 1.22067 -0.080416 -0.984611 
1578 1 7.7078 4.32439 12.719 -8.95792 -0.660922 -0.592986 0.914347 
12 1 4.29005 0.860523 2.18533 -7.85701 0.296458 0.225009 -1.81538 
732 1 4.35185 1.04276 7.16568 -7.48701 0.381923 -1.20056 1.7946 
243 1 2.37186 9.94831 -0.031703 -7.837 1.69037 0.977016 1.07838 
132 1 3.96356 4.55639 1.99352 -7.813 0.221989 -0.658979 0.138289 
852 1 4.49441 4.69065 7.21448 -8.37634 -0.776028 -1.55811 1.5802 
136 1 9.7838 6.50171 2.86164 -8.20714 0.266441 0.583505 -0.777214 
252 1 4.17166 8.12873 2.25649 -8.47221 0.00825791 0.259662 0.164722 
972 1 4.45292 8.09486 7.39743 -8.10619 1.40872 0.448173 2.11697 
260 2 11.2209 9.91709 0.902289 -29.0509 1.47977 2.55094 -1.82857 
18 1 7.59361 0.931554 2.2046 -8.35725 1.0104 -0.916852 -1.57131 
738 1 7.77523 0.928219 7.44438 -8.6434 1.37656 -0.0940213 0.531014 
1700 2 11.301 9.93161 11.7859 -28.5425 0.701263 0.490474 -0.835738 
138 1 7.87983 4.72169 1.83343 -7.98363 0.0117828 -1.99806 3.2182 
858 1 8.41695 4.73688 7.21451 -7.30804 -0.656868 -3.26456 -0.457181 
23 1 11.2522 0.797469 4.68311 -7.92237 1.463 1.40867 1.67916 
258 1 7.53549 7.99797 2.17614 -8.60215 0.684148 1.94001 -0.358621 
978 1 7.93573 8.42783 7.67805 -8.27939 -0.317382 0.872092 -1.47958 
1698 1 7.62398 7.93265 12.4831 -7.31409 -0.290144 -0.983175 0.954304 
9 1 5.82687 3.06695 0.199899 -8.05163 0.71084 0.0276487 0.23319 
740 2 11.1771 2.45378 6.33179 -27.8368 -0.0776558 1.90733 0.308533 
1566 1 0.464843 4.63948 12.2908 -7.95761 0.327204 -0.523067 2.25741 
743 1 11.3627 0.446953 10.1924 -7.74818 -0.420713 2.5488 -0.484175 
256 1 9.40051 9.90849 2.70798 -9.21312 0.714118 -1.85214 -0.163477 
1580 2 11.2544 6.33584 11.5536 -29.3337 1.99121 0.260938 2.22156 
863 1 11.5737 4.57525 10.3099 -8.24044 -3.04921 -0.292251 -1.01178 
1460 2 11.371 2.73326 11.845 -29.0711 1.01766 -0.114115 -0.0376873 
976 1 10.0315 10.1943 8.25404 -7.89105 0.457492 -1.72442 -2.17933 
5 1 0.403612 0.880604 4.28542 -8.03429 0.0709575 0.942763 -0.168116 
725 1 0.271462 0.819542 9.72774 -7.48161 -0.0115278 -0.865336 0.0577449 
125 1 0.637683 4.22449 4.45664 -8.19904 -2.8062 -0.143139 -0.0477373 
845 1 0.75073 4.85599 9.75154 -7.49268 -1.32148 -0.421578 -0.961365 
245 1 0.341362 8.17977 4.84711 -8.54501 0.519125 0.277612 -0.719699 
965 1 0.568042 8.40946 10.1721 -7.88542 0.818579 -0.780255 -1.44392 
123 1 2.29343 6.14157 0.115209 -7.36908 -0.0476742 0.856884 0.425175 
731 1 4.11747 1.04338 9.85856 -8.28896 0.914414 0.0353162 0.818974 
131 1 4.08005 4.81299 4.7399 -8.20217 0.465267 -0.730933 -1.57308 
851 1 3.95513 4.257 9.76708 -8.38804 0.710736 0.83222 0.279426 
251 1 3.93554 8.16024 5.01729 -8.67865 -0.389568 -0.459078 -2.83782 
971 1 4.39474 7.81501 10.1104 -8.88566 0.254839 1.06432 -1.58348 
17 1 7.5634 0.760507 4.74442 -7.66942 0.250535 -0.405587 1.13199 
737 1 7.55911 1.08723 10.1962 -8.90322 0.812887 -1.14224 0.647947 
137 1 7.74025 4.87321 4.72526 -8.06517 -0.0141059 1.31815 -1.0956 
857 1 7.53776 4.18754 9.70352 -7.24704 5.07921 -1.27443 0.713579 
257 1 7.84 8.5183 4.971 -8.68514 -1.61272 0.580952 -1.58474 
977 1 7.82609 8.03165 10.1254 -7.37274 -0.393453 -0.395596 -0.710673 
1572 1 3.8406 4.29087 12.4344 -8.61225 -1.10551 2.53175 0.817779 
850 1 6.46808 6.28386 8.01745 -7.61908 -1.62441 0.22671 0.299155 
1704 1 11.4573 8.22151 12.6608 -7.4543 -2.16676 0.328436 -0.018214 
856 1 9.87214 6.47381 8.12473 -6.9425 1.55566 1.05046 0.611356 
143 1 11.2476 4.65736 4.84189 -7.66945 -1.8252 -0.0375845 -0.18803 
864 1 11.4089 4.40905 7.50039 -8.40496 0.0725046 -0.409255 0.629015 
2 2 0.632937 2.5284 0.962611 -27.9819 -1.90984 0.688505 -0.622315 
722 2 0.473218 2.57371 6.17254 -29.7839 0.578141 0.857352 0.444472 
1442 2 0.39274 2.57241 11.7953 -28.713 -2.14939 2.03324 -3.47866 
122 2 0.447647 6.11396 1.045 -28.2051 0.197171 1.36042 -0.74768 
842 2 0.381103 6.34333 6.29739 -28.7166 0.236424 0.0886427 1.27273 
1562 2 0.730773 6.49308 11.4684 -28.8357 -3.18667 0.141317 1.50715 
242 2 0.676 9.98006 1.05794 -28.9514 -0.804657 -1.20499 -0.552094 
962 2 0.478132 9.89841 6.24751 -28.3832 0.634622 -0.58071 2.71228 
1682 2 0.519492 10.1155 11.5148 -28.904 0.694352 -1.38277 1.18925 
8 2 4.13416 2.51639 0.828281 -28.7505 -1.58562 0.89705 1.08479 
728 2 4.09654 2.63771 6.32088 -28.6085 1.07779 3.1238 -0.821437 
1448 2 3.96071 2.60097 11.4022 -28.7577 0.650927 -0.581289 0.157689 
128 2 4.02438 6.39762 1.05955 -29.179 0.524832 -0.65421 -0.644369 
848 2 4.05926 6.32554 6.28162 -28.8385 -0.428402 0.839856 -0.988243 
1568 2 4.26881 6.35651 11.5923 -27.8689 0.0760015 -1.825 1.05131 
248 2 4.32432 9.97996 0.834037 -28.2285 -2.22894 0.285448 1.75479 
968 2 4.0903 9.86717 6.26676 -28.9157 0.00885901 1.2236 0.97998 
1688 2 4.36582 9.80181 11.4722 -28.389 -0.712615 3.27638 1.591 
14 2 7.59959 2.62755 0.973555 -28.4802 0.5273 1.93567 2.30468 
734 2 7.71459 2.81592 6.4519 -28.1638 0.0882203 0.558879 0.18826 
1454 2 7.83899 2.75458 11.5803 -27.9766 -2.25439 -0.535923 -0.603149 
134 2 7.81501 6.28751 0.824521 -28.6607 -1.69117 0.54068 0.721808 
854 2 7.72081 6.57053 6.35442 -29.3896 2.30668 -1.1138 1.78972 
1574 2 7.78857 5.98699 11.6624 -28.7147 -1.37826 2.69767 -0.259423 
254 2 7.7007 9.94559 1.3475 -27.6012 -0.588523 -0.140026 -1.56334 
974 2 7.67452 9.98173 6.37952 -28.5008 1.09002 2.78791 0.114663 
1694 2 7.69679 9.81043 11.528 -29.0758 0.62562 0.503503 0.899389 
860 2 11.4782 6.35084 6.44767 -29.6709 -1.79312 0.275087 0.6878 
1695 1 9.40891 10.0584 10.5745 -8.18018 1.83889 0.27366 1.01793 
983 1 11.1405 8.0588 10.044 -8.35561 1.53454 -1.81839 2.59957 
1452 1 3.70964 0.516319 12.5424 -8.04932 -0.99293 1.96488 -1.24766 
1686 1 0.283642 8.42056 12.6287 -7.5071 0.0336091 -0.308028 0.146103 
