# Chunk-averaged data for fix 3 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1050 20 3600
  1 0.025 180 1225.37
  2 0.075 180 1230.24
  3 0.125 180 1219.19
  4 0.175 180 1250.37
  5 0.225 179.9 1226.44
  6 0.275 180.1 1214.26
  7 0.325 180 1238.32
  8 0.375 180 1344.84
  9 0.425 180 1360.28
  10 0.475 180 1325.35
  11 0.525 180 1332.76
  12 0.575 180 1240.4
  13 0.625 180 1262.17
  14 0.675 180 1272.25
  15 0.725 179.9 1337.55
  16 0.775 180.1 1322.7
  17 0.825 180 1285.3
  18 0.875 180 1272.33
  19 0.925 180 1292.82
  20 0.975 180 1227.34
2100 20 3600
  1 0.025 180 1226.75
  2 0.075 180 1273.39
  3 0.125 180 1325.77
  4 0.175 180.1 1330.49
  5 0.225 179.9 1286.93
  6 0.275 180 1236.98
  7 0.325 179.9 1233.68
  8 0.375 180.1 1302.97
  9 0.425 180 1284.92
  10 0.475 180 1244.77
  11 0.525 180 1326.59
  12 0.575 180 1334.18
  13 0.625 180 1277.58
  14 0.675 180 1266.77
  15 0.725 180 1226.28
  16 0.775 180 1239.18
  17 0.825 180 1291.16
  18 0.875 180 1218.69
  19 0.925 180 1229.34
  20 0.975 180 1187.57
3150 20 3600
  1 0.025 180 1221.89
  2 0.075 180 1292.86
  3 0.125 180 1247.71
  4 0.175 180 1274.38
  5 0.225 180 1336.51
  6 0.275 180 1314.63
  7 0.325 180 1284.48
  8 0.375 180 1349.95
  9 0.425 180 1320.36
  10 0.475 180.1 1339.75
  11 0.525 179.9 1352.39
  12 0.575 179.9 1311.89
  13 0.625 180.1 1262.2
  14 0.675 180 1264.42
  15 0.725 180 1230.68
  16 0.775 180 1203.64
  17 0.825 180 1243.53
  18 0.875 180 1267.45
  19 0.925 180 1247.16
  20 0.975 180 1222.03
4200 20 3600
  1 0.025 180.1 1252.05
  2 0.075 179.9 1244.87
  3 0.125 180 1281.93
  4 0.175 180 1357.01
  5 0.225 180 1240.14
  6 0.275 180 1241.96
  7 0.325 179.9 1273.79
  8 0.375 180.1 1274.3
  9 0.425 180 1326.46
  10 0.475 180 1255.16
  11 0.525 180 1322.97
  12 0.575 180 1300.12
  13 0.625 180 1298.8
  14 0.675 180 1252.18
  15 0.725 180 1291.35
  16 0.775 180 1332.18
  17 0.825 180 1267.84
  18 0.875 180 1263.46
  19 0.925 180 1265.8
  20 0.975 180 1223.8
5250 20 3600
  1 0.025 180 1251.63
  2 0.075 180 1298.39
  3 0.125 180 1296.99
  4 0.175 180 1300
  5 0.225 180 1268.7
  6 0.275 180 1237.26
  7 0.325 180 1260.83
  8 0.375 180 1265.08
  9 0.425 180 1251.43
  10 0.475 180 1264.15
  11 0.525 180 1260.58
  12 0.575 180 1274.62
  13 0.625 180 1377.82
  14 0.675 180 1307.58
  15 0.725 180 1273.41
  16 0.775 180 1275.99
  17 0.825 180 1281.68
  18 0.875 180 1297.94
  19 0.925 180 1254.69
  20 0.975 180 1185.77
6300 20 3600
  1 0.025 180 1244.18
  2 0.075 180 1240.41
  3 0.125 180 1258.26
  4 0.175 180 1171.47
  5 0.225 180 1233.18
  6 0.275 180 1324.69
  7 0.325 180 1312.91
  8 0.375 180 1353.58
  9 0.425 180 1309.12
  10 0.475 180 1365.14
  11 0.525 180 1291.4
  12 0.575 180 1335.09
  13 0.625 180 1254.36
  14 0.675 180 1261.3
  15 0.725 180 1276.95
  16 0.775 180 1278.07
  17 0.825 180 1282.84
  18 0.875 180 1290.29
  19 0.925 180 1272.94
  20 0.975 180 1242.81
7350 20 3600
  1 0.025 180 1234.26
  2 0.075 180 1211.45
  3 0.125 180 1213.95
  4 0.175 180 1246.88
  5 0.225 180 1302.05
  6 0.275 180 1286.94
  7 0.325 180 1245.25
  8 0.375 180 1337.39
  9 0.425 180 1374.71
  10 0.475 180 1290.02
  11 0.525 180 1301.24
  12 0.575 180 1332.16
  13 0.625 180 1344.08
  14 0.675 180 1249.47
  15 0.725 180 1239.4
  16 0.775 180 1263.39
  17 0.825 180.1 1313.64
  18 0.875 179.9 1285.75
  19 0.925 180 1274.23
  20 0.975 180 1251.13
8400 20 3600
  1 0.025 180 1194.86
  2 0.075 180 1280.06
  3 0.125 180 1239.53
  4 0.175 180 1224.23
  5 0.225 180 1238.85
  6 0.275 180 1275.07
  7 0.325 180 1301.07
  8 0.375 180 1234.72
  9 0.425 180 1331.64
  10 0.475 180.1 1331.58
  11 0.525 179.9 1267.69
  12 0.575 180 1320.66
  13 0.625 180 1296.55
  14 0.675 180 1239.98
  15 0.725 180 1283.62
  16 0.775 180 1239.18
  17 0.825 180 1293.46
  18 0.875 180 1271.83
  19 0.925 180 1285.93
  20 0.975 180 1263.01
9450 20 3600
  1 0.025 180 1218.48
  2 0.075 180 1276.85
  3 0.125 180 1283.72
  4 0.175 180 1296.95
  5 0.225 179.9 1272.16
  6 0.275 180.1 1271.45
  7 0.325 180 1277.37
  8 0.375 179.9 1321.82
  9 0.425 180.1 1300.07
  10 0.475 180 1346.24
  11 0.525 180 1314.39
  12 0.575 180 1271.72
  13 0.625 180 1316.85
  14 0.675 180 1271.68
  15 0.725 180 1258.5
  16 0.775 180 1221.08
  17 0.825 180 1258.86
  18 0.875 180 1286.91
  19 0.925 180 1233.98
  20 0.975 180 1258.94
10500 20 3600
  1 0.025 180 1231.43
  2 0.075 180 1205.68
  3 0.125 180 1186.79
  4 0.175 180 1150.27
  5 0.225 180 1216.92
  6 0.275 180 1223.96
  7 0.325 180 1292.3
  8 0.375 180 1298.95
  9 0.425 180 1295.79
  10 0.475 180 1266.58
  11 0.525 180 1263.99
  12 0.575 180 1324.23
  13 0.625 180 1331.59
  14 0.675 180 1386.42
  15 0.725 180 1340.92
  16 0.775 180 1338.07
  17 0.825 180 1269.13
  18 0.875 180 1247.39
  19 0.925 180 1295.77
  20 0.975 180 1322.23
11550 20 3600
  1 0.025 180 1275.03
  2 0.075 180 1215.68
  3 0.125 180 1231.97
  4 0.175 180 1244.19
  5 0.225 180 1258.44
  6 0.275 180 1234.43
  7 0.325 180 1326.38
  8 0.375 180 1253.84
  9 0.425 180 1312.76
  10 0.475 180 1350.77
  11 0.525 180 1286.25
  12 0.575 180 1355.56
  13 0.625 180 1312.69
  14 0.675 180 1293.97
  15 0.725 180 1254.06
  16 0.775 180 1322.05
  17 0.825 180 1259.91
  18 0.875 180 1294.08
  19 0.925 180 1222.3
  20 0.975 180 1210.92
12600 20 3600
  1 0.025 180 1278.05
  2 0.075 180 1291.55
  3 0.125 180 1253.31
  4 0.175 180 1229
  5 0.225 180 1225.71
  6 0.275 180 1238.07
  7 0.325 180 1264.83
  8 0.375 180 1309.76
  9 0.425 180 1268.77
  10 0.475 180 1301.29
  11 0.525 180 1325.36
  12 0.575 180 1342.23
  13 0.625 180 1281.8
